Orthogroup	Hsap	Gfas
OG0004041	ANR12_HUMAN, ANR11_HUMAN	gfas1.m1.6974.m1
OG0004042	PI3R4_HUMAN	gfas1.m1.6265.m1
OG0004043	HAUS2_HUMAN	gfas1.m1.8454.m1
OG0004045	STX18_HUMAN	gfas1.m1.19781.m1
OG0004047	RNT2_HUMAN	gfas1.m1.21563.m1
OG0004048	SETMR_HUMAN	gfas1.m1.18804.m1
OG0004049	CHCH2_HUMAN, CHCH9_HUMAN	gfas1.m1.7507.m1, gfas1.m1.21698.m1
OG0004050	COL11_HUMAN, COL10_HUMAN	gfas1.m1.20732.m1
OG0004051	GNTK_HUMAN	gfas1.m1.5680.m1
OG0004052	SHOT1_HUMAN	gfas1.m1.21465.m1, gfas1.m1.19334.m1
OG0004053	T170B_HUMAN	gfas1.m1.3195.m1, gfas1.m1.17956.m1
OG0004054	MED14_HUMAN	gfas1.m1.8828.m1
OG0004055	NOCT_HUMAN	gfas1.m1.14389.m1, gfas1.m1.14390.m1
OG0004057	CNTRL_HUMAN	gfas1.m1.17914.m1
OG0004060	PROP1_HUMAN	gfas1.m1.8387.m1
OG0004061	DCR1C_HUMAN	gfas1.m1.8102.m1
OG0004062	TDIF2_HUMAN	gfas1.m1.3681.m1
OG0004063	KIF17_HUMAN	gfas1.m1.14317.m1
OG0004065	ISCA2_HUMAN	gfas1.m1.473.m1
OG0004066	UBA1L_HUMAN, UBAP1_HUMAN	gfas1.m1.4375.m1
OG0004067	APCDL_HUMAN, APCD1_HUMAN	gfas1.m1.9059.m1
OG0004068	TAD2B_HUMAN	gfas1.m1.16369.m1
OG0004069	ING3_HUMAN	gfas1.m1.4163.m1
OG0004070	S17A9_HUMAN	gfas1.m1.93.m1
OG0004071	RNC_HUMAN	gfas1.m1.5411.m1
OG0004072	ALS2_HUMAN	gfas1.m1.4167.m1
OG0004073	SYMC_HUMAN	gfas1.m1.9487.m1, gfas1.m1.22691.m1
OG0004074	PELO_HUMAN	gfas1.m1.17778.m1
OG0004075	FAH2A_HUMAN, FAH2B_HUMAN	gfas1.m1.1353.m1
OG0004077	AACS_HUMAN	gfas1.m1.13553.m1
OG0004078	S60A2_HUMAN	gfas1.m1.17339.m1
OG0004079	BLT3A_HUMAN, BLT3B_HUMAN	gfas1.m1.3806.m1
OG0004080	ATOX1_HUMAN	gfas1.m1.14204.m1
OG0004081	S35F3_HUMAN, S35F4_HUMAN	gfas1.m1.3231.m1
OG0004082	TSAP1_HUMAN, CF052_HUMAN	gfas1.m1.12870.m1
OG0004083	PIEZ2_HUMAN, PIEZ1_HUMAN	gfas1.m1.18851.m1
OG0004084	RBBP9_HUMAN	gfas1.m1.6606.m1
OG0004085	PLB1_HUMAN	gfas1.m1.7190.m1
OG0004087	TXD11_HUMAN	gfas1.m1.10012.m1, gfas1.m1.18551.m1
OG0004088	PCX4_HUMAN	gfas1.m1.13499.m1
OG0004089	RO60_HUMAN	gfas1.m1.2099.m1, gfas1.m1.2098.m1
OG0004090	CBY1_HUMAN	gfas1.m1.18550.m1
OG0004092	MOGT2_HUMAN	gfas1.m1.731.m1
OG0004095	NPC2_HUMAN	gfas1.m1.5099.m1
OG0004096	CCNC_HUMAN	gfas1.m1.7269.m1
OG0004097	RYK_HUMAN	gfas1.m1.15289.m1
OG0004098	TOPB1_HUMAN	gfas1.m1.19782.m1, gfas1.m1.16915.m1
OG0004099	LACC1_HUMAN	gfas1.m1.668.m1
OG0004100	STPG4_HUMAN	gfas1.m1.19597.m1
OG0004101	BROX_HUMAN	gfas1.m1.1435.m1, gfas1.m1.9971.m1
OG0004102	DCPS_HUMAN	gfas1.m1.9.m1
OG0004103	CJ090_HUMAN	gfas1.m1.3392.m1
OG0004104	NMNA1_HUMAN	gfas1.m1.5471.m1
OG0004105	CH60_HUMAN	gfas1.m1.10222.m1, gfas1.m1.23093.m1
OG0004106	ZN106_HUMAN	gfas1.m1.441.m1
OG0004107	GNPTA_HUMAN	gfas1.m1.6502.m1
OG0004111	LRC40_HUMAN	gfas1.m1.2528.m1
OG0004112	FZD5_HUMAN, FZD8_HUMAN	gfas1.m1.16248.m1
OG0004114	ISY1_HUMAN	gfas1.m1.17601.m1
OG0004116	BUP1_HUMAN	gfas1.m1.13541.m1
OG0004118	TOE1_HUMAN	gfas1.m1.18189.m1
OG0004119	ZC3H3_HUMAN	gfas1.m1.17735.m1
OG0004120	PRRC1_HUMAN	gfas1.m1.15583.m1
OG0004122	RIFK_HUMAN	gfas1.m1.18672.m1
OG0004123	CK5P2_HUMAN	gfas1.m1.21192.m1, gfas1.m1.7682.m1
OG0004124	PIGA_HUMAN	gfas1.m1.16040.m1
OG0004127	WAPL_HUMAN	gfas1.m1.4049.m1
OG0004128	CRML_HUMAN	gfas1.m1.18592.m1
OG0004129	UFD1_HUMAN	gfas1.m1.1069.m1
OG0004130	FRPD3_HUMAN, FRPD4_HUMAN	gfas1.m1.16734.m1
OG0004131	TEX47_HUMAN	gfas1.m1.5007.m1
OG0004132	CASP_HUMAN	gfas1.m1.10575.m1, gfas1.m1.17819.m1
OG0004133	PTN1_HUMAN, PTN2_HUMAN	gfas1.m1.15198.m1
OG0004134	SDCB1_HUMAN	gfas1.m1.9297.m1
OG0004135	TF3C1_HUMAN	gfas1.m1.18677.m1, gfas1.m1.21550.m1
OG0004136	AP2M1_HUMAN	gfas1.m1.21216.m1
OG0004137	KIF15_HUMAN	gfas1.m1.2297.m1, gfas1.m1.2296.m1
OG0004138	SMRCD_HUMAN	gfas1.m1.1697.m1
OG0004140	FANCG_HUMAN	gfas1.m1.4026.m1
OG0004141	FBX7_HUMAN	gfas1.m1.13903.m1
OG0004142	DHE4_HUMAN, DHE3_HUMAN	gfas1.m1.8835.m1
OG0004143	ENO4_HUMAN	gfas1.m1.7725.m1
OG0004144	REX1B_HUMAN	gfas1.m1.6573.m1
OG0004145	MLX_HUMAN	gfas1.m1.8247.m1
OG0004146	F10C1_HUMAN	gfas1.m1.10394.m1
OG0004148	TBCD_HUMAN	gfas1.m1.18219.m1
OG0004150	BIEA_HUMAN	gfas1.m1.360.m1
OG0004154	SMHD1_HUMAN	gfas1.m1.6233.m1
OG0004155	GDPD1_HUMAN	gfas1.m1.1862.m1
OG0004156	HACL2_HUMAN	gfas1.m1.13861.m1
OG0004158	DPOG1_HUMAN	gfas1.m1.2791.m1
OG0004159	CHK1_HUMAN	gfas1.m1.5841.m1
OG0004160	ASPC1_HUMAN	gfas1.m1.6816.m1
OG0004161	BBS4_HUMAN	gfas1.m1.1560.m1
OG0004162	RHG20_HUMAN	gfas1.m1.14249.m1
OG0004163	VMAT2_HUMAN, VMAT1_HUMAN	gfas1.m1.5469.m1
OG0004166	CG025_HUMAN	gfas1.m1.19177.m1
OG0004167	DLDH_HUMAN	gfas1.m1.18756.m1
OG0004169	U2AF2_HUMAN	gfas1.m1.5119.m1
OG0004170	OGDHL_HUMAN, ODO1_HUMAN	gfas1.m1.3073.m1
OG0004171	NUBP1_HUMAN	gfas1.m1.4961.m1
OG0004172	BACHL_HUMAN, BACH_HUMAN	gfas1.m1.10984.m1
OG0004173	PPIL2_HUMAN	gfas1.m1.1853.m1
OG0004174	NOTUM_HUMAN	gfas1.m1.14702.m1
OG0004175	KLDC3_HUMAN	gfas1.m1.3972.m1
OG0004176	LPP60_HUMAN	gfas1.m1.13473.m1
OG0004177	DHTK1_HUMAN	gfas1.m1.4127.m1
OG0004178	DDX60_HUMAN, DDX6L_HUMAN	gfas1.m1.1056.m1, gfas1.m1.22882.m1, gfas1.m1.1058.m1
OG0004179	BARD1_HUMAN	gfas1.m1.11847.m1
OG0004180	HESX1_HUMAN	gfas1.m1.6049.m1, gfas1.m1.4198.m1
OG0004181	TMM62_HUMAN	gfas1.m1.6697.m1
OG0004182	GEMI5_HUMAN	gfas1.m1.9890.m1
OG0004184	NUP54_HUMAN	gfas1.m1.19033.m1
OG0004185	AG10A_HUMAN, AG10B_HUMAN	gfas1.m1.14669.m1
OG0004186	SPAS1_HUMAN	gfas1.m1.9096.m1
OG0004187	CC28A_HUMAN, CC28B_HUMAN	gfas1.m1.18900.m1
OG0004188	PHF10_HUMAN	gfas1.m1.444.m1
OG0004189	TAF1A_HUMAN	gfas1.m1.15173.m1
OG0004190	NT5D2_HUMAN, NT5D3_HUMAN	gfas1.m1.9524.m1
OG0004191	E41LA_HUMAN	gfas1.m1.5683.m1
OG0004192	ATRX_HUMAN	gfas1.m1.5032.m1
OG0004193	MSRB2_HUMAN	gfas1.m1.18109.m1
OG0004194	PXYP1_HUMAN	gfas1.m1.5596.m1
OG0004195	LRMDA_HUMAN	gfas1.m1.18991.m1, gfas1.m1.9759.m1
OG0004196	ERCC5_HUMAN	gfas1.m1.15083.m1
OG0004197	GATM_HUMAN	gfas1.m1.17581.m1, gfas1.m1.17579.m1
OG0004198	GLSL_HUMAN, GLSK_HUMAN	gfas1.m1.3693.m1
OG0004199	RXLT1_HUMAN	gfas1.m1.18527.m1, gfas1.m1.15999.m1
OG0004200	FACE2_HUMAN	gfas1.m1.7347.m1
OG0004201	COMD4_HUMAN	gfas1.m1.22366.m1
OG0004202	APAF_HUMAN	gfas1.m1.6000.m1
OG0004203	CNST_HUMAN	gfas1.m1.14415.m1
OG0004204	HMMR_HUMAN	gfas1.m1.12758.m1, gfas1.m1.3313.m1
OG0004205	DPOD3_HUMAN	gfas1.m1.7465.m1
OG0004206	ELOA2_HUMAN, ELOA1_HUMAN	gfas1.m1.16507.m1
OG0004207	UBP30_HUMAN	gfas1.m1.9754.m1
OG0004209	XPO4_HUMAN	gfas1.m1.5458.m1
OG0004211	PRC1_HUMAN	gfas1.m1.5476.m1
OG0004213	ISM2_HUMAN, ISM1_HUMAN	gfas1.m1.6443.m1
OG0004214	GSHB_HUMAN	gfas1.m1.20991.m1
OG0004215	NDUS2_HUMAN	gfas1.m1.16298.m1
OG0004216	PDE9A_HUMAN	gfas1.m1.4315.m1, gfas1.m1.188.m1
OG0004217	PININ_HUMAN	gfas1.m1.13452.m1
OG0004218	OSGI2_HUMAN, OSGI1_HUMAN	gfas1.m1.2712.m1
OG0004220	PAAT_HUMAN, YJ016_HUMAN	gfas1.m1.6806.m1
OG0004221	SPSY_HUMAN	gfas1.m1.14603.m1
OG0004222	TDR12_HUMAN	gfas1.m1.2705.m1
OG0004223	ZDHC6_HUMAN	gfas1.m1.10754.m1
OG0004224	PPA6_HUMAN	gfas1.m1.6946.m1, gfas1.m1.14086.m1
OG0004225	TERT_HUMAN	gfas1.m1.23395.m1
OG0004227	RRP36_HUMAN	gfas1.m1.19291.m1
OG0004228	M1AP_HUMAN	gfas1.m1.13693.m1
OG0004229	CFA36_HUMAN	gfas1.m1.1440.m1
OG0004230	IF4E2_HUMAN	gfas1.m1.14891.m1
OG0004231	HIBCH_HUMAN	gfas1.m1.18831.m1
OG0004232	GOGA1_HUMAN	gfas1.m1.23515.m1, gfas1.m1.23514.m1
OG0004233	TAF4_HUMAN, TAF4B_HUMAN	gfas1.m1.2304.m1
OG0004234	RRP8_HUMAN	gfas1.m1.2961.m1
OG0004235	EAF6_HUMAN	gfas1.m1.2462.m1
OG0004236	MEIOC_HUMAN	gfas1.m1.21653.m1
OG0004237	TISB_HUMAN	gfas1.m1.14665.m1
OG0004238	TM272_HUMAN	gfas1.m1.1839.m1, gfas1.m1.17564.m1, gfas1.m1.11161.m1
OG0004240	RSPH3_HUMAN	gfas1.m1.14239.m1
OG0004241	METH_HUMAN	gfas1.m1.1614.m1
OG0004242	IFT88_HUMAN	gfas1.m1.4825.m1
OG0004243	SMIP2_HUMAN	gfas1.m1.1517.m1
OG0004245	SYWC_HUMAN	gfas1.m1.10173.m1, gfas1.m1.11826.m1
OG0004246	NAA80_HUMAN	gfas1.m1.13480.m1
OG0004247	ESPNL_HUMAN	gfas1.m1.178.m1
OG0004248	LRSM1_HUMAN	gfas1.m1.3471.m1
OG0004250	GDE1_HUMAN	gfas1.m1.21960.m1, gfas1.m1.4959.m1
OG0004251	TB10A_HUMAN	gfas1.m1.7916.m1
OG0004253	RNZ2_HUMAN	gfas1.m1.3747.m1
OG0004254	BCD1_HUMAN	gfas1.m1.14885.m1
OG0004255	HAUS8_HUMAN	gfas1.m1.19221.m1, gfas1.m1.19152.m1
OG0004256	GPTC8_HUMAN	gfas1.m1.14049.m1
OG0004257	MEAK7_HUMAN	gfas1.m1.10198.m1
OG0004258	ADAP1_HUMAN, ADAP2_HUMAN	gfas1.m1.21611.m1
OG0004260	VHLL_HUMAN, VHL_HUMAN	gfas1.m1.13845.m1
OG0004261	RS30_HUMAN	gfas1.m1.3758.m1, gfas1.m1.19604.m1
OG0004262	STIP1_HUMAN	gfas1.m1.1857.m1
OG0004263	ADCK5_HUMAN	gfas1.m1.330.m1
OG0004264	S352B_HUMAN, S35E2_HUMAN	gfas1.m1.9718.m1
OG0004265	SPG7_HUMAN	gfas1.m1.15707.m1
OG0004266	SDHF2_HUMAN	gfas1.m1.2885.m1
OG0004267	ERI1_HUMAN	gfas1.m1.16466.m1
OG0004268	KFA_HUMAN	gfas1.m1.16491.m1, gfas1.m1.16719.m1
OG0004269	ARMC2_HUMAN	gfas1.m1.7957.m1
OG0004270	BTBD2_HUMAN, BTBD1_HUMAN	gfas1.m1.19166.m1
OG0004271	CLRN2_HUMAN, CLRN1_HUMAN	gfas1.m1.2490.m1
OG0004272	FTCD_HUMAN	gfas1.m1.19414.m1
OG0004273	RM55_HUMAN	gfas1.m1.538.m1
OG0004274	DNM1L_HUMAN	gfas1.m1.3832.m1
OG0004275	KLF2_HUMAN	gfas1.m1.6066.m1
OG0004277	MOV10_HUMAN	gfas1.m1.19843.m1, gfas1.m1.2543.m1
OG0004278	CUL5_HUMAN	gfas1.m1.14227.m1
OG0004279	SEN15_HUMAN	gfas1.m1.20419.m1
OG0004280	USE1_HUMAN	gfas1.m1.10509.m1
OG0004282	UBA5_HUMAN	gfas1.m1.15887.m1
OG0004283	PARK7_HUMAN	gfas1.m1.16547.m1
OG0004285	SNX14_HUMAN	gfas1.m1.19714.m1
OG0004287	PBLD_HUMAN	gfas1.m1.3549.m1
OG0004288	MYCBP_HUMAN	gfas1.m1.20609.m1
OG0004289	TM131_HUMAN	gfas1.m1.18754.m1
OG0004290	MAP2_HUMAN	gfas1.m1.17708.m1
OG0004291	TPC14_HUMAN	gfas1.m1.11246.m1
OG0004292	POP7_HUMAN	gfas1.m1.10287.m1
OG0004293	DPOA2_HUMAN	gfas1.m1.22502.m1, gfas1.m1.18842.m1
OG0004294	CHM4P_HUMAN, CHM4B_HUMAN	gfas1.m1.22104.m1
OG0004295	MSD2_HUMAN	gfas1.m1.4558.m1, gfas1.m1.2694.m1, gfas1.m1.21559.m1
OG0004296	HTAI2_HUMAN	gfas1.m1.16841.m1
OG0004297	SLC31_HUMAN	gfas1.m1.17985.m1, gfas1.m1.9429.m1
OG0004299	HYI_HUMAN	gfas1.m1.2539.m1
OG0004300	IF4G2_HUMAN	gfas1.m1.15145.m1
OG0004301	MINP1_HUMAN	gfas1.m1.7348.m1, gfas1.m1.14412.m1
OG0004303	RL11_HUMAN	gfas1.m1.792.m1, gfas1.m1.6235.m1
OG0004304	TYW4_HUMAN	gfas1.m1.996.m1
OG0004305	IBTK_HUMAN	gfas1.m1.10136.m1
OG0004306	SRSF1_HUMAN	gfas1.m1.9749.m1
OG0004307	I2BP1_HUMAN, I2BPL_HUMAN	gfas1.m1.8284.m1
OG0004308	DGC6L_HUMAN, DGCR6_HUMAN	gfas1.m1.1701.m1
OG0004309	ARB2P_HUMAN, ARB2A_HUMAN	gfas1.m1.2790.m1
OG0004310	FBX3_HUMAN	gfas1.m1.3050.m1
OG0004311	ZCRB1_HUMAN	gfas1.m1.3212.m1
OG0004312	SPRE_HUMAN	gfas1.m1.15035.m1
OG0004314	FBXW7_HUMAN	gfas1.m1.15424.m1
OG0004315	BAG1_HUMAN	gfas1.m1.16524.m1
OG0004316	NOP16_HUMAN	gfas1.m1.15777.m1
OG0004317	SBSPO_HUMAN	gfas1.m1.836.m1
OG0004319	MNS1_HUMAN	gfas1.m1.16692.m1
OG0004320	COX18_HUMAN	gfas1.m1.4587.m1
OG0004321	UBE2Z_HUMAN	gfas1.m1.3729.m1, gfas1.m1.6595.m1
OG0004322	TM143_HUMAN	gfas1.m1.17207.m1
OG0004323	CTSL2_HUMAN	gfas1.m1.383.m1
OG0004324	TNG2_HUMAN	gfas1.m1.9466.m1, gfas1.m1.13654.m1
OG0004327	R216L_HUMAN, RN216_HUMAN	gfas1.m1.1432.m1
OG0004328	TLCD1_HUMAN	gfas1.m1.14586.m1
OG0004329	ECI2_HUMAN	gfas1.m1.12710.m1
OG0004330	NOC3L_HUMAN	gfas1.m1.23810.m1
OG0004331	C19L2_HUMAN	gfas1.m1.4564.m1
OG0004332	SAM50_HUMAN	gfas1.m1.12837.m1
OG0004333	SLNL1_HUMAN	gfas1.m1.864.m1
OG0004334	GPHRA_HUMAN, GPHRB_HUMAN	gfas1.m1.4530.m1
OG0004335	ACPH_HUMAN	gfas1.m1.18877.m1
OG0004336	TM135_HUMAN	gfas1.m1.18635.m1
OG0004337	LTOR4_HUMAN	gfas1.m1.2412.m1, gfas1.m1.11247.m1
OG0004338	CAPON_HUMAN	gfas1.m1.10211.m1
OG0004339	PRDX5_HUMAN	gfas1.m1.940.m1
OG0004340	LTV1_HUMAN	gfas1.m1.6528.m1
OG0004341	RBM45_HUMAN	gfas1.m1.7772.m1
OG0004342	ZFYV1_HUMAN	gfas1.m1.14638.m1
OG0004343	SPG21_HUMAN	gfas1.m1.12434.m1, gfas1.m1.10151.m1
OG0004344	ZBT47_HUMAN, ZN652_HUMAN	gfas1.m1.18871.m1
OG0004345	TPPC4_HUMAN	gfas1.m1.888.m1
OG0004346	MCA3_HUMAN	gfas1.m1.6730.m1
OG0004347	TBD2B_HUMAN	gfas1.m1.18572.m1
OG0004348	HYES_HUMAN	gfas1.m1.14203.m1
OG0004349	KLD10_HUMAN	gfas1.m1.10443.m1
OG0004350	MITOS_HUMAN	gfas1.m1.18146.m1
OG0004351	ARMT1_HUMAN	gfas1.m1.13476.m1
OG0004352	PRS8_HUMAN	gfas1.m1.15235.m1
OG0004353	PKHG1_HUMAN, PKHG3_HUMAN	gfas1.m1.16134.m1
OG0004354	ZN475_HUMAN, ZN474_HUMAN	gfas1.m1.4728.m1
OG0004355	GCH1_HUMAN	gfas1.m1.9948.m1, gfas1.m1.216.m1
OG0004356	MDHC_HUMAN	gfas1.m1.20424.m1
OG0004357	TS101_HUMAN	gfas1.m1.7281.m1
OG0004358	TYW1B_HUMAN, TYW1_HUMAN	gfas1.m1.1812.m1
OG0004360	MADD_HUMAN	gfas1.m1.9594.m1
OG0004361	PGLT1_HUMAN	gfas1.m1.6086.m1
OG0004362	ABHD8_HUMAN	gfas1.m1.14494.m1
OG0004363	RBP10_HUMAN, RANB9_HUMAN	gfas1.m1.18906.m1
OG0004364	PGDH_HUMAN	gfas1.m1.14370.m1
OG0004365	TCF24_HUMAN, TCF23_HUMAN	gfas1.m1.3481.m1
OG0004366	TBC23_HUMAN	gfas1.m1.21319.m1, gfas1.m1.22398.m1
OG0004367	SNX22_HUMAN, SNX24_HUMAN	gfas1.m1.16033.m1
OG0004368	CC124_HUMAN	gfas1.m1.8344.m1
OG0004369	CDD_HUMAN	gfas1.m1.9416.m1, gfas1.m1.19036.m1
OG0004370	F91A1_HUMAN, F91A2_HUMAN	gfas1.m1.685.m1
OG0004371	ODB2_HUMAN	gfas1.m1.18770.m1
OG0004372	CINP_HUMAN	gfas1.m1.10289.m1, gfas1.m1.5652.m1
OG0004373	DJB11_HUMAN	gfas1.m1.7369.m1
OG0004374	AT5L2_HUMAN, ATP5L_HUMAN	gfas1.m1.8096.m1
OG0004375	CCD83_HUMAN	gfas1.m1.2477.m1
OG0004376	RSMN_HUMAN, RSMB_HUMAN	gfas1.m1.16494.m1
OG0004377	TFDP3_HUMAN, TFDP1_HUMAN	gfas1.m1.14543.m1
OG0004378	RS10L_HUMAN, RS10_HUMAN	gfas1.m1.6010.m1
OG0004379	IFT25_HUMAN	gfas1.m1.17811.m1
OG0004380	RAD50_HUMAN	gfas1.m1.9291.m1, gfas1.m1.22395.m1
OG0004381	S29P2_HUMAN, SNX29_HUMAN	gfas1.m1.13420.m1
OG0004382	COMDA_HUMAN	gfas1.m1.14271.m1
OG0004383	HERC3_HUMAN, HERC4_HUMAN	gfas1.m1.23519.m1
OG0004384	RWDD3_HUMAN	gfas1.m1.23484.m1
OG0004385	PRDX6_HUMAN	gfas1.m1.17962.m1, gfas1.m1.17959.m1
OG0004386	RLA0L_HUMAN, RLA0_HUMAN	gfas1.m1.14713.m1
OG0004388	CHCH7_HUMAN	gfas1.m1.2455.m1
OG0004389	BAX_HUMAN	gfas1.m1.2873.m1
OG0004390	ATG13_HUMAN	gfas1.m1.1883.m1
OG0004391	GCP6_HUMAN	gfas1.m1.4195.m1, gfas1.m1.4197.m1
OG0004392	MKS1_HUMAN	gfas1.m1.1989.m1
OG0004393	SAE2_HUMAN	gfas1.m1.8222.m1
OG0004395	DCAF8_HUMAN	gfas1.m1.15216.m1
OG0004396	SRXN1_HUMAN	gfas1.m1.10358.m1
OG0004398	CATZ_HUMAN	gfas1.m1.17077.m1
OG0004399	RS24_HUMAN	gfas1.m1.85.m1
OG0004400	SPX3_HUMAN	gfas1.m1.11617.m1
OG0004403	S30BP_HUMAN	gfas1.m1.5041.m1
OG0004404	SPOUT_HUMAN	gfas1.m1.5388.m1
OG0004405	VPS51_HUMAN	gfas1.m1.13835.m1
OG0004406	UBFD1_HUMAN	gfas1.m1.4953.m1
OG0004408	DCTN4_HUMAN	gfas1.m1.16193.m1
OG0004409	STON1_HUMAN, STON2_HUMAN	gfas1.m1.23473.m1
OG0004411	SELS_HUMAN	gfas1.m1.14834.m1
OG0004412	RL26L_HUMAN, RL26_HUMAN	gfas1.m1.3394.m1
OG0004413	MFSD5_HUMAN	gfas1.m1.8007.m1
OG0004414	VGLL4_HUMAN	gfas1.m1.7017.m1
OG0004415	DTWD1_HUMAN	gfas1.m1.13950.m1
OG0004417	TEKT1_HUMAN	gfas1.m1.3505.m1
OG0004418	MIPO1_HUMAN	gfas1.m1.19825.m1, gfas1.m1.769.m1
OG0004419	GEN_HUMAN	gfas1.m1.3286.m1, gfas1.m1.7123.m1
OG0004420	CKAP5_HUMAN	gfas1.m1.1739.m1
OG0004421	SPT4H_HUMAN	gfas1.m1.16610.m1
OG0004422	FOXJ1_HUMAN	gfas1.m1.19620.m1
OG0004423	SUCO_HUMAN	gfas1.m1.1051.m1
OG0004424	NIF3L_HUMAN	gfas1.m1.17115.m1
OG0004425	PDPK2_HUMAN, PDPK1_HUMAN	gfas1.m1.4779.m1
OG0004426	B4GA1_HUMAN	gfas1.m1.13568.m1
OG0004427	CISY_HUMAN	gfas1.m1.17653.m1
OG0004428	STK31_HUMAN	gfas1.m1.9041.m1, gfas1.m1.9039.m1
OG0004429	ANR53_HUMAN	gfas1.m1.9493.m1, gfas1.m1.9494.m1
OG0004430	CS047_HUMAN	gfas1.m1.10672.m1, gfas1.m1.10671.m1
OG0004431	TXN4B_HUMAN	gfas1.m1.16333.m1
OG0004432	JOS1_HUMAN	gfas1.m1.17150.m1
OG0004433	RADIL_HUMAN	gfas1.m1.16787.m1
OG0004436	SYDE2_HUMAN, SYDE1_HUMAN	gfas1.m1.1953.m1
OG0004437	TM107_HUMAN	gfas1.m1.3224.m1
OG0004439	VAS1L_HUMAN, VAS1_HUMAN	gfas1.m1.1231.m1
OG0004440	CLYBL_HUMAN	gfas1.m1.851.m1
OG0004441	GMDS_HUMAN	gfas1.m1.2893.m1
OG0004443	PSMF1_HUMAN	gfas1.m1.23876.m1, gfas1.m1.7959.m1
OG0004444	EMSY_HUMAN	gfas1.m1.704.m1
OG0004447	TX1B3_HUMAN	gfas1.m1.2535.m1
OG0004448	RAD21_HUMAN	gfas1.m1.653.m1
OG0004449	RWDD1_HUMAN	gfas1.m1.18534.m1
OG0004451	LIN37_HUMAN	gfas1.m1.1230.m1
OG0004452	RM32_HUMAN	gfas1.m1.14906.m1, gfas1.m1.14907.m1
OG0004453	NOX4_HUMAN	gfas1.m1.18531.m1
OG0004454	COX5B_HUMAN	gfas1.m1.1925.m1
OG0004455	MSRB3_HUMAN	gfas1.m1.3238.m1
OG0004456	GSLG1_HUMAN	gfas1.m1.12375.m1
OG0004457	ERCC1_HUMAN	gfas1.m1.5640.m1
OG0004458	SAMH1_HUMAN	gfas1.m1.2672.m1
OG0004459	MUTYH_HUMAN	gfas1.m1.18848.m1, gfas1.m1.18846.m1
OG0004460	RHBL4_HUMAN	gfas1.m1.23195.m1
OG0004461	HEAT3_HUMAN	gfas1.m1.4378.m1
OG0004462	CPSF5_HUMAN	gfas1.m1.332.m1
OG0004463	CHM2A_HUMAN	gfas1.m1.2918.m1
OG0004464	KAD8_HUMAN	gfas1.m1.15369.m1
OG0004465	SL9D1_HUMAN	gfas1.m1.721.m1
OG0004466	VPS54_HUMAN	gfas1.m1.13501.m1
OG0004467	HOGA1_HUMAN	gfas1.m1.3181.m1, gfas1.m1.3180.m1
OG0004468	BLMH_HUMAN	gfas1.m1.6540.m1
OG0004469	ASH2L_HUMAN	gfas1.m1.1102.m1
OG0004471	BOP1_HUMAN	gfas1.m1.15651.m1
OG0004472	RM23_HUMAN	gfas1.m1.4790.m1
OG0004473	ATP5I_HUMAN	gfas1.m1.7678.m1
OG0004474	RPB7_HUMAN	gfas1.m1.2165.m1
OG0004475	TF3B_HUMAN	gfas1.m1.17986.m1
OG0004476	RT07_HUMAN	gfas1.m1.18081.m1
OG0004477	SPA24_HUMAN	gfas1.m1.3730.m1
OG0004478	MCAT_HUMAN	gfas1.m1.10968.m1, gfas1.m1.18678.m1
OG0004479	NLK_HUMAN	gfas1.m1.18322.m1
OG0004480	BD1L2_HUMAN, BOD1_HUMAN	gfas1.m1.1187.m1
OG0004482	MMS22_HUMAN	gfas1.m1.23359.m1, gfas1.m1.6364.m1
OG0004483	SMYD4_HUMAN	gfas1.m1.9519.m1, gfas1.m1.1815.m1
OG0004484	MYLIP_HUMAN	gfas1.m1.15118.m1
OG0004486	PIGC_HUMAN	gfas1.m1.15322.m1
OG0004487	RANB3_HUMAN	gfas1.m1.4624.m1
OG0004488	RPN1_HUMAN	gfas1.m1.5034.m1
OG0004489	GRHPR_HUMAN	gfas1.m1.65.m1
OG0004490	UBP3_HUMAN	gfas1.m1.15232.m1
OG0004492	RBM48_HUMAN	gfas1.m1.12433.m1
OG0004493	HMDH_HUMAN	gfas1.m1.14498.m1
OG0004494	MED1_HUMAN	gfas1.m1.15681.m1
OG0004495	MP2K7_HUMAN	gfas1.m1.3305.m1
OG0004496	GDS1_HUMAN	gfas1.m1.6604.m1
OG0004497	LOXH1_HUMAN	gfas1.m1.4.m1, gfas1.m1.19709.m1
OG0004498	AFG32_HUMAN	gfas1.m1.21399.m1
OG0004499	CF206_HUMAN	gfas1.m1.3399.m1
OG0004500	OSTF1_HUMAN	gfas1.m1.13975.m1
OG0004501	IMPA3_HUMAN	gfas1.m1.15953.m1
OG0004503	SF3A1_HUMAN	gfas1.m1.4660.m1
OG0004505	SF3A3_HUMAN	gfas1.m1.4706.m1, gfas1.m1.4709.m1
OG0004506	TIGAR_HUMAN	gfas1.m1.2032.m1
OG0004507	CLP1_HUMAN	gfas1.m1.7044.m1
OG0004508	T3HPD_HUMAN	gfas1.m1.20184.m1
OG0004509	TCPB_HUMAN	gfas1.m1.16772.m1
OG0004510	RAB24_HUMAN	gfas1.m1.16150.m1
OG0004512	SP130_HUMAN	gfas1.m1.3503.m1
