Orthogroup	Mmus	Gfas
OG0003065	ASAP2_MOUSE, ASAP1_MOUSE	gfas1.m1.18744.m1
OG0003066	RN126_MOUSE, RN115_MOUSE	gfas1.m1.1128.m1
OG0003067	TF2H1_MOUSE	gfas1.m1.1897.m1
OG0003068	NFRKB_MOUSE	gfas1.m1.19111.m1
OG0003070	AMRA1_MOUSE	gfas1.m1.13194.m1
OG0003071	CEPT1_MOUSE, CHPT1_MOUSE	gfas1.m1.7185.m1
OG0003072	H2AW_MOUSE, H2AY_MOUSE	gfas1.m1.3080.m1
OG0003073	TT39C_MOUSE	gfas1.m1.3687.m1
OG0003076	STXB4_MOUSE	gfas1.m1.16205.m1
OG0003077	SAM9L_MOUSE	gfas1.m1.11961.m1, gfas1.m1.860.m1, gfas1.m1.861.m1
OG0003078	CNDP1_MOUSE, CNDP2_MOUSE	gfas1.m1.21936.m1
OG0003080	CLU_MOUSE	gfas1.m1.1912.m1
OG0003081	DYL1_MOUSE, DYL2_MOUSE	gfas1.m1.9751.m1
OG0003082	RN220_MOUSE	gfas1.m1.378.m1
OG0003083	RPAB2_MOUSE	gfas1.m1.4906.m1
OG0003084	IF4E_MOUSE, I4E1B_MOUSE	gfas1.m1.122.m1
OG0003085	KIN17_MOUSE	gfas1.m1.5722.m1
OG0003087	SOSB1_MOUSE, SOSB2_MOUSE	gfas1.m1.17800.m1
OG0003088	CCNT2_MOUSE, CCNT1_MOUSE	gfas1.m1.20852.m1
OG0003089	SIN3B_MOUSE, SIN3A_MOUSE	gfas1.m1.4468.m1
OG0003090	T23O_MOUSE	gfas1.m1.15133.m1, gfas1.m1.15134.m1, gfas1.m1.15132.m1
OG0003091	INSI2_MOUSE, INSI1_MOUSE	gfas1.m1.14799.m1
OG0003092	SETD3_MOUSE	gfas1.m1.13697.m1
OG0003094	FMN1_MOUSE, FMN2_MOUSE	gfas1.m1.22220.m1
OG0003095	ANO8_MOUSE	gfas1.m1.15587.m1
OG0003096	OXLA_MOUSE	gfas1.m1.17547.m1, gfas1.m1.19167.m1, gfas1.m1.17546.m1, gfas1.m1.17544.m1
OG0003097	ACSL3_MOUSE, ACSL4_MOUSE	gfas1.m1.14466.m1
OG0003099	LYPA2_MOUSE, LYPA1_MOUSE	gfas1.m1.6328.m1
OG0003100	IF1AX_MOUSE, IF1A_MOUSE	gfas1.m1.5456.m1
OG0003101	ASNS_MOUSE	gfas1.m1.17464.m1, gfas1.m1.14523.m1, gfas1.m1.14520.m1
OG0003102	RAB6B_MOUSE, RAB6A_MOUSE	gfas1.m1.14463.m1
OG0003103	S15A2_MOUSE	gfas1.m1.8026.m1, gfas1.m1.4169.m1
OG0003104	PAR6B_MOUSE, PAR6G_MOUSE	gfas1.m1.10025.m1
OG0003105	DDI2_MOUSE, DDI1_MOUSE	gfas1.m1.18296.m1
OG0003106	NAA10_MOUSE, NAA11_MOUSE	gfas1.m1.4592.m1
OG0003107	MYO1G_MOUSE, MYO1D_MOUSE	gfas1.m1.6648.m1
OG0003108	RED2_MOUSE, RED1_MOUSE	gfas1.m1.6594.m1
OG0003109	FEZ1_MOUSE, FEZ2_MOUSE	gfas1.m1.14417.m1
OG0003110	G3BP2_MOUSE, G3BP1_MOUSE	gfas1.m1.2446.m1
OG0003111	SPS1_MOUSE, SPS2_MOUSE	gfas1.m1.18811.m1
OG0003112	RFIP4_MOUSE, RFIP3_MOUSE	gfas1.m1.5707.m1
OG0003113	CPSF2_MOUSE	gfas1.m1.10186.m1, gfas1.m1.2347.m1
OG0003114	CSDC2_MOUSE, CHSP1_MOUSE	gfas1.m1.13417.m1
OG0003115	LS14B_MOUSE, LS14A_MOUSE	gfas1.m1.15622.m1
OG0003116	RB15B_MOUSE, RBM15_MOUSE	gfas1.m1.8062.m1
OG0003117	CPLN2_MOUSE	gfas1.m1.3786.m1
OG0003118	MEPCE_MOUSE	gfas1.m1.9715.m1
OG0003119	CHIC2_MOUSE, CHIC1_MOUSE	gfas1.m1.4541.m1
OG0003120	EP15R_MOUSE	gfas1.m1.18685.m1
OG0003121	GPAT4_MOUSE, GPAT3_MOUSE	gfas1.m1.575.m1
OG0003122	FCHO1_MOUSE, FCHO2_MOUSE	gfas1.m1.20358.m1
OG0003123	RAB34_MOUSE, RAB36_MOUSE	gfas1.m1.17358.m1
OG0003124	KBRS2_MOUSE, KBRS1_MOUSE	gfas1.m1.3727.m1
OG0003125	KANL3_MOUSE	gfas1.m1.15692.m1
OG0003126	NUPR1_MOUSE	gfas1.m1.18468.m1, gfas1.m1.8800.m1
OG0003127	UBP48_MOUSE	gfas1.m1.14746.m1
OG0003128	SYNC_MOUSE	gfas1.m1.2798.m1
OG0003129	RT10_MOUSE	gfas1.m1.7900.m1
OG0003130	TLC3B_MOUSE, TLC3A_MOUSE	gfas1.m1.18457.m1
OG0003131	SERHL_MOUSE	gfas1.m1.19919.m1, gfas1.m1.4436.m1
OG0003132	PAPS1_MOUSE, PAPS2_MOUSE	gfas1.m1.3792.m1
OG0003133	GPX7_MOUSE, GPX8_MOUSE	gfas1.m1.2047.m1
OG0003134	GCM1_MOUSE, GCM2_MOUSE	gfas1.m1.3079.m1
OG0003135	PCGF5_MOUSE	gfas1.m1.17082.m1, gfas1.m1.17083.m1
OG0003136	FEZF2_MOUSE, FEZF1_MOUSE	gfas1.m1.8983.m1
OG0003137	ZN703_MOUSE, ZN503_MOUSE	gfas1.m1.4046.m1
OG0003138	PRRX1_MOUSE, PRRX2_MOUSE	gfas1.m1.10344.m1
OG0003139	RCN1_MOUSE, CALU_MOUSE	gfas1.m1.15764.m1
OG0003140	KLDC1_MOUSE	gfas1.m1.8032.m1, gfas1.m1.8859.m1
OG0003141	SESQ2_MOUSE, SESQ1_MOUSE	gfas1.m1.231.m1
OG0003142	ABCD2_MOUSE, ABCD1_MOUSE	gfas1.m1.3184.m1
OG0003144	C56D1_MOUSE, C56D2_MOUSE	gfas1.m1.17714.m1
OG0003145	FES_MOUSE, FER_MOUSE	gfas1.m1.9055.m1
OG0003146	DNJA4_MOUSE, DNJA1_MOUSE	gfas1.m1.3844.m1
OG0003147	SYAP1_MOUSE	gfas1.m1.19000.m1
OG0003148	EP400_MOUSE	gfas1.m1.1801.m1
OG0003149	HMCES_MOUSE	gfas1.m1.15368.m1
OG0003150	PTPA_MOUSE	gfas1.m1.2608.m1
OG0003151	HOOK1_MOUSE, HOOK3_MOUSE	gfas1.m1.4904.m1
OG0003152	MACA1_MOUSE, MACA2_MOUSE	gfas1.m1.14224.m1
OG0003153	SAS6_MOUSE	gfas1.m1.361.m1
OG0003154	F204A_MOUSE	gfas1.m1.17638.m1
OG0003155	PRR5L_MOUSE, PRR5_MOUSE	gfas1.m1.1339.m1
OG0003156	CC154_MOUSE	gfas1.m1.19922.m1
OG0003157	NOLC1_MOUSE	gfas1.m1.15755.m1
OG0003158	CACP_MOUSE	gfas1.m1.1873.m1
OG0003159	VMP1_MOUSE	gfas1.m1.14732.m1
OG0003160	MOCS1_MOUSE	gfas1.m1.16968.m1
OG0003161	STK38_MOUSE, ST38L_MOUSE	gfas1.m1.17669.m1
OG0003163	TCEA1_MOUSE, TCEA2_MOUSE	gfas1.m1.6731.m1
OG0003164	U5S1_MOUSE	gfas1.m1.887.m1
OG0003165	FLOWR_MOUSE	gfas1.m1.3464.m1
OG0003166	FACR1_MOUSE, FACR2_MOUSE	gfas1.m1.1898.m1
OG0003169	TMEM9_MOUSE, TMM9B_MOUSE	gfas1.m1.9588.m1
OG0003170	YDJC_MOUSE	gfas1.m1.13531.m1
OG0003171	RHBT2_MOUSE, RHBT1_MOUSE	gfas1.m1.17081.m1
OG0003172	RBP17_MOUSE, XPO7_MOUSE	gfas1.m1.19077.m1
OG0003173	SC23B_MOUSE, SC23A_MOUSE	gfas1.m1.7328.m1
OG0003175	SELO_MOUSE	gfas1.m1.10947.m1, gfas1.m1.10778.m1, gfas1.m1.5346.m1, gfas1.m1.23281.m1
OG0003176	ANKS6_MOUSE	gfas1.m1.2354.m1
OG0003177	SMC3_MOUSE	gfas1.m1.3400.m1
OG0003178	CILK1_MOUSE, MAK_MOUSE	gfas1.m1.1855.m1
OG0003179	STAR3_MOUSE, STR3N_MOUSE	gfas1.m1.4803.m1
OG0003180	FIS1_MOUSE	gfas1.m1.19110.m1
OG0003181	SMAL1_MOUSE	gfas1.m1.4802.m1
OG0003182	MYO15_MOUSE	gfas1.m1.7393.m1
OG0003183	VAPB_MOUSE, VAPA_MOUSE	gfas1.m1.18892.m1
OG0003184	SPHK2_MOUSE, SPHK1_MOUSE	gfas1.m1.17512.m1
OG0003185	GMPR1_MOUSE, GMPR2_MOUSE	gfas1.m1.14926.m1
OG0003186	RABX5_MOUSE	gfas1.m1.7109.m1
OG0003187	SOX30_MOUSE	gfas1.m1.1693.m1, gfas1.m1.18463.m1, gfas1.m1.17333.m1
OG0003189	SGT1_MOUSE	gfas1.m1.15924.m1
OG0003190	TM50A_MOUSE, TM50B_MOUSE	gfas1.m1.6824.m1
OG0003191	MYO3B_MOUSE, MYO3A_MOUSE	gfas1.m1.766.m1
OG0003192	UBAC1_MOUSE	gfas1.m1.3469.m1
OG0003193	KAP1_MOUSE, KAP0_MOUSE	gfas1.m1.17569.m1
OG0003195	TM214_MOUSE	gfas1.m1.23215.m1
OG0003197	SDE2_MOUSE	gfas1.m1.7191.m1
OG0003198	UBE2O_MOUSE	gfas1.m1.5075.m1
OG0003199	OBI1_MOUSE	gfas1.m1.23432.m1, gfas1.m1.23431.m1
OG0003200	NARF_MOUSE, CIAO3_MOUSE	gfas1.m1.4749.m1
OG0003201	C10_MOUSE	gfas1.m1.2747.m1
OG0003203	ST7L_MOUSE, ST7_MOUSE	gfas1.m1.6100.m1
OG0003204	CTSR3_MOUSE	gfas1.m1.7981.m1
OG0003205	RP25L_MOUSE, RPP25_MOUSE	gfas1.m1.7256.m1
OG0003206	HECW2_MOUSE, HECW1_MOUSE	gfas1.m1.4553.m1
OG0003207	PRAF2_MOUSE, PRAF3_MOUSE	gfas1.m1.1677.m1
OG0003208	CIC_MOUSE	gfas1.m1.4606.m1
OG0003210	CSN1_MOUSE	gfas1.m1.23468.m1
OG0003211	ODR4_MOUSE	gfas1.m1.15197.m1
OG0003212	TM14C_MOUSE	gfas1.m1.690.m1
OG0003214	BCKD_MOUSE	gfas1.m1.4697.m1
OG0003215	CSR2B_MOUSE	gfas1.m1.519.m1
OG0003216	TPRKB_MOUSE	gfas1.m1.14671.m1
OG0003217	BECN1_MOUSE, BECN2_MOUSE	gfas1.m1.4443.m1
OG0003218	UHRF2_MOUSE, UHRF1_MOUSE	gfas1.m1.23796.m1
OG0003219	ACO12_MOUSE, ACO11_MOUSE	gfas1.m1.16266.m1
OG0003220	CE104_MOUSE	gfas1.m1.3790.m1
OG0003222	RHG06_MOUSE	gfas1.m1.13243.m1
OG0003223	TMED1_MOUSE, TMED5_MOUSE	gfas1.m1.7270.m1
OG0003224	MBTD1_MOUSE, LMBL2_MOUSE	gfas1.m1.19124.m1
OG0003225	SODC_MOUSE	gfas1.m1.20608.m1
OG0003226	SNPC4_MOUSE	gfas1.m1.4464.m1
OG0003227	COPZ1_MOUSE, COPZ2_MOUSE	gfas1.m1.7371.m1
OG0003228	ERAL1_MOUSE	gfas1.m1.19643.m1
OG0003229	MPC1_MOUSE	gfas1.m1.8023.m1
OG0003230	VA0E2_MOUSE, VA0E1_MOUSE	gfas1.m1.1348.m1
OG0003231	FERM2_MOUSE, FERM1_MOUSE	gfas1.m1.16604.m1
OG0003232	SH3R1_MOUSE, SH3R3_MOUSE	gfas1.m1.8844.m1
OG0003233	XPOT_MOUSE	gfas1.m1.14584.m1
OG0003234	ODPA_MOUSE, ODPAT_MOUSE	gfas1.m1.2582.m1
OG0003235	MTMRC_MOUSE, MTMRA_MOUSE	gfas1.m1.1020.m1
OG0003236	SNTB2_MOUSE, SNTB1_MOUSE	gfas1.m1.4384.m1
OG0003237	TET5C_MOUSE, TET5A_MOUSE	gfas1.m1.5185.m1
OG0003238	RALB_MOUSE, RALA_MOUSE	gfas1.m1.993.m1
OG0003239	THOC5_MOUSE	gfas1.m1.19139.m1
OG0003240	CNO6L_MOUSE, CNOT6_MOUSE	gfas1.m1.4473.m1
OG0003241	PISD_MOUSE	gfas1.m1.16005.m1
OG0003242	ICMT_MOUSE	gfas1.m1.146.m1
OG0003243	PK1L1_MOUSE	gfas1.m1.14050.m1
OG0003244	TM165_MOUSE	gfas1.m1.14209.m1
OG0003245	SYAM_MOUSE, SYAC_MOUSE	gfas1.m1.5292.m1
OG0003246	CP100_MOUSE	gfas1.m1.12216.m1, gfas1.m1.12217.m1, gfas1.m1.19638.m1
OG0003247	MOONR_MOUSE	gfas1.m1.3607.m1
OG0003248	QSOX2_MOUSE, QSOX1_MOUSE	gfas1.m1.2096.m1
OG0003249	DHYS_MOUSE	gfas1.m1.3673.m1
OG0003250	DC11L_MOUSE, DRC11_MOUSE	gfas1.m1.21570.m1
OG0003251	TAXB1_MOUSE, CACO2_MOUSE	gfas1.m1.4966.m1
OG0003252	ARBK1_MOUSE, ARBK2_MOUSE	gfas1.m1.2343.m1
OG0003254	FREM3_MOUSE, FREM2_MOUSE	gfas1.m1.14208.m1
OG0003255	SOS1_MOUSE, SOS2_MOUSE	gfas1.m1.10320.m1
OG0003256	RM21_MOUSE	gfas1.m1.16770.m1
OG0003257	CC175_MOUSE	gfas1.m1.1446.m1
OG0003258	ATAD2_MOUSE	gfas1.m1.207.m1
OG0003259	S38AA_MOUSE	gfas1.m1.5643.m1
OG0003260	UAP1L_MOUSE, UAP1_MOUSE	gfas1.m1.4322.m1
OG0003261	PKNX2_MOUSE, PKNX1_MOUSE	gfas1.m1.16105.m1
OG0003262	RER1_MOUSE	gfas1.m1.2251.m1
OG0003263	GREM2_MOUSE, GREM1_MOUSE	gfas1.m1.15992.m1
OG0003264	ARGI2_MOUSE, ARGI1_MOUSE	gfas1.m1.18340.m1
OG0003265	EXO1_MOUSE	gfas1.m1.5158.m1
OG0003266	AUHM_MOUSE, ECHD2_MOUSE	gfas1.m1.4203.m1
OG0003267	NAPEP_MOUSE	gfas1.m1.2226.m1, gfas1.m1.2225.m1
OG0003268	ATX2L_MOUSE, ATX2_MOUSE	gfas1.m1.18379.m1
OG0003269	BNI3L_MOUSE, BNIP3_MOUSE	gfas1.m1.3654.m1
OG0003270	UNC80_MOUSE	gfas1.m1.13876.m1
OG0003271	EPG5_MOUSE	gfas1.m1.1943.m1
OG0003273	MSTO1_MOUSE	gfas1.m1.4831.m1
OG0003274	UCK1_MOUSE, UCK2_MOUSE	gfas1.m1.15984.m1
OG0003277	GBX2_MOUSE, GBX1_MOUSE	gfas1.m1.20981.m1
OG0003278	AN13B_MOUSE, AN13D_MOUSE	gfas1.m1.261.m1
OG0003279	DDX31_MOUSE	gfas1.m1.10280.m1
OG0003280	PLEK2_MOUSE, PLEK_MOUSE	gfas1.m1.1228.m1
OG0003281	GLGB_MOUSE	gfas1.m1.13843.m1
OG0003282	RB39B_MOUSE, RB39A_MOUSE	gfas1.m1.3876.m1
OG0003283	NGBR_MOUSE	gfas1.m1.23416.m1
OG0003284	ASF1A_MOUSE, ASF1B_MOUSE	gfas1.m1.5816.m1
OG0003285	TBG2_MOUSE, TBG1_MOUSE	gfas1.m1.990.m1
OG0003287	MPPD2_MOUSE, MPPD1_MOUSE	gfas1.m1.13729.m1
OG0003288	PTG3L_MOUSE, TEBP_MOUSE	gfas1.m1.10773.m1
OG0003289	TE2IP_MOUSE	gfas1.m1.12559.m1, gfas1.m1.11411.m1, gfas1.m1.13077.m1
OG0003290	TSN13_MOUSE, TSN31_MOUSE	gfas1.m1.18787.m1
OG0003291	WN10B_MOUSE, WN10A_MOUSE	gfas1.m1.436.m1
OG0003292	VIP1_MOUSE, VIP2_MOUSE	gfas1.m1.17141.m1
OG0003293	SYHM_MOUSE, HARS1_MOUSE	gfas1.m1.10701.m1
OG0003294	HEXI2_MOUSE, HEXI1_MOUSE	gfas1.m1.21735.m1
OG0003295	KPYM_MOUSE, KPYR_MOUSE	gfas1.m1.14721.m1
OG0003296	GET4_MOUSE	gfas1.m1.6050.m1
OG0003297	IQCE_MOUSE	gfas1.m1.20948.m1
OG0003298	KHDC4_MOUSE	gfas1.m1.4135.m1
OG0003299	NIPA2_MOUSE, NIPA3_MOUSE	gfas1.m1.13227.m1
OG0003300	DIDO1_MOUSE	gfas1.m1.6613.m1
OG0003301	TNKS2_MOUSE, TNKS1_MOUSE	gfas1.m1.3731.m1
OG0003302	SNP25_MOUSE, SNP23_MOUSE	gfas1.m1.17646.m1
OG0003303	CX6A2_MOUSE, CX6A1_MOUSE	gfas1.m1.13532.m1
OG0003304	ROR1_MOUSE, ROR2_MOUSE	gfas1.m1.2524.m1
OG0003305	WASL_MOUSE, WASP_MOUSE	gfas1.m1.13011.m1
OG0003306	NPAS3_MOUSE, NPAS1_MOUSE	gfas1.m1.9229.m1
OG0003307	UB2R2_MOUSE, UB2R1_MOUSE	gfas1.m1.2697.m1
OG0003308	RBBP4_MOUSE, RBBP7_MOUSE	gfas1.m1.19493.m1
OG0003309	ADA17_MOUSE	gfas1.m1.14695.m1
OG0003310	SUOX_MOUSE	gfas1.m1.7454.m1
OG0003311	TBCD1_MOUSE, TBCD4_MOUSE	gfas1.m1.17575.m1
OG0003312	TRIB3_MOUSE, TRIB2_MOUSE	gfas1.m1.20831.m1
OG0003313	TCTP_MOUSE	gfas1.m1.912.m1
OG0003314	NKAP_MOUSE, NKAPL_MOUSE	gfas1.m1.10062.m1
OG0003315	MA2B1_MOUSE	gfas1.m1.18389.m1, gfas1.m1.4555.m1, gfas1.m1.4556.m1
OG0003316	IPO13_MOUSE	gfas1.m1.385.m1
OG0003317	KIF4_MOUSE	gfas1.m1.15825.m1
OG0003318	CFA70_MOUSE	gfas1.m1.12972.m1, gfas1.m1.22773.m1
OG0003319	HGNAT_MOUSE	gfas1.m1.15820.m1, gfas1.m1.15818.m1
OG0003320	ZDH18_MOUSE, ZDH14_MOUSE	gfas1.m1.18799.m1
OG0003321	PKHA8_MOUSE	gfas1.m1.5672.m1
OG0003322	TMCO4_MOUSE	gfas1.m1.19188.m1
OG0003323	GLYG_MOUSE	gfas1.m1.907.m1
OG0003324	PTSS2_MOUSE	gfas1.m1.7189.m1
OG0003325	ENTR1_MOUSE	gfas1.m1.21743.m1
OG0003327	AP3S1_MOUSE, AP3S2_MOUSE	gfas1.m1.7231.m1
OG0003328	GRL1A_MOUSE	gfas1.m1.1112.m1
OG0003330	SPON2_MOUSE, SPON1_MOUSE	gfas1.m1.13701.m1
OG0003331	ATG4C_MOUSE, ATG4D_MOUSE	gfas1.m1.4872.m1
OG0003332	UBP45_MOUSE, UBP16_MOUSE	gfas1.m1.14701.m1
OG0003333	AP5M1_MOUSE	gfas1.m1.479.m1
OG0003334	UB2J1_MOUSE	gfas1.m1.23591.m1, gfas1.m1.23582.m1, gfas1.m1.8355.m1
OG0003335	GNPTG_MOUSE	gfas1.m1.5646.m1
OG0003336	SESN3_MOUSE, SESN1_MOUSE	gfas1.m1.16926.m1
OG0003337	RN167_MOUSE, RNF13_MOUSE	gfas1.m1.14468.m1
OG0003338	MED16_MOUSE	gfas1.m1.625.m1
OG0003339	NUCB1_MOUSE, NUCB2_MOUSE	gfas1.m1.6229.m1
OG0003340	OCAD2_MOUSE, OCAD1_MOUSE	gfas1.m1.21019.m1
OG0003341	CTNL1_MOUSE	gfas1.m1.10770.m1
OG0003342	STUM_MOUSE	gfas1.m1.13792.m1, gfas1.m1.14647.m1
OG0003343	SOST_MOUSE, SOSD1_MOUSE	gfas1.m1.17859.m1
OG0003344	BLVRB_MOUSE	gfas1.m1.8416.m1, gfas1.m1.14700.m1, gfas1.m1.14699.m1
OG0003345	TTC9A_MOUSE, TTC9C_MOUSE	gfas1.m1.10099.m1
OG0003346	SMD3_MOUSE	gfas1.m1.13534.m1
OG0003347	CTDS1_MOUSE, CTDSL_MOUSE	gfas1.m1.2912.m1
OG0003348	SAFB1_MOUSE, SAFB2_MOUSE	gfas1.m1.13472.m1
OG0003349	ODBA_MOUSE	gfas1.m1.18339.m1
OG0003350	HYEP_MOUSE	gfas1.m1.18009.m1, gfas1.m1.18010.m1
OG0003351	PKHF2_MOUSE	gfas1.m1.13847.m1
OG0003352	RAB18_MOUSE	gfas1.m1.9052.m1
OG0003353	E41LB_MOUSE, E41L5_MOUSE	gfas1.m1.10325.m1
OG0003354	TP4AP_MOUSE	gfas1.m1.8219.m1
OG0003355	RCAF1_MOUSE	gfas1.m1.5879.m1
OG0003357	PCY1B_MOUSE, PCY1A_MOUSE	gfas1.m1.910.m1
OG0003358	PUR9_MOUSE	gfas1.m1.18648.m1
OG0003359	R3GEF_MOUSE, RAB3I_MOUSE	gfas1.m1.5710.m1
OG0003360	MY18A_MOUSE	gfas1.m1.16554.m1
OG0003361	PDE3B_MOUSE, PDE3A_MOUSE	gfas1.m1.5551.m1
OG0003362	SIDT2_MOUSE, SIDT1_MOUSE	gfas1.m1.3053.m1
OG0003363	BAHC1_MOUSE, TNC18_MOUSE	gfas1.m1.5071.m1
OG0003364	UBP2L_MOUSE, UBAP2_MOUSE	gfas1.m1.14503.m1
OG0003365	POMT1_MOUSE	gfas1.m1.13439.m1
OG0003366	OTU7B_MOUSE, OTU7A_MOUSE	gfas1.m1.14652.m1
OG0003367	DCNL1_MOUSE, DCNL2_MOUSE	gfas1.m1.16025.m1
OG0003368	RLA1_MOUSE	gfas1.m1.4729.m1
OG0003369	TRA2B_MOUSE, TRA2A_MOUSE	gfas1.m1.13958.m1
OG0003370	A1CF_MOUSE	gfas1.m1.13565.m1
OG0003371	IDI1_MOUSE, IDI2_MOUSE	gfas1.m1.2283.m1
OG0003372	UBL3_MOUSE	gfas1.m1.19673.m1
OG0003373	T184B_MOUSE, T184A_MOUSE	gfas1.m1.5538.m1
OG0003374	TPPC2_MOUSE	gfas1.m1.15164.m1
OG0003375	ERLN2_MOUSE, ERLN1_MOUSE	gfas1.m1.11055.m1
OG0003376	TRI40_MOUSE	gfas1.m1.13786.m1, gfas1.m1.19733.m1
OG0003377	LHPL1_MOUSE, LHPL6_MOUSE	gfas1.m1.923.m1
OG0003378	SOCS7_MOUSE, SOCS6_MOUSE	gfas1.m1.13806.m1
OG0003379	CWC22_MOUSE	gfas1.m1.11403.m1, gfas1.m1.23047.m1
OG0003380	TECT1_MOUSE, TECT3_MOUSE	gfas1.m1.17342.m1
OG0003381	AUXI_MOUSE, GAK_MOUSE	gfas1.m1.2521.m1
OG0003382	GRAM4_MOUSE	gfas1.m1.16177.m1, gfas1.m1.10683.m1
OG0003383	F135B_MOUSE, F135A_MOUSE	gfas1.m1.5086.m1
OG0003384	EVI5_MOUSE	gfas1.m1.19713.m1
OG0003386	AP4AT_MOUSE	gfas1.m1.17086.m1
OG0003387	GNA12_MOUSE, GNA13_MOUSE	gfas1.m1.15736.m1
OG0003388	CASP9_MOUSE	gfas1.m1.19805.m1
OG0003389	DAAM1_MOUSE, DAAM2_MOUSE	gfas1.m1.8861.m1
OG0003390	PAXB1_MOUSE	gfas1.m1.1706.m1
OG0003391	DHB14_MOUSE	gfas1.m1.14312.m1
OG0003392	CCNL1_MOUSE, CCNL2_MOUSE	gfas1.m1.9717.m1
OG0003393	SERP1_MOUSE, SERP2_MOUSE	gfas1.m1.735.m1
OG0003394	ABTB2_MOUSE, ABTB3_MOUSE	gfas1.m1.15376.m1
OG0003395	LHX8_MOUSE, LHX6_MOUSE	gfas1.m1.1776.m1
OG0003396	SET_MOUSE	gfas1.m1.2745.m1
OG0003397	MCIN_MOUSE, GEMI_MOUSE	gfas1.m1.1080.m1
OG0003398	S23IP_MOUSE, DDHD2_MOUSE	gfas1.m1.3182.m1
OG0003399	SRP19_MOUSE	gfas1.m1.4869.m1
OG0003401	MGN_MOUSE, MGN2_MOUSE	gfas1.m1.17214.m1
OG0003402	ARL8B_MOUSE, ARL8A_MOUSE	gfas1.m1.13905.m1
OG0003403	5MP2_MOUSE, 5MP1_MOUSE	gfas1.m1.18723.m1
OG0003404	TOB1_MOUSE, TOB2_MOUSE	gfas1.m1.9988.m1
OG0003405	PTRD1_MOUSE	gfas1.m1.7479.m1
OG0003406	SNX19_MOUSE	gfas1.m1.17397.m1, gfas1.m1.18286.m1
OG0003407	PG12B_MOUSE, PG12A_MOUSE	gfas1.m1.4580.m1
OG0003408	NECP1_MOUSE, NECP2_MOUSE	gfas1.m1.7287.m1
OG0003410	GL1D1_MOUSE	gfas1.m1.17117.m1
OG0003412	SWT1_MOUSE	gfas1.m1.3296.m1
OG0003413	RS4X_MOUSE	gfas1.m1.7362.m1
OG0003414	RHG26_MOUSE, RHG10_MOUSE	gfas1.m1.16202.m1
OG0003415	SEM5A_MOUSE, SEM5B_MOUSE	gfas1.m1.23662.m1
OG0003416	GATA3_MOUSE, GATA2_MOUSE	gfas1.m1.15283.m1
OG0003417	SRR_MOUSE	gfas1.m1.274.m1
OG0003418	PSMA8_MOUSE, PSA7_MOUSE	gfas1.m1.6983.m1
OG0003419	NMT1_MOUSE, NMT2_MOUSE	gfas1.m1.21423.m1
OG0003420	EVX1_MOUSE, EVX2_MOUSE	gfas1.m1.13645.m1
OG0003421	RIC8B_MOUSE, RIC8A_MOUSE	gfas1.m1.18759.m1
OG0003422	PUR2_MOUSE	gfas1.m1.14864.m1
OG0003423	FBXL6_MOUSE	gfas1.m1.15979.m1, gfas1.m1.15985.m1
OG0003424	INP5K_MOUSE, PI5PA_MOUSE	gfas1.m1.2338.m1
OG0003426	G2E3_MOUSE, PHF7_MOUSE	gfas1.m1.5203.m1
OG0003427	CDR2L_MOUSE, CDR2_MOUSE	gfas1.m1.7314.m1
OG0003428	UCP5_MOUSE, KMCP1_MOUSE	gfas1.m1.2951.m1
OG0003429	KAT2A_MOUSE, KAT2B_MOUSE	gfas1.m1.6395.m1
OG0003430	MTMRD_MOUSE, MTMR5_MOUSE	gfas1.m1.1731.m1
OG0003431	LYAG_MOUSE	gfas1.m1.16694.m1, gfas1.m1.8126.m1
OG0003432	LONM_MOUSE	gfas1.m1.15467.m1
OG0003433	PIGS_MOUSE	gfas1.m1.13527.m1
OG0003434	GPT2L_MOUSE, GPTC2_MOUSE	gfas1.m1.5853.m1
OG0003435	GXLT1_MOUSE, GXLT2_MOUSE	gfas1.m1.1794.m1
OG0003436	GMFB_MOUSE, GMFG_MOUSE	gfas1.m1.4385.m1
OG0003438	NPS3B_MOUSE	gfas1.m1.20613.m1, gfas1.m1.6475.m1
OG0003440	EI2BA_MOUSE	gfas1.m1.20676.m1
OG0003441	GORS2_MOUSE	gfas1.m1.14955.m1
OG0003442	CD5R1_MOUSE, CD5R2_MOUSE	gfas1.m1.3915.m1
OG0003443	YAF2_MOUSE, RYBP_MOUSE	gfas1.m1.18033.m1
OG0003444	ATF7_MOUSE, ATF2_MOUSE	gfas1.m1.17953.m1
OG0003445	DERL3_MOUSE, DERL2_MOUSE	gfas1.m1.595.m1
OG0003446	RN19B_MOUSE, RN19A_MOUSE	gfas1.m1.16197.m1
OG0003447	RRAGA_MOUSE, RRAGB_MOUSE	gfas1.m1.23198.m1
OG0003448	UVRAG_MOUSE	gfas1.m1.8826.m1
OG0003449	ANGE1_MOUSE, ANGE2_MOUSE	gfas1.m1.14723.m1
OG0003450	ATIF1_MOUSE	gfas1.m1.19680.m1
OG0003451	ESS2_MOUSE	gfas1.m1.22043.m1
OG0003452	STAM2_MOUSE, STAM1_MOUSE	gfas1.m1.8382.m1
OG0003453	STK4_MOUSE, STK3_MOUSE	gfas1.m1.15033.m1
OG0003454	CLAP2_MOUSE, CLAP1_MOUSE	gfas1.m1.13960.m1
