Orthogroup	Mmus	Pdam
OG0003279	HYCC2_MOUSE, HYCCI_MOUSE	pdam_00013673-RA
OG0003280	IF4E_MOUSE, I4E1B_MOUSE	pdam_00019745-RA
OG0003281	ICA1L_MOUSE, ICA69_MOUSE	pdam_00008642-RA
OG0003282	ICE2_MOUSE	pdam_00004464-RA
OG0003283	ICMT_MOUSE	pdam_00003375-RA
OG0003284	IDI1_MOUSE, IDI2_MOUSE	pdam_00014949-RA
OG0003285	IF122_MOUSE	pdam_00020062-RA, pdam_00020063-RA
OG0003286	IF1AX_MOUSE, IF1A_MOUSE	pdam_00007337-RA
OG0003287	IF2G_MOUSE, IF2H_MOUSE	pdam_00008972-RA
OG0003289	IFRD1_MOUSE, IFRD2_MOUSE	pdam_00011067-RA
OG0003290	IGB1B_MOUSE, IGBP1_MOUSE	pdam_00007068-RA
OG0003291	IKKA_MOUSE, IKKB_MOUSE	pdam_00007357-RA
OG0003292	TBK1_MOUSE, IKKE_MOUSE	pdam_00014023-RA
OG0003293	ILRUN_MOUSE	pdam_00005623-RA
OG0003294	ING4_MOUSE, ING5_MOUSE	pdam_00006402-RA
OG0003295	INP4B_MOUSE, INP4A_MOUSE	pdam_00009574-RA
OG0003296	INP5K_MOUSE, PI5PA_MOUSE	pdam_00008085-RA
OG0003297	INSI1_MOUSE, INSI2_MOUSE	pdam_00015306-RA
OG0003298	INSM1_MOUSE, INSM2_MOUSE	pdam_00006479-RA
OG0003299	IP3KA_MOUSE, IP3KC_MOUSE	pdam_00017843-RA
OG0003300	IP6K1_MOUSE	pdam_00001025-RA
OG0003301	IPO13_MOUSE	pdam_00009291-RA
OG0003302	IPYR_MOUSE, IPYR2_MOUSE	pdam_00009483-RA
OG0003303	IQCE_MOUSE	pdam_00019303-RA
OG0003304	IQGA1_MOUSE, IQGA2_MOUSE	pdam_00014074-RA
OG0003305	ISPD_MOUSE	pdam_00001509-RA
OG0003307	JIP1_MOUSE, JIP2_MOUSE	pdam_00019130-RA
OG0003308	K319L_MOUSE, K0319_MOUSE	pdam_00021444-RA
OG0003309	KANL1_MOUSE, KAL1L_MOUSE	pdam_00009833-RA
OG0003310	KANL3_MOUSE	pdam_00003560-RA
OG0003311	KAP1_MOUSE, KAP0_MOUSE	pdam_00010058-RA
OG0003312	KAT1_MOUSE, KAT3_MOUSE	pdam_00004355-RA
OG0003313	KAT2A_MOUSE, KAT2B_MOUSE	pdam_00021192-RA
OG0003314	KAT6B_MOUSE, KAT6A_MOUSE	pdam_00002749-RA
OG0003315	KAT7_MOUSE	pdam_00017893-RA
OG0003316	KTNA1_MOUSE, KATL1_MOUSE	pdam_00013324-RA
OG0003317	KBRS1_MOUSE, KBRS2_MOUSE	pdam_00008072-RA
OG0003319	KCMB4_MOUSE, KCMB2_MOUSE	pdam_00002928-RA
OG0003320	KCNT2_MOUSE, KCNT1_MOUSE	pdam_00016004-RA
OG0003321	KDM2A_MOUSE, KDM2B_MOUSE	pdam_00009403-RA
OG0003322	KIF4_MOUSE	pdam_00004296-RA
OG0003324	KIFC3_MOUSE	pdam_00015808-RA
OG0003325	KIN17_MOUSE	pdam_00024454-RA
OG0003327	KITH_MOUSE	pdam_00009338-RA
OG0003328	KIZ_MOUSE	pdam_00020993-RA, pdam_00020990-RA
OG0003329	KLF6_MOUSE, KLF7_MOUSE	pdam_00016619-RA
OG0003330	KPBB_MOUSE	pdam_00002432-RA
OG0003331	KPRA_MOUSE, KPRB_MOUSE	pdam_00009348-RA
OG0003332	KPYM_MOUSE, KPYR_MOUSE	pdam_00016763-RA
OG0003333	KSR2_MOUSE, KSR1_MOUSE	pdam_00006986-RA
OG0003334	LAMC3_MOUSE, LAMC1_MOUSE	pdam_00019343-RA
OG0003335	LARP6_MOUSE	pdam_00011395-RA
OG0003336	LATS2_MOUSE, LATS1_MOUSE	pdam_00001544-RA
OG0003338	LC7L3_MOUSE	pdam_00009014-RA
OG0003339	LCA5L_MOUSE, LCA5_MOUSE	pdam_00010773-RA
OG0003340	LCLT1_MOUSE	pdam_00006480-RA, pdam_00006482-RA
OG0003341	LDAH_MOUSE	pdam_00011784-RA, pdam_00011780-RA
OG0003342	LDB1_MOUSE, LDB2_MOUSE	pdam_00008827-RA
OG0003343	LETM1_MOUSE	pdam_00020374-RA
OG0003344	LHPL1_MOUSE, LHPL6_MOUSE	pdam_00014293-RA
OG0003345	LHPP_MOUSE	pdam_00012368-RA
OG0003346	LHX8_MOUSE, LHX6_MOUSE	pdam_00017813-RA
OG0003347	LIMS1_MOUSE, LIMS2_MOUSE	pdam_00013966-RA
OG0003348	LMAN2_MOUSE	pdam_00008831-RA
OG0003349	LMBRL_MOUSE, LMBR1_MOUSE	pdam_00005592-RA
OG0003350	LONM_MOUSE	pdam_00010703-RA
OG0003351	LONP2_MOUSE	pdam_00017028-RA
OG0003352	LPP60_MOUSE	pdam_00012035-RA, pdam_00012031-RA
OG0003354	LRIQ3_MOUSE	pdam_00015991-RA
OG0003355	LRRF2_MOUSE, LRRF1_MOUSE	pdam_00005550-RA
OG0003356	LS14B_MOUSE, LS14A_MOUSE	pdam_00017385-RA
OG0003357	LYSM2_MOUSE, LYSM1_MOUSE	pdam_00022433-RA
OG0003358	THRSP_MOUSE, M1IP1_MOUSE	pdam_00002008-RA
OG0003359	MA2A2_MOUSE, MA2A1_MOUSE	pdam_00014501-RA
OG0003360	MABP1_MOUSE, WDR62_MOUSE	pdam_00024122-RA
OG0003361	MACA1_MOUSE, MACA2_MOUSE	pdam_00001542-RA
OG0003362	MAML1_MOUSE	pdam_00005505-RA
OG0003363	MANS1_MOUSE	pdam_00002751-RA
OG0003364	MARH2_MOUSE, MARH3_MOUSE	pdam_00000802-RA
OG0003365	MBD3_MOUSE, MBD2_MOUSE	pdam_00014028-RA
OG0003366	MBOA5_MOUSE	pdam_00016455-RA, pdam_00016454-RA
OG0003367	MCCA_MOUSE	pdam_00016371-RA
OG0003368	MCTS2_MOUSE, MCTS1_MOUSE	pdam_00001654-RA
OG0003369	MET15_MOUSE	pdam_00005614-RA
OG0003370	MED16_MOUSE	pdam_00019497-RA
OG0003371	MED1_MOUSE	pdam_00018525-RA
OG0003372	MED20_MOUSE	pdam_00001457-RA
OG0003373	MELK_MOUSE	pdam_00019807-RA
OG0003374	MEP50_MOUSE	pdam_00014611-RA
OG0003375	MEPCE_MOUSE	pdam_00004187-RA
OG0003376	MESH1_MOUSE, NTAQ1_MOUSE	pdam_00010519-RA
OG0003377	MFRN2_MOUSE, MFRN1_MOUSE	pdam_00004999-RA
OG0003378	MFS12_MOUSE	pdam_00019332-RA
OG0003379	MFSD8_MOUSE	pdam_00011923-RA, pdam_00006477-RA
OG0003380	MGN_MOUSE, MGN2_MOUSE	pdam_00003904-RA
OG0003381	MIC19_MOUSE, MIC25_MOUSE	pdam_00016774-RA
OG0003382	MIGA2_MOUSE, MIGA1_MOUSE	pdam_00012792-RA
OG0003384	MK15_MOUSE	pdam_00003723-RA
OG0003385	MMS19_MOUSE	pdam_00020451-RA
OG0003386	MOB1A_MOUSE, MOB1B_MOUSE	pdam_00004045-RA
OG0003387	MOCS1_MOUSE	pdam_00011345-RA
OG0003388	MOCS3_MOUSE	pdam_00020438-RA
OG0003389	MOK_MOUSE	pdam_00002848-RA
OG0003390	MOONR_MOUSE	pdam_00006556-RA
OG0003391	MPC1_MOUSE	pdam_00020895-RA
OG0003392	MPIP1_MOUSE, MPIP2_MOUSE	pdam_00014444-RA
OG0003393	MPPD2_MOUSE, MPPD1_MOUSE	pdam_00002018-RA
OG0003394	MRP9_MOUSE, MRP5_MOUSE	pdam_00017257-RA
OG0003395	MRPP3_MOUSE	pdam_00009553-RA, pdam_00002390-RA
OG0003396	MS3L2_MOUSE, MS3L1_MOUSE	pdam_00001653-RA
OG0003397	MSTO1_MOUSE	pdam_00007294-RA
OG0003398	MTEF4_MOUSE, MTEF3_MOUSE	pdam_00023101-RA
OG0003399	MTMR4_MOUSE, MTMR3_MOUSE	pdam_00021968-RA
OG0003400	MTMRD_MOUSE, MTMR5_MOUSE	pdam_00005131-RA
OG0003401	MTMR7_MOUSE, MTMR6_MOUSE	pdam_00008689-RA
OG0003402	MTMRC_MOUSE, MTMRA_MOUSE	pdam_00010183-RA
OG0003404	MYBPP_MOUSE	pdam_00001141-RA
OG0003405	MYD88_MOUSE	pdam_00015711-RA
OG0003406	MYO15_MOUSE	pdam_00004256-RA
OG0003407	MYO1G_MOUSE, MYO1D_MOUSE	pdam_00012605-RA
OG0003408	MYRF_MOUSE	pdam_00005153-RA
OG0003409	NAA10_MOUSE, NAA11_MOUSE	pdam_00001452-RA
OG0003410	NAA15_MOUSE, NAA16_MOUSE	pdam_00009751-RA
OG0003411	NAB1_MOUSE, NAB2_MOUSE	pdam_00004427-RA
OG0003412	NB5R3_MOUSE, NB5R2_MOUSE	pdam_00013785-RA
OG0003413	NBEL2_MOUSE	pdam_00016423-RA
OG0003414	NCF2_MOUSE, NOXA1_MOUSE	pdam_00006213-RA
OG0003415	NCK1_MOUSE, NCK2_MOUSE	pdam_00015505-RA
OG0003416	NDEL1_MOUSE, NDE1_MOUSE	pdam_00005718-RA
OG0003417	NDUB7_MOUSE	pdam_00017697-RA
OG0003418	NECP1_MOUSE, NECP2_MOUSE	pdam_00011891-RA
OG0003419	NEMO_MOUSE, OPTN_MOUSE	pdam_00012546-RA
OG0003420	NGBR_MOUSE	pdam_00010162-RA
OG0003421	NIPA2_MOUSE, NIPA3_MOUSE	pdam_00015928-RA
OG0003422	NIT1_MOUSE	pdam_00010107-RA
OG0003423	NMT1_MOUSE, NMT2_MOUSE	pdam_00018601-RA
OG0003424	NNRD_MOUSE	pdam_00018693-RA
OG0003425	NNTM_MOUSE	pdam_00011077-RA
OG0003426	NOLC1_MOUSE	pdam_00011676-RA
OG0003427	NOM1_MOUSE	pdam_00013216-RA
OG0003428	NOMO1_MOUSE	pdam_00020157-RA
OG0003430	NSUN5_MOUSE	pdam_00011027-RA
OG0003431	NTAN1_MOUSE	pdam_00018337-RA
OG0003432	NTH_MOUSE	pdam_00019377-RA, pdam_00019380-RA, pdam_00019378-RA
OG0003433	NTPCR_MOUSE	pdam_00018951-RA
OG0003434	NU188_MOUSE	pdam_00003086-RA
OG0003435	NUCB2_MOUSE, NUCB1_MOUSE	pdam_00008587-RA
OG0003436	TIRR_MOUSE, NUD16_MOUSE	pdam_00014323-RA
OG0003437	NUMBL_MOUSE, NUMB_MOUSE	pdam_00009223-RA
OG0003438	NUP98_MOUSE	pdam_00005030-RA
OG0003440	NXT1_MOUSE, NXT2_MOUSE	pdam_00023701-RA
OG0003442	ODPA_MOUSE, ODPAT_MOUSE	pdam_00020215-RA
OG0003443	ODR4_MOUSE	pdam_00017411-RA
OG0003444	OFUT1_MOUSE	pdam_00019459-RA, pdam_00022444-RA
OG0003445	OFUT4_MOUSE	pdam_00001869-RA
OG0003446	OGA_MOUSE	pdam_00009087-RA
OG0003447	OPA1_MOUSE	pdam_00022710-RA
OG0003448	OPLA_MOUSE	pdam_00017393-RA, pdam_00017394-RA, pdam_00017391-RA
OG0003450	OSGEP_MOUSE	pdam_00017662-RA
OG0003451	OTU6B_MOUSE, OTU6A_MOUSE	pdam_00017492-RA
OG0003452	OTU7A_MOUSE, OTU7B_MOUSE	pdam_00004768-RA
OG0003453	OTUD1_MOUSE, OTUD5_MOUSE	pdam_00011018-RA
OG0003454	P210L_MOUSE, PO210_MOUSE	pdam_00003168-RA
OG0003456	P2R3D_MOUSE	pdam_00020622-RA
OG0003457	P3C2A_MOUSE	pdam_00021762-RA
OG0003458	P4K2A_MOUSE, P4K2B_MOUSE	pdam_00002177-RA
OG0003459	PA1B2_MOUSE, PA1B3_MOUSE	pdam_00003430-RA
OG0003460	PACS2_MOUSE, PACS1_MOUSE	pdam_00013100-RA
OG0003462	PAIP2_MOUSE, PAI2B_MOUSE	pdam_00019146-RA
OG0003463	SMOX_MOUSE, PAOX_MOUSE	pdam_00001551-RA
OG0003464	PAPD5_MOUSE, PAPD7_MOUSE	pdam_00004683-RA
OG0003465	PAPS1_MOUSE, PAPS2_MOUSE	pdam_00007355-RA
OG0003466	PAXB1_MOUSE	pdam_00001993-RA
OG0003467	PCGF5_MOUSE	pdam_00012427-RA, pdam_00012428-RA
OG0003468	PCMD1_MOUSE, PCMD2_MOUSE	pdam_00018244-RA
OG0003469	PCY1B_MOUSE, PCY1A_MOUSE	pdam_00003415-RA
OG0003470	PDE10_MOUSE	pdam_00014739-RA, pdam_00001522-RA
OG0003471	PDE3B_MOUSE, PDE3A_MOUSE	pdam_00001873-RA
OG0003473	PDK1L_MOUSE, STK35_MOUSE	pdam_00022667-RA, pdam_00022668-RA
OG0003474	PDS5A_MOUSE, PDS5B_MOUSE	pdam_00020471-RA
OG0003475	RPA43_MOUSE, PEO1_MOUSE	pdam_00008622-RA
OG0003476	PEX10_MOUSE	pdam_00011427-RA
OG0003477	PG12B_MOUSE, PG12A_MOUSE	pdam_00003210-RA
OG0003478	PGAP2_MOUSE	pdam_00006730-RA, pdam_00006727-RA
OG0003479	PGAP3_MOUSE	pdam_00010624-RA
OG0003480	PGK1_MOUSE, PGK2_MOUSE	pdam_00005476-RA
OG0003481	PGM5_MOUSE, PGM1_MOUSE	pdam_00017446-RA
OG0003482	PGRC2_MOUSE	pdam_00020497-RA, pdam_00021537-RA
OG0003483	PHF24_MOUSE	pdam_00018018-RA, pdam_00017227-RA
OG0003484	PHOP1_MOUSE, PHOP2_MOUSE	pdam_00005556-RA
OG0003485	PHTF1_MOUSE, PHTF2_MOUSE	pdam_00024016-RA
OG0003486	PI4KA_MOUSE	pdam_00008509-RA
OG0003487	PIGO_MOUSE	pdam_00017312-RA
OG0003488	PIMT_MOUSE	pdam_00016610-RA, pdam_00008882-RA
OG0003489	PINK1_MOUSE	pdam_00005879-RA
OG0003490	PIRC1_MOUSE, PIRC2_MOUSE	pdam_00021037-RA
OG0003491	PISD_MOUSE	pdam_00022072-RA
OG0003492	PITC1_MOUSE	pdam_00006224-RA
OG0003493	PITM1_MOUSE, PITM2_MOUSE	pdam_00000393-RA
OG0003494	PK1L1_MOUSE	pdam_00010609-RA
OG0003495	PK2L1_MOUSE, PKD2_MOUSE	pdam_00017764-RA
OG0003496	PK3CB_MOUSE, PK3CD_MOUSE	pdam_00013567-RA
OG0003497	PKHA8_MOUSE	pdam_00021664-RA
OG0003498	PKHB2_MOUSE, PKHB1_MOUSE	pdam_00015960-RA
OG0003499	PKHF2_MOUSE	pdam_00022562-RA
OG0003501	PKNX2_MOUSE, PKNX1_MOUSE	pdam_00007130-RA
OG0003502	PLCC_MOUSE, PLCD_MOUSE	pdam_00010178-RA
OG0003503	PLD3A_MOUSE, PLD3B_MOUSE	pdam_00002533-RA
OG0003504	PLGT3_MOUSE, PLGT2_MOUSE	pdam_00019786-RA
OG0003505	PLPP7_MOUSE, PLPP6_MOUSE	pdam_00009430-RA
OG0003506	PMF1_MOUSE	pdam_00000160-RA
OG0003508	PNISR_MOUSE	pdam_00013316-RA
OG0003509	POMT1_MOUSE	pdam_00010100-RA
OG0003510	POP5_MOUSE	pdam_00012923-RA
OG0003511	PORCN_MOUSE	pdam_00008244-RA
OG0003512	PP4P1_MOUSE, PP4P2_MOUSE	pdam_00022775-RA
OG0003513	PP4R1_MOUSE	pdam_00002504-RA
OG0003514	PPM1A_MOUSE, PPM1B_MOUSE	pdam_00002854-RA
OG0003515	PPM1J_MOUSE, PPM1H_MOUSE	pdam_00020344-RA
OG0003516	PPM1K_MOUSE	pdam_00024772-RA
OG0003517	PPR37_MOUSE	pdam_00011996-RA
OG0003518	PPWD1_MOUSE	pdam_00002315-RA
OG0003520	PR40B_MOUSE, PR40A_MOUSE	pdam_00007445-RA
OG0003522	PROP1_MOUSE	pdam_00009331-RA, pdam_00015377-RA
OG0003523	PRR5L_MOUSE, PRR5_MOUSE	pdam_00019888-RA
OG0003525	PRS6A_MOUSE	pdam_00003180-RA
OG0003526	PRS7_MOUSE	pdam_00020552-RA
OG0003527	PSMA8_MOUSE, PSA7_MOUSE	pdam_00017380-RA
OG0003528	PSB10_MOUSE, PSB7_MOUSE	pdam_00021523-RA
OG0003529	PSB4_MOUSE	pdam_00003938-RA
OG0003530	PTG3L_MOUSE, TEBP_MOUSE	pdam_00009658-RA
OG0003531	PTN4_MOUSE	pdam_00012649-RA
OG0003532	PTPM1_MOUSE	pdam_00024865-RA
OG0003533	PTRD1_MOUSE	pdam_00009442-RA
OG0003534	PUR2_MOUSE	pdam_00010141-RA
OG0003535	PUR9_MOUSE	pdam_00013210-RA
OG0003536	PURA1_MOUSE, PURA2_MOUSE	pdam_00013105-RA
OG0003537	PWP2B_MOUSE, PWP2A_MOUSE	pdam_00016047-RA
OG0003538	PX11B_MOUSE, PX11A_MOUSE	pdam_00000869-RA
OG0003539	P_MOUSE	pdam_00012562-RA
OG0003540	QSOX2_MOUSE, QSOX1_MOUSE	pdam_00015979-RA
OG0003541	QTMAN_MOUSE	pdam_00005604-RA, pdam_00023440-RA
OG0003543	RAB3I_MOUSE, R3GEF_MOUSE	pdam_00006662-RA
OG0003544	RAB37_MOUSE, RAB26_MOUSE	pdam_00010082-RA
OG0003545	RAB2B_MOUSE, RAB2A_MOUSE	pdam_00004645-RA
OG0003546	RAB31_MOUSE, RB22A_MOUSE	pdam_00018907-RA
OG0003547	RAB34_MOUSE, RAB36_MOUSE	pdam_00006975-RA
OG0003548	RAB6B_MOUSE, RAB6A_MOUSE	pdam_00001307-RA
OG0003549	RAB9B_MOUSE, RAB9A_MOUSE	pdam_00011944-RA
OG0003550	RABE2_MOUSE, RABE1_MOUSE	pdam_00003727-RA
OG0003552	RALB_MOUSE, RALA_MOUSE	pdam_00004930-RA
OG0003554	RASA2_MOUSE, RASA3_MOUSE	pdam_00001210-RA
OG0003555	RASF5_MOUSE, RASF1_MOUSE	pdam_00008723-RA
OG0003556	RASF7_MOUSE, RASF8_MOUSE	pdam_00011729-RA
OG0003557	RAVR1_MOUSE, RAVR2_MOUSE	pdam_00002277-RA
OG0003558	RB15B_MOUSE, RBM15_MOUSE	pdam_00011066-RA
OG0003559	RB33A_MOUSE, RB33B_MOUSE	pdam_00008732-RA
OG0003560	RB39B_MOUSE, RB39A_MOUSE	pdam_00011164-RA
OG0003562	RBBP4_MOUSE, RBBP7_MOUSE	pdam_00004021-RA
OG0003563	RBL2_MOUSE, RBL1_MOUSE	pdam_00004659-RA
OG0003564	RBM11_MOUSE, RBM7_MOUSE	pdam_00003490-RA
OG0003565	RBM26_MOUSE, RBM27_MOUSE	pdam_00021574-RA
OG0003566	RBNS5_MOUSE	pdam_00006186-RA
OG0003567	RBP17_MOUSE, XPO7_MOUSE	pdam_00012415-RA
OG0003568	RBPS2_MOUSE, RBPMS_MOUSE	pdam_00014492-RA
OG0003569	RCAF1_MOUSE	pdam_00015796-RA
OG0003570	RCCD1_MOUSE	pdam_00016966-RA
OG0003571	RCL1_MOUSE	pdam_00020530-RA
OG0003572	S16C6_MOUSE, RDHE2_MOUSE	pdam_00007173-RA
OG0003573	RED2_MOUSE, RED1_MOUSE	pdam_00009857-RA
OG0003574	RER1_MOUSE	pdam_00005238-RA
OG0003575	RFA2_MOUSE	pdam_00018968-RA
OG0003576	RFC3_MOUSE	pdam_00005043-RA
OG0003577	RFIP4_MOUSE, RFIP3_MOUSE	pdam_00006229-RA
OG0003578	RFX4_MOUSE	pdam_00001769-RA, pdam_00003143-RA
OG0003579	RGPA1_MOUSE, RGPA2_MOUSE	pdam_00002895-RA
OG0003580	RGS14_MOUSE, RGS12_MOUSE	pdam_00020460-RA
OG0003581	RHBT2_MOUSE, RHBT1_MOUSE	pdam_00019030-RA
OG0003582	RHDF2_MOUSE, RHDF1_MOUSE	pdam_00021719-RA
OG0003583	RHG26_MOUSE, RHG10_MOUSE	pdam_00011920-RA
OG0003584	RHG19_MOUSE	pdam_00020377-RA
OG0003585	RHG20_MOUSE	pdam_00008975-RA, pdam_00008974-RA
OG0003586	RHG23_MOUSE, RHG21_MOUSE	pdam_00011641-RA
OG0003587	RHG22_MOUSE, RHG24_MOUSE	pdam_00006026-RA
OG0003588	RIC8B_MOUSE, RIC8A_MOUSE	pdam_00015272-RA
OG0003589	RIPP2_MOUSE, RIPP1_MOUSE	pdam_00008066-RA
OG0003590	RISC_MOUSE	pdam_00006252-RA, pdam_00006251-RA
OG0003591	RL10L_MOUSE, RL10_MOUSE	pdam_00011833-RA
OG0003592	RLA1_MOUSE	pdam_00002621-RA
OG0003593	RM04_MOUSE	pdam_00006502-RA
OG0003594	RM21_MOUSE	pdam_00014612-RA
OG0003595	RMD5A_MOUSE, RMD5B_MOUSE	pdam_00012421-RA
OG0003596	RN115_MOUSE, RN126_MOUSE	pdam_00000818-RA
OG0003597	RN122_MOUSE, RNF24_MOUSE	pdam_00019514-RA
OG0003598	RN146_MOUSE	pdam_00018857-RA
OG0003599	RN151_MOUSE	pdam_00013129-RA, pdam_00019668-RA
OG0003600	RN167_MOUSE, RNF13_MOUSE	pdam_00007996-RA
OG0003601	RN19B_MOUSE, RN19A_MOUSE	pdam_00014129-RA
OG0003602	RN220_MOUSE	pdam_00009296-RA
OG0003603	RNF11_MOUSE	pdam_00005358-RA
OG0003604	RNF8_MOUSE	pdam_00021636-RA
OG0003605	ROR1_MOUSE, ROR2_MOUSE	pdam_00005338-RA
OG0003606	RP25L_MOUSE, RPP25_MOUSE	pdam_00011649-RA
OG0003607	RPAB2_MOUSE	pdam_00020529-RA
OG0003608	RPB3_MOUSE	pdam_00009160-RA
OG0003609	RPC3_MOUSE	pdam_00000804-RA
OG0003610	RPC7L_MOUSE, RPC7_MOUSE	pdam_00015014-RA
OG0003611	RPE_MOUSE	pdam_00008146-RA, pdam_00008143-RA
OG0003612	RPGF2_MOUSE	pdam_00003203-RA
OG0003613	RRAGA_MOUSE, RRAGB_MOUSE	pdam_00000946-RA
OG0003614	RRAGD_MOUSE, RRAGC_MOUSE	pdam_00023209-RA
OG0003615	RRP1_MOUSE, RRP1B_MOUSE	pdam_00001841-RA
OG0003616	RS12_MOUSE	pdam_00000256-RA
OG0003617	RS17_MOUSE	pdam_00011422-RA
OG0003618	RS27L_MOUSE, RS27_MOUSE	pdam_00016756-RA
OG0003619	RS4X_MOUSE	pdam_00001537-RA
OG0003620	RT05_MOUSE	pdam_00018048-RA
OG0003621	RT10_MOUSE	pdam_00002812-RA
OG0003622	RTF1_MOUSE	pdam_00022089-RA
OG0003623	RTKN_MOUSE, RTKN2_MOUSE	pdam_00009774-RA
OG0003624	RUXE_MOUSE	pdam_00002728-RA
OG0003625	RWD2A_MOUSE, RWD2B_MOUSE	pdam_00018835-RA
OG0003627	S15A2_MOUSE	pdam_00020894-RA, pdam_00011623-RA
OG0003628	S17A9_MOUSE	pdam_00012192-RA
OG0003629	S18L2_MOUSE	pdam_00017384-RA
OG0003630	S20A2_MOUSE, S20A1_MOUSE	pdam_00018353-RA
OG0003631	S2512_MOUSE, S2513_MOUSE	pdam_00015314-RA
OG0003632	S2539_MOUSE, S2540_MOUSE	pdam_00014664-RA
OG0003633	ZN704_MOUSE	pdam_00018361-RA
OG0003634	S35A2_MOUSE	pdam_00019479-RA, pdam_00001478-RA
OG0003635	S35E1_MOUSE	pdam_00022603-RA, pdam_00022602-RA
OG0003636	S38AA_MOUSE	pdam_00009000-RA
OG0003637	S39A1_MOUSE, S39A3_MOUSE	pdam_00013376-RA
OG0003638	S5A2_MOUSE, S5A1_MOUSE	pdam_00010037-RA
OG0003640	SAC2_MOUSE	pdam_00023838-RA
OG0003641	SAFB1_MOUSE, SAFB2_MOUSE	pdam_00012039-RA
OG0003642	SANBR_MOUSE	pdam_00010483-RA, pdam_00010480-RA, pdam_00010482-RA
OG0003644	SARDH_MOUSE	pdam_00005853-RA
OG0003645	SAS6_MOUSE	pdam_00022605-RA
OG0003646	SBNO2_MOUSE, SBNO1_MOUSE	pdam_00018567-RA
OG0003647	SBP1_MOUSE, SBP2_MOUSE	pdam_00016939-RA, pdam_00003892-RA
OG0003648	SEBP2_MOUSE, SBP2L_MOUSE	pdam_00003914-RA
OG0003649	SBSPO_MOUSE	pdam_00021827-RA, pdam_00016915-RA
OG0003650	SC11C_MOUSE, SC11A_MOUSE	pdam_00012294-RA
OG0003651	SC16B_MOUSE, SC16A_MOUSE	pdam_00010115-RA
OG0003652	SC23B_MOUSE, SC23A_MOUSE	pdam_00015189-RA
OG0003653	SC31A_MOUSE	pdam_00015438-RA
OG0003654	SCP2_MOUSE	pdam_00015374-RA, pdam_00005308-RA
OG0003655	SDA1_MOUSE	pdam_00022222-RA
OG0003656	SDE2_MOUSE	pdam_00007627-RA
OG0003657	SDHL_MOUSE, SDSL_MOUSE	pdam_00000320-RA
OG0003658	SELN_MOUSE	pdam_00018038-RA
OG0003659	SELO_MOUSE	pdam_00013341-RA, pdam_00013343-RA, pdam_00005804-RA, pdam_00009659-RA
OG0003660	SEPT3_MOUSE, SEPT9_MOUSE	pdam_00000581-RA
OG0003661	SERP1_MOUSE, SERP2_MOUSE	pdam_00001317-RA
OG0003662	SESN1_MOUSE, SESN3_MOUSE	pdam_00010169-RA
OG0003663	SETD3_MOUSE	pdam_00002696-RA
OG0003664	SET_MOUSE	pdam_00000188-RA
OG0003665	SFT2B_MOUSE, SFT2A_MOUSE	pdam_00007328-RA
OG0003666	SGCE_MOUSE, SGCA_MOUSE	pdam_00007956-RA
OG0003668	SGPP1_MOUSE, SGPP2_MOUSE	pdam_00013442-RA
OG0003669	SGT1_MOUSE	pdam_00023700-RA
OG0003670	SGTB_MOUSE, SGTA_MOUSE	pdam_00014482-RA
OG0003671	SH24B_MOUSE, SH24A_MOUSE	pdam_00006024-RA
OG0003673	SH3R1_MOUSE, SH3R3_MOUSE	pdam_00012813-RA
OG0003674	SIDT2_MOUSE, SIDT1_MOUSE	pdam_00001228-RA
OG0003675	SIL1_MOUSE	pdam_00019035-RA
OG0003676	SIN3B_MOUSE, SIN3A_MOUSE	pdam_00003870-RA
OG0003677	SIX2_MOUSE, SIX1_MOUSE	pdam_00007689-RA
OG0003678	SIX6_MOUSE, SIX3_MOUSE	pdam_00007690-RA
OG0003679	SKI_MOUSE, SKIL_MOUSE	pdam_00011879-RA
OG0003680	SL9A2_MOUSE, SL9A1_MOUSE	pdam_00004356-RA
OG0003681	SLD5_MOUSE	pdam_00003567-RA
OG0003682	SLF1_MOUSE	pdam_00018300-RA, pdam_00006892-RA
OG0003684	STK10_MOUSE, SLK_MOUSE	pdam_00019136-RA
OG0003685	SLX4_MOUSE	pdam_00008367-RA, pdam_00022043-RA
OG0003686	SMAD7_MOUSE, SMAD6_MOUSE	pdam_00022438-RA
OG0003687	SMAG2_MOUSE, SMAG1_MOUSE	pdam_00012017-RA
OG0003688	SMAP2_MOUSE, SMAP1_MOUSE	pdam_00000280-RA
OG0003689	SMC1B_MOUSE, SMC1A_MOUSE	pdam_00005515-RA
OG0003690	SMC3_MOUSE	pdam_00023373-RA
OG0003691	SMCA1_MOUSE, SMCA5_MOUSE	pdam_00020473-RA
OG0003692	SMCA4_MOUSE, SMCA2_MOUSE	pdam_00012274-RA
OG0003693	SMD3_MOUSE	pdam_00022583-RA
OG0003695	SMYD5_MOUSE	pdam_00014430-RA
OG0003696	SNAB_MOUSE, SNAA_MOUSE	pdam_00013107-RA
OG0003697	SNP25_MOUSE, SNP23_MOUSE	pdam_00000693-RA
OG0003698	SNPC4_MOUSE	pdam_00016937-RA
OG0003699	SNTB2_MOUSE, SNTB1_MOUSE	pdam_00017673-RA
OG0003700	SNX3_MOUSE, SNX12_MOUSE	pdam_00002068-RA
OG0003701	SNX30_MOUSE, SNX7_MOUSE	pdam_00021894-RA
