Orthogroup	Pdam	Nvec
OG0000292	pdam_00004387-RA	NV2t022942001.1
OG0000293	pdam_00012397-RA	NV2t017776001.1, NV2t017549001.1
OG0000293	pdam_00012395-RA, pdam_00012396-RA	NV2t017775001.1, NV2t017775002.1, NV2t017775003.1
OG0000294	pdam_00001451-RA, pdam_00011054-RA, pdam_00011056-RA, pdam_00011573-RA	NV2t005041001.1
OG0000294	pdam_00017256-RA, pdam_00007724-RA, pdam_00018221-RA, pdam_00018210-RA, pdam_00018220-RA, pdam_00018211-RA, pdam_00018212-RA, pdam_00014823-RA	NV2t020336001.1, NV2t009852001.1
OG0000295	pdam_00009941-RA, pdam_00009945-RA, pdam_00001162-RA, pdam_00009947-RA	NV2t009869001.1, NV2t010348011.1, NV2t010348003.1, NV2t010348001.1, NV2t010348004.1, NV2t010348006.1, NV2t010348009.1, NV2t010348007.1, NV2t010348002.1, NV2t010348005.1, NV2t010348008.1, NV2t010348010.1
OG0000296	pdam_00010217-RA	NV2t017038001.1
OG0000296	pdam_00010216-RA	NV2t016569001.1, NV2t017107001.1
OG0000296	pdam_00010215-RA	NV2t017148001.1, NV2t016567001.1
OG0000296	pdam_00014257-RA	NV2t019653001.1
OG0000297	pdam_00005408-RA	NV2t008047001.1
OG0000297	pdam_00009668-RA	NV2t012368001.1
OG0000297	pdam_00017017-RA	NV2t004062001.1
OG0000297	pdam_00012416-RA	NV2t018932001.1
OG0000297	pdam_00004263-RA	NV2t014988001.1
OG0000297	pdam_00016306-RA, pdam_00016302-RA, pdam_00010918-RA, pdam_00004254-RA	NV2t007434001.1
OG0000297	pdam_00012099-RA	NV2t016658001.1
OG0000297	pdam_00017266-RA	NV2t002830001.1
OG0000298	pdam_00004783-RA, pdam_00001840-RA, pdam_00001838-RA, pdam_00004792-RA, pdam_00004793-RA, pdam_00000100-RA, pdam_00004797-RA, pdam_00017811-RA, pdam_00020208-RA, pdam_00020199-RA, pdam_00015972-RA	NV2t024601001.1
OG0000298	pdam_00005283-RA, pdam_00002201-RA, pdam_00014561-RA, pdam_00014562-RA, pdam_00004156-RA, pdam_00008878-RA, pdam_00008909-RA	NV2t016811001.1
OG0000299	pdam_00010745-RA, pdam_00010750-RA, pdam_00010746-RA, pdam_00008071-RA, pdam_00004276-RA	NV2t008622001.1, NV2t021517001.1, NV2t025533001.1, NV2t007405001.1, NV2t007405003.1, NV2t007405004.1, NV2t007405006.1, NV2t007405002.1, NV2t007405005.1, NV2t007408004.1, NV2t007408001.1, NV2t007408003.1, NV2t007408005.1, NV2t007408002.1, NV2t007408006.1
OG0000300	pdam_00011957-RA	NV2t003628003.1, NV2t003628004.1, NV2t003628002.1, NV2t003628001.1
OG0000300	pdam_00001214-RA	NV2t021648001.1
OG0000300	pdam_00004504-RA, pdam_00004501-RA, pdam_00004503-RA, pdam_00014875-RA, pdam_00024401-RA, pdam_00024993-RA	NV2t018695001.1
OG0000303	pdam_00025114-RA, pdam_00003318-RA, pdam_00016234-RA, pdam_00008496-RA, pdam_00008495-RA, pdam_00021745-RA, pdam_00024231-RA, pdam_00010007-RA, pdam_00008487-RA, pdam_00023021-RA, pdam_00021357-RA, pdam_00025058-RA, pdam_00025173-RA, pdam_00016626-RA, pdam_00025050-RA, pdam_00025955-RA, pdam_00008486-RA, pdam_00008488-RA, pdam_00008494-RA, pdam_00023020-RA, pdam_00005980-RA	NV2t008270001.1
OG0000304	pdam_00024859-RA, pdam_00004557-RA, pdam_00004558-RA	NV2t010494001.1, NV2t010496001.1, NV2t010492001.1, NV2t003511001.1, NV2t010495001.1
OG0000304	pdam_00006170-RA, pdam_00006171-RA, pdam_00006172-RA, pdam_00006193-RA, pdam_00023137-RA, pdam_00024670-RA, pdam_00024671-RA, pdam_00014390-RA, pdam_00002222-RA, pdam_00004016-RA, pdam_00025323-RA, pdam_00023821-RA, pdam_00004017-RA	NV2t008466001.1
OG0000306	pdam_00002798-RA	NV2t006008001.1
OG0000306	pdam_00018788-RA, pdam_00018786-RA	NV2t022115001.1
OG0000306	pdam_00008252-RA	NV2t003941001.1
OG0000306	pdam_00008010-RA, pdam_00010979-RA, pdam_00010978-RA, pdam_00010995-RA, pdam_00010980-RA, pdam_00003319-RA, pdam_00025125-RA, pdam_00019222-RA, pdam_00019223-RA	NV2t009101001.1
OG0000306	pdam_00015485-RA	NV2t025469001.1
OG0000307	pdam_00016411-RA, pdam_00001935-RA	NV2t025619001.1, NV2t005968002.1, NV2t005968001.1
OG0000307	pdam_00005983-RA, pdam_00011217-RA, pdam_00018946-RA, pdam_00022840-RA, pdam_00021989-RA, pdam_00021988-RA, pdam_00021070-RA, pdam_00022353-RA, pdam_00018094-RA, pdam_00012203-RA, pdam_00018093-RA, pdam_00012202-RA	NV2t003824001.1
OG0000307	pdam_00015745-RA, pdam_00005984-RA	NV2t004949001.1
OG0000308	pdam_00025560-RA, pdam_00023680-RA, pdam_00026015-RA, pdam_00006879-RA, pdam_00023934-RA, pdam_00023935-RA, pdam_00018933-RA, pdam_00013513-RA, pdam_00024871-RA, pdam_00017568-RA, pdam_00013830-RA, pdam_00024032-RA, pdam_00019793-RA, pdam_00023345-RA, pdam_00006064-RA, pdam_00015187-RA, pdam_00006011-RA, pdam_00019635-RA, pdam_00024473-RA, pdam_00008524-RA	NV2t003718002.1, NV2t019698001.1
OG0000309	pdam_00024402-RA, pdam_00015736-RA, pdam_00021812-RA, pdam_00012118-RA, pdam_00023925-RA, pdam_00012119-RA, pdam_00023906-RA, pdam_00024304-RA	NV2t004777001.1
OG0000309	pdam_00023933-RA, pdam_00021813-RA, pdam_00024238-RA, pdam_00024788-RA, pdam_00018474-RA, pdam_00018481-RA, pdam_00018475-RA, pdam_00018479-RA, pdam_00018473-RA, pdam_00009989-RA, pdam_00018003-RA, pdam_00024824-RA	NV2t004954001.1
OG0000310	pdam_00017039-RA	NV2t012501001.1
OG0000310	pdam_00016122-RA, pdam_00022723-RA, pdam_00013681-RA, pdam_00005999-RA, pdam_00006987-RA, pdam_00013679-RA, pdam_00015989-RA, pdam_00015990-RA, pdam_00015988-RA, pdam_00015984-RA, pdam_00017413-RA, pdam_00006002-RA, pdam_00006000-RA, pdam_00006001-RA	NV2t015503001.1, NV2t015502001.1, NV2t015483001.1, NV2t015483002.1, NV2t001505001.1, NV2t015501001.1
OG0000311	pdam_00003073-RA, pdam_00003072-RA, pdam_00003071-RA, pdam_00019435-RA, pdam_00022279-RA, pdam_00022283-RA, pdam_00022284-RA, pdam_00022282-RA, pdam_00022281-RA, pdam_00011621-RA, pdam_00002343-RA, pdam_00025409-RA, pdam_00025408-RA, pdam_00022280-RA, pdam_00023218-RA, pdam_00023219-RA, pdam_00016222-RA, pdam_00016212-RA, pdam_00016221-RA, pdam_00016210-RA	NV2t020083004.1, NV2t020083005.1
OG0000312	pdam_00018142-RA	NV2t017357001.1, NV2t017357002.1
OG0000312	pdam_00025213-RA, pdam_00002673-RA	NV2t006552001.1
OG0000312	pdam_00003242-RA	NV2t022780001.1, NV2t022780002.1
OG0000312	pdam_00014850-RA, pdam_00024190-RA, pdam_00024292-RA, pdam_00024200-RA, pdam_00019279-RA, pdam_00025931-RA, pdam_00024198-RA, pdam_00021978-RA	NV2t017206001.1, NV2t017205001.1, NV2t017205002.1
OG0000313	pdam_00019732-RA	NV2t021561003.1, NV2t021561001.1, NV2t021561002.1, NV2t021561004.1
OG0000313	pdam_00019733-RA	NV2t021299002.1, NV2t021299001.1, NV2t021299003.1
OG0000314	pdam_00014753-RA	NV2t013194001.1
OG0000314	pdam_00019147-RA, pdam_00010048-RA, pdam_00010046-RA, pdam_00010047-RA, pdam_00006860-RA, pdam_00006857-RA, pdam_00009407-RA	NV2t017798001.1
OG0000314	pdam_00023103-RA, pdam_00014604-RA, pdam_00006408-RA, pdam_00006407-RA	NV2t019499001.1, NV2t015379001.1, NV2t012995001.1
OG0000315	pdam_00021857-RA	NV2t006074001.1
OG0000315	pdam_00009405-RA, pdam_00005995-RA	NV2t011747001.1, NV2t011747005.1, NV2t011747002.1, NV2t011747003.1, NV2t011747004.1
OG0000316	pdam_00015446-RA	NV2t020616003.1, NV2t020616008.1, NV2t020616009.1, NV2t020616010.1, NV2t020616011.1, NV2t020616012.1, NV2t020616013.1, NV2t020616014.1, NV2t020616016.1, NV2t020616015.1, NV2t020616001.1, NV2t020616002.1, NV2t020616005.1, NV2t020616007.1, NV2t020616006.1, NV2t020616004.1
OG0000319	pdam_00012052-RA, pdam_00022074-RA	NV2t015468010.1, NV2t015468001.1, NV2t015468002.1, NV2t015468003.1, NV2t015468004.1, NV2t015468005.1, NV2t015468006.1, NV2t015468007.1, NV2t015468008.1, NV2t015468009.1, NV2t015468012.1, NV2t015468011.1, NV2t015468013.1
OG0000321	pdam_00015538-RA, pdam_00009175-RA, pdam_00014425-RA	NV2t003825001.1, NV2t012644001.1
OG0000321	pdam_00003671-RA, pdam_00015539-RA	NV2t012252001.1, NV2t012252002.1, NV2t012252003.1, NV2t012252004.1
OG0000322	pdam_00018541-RA	NV2t002243001.1, NV2t002243002.1, NV2t002243012.1, NV2t002243007.1, NV2t002243004.1, NV2t002243005.1, NV2t002243010.1, NV2t002243008.1, NV2t002243011.1, NV2t002243013.1, NV2t002243009.1, NV2t002243006.1, NV2t002243003.1
OG0000324	pdam_00009455-RA	NV2t006348001.1
OG0000324	pdam_00003564-RA	NV2t017803001.1, NV2t017803002.1
OG0000324	pdam_00007345-RA, pdam_00007346-RA	NV2t008517001.1, NV2t008517003.1, NV2t008517002.1, NV2t008517004.1
OG0000324	pdam_00008875-RA, pdam_00008874-RA	NV2t008776001.1, NV2t016225001.1
OG0000325	pdam_00019263-RA	NV2t017180001.1, NV2t017180005.1, NV2t017180002.1, NV2t017180003.1, NV2t017180004.1, NV2t017180006.1
OG0000325	pdam_00006365-RA	NV2t014368002.1, NV2t014368001.1, NV2t014368003.1
OG0000325	pdam_00010702-RA, pdam_00007300-RA	NV2t008624001.1
OG0000326	pdam_00011225-RA	NV2t013263001.1, NV2t013263004.1
OG0000326	pdam_00022067-RA	NV2t000103001.1
OG0000326	pdam_00022431-RA, pdam_00022430-RA, pdam_00020518-RA	NV2t000642003.1, NV2t000642001.1, NV2t000642002.1, NV2t022582001.1, NV2t000229001.1, NV2t000644001.1
OG0000326	pdam_00005931-RA, pdam_00005933-RA	NV2t000659001.1, NV2t000659002.1
OG0000327	pdam_00022881-RA, pdam_00022879-RA, pdam_00022880-RA, pdam_00022752-RA, pdam_00022751-RA, pdam_00023693-RA, pdam_00021902-RA, pdam_00003323-RA, pdam_00021906-RA, pdam_00021905-RA, pdam_00021903-RA, pdam_00003058-RA, pdam_00003059-RA	NV2t022823002.1, NV2t022823003.1, NV2t022566001.1, NV2t022566002.1, NV2t008808001.1, NV2t008810001.1, NV2t025029001.1, NV2t025029002.1
OG0000328	pdam_00017382-RA, pdam_00017381-RA, pdam_00014846-RA, pdam_00000900-RA, pdam_00021127-RA, pdam_00021760-RA, pdam_00017506-RA	NV2t008869001.1, NV2t008870001.1, NV2t008870003.1, NV2t008870004.1, NV2t008870002.1, NV2t008833001.1, NV2t008837001.1, NV2t008834002.1, NV2t008834001.1, NV2t008836001.1, NV2t008868001.1, NV2t008854001.1, NV2t008860001.1, NV2t008863001.1
OG0000329	pdam_00022839-RA	NV2t013527001.1
OG0000329	pdam_00022630-RA	NV2t012981001.1, NV2t009353001.1, NV2t023686001.1
OG0000329	pdam_00023743-RA	NV2t001671001.1, NV2t007023002.1, NV2t023342001.1, NV2t001705001.1, NV2t001632001.1, NV2t006360001.1, NV2t016328002.1
OG0000330	pdam_00020679-RA	NV2t015199001.1, NV2t018765001.1, NV2t018765002.1, NV2t004634001.1, NV2t024472001.1, NV2t024401001.1, NV2t024401002.1, NV2t018565004.1, NV2t017564001.1, NV2t017565001.1, NV2t018565001.1, NV2t018565002.1, NV2t018565003.1, NV2t017568001.1, NV2t001980002.1, NV2t006904001.1, NV2t024459001.1, NV2t017884001.1, NV2t001530001.1, NV2t009950001.1
OG0000331	pdam_00006123-RA, pdam_00005761-RA, pdam_00008497-RA, pdam_00013457-RA, pdam_00008485-RA, pdam_00008498-RA, pdam_00008503-RA, pdam_00008501-RA, pdam_00008502-RA, pdam_00008499-RA, pdam_00018024-RA, pdam_00013476-RA, pdam_00024336-RA, pdam_00024337-RA, pdam_00024335-RA, pdam_00013458-RA, pdam_00008500-RA, pdam_00013462-RA, pdam_00013460-RA, pdam_00013459-RA	NV2t007057001.1
OG0000332	pdam_00007929-RA	NV2t004833001.1
OG0000332	pdam_00017820-RA, pdam_00020676-RA, pdam_00015214-RA, pdam_00025875-RA, pdam_00025679-RA, pdam_00014457-RA, pdam_00025678-RA, pdam_00018704-RA, pdam_00023657-RA	NV2t015623002.1
OG0000332	pdam_00000433-RA, pdam_00008043-RA, pdam_00024472-RA, pdam_00007930-RA, pdam_00000434-RA	NV2t012960002.1
OG0000333	pdam_00014063-RA, pdam_00014090-RA, pdam_00014091-RA, pdam_00014089-RA, pdam_00006941-RA, pdam_00006942-RA, pdam_00012448-RA, pdam_00012446-RA, pdam_00012464-RA, pdam_00012449-RA, pdam_00012453-RA, pdam_00012442-RA, pdam_00014360-RA, pdam_00012447-RA, pdam_00004967-RA, pdam_00015156-RA, pdam_00023839-RA, pdam_00004969-RA, pdam_00015766-RA, pdam_00022910-RA	NV2t024048001.1
OG0000334	pdam_00012807-RA, pdam_00012808-RA, pdam_00012809-RA, pdam_00012805-RA, pdam_00012806-RA	NV2t024651001.1, NV2t024651002.1, NV2t018706003.1, NV2t018706001.1, NV2t018706002.1, NV2t018706004.1, NV2t018706007.1, NV2t018706005.1, NV2t018706006.1, NV2t018706008.1, NV2t018706009.1, NV2t018708006.1, NV2t018708003.1, NV2t018708001.1, NV2t018708004.1, NV2t018708005.1
OG0000335	pdam_00017609-RA, pdam_00017608-RA, pdam_00017606-RA, pdam_00017607-RA, pdam_00021010-RA, pdam_00021009-RA, pdam_00021005-RA, pdam_00021007-RA, pdam_00021008-RA, pdam_00018355-RA, pdam_00017442-RA, pdam_00018354-RA, pdam_00007325-RA, pdam_00007323-RA, pdam_00007324-RA, pdam_00017611-RA, pdam_00017600-RA, pdam_00017599-RA	NV2t017512001.1, NV2t017512002.1, NV2t017513001.1
OG0000336	pdam_00002344-RA	NV2t019798001.1, NV2t019805002.1, NV2t019805003.1, NV2t019805005.1, NV2t019805007.1, NV2t019805008.1, NV2t019805009.1, NV2t019805006.1, NV2t019801001.1, NV2t019803001.1, NV2t019803002.1, NV2t019805001.1, NV2t019805004.1, NV2t019810004.1, NV2t019810003.1, NV2t019810002.1, NV2t019810001.1, NV2t019807001.1, NV2t019813001.1, NV2t019811001.1
OG0000339	pdam_00009504-RA	NV2t000814001.1, NV2t000814002.1
OG0000339	pdam_00000919-RA, pdam_00000916-RA	NV2t025096001.1, NV2t025101001.1
OG0000339	pdam_00004725-RA	NV2t025524001.1
OG0000339	pdam_00016093-RA, pdam_00016092-RA, pdam_00016095-RA, pdam_00016094-RA	NV2t024925001.1, NV2t013873001.1, NV2t007833001.1, NV2t013528001.1, NV2t013528002.1, NV2t013528003.1
OG0000340	pdam_00004439-RA, pdam_00004432-RA, pdam_00014808-RA, pdam_00014806-RA, pdam_00004433-RA, pdam_00002219-RA, pdam_00004425-RA, pdam_00004423-RA	NV2t011872001.1, NV2t011872002.1
OG0000341	pdam_00022351-RA	NV2t002965001.1
OG0000341	pdam_00014480-RA	NV2t016483004.1
OG0000341	pdam_00004335-RA, pdam_00001581-RA, pdam_00001579-RA, pdam_00001580-RA, pdam_00001583-RA, pdam_00001584-RA, pdam_00023428-RA	NV2t009028001.1
OG0000341	pdam_00002737-RA, pdam_00002738-RA	NV2t010940001.1, NV2t011716001.1
OG0000342	pdam_00004718-RA, pdam_00014173-RA, pdam_00023754-RA, pdam_00004713-RA, pdam_00016199-RA, pdam_00016200-RA, pdam_00004717-RA, pdam_00004715-RA, pdam_00004714-RA	NV2t025444001.1
OG0000342	pdam_00023751-RA, pdam_00023753-RA, pdam_00023750-RA, pdam_00023752-RA, pdam_00016201-RA, pdam_00016202-RA, pdam_00016198-RA	NV2t025560001.1
OG0000344	pdam_00022053-RA, pdam_00023788-RA, pdam_00023789-RA	NV2t010982001.1, NV2t010696001.1, NV2t010696002.1, NV2t010696003.1, NV2t010696004.1, NV2t011932001.1, NV2t011932002.1, NV2t011932003.1, NV2t011931002.1, NV2t011931001.1, NV2t011931003.1, NV2t001373001.1, NV2t001370001.1, NV2t001372001.1
OG0000345	pdam_00002750-RA	NV2t010435001.1
OG0000345	pdam_00022340-RA	NV2t002141001.1
OG0000345	pdam_00013975-RA	NV2t023941001.1, NV2t023941003.1, NV2t023941002.1, NV2t023941004.1
OG0000345	pdam_00011405-RA	NV2t023893001.1, NV2t023893002.1, NV2t023893003.1
OG0000346	pdam_00005317-RA, pdam_00005316-RA, pdam_00005315-RA, pdam_00005314-RA, pdam_00005319-RA, pdam_00005318-RA	NV2t008276001.1, NV2t008278001.1, NV2t008399001.1, NV2t008400001.1, NV2t001101001.1, NV2t018171001.1, NV2t007778001.1, NV2t007778002.1, NV2t007430001.1, NV2t007390001.1
OG0000347	pdam_00023043-RA	NV2t016021001.1
OG0000347	pdam_00024466-RA, pdam_00013978-RA, pdam_00026056-RA, pdam_00013979-RA, pdam_00021829-RA, pdam_00017315-RA	NV2t016754001.1, NV2t016754002.1, NV2t003676001.1, NV2t003674001.1, NV2t003674002.1
OG0000348	pdam_00008171-RA	NV2t012108001.1
OG0000348	pdam_00008170-RA, pdam_00008169-RA	NV2t011572001.1, NV2t011383002.1, NV2t011383001.1, NV2t011383003.1
OG0000349	pdam_00025212-RA, pdam_00022277-RA, pdam_00022274-RA, pdam_00022273-RA, pdam_00015665-RA, pdam_00015666-RA, pdam_00015664-RA, pdam_00024523-RA, pdam_00015663-RA, pdam_00015662-RA, pdam_00014936-RA	NV2t021549001.1
OG0000350	pdam_00006329-RA	NV2t022646002.1, NV2t022646001.1, NV2t022646004.1, NV2t022646011.1, NV2t022646012.1, NV2t022646009.1, NV2t022646003.1, NV2t022646013.1, NV2t022646010.1, NV2t022646007.1, NV2t022646008.1, NV2t022646005.1, NV2t022646006.1
OG0000351	pdam_00015761-RA	NV2t018831001.1
OG0000351	pdam_00015762-RA, pdam_00015758-RA	NV2t018928001.1
OG0000351	pdam_00015760-RA	NV2t018825001.1, NV2t018827001.1
OG0000352	pdam_00016377-RA, pdam_00016379-RA	NV2t022375001.1
OG0000352	pdam_00016376-RA, pdam_00004325-RA	NV2t002923001.1
OG0000352	pdam_00012108-RA	NV2t015881001.1
OG0000352	pdam_00012106-RA, pdam_00016375-RA, pdam_00012101-RA	NV2t016661001.1
OG0000353	pdam_00005477-RA	NV2t002812001.1
OG0000354	pdam_00018573-RA, pdam_00020806-RA, pdam_00002530-RA	NV2t016774003.1, NV2t016774001.1, NV2t016774002.1, NV2t016774004.1
OG0000354	pdam_00002257-RA	NV2t001741001.1, NV2t001830001.1, NV2t001831007.1, NV2t001831005.1, NV2t001830002.1, NV2t001831001.1, NV2t001831002.1, NV2t001831004.1, NV2t001831003.1, NV2t001831006.1
OG0000355	pdam_00013028-RA	NV2t022707001.1, NV2t022707002.1
OG0000355	pdam_00006545-RA, pdam_00002893-RA, pdam_00002890-RA, pdam_00022631-RA, pdam_00000907-RA	NV2t022131001.1
OG0000356	pdam_00003261-RA, pdam_00013669-RA, pdam_00013668-RA, pdam_00013670-RA	NV2t009930001.1
OG0000356	pdam_00021243-RA, pdam_00011664-RA, pdam_00011662-RA, pdam_00011663-RA	NV2t012547001.1
OG0000356	pdam_00006023-RA, pdam_00014306-RA, pdam_00006022-RA	NV2t003272001.1
OG0000356	pdam_00018804-RA, pdam_00008989-RA	NV2t007753001.1, NV2t007753002.1
OG0000357	pdam_00003908-RA	NV2t013907004.1, NV2t013907005.1, NV2t013907003.1, NV2t013907001.1, NV2t013907002.1, NV2t013899008.1, NV2t013899007.1, NV2t013899006.1, NV2t013899002.1, NV2t013899005.1, NV2t013899004.1, NV2t013899001.1, NV2t013899003.1
OG0000358	pdam_00026057-RA	NV2t022909001.1, NV2t009909001.1, NV2t013806001.1, NV2t007725001.1, NV2t013807001.1, NV2t010372001.1, NV2t010397002.1, NV2t005957001.1, NV2t021590001.1, NV2t006034001.1, NV2t005688001.1, NV2t005688002.1, NV2t006037001.1, NV2t022145002.1, NV2t005687001.1, NV2t006206001.1, NV2t006211001.1, NV2t007079001.1, NV2t024006001.1
OG0000359	pdam_00017555-RA, pdam_00001847-RA	NV2t021924002.1, NV2t021908001.1, NV2t021920001.1, NV2t021918002.1, NV2t021918009.1, NV2t021918004.1, NV2t021918007.1, NV2t021918013.1, NV2t021918014.1, NV2t021918015.1, NV2t021918011.1, NV2t021918012.1, NV2t021918008.1, NV2t021918003.1, NV2t021918005.1, NV2t021918006.1, NV2t021918001.1, NV2t021918010.1
OG0000360	pdam_00025201-RA	NV2t013624001.1, NV2t002319001.1, NV2t015292001.1, NV2t000323001.1, NV2t012766001.1, NV2t019887001.1
OG0000360	pdam_00024374-RA, pdam_00016331-RA, pdam_00022313-RA, pdam_00022503-RA	NV2t019737001.1, NV2t016139001.1, NV2t021142002.1, NV2t020592001.1, NV2t022090001.1, NV2t021142001.1, NV2t001587001.1, NV2t019738001.1, NV2t019655001.1
OG0000361	pdam_00022884-RA	NV2t001325001.1
OG0000361	pdam_00022886-RA, pdam_00022888-RA, pdam_00022887-RA, pdam_00018401-RA, pdam_00005320-RA, pdam_00024313-RA, pdam_00021307-RA, pdam_00021306-RA, pdam_00009262-RA, pdam_00013185-RA, pdam_00013188-RA, pdam_00013190-RA, pdam_00013186-RA, pdam_00013191-RA, pdam_00013189-RA	NV2t014474001.1, NV2t017467001.1, NV2t017536001.1
OG0000362	pdam_00009860-RA	NV2t011591005.1, NV2t011591006.1, NV2t011591007.1, NV2t011591014.1, NV2t011591011.1, NV2t011591010.1, NV2t011591003.1, NV2t011591016.1, NV2t011591017.1, NV2t011591002.1, NV2t011591008.1, NV2t011591009.1, NV2t011591012.1, NV2t011591013.1, NV2t011591015.1, NV2t011591018.1, NV2t011591004.1, NV2t011591001.1, NV2t011591019.1
OG0000363	pdam_00000092-RA, pdam_00007343-RA, pdam_00009710-RA, pdam_00019275-RA	NV2t017645001.1
OG0000365	pdam_00016074-RA, pdam_00003880-RA, pdam_00016908-RA, pdam_00016909-RA, pdam_00016886-RA, pdam_00021744-RA, pdam_00005923-RA	NV2t004773001.1, NV2t025255001.1, NV2t005104001.1, NV2t005903001.1, NV2t009586001.1
OG0000365	pdam_00026029-RA, pdam_00012199-RA, pdam_00024240-RA, pdam_00012200-RA	NV2t013315001.1, NV2t018189001.1
OG0000366	pdam_00019358-RA	NV2t008125001.1
OG0000366	pdam_00019357-RA, pdam_00019851-RA, pdam_00018247-RA	NV2t007355001.1, NV2t013196001.1, NV2t007661001.1, NV2t008119001.1, NV2t008119002.1, NV2t007354001.1, NV2t007354002.1
OG0000367	pdam_00006692-RA, pdam_00006691-RA, pdam_00020797-RA	NV2t003061001.1
OG0000367	pdam_00000629-RA, pdam_00007429-RA, pdam_00007431-RA, pdam_00012246-RA, pdam_00019022-RA, pdam_00002270-RA, pdam_00002271-RA	NV2t013773001.1, NV2t024786001.1, NV2t014463001.1, NV2t014463002.1, NV2t014463004.1, NV2t014463003.1
OG0000368	pdam_00009358-RA	NV2t018971002.1
OG0000368	pdam_00017307-RA	NV2t023136001.1
OG0000368	pdam_00003885-RA	NV2t014261001.1, NV2t014261002.1
OG0000368	pdam_00001017-RA	NV2t021646002.1, NV2t021646003.1, NV2t021646004.1, NV2t021645001.1
OG0000368	pdam_00006553-RA	NV2t017280001.1, NV2t017280002.1
OG0000369	pdam_00013274-RA	NV2t016895001.1, NV2t016895004.1, NV2t016895005.1, NV2t016895002.1, NV2t016895003.1
OG0000369	pdam_00013273-RA, pdam_00013272-RA	NV2t016823001.1
OG0000370	pdam_00008241-RA	NV2t003580002.1, NV2t003580001.1, NV2t003580003.1, NV2t003580004.1
OG0000370	pdam_00016360-RA	NV2t003042002.1, NV2t003042004.1, NV2t003042005.1, NV2t003042001.1, NV2t003042003.1
OG0000372	pdam_00014549-RA	NV2t004640001.1
OG0000372	pdam_00014569-RA	NV2t004645001.1
OG0000372	pdam_00014572-RA, pdam_00014574-RA	NV2t004649001.1, NV2t004649002.1, NV2t004642001.1, NV2t004945001.1
OG0000372	pdam_00014548-RA, pdam_00014571-RA	NV2t004647001.1
OG0000373	pdam_00001400-RA	NV2t000702001.1, NV2t000702004.1, NV2t000702006.1, NV2t000702005.1, NV2t000702002.1, NV2t000702003.1
OG0000374	pdam_00015387-RA, pdam_00016248-RA, pdam_00015381-RA, pdam_00013009-RA	NV2t021667001.1, NV2t022761001.1, NV2t019921001.1
OG0000375	pdam_00006487-RA	NV2t019969001.1
OG0000375	pdam_00008234-RA	NV2t003131001.1
OG0000375	pdam_00016050-RA, pdam_00019298-RA, pdam_00011716-RA	NV2t020830001.1
OG0000376	pdam_00006777-RA, pdam_00006779-RA	NV2t018084001.1
OG0000376	pdam_00006781-RA	NV2t017539001.1, NV2t017539002.1, NV2t018192003.1, NV2t018192001.1, NV2t018192002.1
OG0000376	pdam_00016054-RA	NV2t018292001.1, NV2t018292002.1, NV2t018290001.1
OG0000377	pdam_00025015-RA, pdam_00001811-RA	NV2t021833001.1, NV2t021833002.1
OG0000377	pdam_00001810-RA	NV2t022738001.1
OG0000377	pdam_00001802-RA	NV2t022675001.1, NV2t022675002.1
OG0000378	pdam_00000355-RA	NV2t016003001.1
OG0000378	pdam_00011868-RA, pdam_00011870-RA, pdam_00011869-RA	NV2t004420001.1
OG0000378	pdam_00011871-RA	NV2t019720001.1, NV2t019721001.1, NV2t004415001.1, NV2t004421001.1
OG0000378	pdam_00011872-RA, pdam_00011874-RA	NV2t004286001.1
OG0000380	pdam_00010040-RA	NV2t019648001.1, NV2t019648002.1, NV2t019648003.1, NV2t019648005.1, NV2t019648006.1, NV2t019648007.1, NV2t019648009.1, NV2t019648010.1, NV2t019648011.1, NV2t019648004.1
OG0000381	pdam_00003682-RA	NV2t025266001.1, NV2t025266002.1, NV2t025266003.1, NV2t015426001.1, NV2t015426002.1, NV2t017269001.1
OG0000382	pdam_00023305-RA, pdam_00007237-RA, pdam_00025075-RA, pdam_00025074-RA, pdam_00025683-RA, pdam_00016792-RA, pdam_00016793-RA, pdam_00025097-RA, pdam_00017440-RA, pdam_00024531-RA, pdam_00025098-RA, pdam_00020593-RA, pdam_00025793-RA, pdam_00025807-RA	NV2t001156001.1
