Orthogroup	Pdam	Mmus
OG0004625	pdam_00013244-RA	MTAP_MOUSE
OG0004626	pdam_00002431-RA	MTBP_MOUSE
OG0004627	pdam_00018161-RA, pdam_00008672-RA	MTMRE_MOUSE
OG0004628	pdam_00000787-RA	MTX1_MOUSE
OG0004629	pdam_00009108-RA	MVD1_MOUSE
OG0004631	pdam_00002515-RA	MYLIP_MOUSE
OG0004633	pdam_00014154-RA	MZB1_MOUSE
OG0004634	pdam_00000314-RA	MZT2_MOUSE
OG0004636	pdam_00013445-RA	NAA80_MOUSE
OG0004637	pdam_00011864-RA	NAGPA_MOUSE
OG0004638	pdam_00008648-RA	NBR1_MOUSE
OG0004639	pdam_00007846-RA, pdam_00007849-RA	NDOR1_MOUSE
OG0004640	pdam_00000042-RA	NDUA6_MOUSE
OG0004641	pdam_00011365-RA	NDUB9_MOUSE
OG0004642	pdam_00001854-RA	NDUS2_MOUSE
OG0004643	pdam_00020929-RA	NDUS3_MOUSE
OG0004644	pdam_00000149-RA	NDUS7_MOUSE
OG0004645	pdam_00013699-RA	NEB2_MOUSE
OG0004646	pdam_00013939-RA	NED4L_MOUSE, NEDD4_MOUSE
OG0004647	pdam_00017615-RA, pdam_00001122-RA	NEK8_MOUSE
OG0004648	pdam_00019197-RA	NELFE_MOUSE
OG0004649	pdam_00008427-RA	NEMP1_MOUSE
OG0004650	pdam_00017894-RA	NFRKB_MOUSE
OG0004651	pdam_00022955-RA	NICN1_MOUSE
OG0004653	pdam_00007142-RA	NIT2_MOUSE
OG0004654	pdam_00012090-RA	NLK_MOUSE
OG0004655	pdam_00006680-RA	NMDZ1_MOUSE
OG0004656	pdam_00019696-RA	NNRE_MOUSE
OG0004657	pdam_00019861-RA	NOC3L_MOUSE
OG0004658	pdam_00023599-RA	NOG2_MOUSE
OG0004659	pdam_00009520-RA	NOL9_MOUSE
OG0004660	pdam_00008551-RA	NOP16_MOUSE
OG0004661	pdam_00024668-RA	NOPC1_MOUSE
OG0004662	pdam_00003999-RA	NOTUM_MOUSE
OG0004663	pdam_00008051-RA	NOX4_MOUSE
OG0004664	pdam_00003767-RA	NPC2_MOUSE
OG0004665	pdam_00021430-RA	NPL_MOUSE
OG0004666	pdam_00006622-RA	NPS3B_MOUSE
OG0004667	pdam_00013468-RA	NSL1_MOUSE
OG0004668	pdam_00013963-RA	NT5D3_MOUSE
OG0004669	pdam_00021666-RA	NTM1A_MOUSE
OG0004670	pdam_00010084-RA	NUBP1_MOUSE
OG0004671	pdam_00022551-RA	NUD14_MOUSE
OG0004672	pdam_00003429-RA	NUD18_MOUSE
OG0004675	pdam_00007133-RA	OAF_MOUSE
OG0004676	pdam_00001166-RA	OAZ2_MOUSE, OAZ1_MOUSE
OG0004677	pdam_00006696-RA	OBI1_MOUSE
OG0004679	pdam_00005349-RA	ODB2_MOUSE
OG0004680	pdam_00007806-RA	ODBA_MOUSE
OG0004681	pdam_00014890-RA	ODO1_MOUSE
OG0004682	pdam_00011782-RA	ODP2_MOUSE
OG0004683	pdam_00008854-RA	ODPB_MOUSE
OG0004684	pdam_00012255-RA	OMA1_MOUSE
OG0004686	pdam_00022146-RA	ORC3_MOUSE
OG0004687	pdam_00017120-RA	ORC5_MOUSE
OG0004688	pdam_00006708-RA	ORNT1_MOUSE
OG0004691	pdam_00010175-RA	OSCP1_MOUSE
OG0004692	pdam_00004831-RA	OSGI1_MOUSE
OG0004693	pdam_00000858-RA	OSTF1_MOUSE
OG0004694	pdam_00016167-RA	OTUB1_MOUSE
OG0004695	pdam_00023798-RA	OXDD_MOUSE
OG0004696	pdam_00010623-RA	OXND1_MOUSE
OG0004697	pdam_00010946-RA	P20D1_MOUSE
OG0004699	pdam_00012390-RA	PAAT_MOUSE
OG0004700	pdam_00011169-RA	PACRG_MOUSE
OG0004701	pdam_00009617-RA	PARI_MOUSE
OG0004702	pdam_00011130-RA	PARK7_MOUSE
OG0004703	pdam_00012493-RA	PBDC1_MOUSE
OG0004704	pdam_00004833-RA	PCT2B_MOUSE, PCAT2_MOUSE
OG0004705	pdam_00014296-RA	PCCA_MOUSE
OG0004706	pdam_00021102-RA	PCM1_MOUSE
OG0004707	pdam_00023871-RA	PCX4_MOUSE
OG0004708	pdam_00003654-RA	PDCD5_MOUSE
OG0004709	pdam_00023961-RA	PDCD7_MOUSE
OG0004710	pdam_00020796-RA	PDE2A_MOUSE
OG0004711	pdam_00006300-RA, pdam_00021044-RA	PDE9A_MOUSE
OG0004712	pdam_00006700-RA	PDGFA_MOUSE, PDGFB_MOUSE
OG0004713	pdam_00004871-RA	PDIA5_MOUSE
OG0004714	pdam_00019503-RA	PDIP2_MOUSE
OG0004715	pdam_00003014-RA	PDPK1_MOUSE
OG0004716	pdam_00020804-RA	PELO_MOUSE
OG0004717	pdam_00002560-RA	PEPD_MOUSE
OG0004718	pdam_00010738-RA	PEX16_MOUSE
OG0004719	pdam_00019539-RA	PEX3_MOUSE
OG0004720	pdam_00011895-RA	PEX5_MOUSE
OG0004722	pdam_00012223-RA	PGLT1_MOUSE
OG0004723	pdam_00000646-RA	PHF10_MOUSE
OG0004724	pdam_00024760-RA	PHF14_MOUSE
OG0004725	pdam_00015714-RA	PHYD1_MOUSE
OG0004726	pdam_00005226-RA	PI3R4_MOUSE
OG0004727	pdam_00022788-RA	PIEZ1_MOUSE, PIEZ2_MOUSE
OG0004728	pdam_00005994-RA	PIGA_MOUSE
OG0004729	pdam_00020078-RA	PIGB_MOUSE
OG0004730	pdam_00015619-RA	PIGC_MOUSE
OG0004731	pdam_00003702-RA	PIGL_MOUSE
OG0004732	pdam_00004711-RA	PIGT_MOUSE
OG0004733	pdam_00002385-RA	PIGU_MOUSE
OG0004735	pdam_00019017-RA	PIGZ_MOUSE
OG0004736	pdam_00005179-RA	PIHD1_MOUSE
OG0004738	pdam_00012771-RA	PIN1_MOUSE
OG0004739	pdam_00012004-RA	PININ_MOUSE
OG0004740	pdam_00011362-RA	PIP30_MOUSE
OG0004741	pdam_00000159-RA	PK3C3_MOUSE
OG0004742	pdam_00009171-RA	PKHG3_MOUSE
OG0004743	pdam_00017583-RA	PLB1_MOUSE
OG0004744	pdam_00019258-RA, pdam_00019260-RA	PLBL2_MOUSE
OG0004745	pdam_00015403-RA	PLCG1_MOUSE
OG0004746	pdam_00006156-RA	PLPL8_MOUSE
OG0004748	pdam_00001536-RA, pdam_00003285-RA, pdam_00003284-RA	PO3F4_MOUSE
OG0004749	pdam_00005430-RA	POP7_MOUSE
OG0004750	pdam_00022331-RA	PP2D1_MOUSE
OG0004751	pdam_00003876-RA, pdam_00002106-RA	PPA6_MOUSE
OG0004752	pdam_00025183-RA, pdam_00024175-RA	PPCE_MOUSE
OG0004753	pdam_00014047-RA	PPIB_MOUSE
OG0004754	pdam_00015606-RA	PPIL1_MOUSE
OG0004756	pdam_00020883-RA	PPIL6_MOUSE
OG0004757	pdam_00018881-RA	PPP5_MOUSE
OG0004758	pdam_00023403-RA	PPTC7_MOUSE
OG0004759	pdam_00003530-RA	PRC1_MOUSE
OG0004760	pdam_00020644-RA	PRDX5_MOUSE
OG0004761	pdam_00009060-RA, pdam_00009062-RA	PRDX6_MOUSE
OG0004762	pdam_00002518-RA	PREY_MOUSE
OG0004763	pdam_00001940-RA	PRLD2_MOUSE
OG0004764	pdam_00000324-RA	PRP19_MOUSE
OG0004765	pdam_00003600-RA	PRP4K_MOUSE
OG0004766	pdam_00005880-RA	PRP4_MOUSE
OG0004767	pdam_00004390-RA	PRRC1_MOUSE
OG0004768	pdam_00015526-RA	PRS8_MOUSE
OG0004769	pdam_00005027-RA, pdam_00020962-RA	PRSR1_MOUSE
OG0004770	pdam_00019257-RA	SERB_MOUSE
OG0004772	pdam_00008748-RA	PTCD1_MOUSE
OG0004773	pdam_00018868-RA	PTH2_MOUSE
OG0004774	pdam_00008661-RA	PTHB1_MOUSE
OG0004775	pdam_00001877-RA	PTN13_MOUSE
OG0004776	pdam_00016706-RA	PTN2_MOUSE, PTN1_MOUSE
OG0004777	pdam_00019455-RA	PTPA_MOUSE
OG0004779	pdam_00008400-RA	PXDN_MOUSE
OG0004780	pdam_00014598-RA	PXYP1_MOUSE
OG0004781	pdam_00001293-RA	QCR6_MOUSE
OG0004782	pdam_00020123-RA	QTRT2_MOUSE
OG0004783	pdam_00013434-RA	RS10B_MOUSE
OG0004784	pdam_00008961-RA	RL13A_MOUSE
OG0004785	pdam_00023919-RA	RN216_MOUSE
OG0004786	pdam_00024852-RA	RAB20_MOUSE
OG0004787	pdam_00019520-RA	RAB24_MOUSE
OG0004788	pdam_00005385-RA	RAB35_MOUSE
OG0004789	pdam_00023827-RA	RAB7L_MOUSE
OG0004790	pdam_00013761-RA	RABX5_MOUSE
OG0004791	pdam_00017150-RA	RAD21_MOUSE
OG0004792	pdam_00007876-RA	RAD54_MOUSE
OG0004793	pdam_00003031-RA	RADIL_MOUSE
OG0004794	pdam_00017912-RA	RAMAC_MOUSE
OG0004795	pdam_00005323-RA	RANB3_MOUSE
OG0004796	pdam_00009158-RA	RBP10_MOUSE, RANB9_MOUSE
OG0004797	pdam_00006618-RA	RANT_MOUSE, RAN_MOUSE
OG0004799	pdam_00020354-RA	RB3GP_MOUSE
OG0004800	pdam_00018839-RA	RBBP9_MOUSE
OG0004801	pdam_00009942-RA	RBL2A_MOUSE
OG0004802	pdam_00018596-RA	RBM45_MOUSE
OG0004803	pdam_00020315-RA	RBM48_MOUSE
OG0004804	pdam_00003834-RA	RBSK_MOUSE
OG0004805	pdam_00018164-RA	RDIC1_MOUSE
OG0004806	pdam_00018682-RA	RDM1_MOUSE
OG0004807	pdam_00004330-RA	RED_MOUSE
OG0004808	pdam_00004771-RA	RENT1_MOUSE
OG0004809	pdam_00015639-RA	REX1B_MOUSE
OG0004810	pdam_00009564-RA	RFXAP_MOUSE
OG0004811	pdam_00000958-RA	RHBL4_MOUSE
OG0004812	pdam_00018182-RA	RHGBA_MOUSE
OG0004813	pdam_00012253-RA	RIC1_MOUSE
OG0004814	pdam_00001088-RA	RIFK_MOUSE
OG0004815	pdam_00014170-RA	RIOK3_MOUSE
OG0004816	pdam_00019498-RA	RIPL1_MOUSE
OG0004817	pdam_00007177-RA	RL26_MOUSE
OG0004818	pdam_00007461-RA	RL36A_MOUSE
OG0004819	pdam_00022189-RA	RL5_MOUSE
OG0004820	pdam_00007751-RA	RLA0_MOUSE
OG0004822	pdam_00006635-RA	RM23_MOUSE
OG0004823	pdam_00006279-RA	RM35_MOUSE
OG0004824	pdam_00021047-RA	RM47_MOUSE
OG0004825	pdam_00021896-RA	RM55_MOUSE
OG0004826	pdam_00017007-RA	RMP_MOUSE
OG0004827	pdam_00010968-RA, pdam_00010966-RA	RN123_MOUSE
OG0004828	pdam_00017463-RA	RNC_MOUSE
OG0004829	pdam_00008911-RA	RNF25_MOUSE
OG0004830	pdam_00023791-RA	RNF32_MOUSE
OG0004831	pdam_00002604-RA	RNLS_MOUSE
OG0004832	pdam_00003038-RA	RNZ2_MOUSE
OG0004833	pdam_00014566-RA	RP9_MOUSE
OG0004834	pdam_00017690-RA	RPAC1_MOUSE
OG0004835	pdam_00025319-RA, pdam_00005945-RA	RPB4_MOUSE
OG0004836	pdam_00006499-RA	RPB7_MOUSE
OG0004837	pdam_00005086-RA	RPC4_MOUSE
OG0004838	pdam_00016985-RA	RPC6_MOUSE
OG0004839	pdam_00019803-RA	RPN1_MOUSE
OG0004840	pdam_00005398-RA	RSSA_MOUSE
OG0004841	pdam_00019710-RA	RRP36_MOUSE
OG0004842	pdam_00001640-RA	RRP44_MOUSE
OG0004843	pdam_00005683-RA	RRP7A_MOUSE
OG0004844	pdam_00008710-RA	RRP8_MOUSE
OG0004845	pdam_00004548-RA	RS10_MOUSE
OG0004846	pdam_00005522-RA	RS23_MOUSE
OG0004847	pdam_00007948-RA	RS24_MOUSE
OG0004848	pdam_00011583-RA	RS26_MOUSE
OG0004849	pdam_00008711-RA, pdam_00025705-RA	RS3A_MOUSE
OG0004850	pdam_00021750-RA	RSMN_MOUSE, RSMB_MOUSE
OG0004851	pdam_00008155-RA	RSPH1_MOUSE
OG0004852	pdam_00008959-RA	RSH3A_MOUSE, RSH3B_MOUSE
OG0004853	pdam_00002559-RA	RSPRY_MOUSE
OG0004854	pdam_00010158-RA	RT06_MOUSE
OG0004855	pdam_00016288-RA	RT07_MOUSE
OG0004856	pdam_00006187-RA	RT25_MOUSE
OG0004858	pdam_00016020-RA	RTRAF_MOUSE
OG0004859	pdam_00005373-RA	RUSF1_MOUSE
OG0004860	pdam_00012487-RA	RUXG_MOUSE
OG0004861	pdam_00008049-RA	RWDD1_MOUSE
OG0004862	pdam_00013239-RA	RWDD3_MOUSE
OG0004863	pdam_00001006-RA	RYK_MOUSE
OG0004864	pdam_00017334-RA	S12A9_MOUSE
OG0004865	pdam_00021715-RA	S14L1_MOUSE
OG0004868	pdam_00000162-RA	S2538_MOUSE
OG0004869	pdam_00010373-RA	S2551_MOUSE
OG0004870	pdam_00021714-RA	S2611_MOUSE
OG0004871	pdam_00004526-RA	SNX29_MOUSE
OG0004872	pdam_00015155-RA	S30BP_MOUSE
OG0004873	pdam_00004188-RA	S35E2_MOUSE
OG0004874	pdam_00016617-RA	S35D3_MOUSE
OG0004875	pdam_00011163-RA	S35F2_MOUSE, S35F1_MOUSE
OG0004877	pdam_00022079-RA	S39A9_MOUSE
OG0004878	pdam_00018607-RA	S53A1_MOUSE
OG0004879	pdam_00008291-RA	MF4B1_MOUSE
OG0004880	pdam_00018214-RA	SAE2_MOUSE
OG0004881	pdam_00006619-RA	SAM15_MOUSE
OG0004882	pdam_00011806-RA	SAM50_MOUSE
OG0004883	pdam_00025489-RA, pdam_00004381-RA	SAMD3_MOUSE
OG0004884	pdam_00019796-RA	SAMH1_MOUSE
OG0004885	pdam_00007786-RA	SAV1_MOUSE
OG0004886	pdam_00005816-RA, pdam_00005815-RA	SC22A_MOUSE
OG0004887	pdam_00007011-RA	SC22B_MOUSE
OG0004888	pdam_00008026-RA	SC5D_MOUSE
OG0004891	pdam_00012041-RA	SCFD1_MOUSE
OG0004892	pdam_00015119-RA	SCNM1_MOUSE
OG0004893	pdam_00005200-RA	SCO1_MOUSE
OG0004894	pdam_00014692-RA	SDHF2_MOUSE
OG0004895	pdam_00016428-RA	SERHL_MOUSE
OG0004896	pdam_00015492-RA	SELS_MOUSE
OG0004897	pdam_00000981-RA	SEN15_MOUSE
OG0004898	pdam_00019686-RA	SEN2_MOUSE
OG0004899	pdam_00004247-RA	SEN54_MOUSE
OG0004900	pdam_00024432-RA, pdam_00010629-RA	SENP1_MOUSE
OG0004901	pdam_00017210-RA	SERA_MOUSE
OG0004902	pdam_00011251-RA	SERC_MOUSE
OG0004904	pdam_00007520-RA	SETMR_MOUSE
OG0004905	pdam_00014127-RA	SF01_MOUSE
OG0004906	pdam_00004033-RA	SF3A2_MOUSE
OG0004907	pdam_00010321-RA	SF3B3_MOUSE
OG0004908	pdam_00007422-RA	SFI1_MOUSE
OG0004909	pdam_00003125-RA	SFT2C_MOUSE
OG0004911	pdam_00014128-RA	SHPRH_MOUSE
OG0004912	pdam_00019926-RA	SIR1_MOUSE
OG0004913	pdam_00011994-RA, pdam_00003755-RA	SIVA_MOUSE
OG0004914	pdam_00004393-RA	SKA1_MOUSE
OG0004915	pdam_00005902-RA	SKI2_MOUSE
OG0004916	pdam_00010793-RA	SKP2_MOUSE
OG0004917	pdam_00001319-RA	SL9D1_MOUSE
OG0004918	pdam_00020765-RA, pdam_00002548-RA	SLC31_MOUSE
OG0004919	pdam_00022717-RA	SMG1_MOUSE
OG0004920	pdam_00002687-RA	SMHD1_MOUSE
OG0004921	pdam_00000628-RA	SMI10_MOUSE
OG0004922	pdam_00019008-RA	SMIP7_MOUSE
OG0004923	pdam_00019688-RA	SMO_MOUSE
OG0004924	pdam_00001996-RA	SMRCD_MOUSE
OG0004925	pdam_00012765-RA	SNAPN_MOUSE
OG0004926	pdam_00000565-RA	SNX14_MOUSE
OG0004927	pdam_00001254-RA	SNX24_MOUSE
OG0004928	pdam_00001644-RA	SNX25_MOUSE
OG0004929	pdam_00004382-RA	SNX2_MOUSE
OG0004932	pdam_00021157-RA	SOLH2_MOUSE
OG0004933	pdam_00013540-RA	SORCN_MOUSE
OG0004934	pdam_00022246-RA	SORT_MOUSE
OG0004935	pdam_00001825-RA	SP130_MOUSE
OG0004936	pdam_00009084-RA	SPA24_MOUSE
OG0004937	pdam_00017518-RA	SPAS1_MOUSE
OG0004938	pdam_00020106-RA	SPAT7_MOUSE
OG0004939	pdam_00010694-RA	SPCS2_MOUSE
OG0004940	pdam_00018671-RA	SPF27_MOUSE
OG0004941	pdam_00014812-RA	SPG16_MOUSE
OG0004942	pdam_00022776-RA	SPG7_MOUSE
OG0004943	pdam_00008413-RA	SPO16_MOUSE
OG0004944	pdam_00000130-RA	SPOUT_MOUSE
OG0004945	pdam_00021086-RA	SPRE_MOUSE
OG0004946	pdam_00018571-RA	SPT4B_MOUSE, SPT4A_MOUSE
OG0004948	pdam_00015778-RA	SPX3_MOUSE
OG0004949	pdam_00007010-RA	SR5A3_MOUSE
OG0004950	pdam_00001742-RA	SRA1_MOUSE
OG0004951	pdam_00022405-RA	SREK1_MOUSE
OG0004952	pdam_00022040-RA	SRRT_MOUSE
OG0004953	pdam_00003692-RA	SRSF1_MOUSE
OG0004954	pdam_00020842-RA	SRTD4_MOUSE
OG0004955	pdam_00001372-RA, pdam_00001370-RA	SSUH2_MOUSE
OG0004957	pdam_00020629-RA, pdam_00020630-RA	STIL_MOUSE
OG0004958	pdam_00010204-RA	STON1_MOUSE, STON2_MOUSE
OG0004959	pdam_00002837-RA	STPG4_MOUSE
OG0004960	pdam_00013104-RA	STUM_MOUSE
OG0004961	pdam_00005857-RA	STX6_MOUSE
OG0004962	pdam_00018304-RA	STX18_MOUSE
OG0004963	pdam_00007601-RA	SUCO_MOUSE
OG0004964	pdam_00009871-RA	SUMO1_MOUSE
OG0004965	pdam_00007296-RA	SURF6_MOUSE
OG0004966	pdam_00014136-RA	SWAP1_MOUSE
OG0004967	pdam_00015856-RA	SYFA_MOUSE
OG0004968	pdam_00001657-RA	SYLC_MOUSE
OG0004970	pdam_00006470-RA	SYT2_MOUSE, SYT1_MOUSE
OG0004971	pdam_00006137-RA	SZT2_MOUSE
OG0004973	pdam_00019536-RA	TM183_MOUSE
OG0004974	pdam_00000025-RA	TF2H2_MOUSE
OG0004976	pdam_00001748-RA	TAF1_MOUSE
OG0004977	pdam_00008243-RA	TAF3_MOUSE
OG0004978	pdam_00002558-RA	TAF4B_MOUSE
OG0004979	pdam_00003483-RA	TAF6_MOUSE
OG0004980	pdam_00005345-RA, pdam_00005347-RA	TAL2_MOUSE
OG0004981	pdam_00002825-RA, pdam_00002827-RA	TALD3_MOUSE
OG0004982	pdam_00007186-RA	TAPT1_MOUSE
OG0004983	pdam_00008173-RA	TBCD5_MOUSE
OG0004984	pdam_00002943-RA	TBD2B_MOUSE
OG0004986	pdam_00009631-RA	TCF23_MOUSE
OG0004987	pdam_00004657-RA	TCF25_MOUSE
OG0004988	pdam_00014615-RA	TCPB_MOUSE
OG0004989	pdam_00012782-RA	TDIF2_MOUSE
OG0004990	pdam_00017498-RA	TDR12_MOUSE
OG0004991	pdam_00005130-RA	TELO2_MOUSE
OG0004992	pdam_00011073-RA	TERT_MOUSE
OG0004994	pdam_00011834-RA	TEX47_MOUSE
OG0004995	pdam_00015270-RA, pdam_00011231-RA	TEX9_MOUSE
OG0004996	pdam_00008901-RA	TF2H3_MOUSE
OG0004997	pdam_00020766-RA	TF3B_MOUSE
OG0004998	pdam_00001760-RA	TFDP1_MOUSE
OG0005000	pdam_00009851-RA	TFP11_MOUSE
OG0005001	pdam_00006328-RA	THAP4_MOUSE
OG0005002	pdam_00021969-RA	THOC5_MOUSE
OG0005003	pdam_00022403-RA	TIKI2_MOUSE
OG0005004	pdam_00020075-RA	TIPIN_MOUSE
OG0005005	pdam_00010028-RA	TISB_MOUSE
OG0005006	pdam_00010666-RA	TLCD1_MOUSE
OG0005007	pdam_00021061-RA	TM107_MOUSE
OG0005009	pdam_00005070-RA	TM131_MOUSE
OG0005010	pdam_00007314-RA	TM135_MOUSE
OG0005011	pdam_00002426-RA	TM143_MOUSE
OG0005012	pdam_00013605-RA	TM205_MOUSE
OG0005013	pdam_00012717-RA	TM220_MOUSE
OG0005014	pdam_00004357-RA	TM223_MOUSE
OG0005015	pdam_00014221-RA	TM267_MOUSE
OG0005017	pdam_00017958-RA	TM2D3_MOUSE
OG0005018	pdam_00000318-RA	TM45B_MOUSE, TM45A_MOUSE
OG0005019	pdam_00018437-RA	TMM74_MOUSE
OG0005020	pdam_00009366-RA, pdam_00009367-RA	TM86A_MOUSE
OG0005021	pdam_00022661-RA, pdam_00022660-RA	TM9S2_MOUSE
OG0005022	pdam_00025218-RA	TMA7_MOUSE
OG0005024	pdam_00014510-RA	TMED3_MOUSE
OG0005025	pdam_00007221-RA	TMM33_MOUSE
OG0005026	pdam_00004647-RA	TMM42_MOUSE
OG0005027	pdam_00012463-RA, pdam_00020845-RA	TMM43_MOUSE
OG0005028	pdam_00014734-RA	TMM65_MOUSE
OG0005030	pdam_00006289-RA	TMTC4_MOUSE
OG0005031	pdam_00003728-RA, pdam_00021586-RA	TNG2_MOUSE
OG0005032	pdam_00016257-RA	TOE1_MOUSE
OG0005033	pdam_00009332-RA	TOP3A_MOUSE
OG0005034	pdam_00018213-RA	TP4AP_MOUSE
OG0005035	pdam_00001777-RA	TPC14_MOUSE
OG0005036	pdam_00021101-RA	TPPC2_MOUSE
OG0005037	pdam_00019082-RA	TPC_MOUSE
OG0005038	pdam_00008709-RA	TPP1_MOUSE
OG0005039	pdam_00001759-RA, pdam_00001757-RA	TPP2_MOUSE
OG0005040	pdam_00020396-RA	TPPC4_MOUSE
OG0005041	pdam_00009201-RA	TR112_MOUSE
OG0005042	pdam_00005055-RA	TRNK1_MOUSE
OG0005043	pdam_00009856-RA	TRPM2_MOUSE
OG0005044	pdam_00012645-RA, pdam_00004482-RA	TRRAP_MOUSE
OG0005045	pdam_00006557-RA	TTC28_MOUSE
OG0005046	pdam_00013493-RA	TTC36_MOUSE
OG0005047	pdam_00017110-RA, pdam_00017108-RA	TTC38_MOUSE
OG0005048	pdam_00018772-RA	TTC8_MOUSE
OG0005049	pdam_00010808-RA	TX1B3_MOUSE
OG0005050	pdam_00021858-RA	TXD15_MOUSE
OG0005051	pdam_00023597-RA	TXN4B_MOUSE
OG0005052	pdam_00012304-RA	TXNL1_MOUSE
OG0005053	pdam_00015830-RA	TYDP1_MOUSE
OG0005054	pdam_00018639-RA	TYPH_MOUSE
OG0005055	pdam_00012924-RA	TYW1_MOUSE
OG0005056	pdam_00004926-RA	TYW4_MOUSE
OG0005057	pdam_00004227-RA	U2AF2_MOUSE
OG0005058	pdam_00010252-RA	UB2L3_MOUSE
OG0005059	pdam_00008321-RA	UBAP1_MOUSE
OG0005060	pdam_00013687-RA	UBA5_MOUSE
OG0005061	pdam_00019122-RA	UB2FB_MOUSE, UB2FA_MOUSE
OG0005062	pdam_00013054-RA	UBE2K_MOUSE
OG0005063	pdam_00008073-RA, pdam_00009852-RA	UBE2Z_MOUSE
OG0005064	pdam_00010085-RA	UBFD1_MOUSE
OG0005065	pdam_00002495-RA	UBP10_MOUSE
OG0005066	pdam_00003684-RA	UBP30_MOUSE
OG0005067	pdam_00000766-RA	UBP3_MOUSE
OG0005068	pdam_00008687-RA	UCHL4_MOUSE, UCHL3_MOUSE
OG0005069	pdam_00010504-RA	UFD1_MOUSE
OG0005070	pdam_00000941-RA	UGGG1_MOUSE
OG0005071	pdam_00007003-RA	UHMK1_MOUSE
OG0005072	pdam_00010474-RA	ULA1_MOUSE
OG0005073	pdam_00020185-RA	UNC50_MOUSE
OG0005074	pdam_00012411-RA	UNG_MOUSE
OG0005075	pdam_00018981-RA, pdam_00011958-RA	URAD_MOUSE
OG0005077	pdam_00009917-RA	US6NL_MOUSE
OG0005078	pdam_00008647-RA	USE1_MOUSE
OG0005079	pdam_00004589-RA, pdam_00022813-RA	UST_MOUSE
OG0005080	pdam_00016583-RA, pdam_00016584-RA	UTP25_MOUSE
OG0005081	pdam_00017765-RA	VAS1_MOUSE
OG0005082	pdam_00010775-RA	VATO_MOUSE
OG0005084	pdam_00006046-RA	VGLL4_MOUSE
OG0005085	pdam_00022563-RA	VHL_MOUSE
OG0005086	pdam_00013394-RA, pdam_00013399-RA	VMA22_MOUSE
OG0005087	pdam_00003528-RA	VMAT2_MOUSE, VMAT1_MOUSE
OG0005088	pdam_00014075-RA	VP33B_MOUSE
OG0005089	pdam_00004822-RA	VP9D1_MOUSE
OG0005090	pdam_00015227-RA	VPS51_MOUSE
OG0005091	pdam_00015425-RA	VPS54_MOUSE
OG0005092	pdam_00020032-RA, pdam_00020040-RA	VWA8_MOUSE
OG0005093	pdam_00011803-RA	WAPL_MOUSE
OG0005094	pdam_00019853-RA	WASC4_MOUSE
OG0005095	pdam_00020499-RA	WBP2_MOUSE
OG0005096	pdam_00008669-RA	WDHD1_MOUSE
OG0005097	pdam_00018680-RA	WDR35_MOUSE
OG0005098	pdam_00010041-RA	WDR64_MOUSE
OG0005099	pdam_00020103-RA	WDR74_MOUSE
OG0005100	pdam_00016174-RA	WDR81_MOUSE
OG0005101	pdam_00007589-RA, pdam_00007590-RA	WIF1_MOUSE
OG0005102	pdam_00007332-RA	XPO4_MOUSE
OG0005103	pdam_00014020-RA	XPOT_MOUSE
OG0005104	pdam_00002897-RA	XRCC3_MOUSE
OG0005105	pdam_00023817-RA	XXLT1_MOUSE
OG0005106	pdam_00010742-RA	YD286_MOUSE
OG0005107	pdam_00016601-RA	YIPF5_MOUSE
OG0005108	pdam_00004978-RA	YKT6_MOUSE
OG0005109	pdam_00007813-RA, pdam_00007812-RA	YPEL5_MOUSE
OG0005110	pdam_00018918-RA	YRDC_MOUSE
OG0005112	pdam_00007721-RA	ZC3H3_MOUSE
OG0005113	pdam_00001565-RA	ZCRB1_MOUSE
OG0005114	pdam_00001352-RA	ZDH23_MOUSE
OG0005115	pdam_00011359-RA	ZDHC1_MOUSE
OG0005116	pdam_00006835-RA	ZDHC6_MOUSE
OG0005117	pdam_00020580-RA	ZFAN4_MOUSE
OG0005118	pdam_00019345-RA	ZGPAT_MOUSE
OG0005119	pdam_00000640-RA	ZN106_MOUSE
OG0005120	pdam_00005352-RA	ZN367_MOUSE
OG0005121	pdam_00024866-RA	ZN511_MOUSE
OG0005122	pdam_00007578-RA	ZN609_MOUSE, ZN608_MOUSE
OG0005123	pdam_00013204-RA	ZN830_MOUSE
OG0005124	pdam_00012763-RA	ZNF32_MOUSE
OG0005125	pdam_00014053-RA	ZNT5_MOUSE
OG0005126	pdam_00007866-RA	ZNT7_MOUSE
OG0005127	pdam_00016724-RA	ZTRF1_MOUSE
OG0005358	pdam_00002015-RA	TEX11_MOUSE
OG0005359	pdam_00000405-RA	TRAF4_MOUSE
OG0005362	pdam_00000638-RA	WNT1_MOUSE
OG0005363	pdam_00014322-RA	WNT16_MOUSE
OG0005364	pdam_00001156-RA	CDCP2_MOUSE
OG0005366	pdam_00002610-RA	S67A1_MOUSE
OG0005367	pdam_00017706-RA	HELZ2_MOUSE
OG0005368	pdam_00004906-RA	MNX1_MOUSE
OG0005369	pdam_00004922-RA	SCX_MOUSE
OG0005370	pdam_00018593-RA	PTF1A_MOUSE
OG0005371	pdam_00011357-RA	PARP9_MOUSE
OG0005372	pdam_00001746-RA	HIUH_MOUSE
OG0005373	pdam_00003610-RA	LIN41_MOUSE
OG0005374	pdam_00002141-RA	HSPA9_MOUSE
