Orthogroup	Gfas	Mmus
OG0004476	gfas1.m1.18081.m1	RT07_MOUSE
OG0004477	gfas1.m1.3730.m1	SPA24_MOUSE
OG0004478	gfas1.m1.10968.m1, gfas1.m1.18678.m1	MCAT_MOUSE
OG0004479	gfas1.m1.18322.m1	NLK_MOUSE
OG0004480	gfas1.m1.1187.m1	BOD1_MOUSE
OG0004482	gfas1.m1.23359.m1, gfas1.m1.6364.m1	MMS22_MOUSE
OG0004483	gfas1.m1.9519.m1, gfas1.m1.1815.m1	SMYD4_MOUSE
OG0004484	gfas1.m1.15118.m1	MYLIP_MOUSE
OG0004486	gfas1.m1.15322.m1	PIGC_MOUSE
OG0004487	gfas1.m1.4624.m1	RANB3_MOUSE
OG0004488	gfas1.m1.5034.m1	RPN1_MOUSE
OG0004489	gfas1.m1.65.m1	GRHPR_MOUSE
OG0004490	gfas1.m1.15232.m1	UBP3_MOUSE
OG0004492	gfas1.m1.12433.m1	RBM48_MOUSE
OG0004493	gfas1.m1.14498.m1	HMDH_MOUSE
OG0004494	gfas1.m1.15681.m1	MED1_MOUSE
OG0004495	gfas1.m1.3305.m1	MP2K7_MOUSE
OG0004496	gfas1.m1.6604.m1	GDS1_MOUSE
OG0004497	gfas1.m1.4.m1, gfas1.m1.19709.m1	LOXH1_MOUSE
OG0004498	gfas1.m1.21399.m1	AFG31_MOUSE, AFG32_MOUSE
OG0004499	gfas1.m1.3399.m1	CF206_MOUSE
OG0004500	gfas1.m1.13975.m1	OSTF1_MOUSE
OG0004501	gfas1.m1.15953.m1	IMPA3_MOUSE
OG0004503	gfas1.m1.4660.m1	SF3A1_MOUSE
OG0004505	gfas1.m1.4706.m1, gfas1.m1.4709.m1	SF3A3_MOUSE
OG0004506	gfas1.m1.2032.m1	TIGAR_MOUSE
OG0004507	gfas1.m1.7044.m1	CLP1_MOUSE
OG0004508	gfas1.m1.20184.m1	T3HPD_MOUSE
OG0004509	gfas1.m1.16772.m1	TCPB_MOUSE
OG0004510	gfas1.m1.16150.m1	RAB24_MOUSE
OG0004512	gfas1.m1.3503.m1	SP130_MOUSE
OG0004514	gfas1.m1.21008.m1, gfas1.m1.8568.m1	NOL6_MOUSE
OG0004515	gfas1.m1.14247.m1	ISCU_MOUSE
OG0004516	gfas1.m1.3981.m1, gfas1.m1.10849.m1	NEK8_MOUSE
OG0004517	gfas1.m1.17775.m1, gfas1.m1.17773.m1	GNMT_MOUSE
OG0004518	gfas1.m1.4738.m1	EID3_MOUSE
OG0004519	gfas1.m1.7375.m1	SH3L3_MOUSE
OG0004520	gfas1.m1.17101.m1	RL5_MOUSE
OG0004521	gfas1.m1.6412.m1, gfas1.m1.15486.m1	DHRS1_MOUSE
OG0004522	gfas1.m1.2948.m1	SHOX2_MOUSE
OG0004523	gfas1.m1.49.m1	CPSF3_MOUSE
OG0004524	gfas1.m1.6194.m1	PIGZ_MOUSE
OG0004525	gfas1.m1.14490.m1	HDA11_MOUSE
OG0004526	gfas1.m1.18323.m1	P20D1_MOUSE
OG0004527	gfas1.m1.8299.m1	PIGB_MOUSE
OG0004528	gfas1.m1.5173.m1, gfas1.m1.20614.m1	CFA90_MOUSE
OG0004529	gfas1.m1.2896.m1	DEN11_MOUSE
OG0004530	gfas1.m1.16784.m1	GPR26_MOUSE
OG0004531	gfas1.m1.1408.m1	SNX25_MOUSE
OG0004532	gfas1.m1.8564.m1, gfas1.m1.8565.m1	ROBO4_MOUSE
OG0004533	gfas1.m1.11306.m1	AIDA_MOUSE
OG0004534	gfas1.m1.7152.m1	DNAL4_MOUSE
OG0004535	gfas1.m1.2061.m1, gfas1.m1.8388.m1	CDC20_MOUSE
OG0004536	gfas1.m1.15947.m1	AEN_MOUSE, I20L2_MOUSE
OG0004537	gfas1.m1.5678.m1	NTM1A_MOUSE
OG0004538	gfas1.m1.22365.m1	SIM13_MOUSE
OG0004539	gfas1.m1.16828.m1	MTFR1_MOUSE
OG0004541	gfas1.m1.17925.m1	DPM1_MOUSE
OG0004542	gfas1.m1.16514.m1	PPWD1_MOUSE
OG0004543	gfas1.m1.23418.m1	ABCB7_MOUSE
OG0004544	gfas1.m1.21430.m1	MPC2_MOUSE
OG0004545	gfas1.m1.10427.m1	S39A9_MOUSE
OG0004546	gfas1.m1.19682.m1, gfas1.m1.23100.m1	TNG6_MOUSE
OG0004548	gfas1.m1.8183.m1	ANKE1_MOUSE
OG0004549	gfas1.m1.11615.m1	KCMF1_MOUSE
OG0004552	gfas1.m1.604.m1	MZT2_MOUSE
OG0004553	gfas1.m1.6209.m1	HYDIN_MOUSE
OG0004554	gfas1.m1.17635.m1	WDHD1_MOUSE
OG0004556	gfas1.m1.5780.m1	TAZ_MOUSE
OG0004557	gfas1.m1.14367.m1	UBP10_MOUSE
OG0004558	gfas1.m1.3207.m1	AFAD_MOUSE
OG0004559	gfas1.m1.6326.m1	DEK_MOUSE
OG0004560	gfas1.m1.191.m1, gfas1.m1.190.m1	PKHM3_MOUSE
OG0004561	gfas1.m1.18634.m1	FZD9_MOUSE, FZD10_MOUSE
OG0004562	gfas1.m1.10751.m1	KAD9_MOUSE
OG0004563	gfas1.m1.1974.m1, gfas1.m1.2779.m1	SG196_MOUSE
OG0004564	gfas1.m1.10290.m1	RBSK_MOUSE
OG0004566	gfas1.m1.18242.m1, gfas1.m1.10323.m1	L2HDH_MOUSE
OG0004567	gfas1.m1.13557.m1	EXO5_MOUSE
OG0004568	gfas1.m1.19370.m1	RPA12_MOUSE
OG0004569	gfas1.m1.5414.m1	NS1BP_MOUSE
OG0004570	gfas1.m1.3771.m1	ARMC8_MOUSE
OG0004571	gfas1.m1.6778.m1	KICS2_MOUSE
OG0004573	gfas1.m1.17902.m1	PIN1_MOUSE
OG0004574	gfas1.m1.14675.m1	GTSE1_MOUSE
OG0004575	gfas1.m1.17729.m1	CFA57_MOUSE
OG0004576	gfas1.m1.4747.m1	ARID2_MOUSE
OG0004577	gfas1.m1.4496.m1	PIP30_MOUSE
OG0004578	gfas1.m1.6501.m1	RAD54_MOUSE
OG0004579	gfas1.m1.20121.m1, gfas1.m1.654.m1	SNR40_MOUSE
OG0004580	gfas1.m1.463.m1	NSL1_MOUSE
OG0004581	gfas1.m1.17398.m1	PIHD1_MOUSE
OG0004583	gfas1.m1.23265.m1	CQ10B_MOUSE
OG0004584	gfas1.m1.10830.m1	AMNLS_MOUSE
OG0004585	gfas1.m1.5100.m1	MAT1_MOUSE
OG0004586	gfas1.m1.18179.m1, gfas1.m1.18181.m1	FBX22_MOUSE
OG0004587	gfas1.m1.21850.m1	DHPR_MOUSE
OG0004588	gfas1.m1.5070.m1, gfas1.m1.20252.m1	CP131_MOUSE
OG0004589	gfas1.m1.14629.m1	VASH2_MOUSE, VASH1_MOUSE
OG0004590	gfas1.m1.3330.m1	CTU1_MOUSE
OG0004591	gfas1.m1.14403.m1, gfas1.m1.14399.m1	DHX33_MOUSE
OG0004594	gfas1.m1.9092.m1	FBXL5_MOUSE
OG0004595	gfas1.m1.2298.m1	RSPRY_MOUSE
OG0004596	gfas1.m1.21498.m1	MLEC_MOUSE
OG0004597	gfas1.m1.17598.m1	PRR11_MOUSE
OG0004598	gfas1.m1.18654.m1	PIGT_MOUSE
OG0004600	gfas1.m1.19837.m1	AF9_MOUSE
OG0004601	gfas1.m1.18734.m1	UNC50_MOUSE
OG0004603	gfas1.m1.19572.m1	GARS_MOUSE
OG0004604	gfas1.m1.1491.m1, gfas1.m1.1494.m1	PAR12_MOUSE
OG0004605	gfas1.m1.6014.m1	LYSM3_MOUSE
OG0004606	gfas1.m1.14100.m1	NNRE_MOUSE
OG0004607	gfas1.m1.13592.m1	ATAD1_MOUSE
OG0004608	gfas1.m1.6855.m1, gfas1.m1.18027.m1	STRAP_MOUSE
OG0004609	gfas1.m1.8014.m1	BLTP2_MOUSE
OG0004610	gfas1.m1.2066.m1	RFXAP_MOUSE
OG0004611	gfas1.m1.1849.m1	TTC28_MOUSE
OG0004612	gfas1.m1.4401.m1	CFA61_MOUSE
OG0004613	gfas1.m1.23867.m1, gfas1.m1.20394.m1	FBLN1_MOUSE
OG0004614	gfas1.m1.5556.m1	CARTF_MOUSE
OG0004615	gfas1.m1.6304.m1	TMM65_MOUSE
OG0004616	gfas1.m1.17978.m1	VP37B_MOUSE
OG0004617	gfas1.m1.18950.m1, gfas1.m1.18949.m1	CAHD1_MOUSE
OG0004619	gfas1.m1.19568.m1, gfas1.m1.22134.m1	TKFC_MOUSE
OG0004620	gfas1.m1.15181.m1	S2538_MOUSE
OG0004621	gfas1.m1.4454.m1	SYFA_MOUSE
OG0004622	gfas1.m1.16112.m1	TM267_MOUSE
OG0004623	gfas1.m1.8525.m1	NAGPA_MOUSE
OG0004624	gfas1.m1.18169.m1	RUXG_MOUSE
OG0004626	gfas1.m1.8466.m1	ESTD_MOUSE
OG0004627	gfas1.m1.1999.m1	UB2FB_MOUSE, UB2FA_MOUSE
OG0004628	gfas1.m1.7276.m1	CC038_MOUSE
OG0004629	gfas1.m1.7951.m1, gfas1.m1.7950.m1	FAHD1_MOUSE
OG0004630	gfas1.m1.1199.m1	THAP4_MOUSE
OG0004631	gfas1.m1.9127.m1	CTIP_MOUSE
OG0004633	gfas1.m1.23027.m1	OXND1_MOUSE
OG0004634	gfas1.m1.15862.m1	MMSA_MOUSE
OG0004635	gfas1.m1.22784.m1, gfas1.m1.22590.m1	PIGN_MOUSE
OG0004637	gfas1.m1.4516.m1	TMM53_MOUSE
OG0004638	gfas1.m1.21082.m1, gfas1.m1.2855.m1	APOH_MOUSE
OG0004639	gfas1.m1.16173.m1, gfas1.m1.16174.m1	YPEL5_MOUSE
OG0004640	gfas1.m1.1544.m1	S53A1_MOUSE
OG0004641	gfas1.m1.2661.m1	SVBP_MOUSE
OG0004642	gfas1.m1.15472.m1	B3GL2_MOUSE
OG0004643	gfas1.m1.14216.m1	PTHB1_MOUSE
OG0004644	gfas1.m1.19580.m1	SYLC_MOUSE
OG0004645	gfas1.m1.2964.m1	COQ2_MOUSE
OG0004647	gfas1.m1.15350.m1	M3K7_MOUSE
OG0004648	gfas1.m1.2307.m1	PEPD_MOUSE
OG0004649	gfas1.m1.13595.m1	RPC4_MOUSE
OG0004650	gfas1.m1.13894.m1	CEP41_MOUSE
OG0004651	gfas1.m1.23244.m1	HUWE1_MOUSE
OG0004652	gfas1.m1.7418.m1	COX17_MOUSE
OG0004653	gfas1.m1.10331.m1, gfas1.m1.10330.m1	IFT22_MOUSE
OG0004654	gfas1.m1.2415.m1	UBE3A_MOUSE
OG0004655	gfas1.m1.5604.m1	RAMAC_MOUSE
OG0004656	gfas1.m1.7125.m1	RS23_MOUSE
OG0004657	gfas1.m1.12413.m1	C2D2A_MOUSE
OG0004658	gfas1.m1.18554.m1	CLPX_MOUSE
OG0004659	gfas1.m1.20881.m1, gfas1.m1.18140.m1	LIX1L_MOUSE
OG0004660	gfas1.m1.6362.m1	SC5D_MOUSE
OG0004661	gfas1.m1.6597.m1	TFP11_MOUSE
OG0004662	gfas1.m1.15990.m1	AKIB1_MOUSE
OG0004663	gfas1.m1.6602.m1	RT14_MOUSE
OG0004664	gfas1.m1.9875.m1	TEX55_MOUSE
OG0004665	gfas1.m1.189.m1	RM47_MOUSE
OG0004666	gfas1.m1.643.m1	RNLS_MOUSE
OG0004667	gfas1.m1.11587.m1	MCU_MOUSE
OG0004668	gfas1.m1.3166.m1	TAF1_MOUSE
OG0004669	gfas1.m1.3495.m1	ECHA_MOUSE
OG0004671	gfas1.m1.15287.m1	CPSF1_MOUSE
OG0004672	gfas1.m1.4145.m1	CTSR4_MOUSE
OG0004673	gfas1.m1.9195.m1	VP9D1_MOUSE
OG0004675	gfas1.m1.1403.m1	YRDC_MOUSE
OG0004676	gfas1.m1.16087.m1	BRPF1_MOUSE
OG0004677	gfas1.m1.2903.m1	FAP24_MOUSE
OG0004678	gfas1.m1.4963.m1	FXRD2_MOUSE
OG0004679	gfas1.m1.20142.m1	TMM42_MOUSE
OG0004680	gfas1.m1.4155.m1	ABCAH_MOUSE, ABCA3_MOUSE
OG0004681	gfas1.m1.3802.m1	TM183_MOUSE
OG0004682	gfas1.m1.711.m1	APC16_MOUSE
OG0004683	gfas1.m1.14923.m1	DUS19_MOUSE
OG0004684	gfas1.m1.15871.m1	OAZ2_MOUSE, OAZ1_MOUSE
OG0004686	gfas1.m1.15429.m1	SR5A3_MOUSE
OG0004687	gfas1.m1.3203.m1, gfas1.m1.19857.m1	HEAT9_MOUSE
OG0004688	gfas1.m1.10061.m1	GLPK5_MOUSE
OG0004689	gfas1.m1.901.m1	NUD18_MOUSE
OG0004690	gfas1.m1.16267.m1	SKI2_MOUSE
OG0004691	gfas1.m1.14521.m1	RHGBA_MOUSE
OG0004692	gfas1.m1.2967.m1	TPP1_MOUSE
OG0004693	gfas1.m1.21616.m1, gfas1.m1.2017.m1	OLA1_MOUSE
OG0004694	gfas1.m1.849.m1	CLH1_MOUSE
OG0004695	gfas1.m1.8017.m1	CD158_MOUSE
OG0004696	gfas1.m1.16392.m1	LRCC1_MOUSE
OG0004697	gfas1.m1.7973.m1	SRRT_MOUSE
OG0004698	gfas1.m1.11431.m1	SFT2C_MOUSE
OG0004699	gfas1.m1.4354.m1	CI072_MOUSE
OG0004700	gfas1.m1.7887.m1	INT1_MOUSE
OG0004701	gfas1.m1.20374.m1	OTUB1_MOUSE
OG0004702	gfas1.m1.3396.m1	TAPT1_MOUSE
OG0004703	gfas1.m1.6210.m1	PCT2B_MOUSE, PCAT2_MOUSE
OG0004704	gfas1.m1.9720.m1	CEP97_MOUSE
OG0004705	gfas1.m1.16486.m1	S35E1_MOUSE
OG0004706	gfas1.m1.8283.m1, gfas1.m1.8281.m1	TALD3_MOUSE
OG0004707	gfas1.m1.4271.m1	USH2A_MOUSE
OG0004708	gfas1.m1.18912.m1	PRP4_MOUSE
OG0004709	gfas1.m1.17119.m1, gfas1.m1.17123.m1	CENPV_MOUSE
OG0004710	gfas1.m1.18885.m1	SNAPN_MOUSE
OG0004711	gfas1.m1.16047.m1	TIKI2_MOUSE
OG0004712	gfas1.m1.13498.m1	F177A_MOUSE
OG0004713	gfas1.m1.14236.m1	RL13A_MOUSE
OG0004714	gfas1.m1.1665.m1	GCYA1_MOUSE
OG0004715	gfas1.m1.2391.m1	RP9_MOUSE
OG0004716	gfas1.m1.7360.m1, gfas1.m1.10018.m1	NUP43_MOUSE
OG0004717	gfas1.m1.15126.m1	RED_MOUSE
OG0004719	gfas1.m1.10940.m1	RMP_MOUSE
OG0004720	gfas1.m1.8292.m1	RN151_MOUSE
OG0004721	gfas1.m1.3461.m1	CH076_MOUSE
OG0004722	gfas1.m1.4716.m1	CHSS2_MOUSE
OG0004723	gfas1.m1.13471.m1	SCFD1_MOUSE
OG0004724	gfas1.m1.6543.m1	S12A9_MOUSE
OG0004725	gfas1.m1.19239.m1	PBDC1_MOUSE
OG0004726	gfas1.m1.4365.m1	CCD87_MOUSE
OG0004727	gfas1.m1.15329.m1	CATIN_MOUSE
OG0004728	gfas1.m1.19778.m1	CPEB1_MOUSE
OG0004729	gfas1.m1.15838.m1	MP2K3_MOUSE, MP2K6_MOUSE
OG0004730	gfas1.m1.10365.m1	TAF6_MOUSE
OG0004731	gfas1.m1.9462.m1	FRY_MOUSE
OG0004732	gfas1.m1.23370.m1	NHLC2_MOUSE
OG0004733	gfas1.m1.4658.m1	OTULL_MOUSE, OTUL_MOUSE
OG0004734	gfas1.m1.16973.m1	MIPT3_MOUSE
OG0004735	gfas1.m1.8593.m1	COMD6_MOUSE
OG0004736	gfas1.m1.110.m1	MFA1A_MOUSE, MFA1B_MOUSE
OG0004737	gfas1.m1.4677.m1	RAB35_MOUSE
OG0004738	gfas1.m1.2584.m1	GRTP1_MOUSE
OG0004739	gfas1.m1.15894.m1	UCHL4_MOUSE, UCHL3_MOUSE
OG0004740	gfas1.m1.2857.m1	GOSR1_MOUSE
OG0004741	gfas1.m1.14423.m1	SPAT7_MOUSE
OG0004742	gfas1.m1.14883.m1	B3GLT_MOUSE
OG0004743	gfas1.m1.7490.m1	NDUS7_MOUSE
OG0004744	gfas1.m1.14021.m1	PPP5_MOUSE
OG0004745	gfas1.m1.10303.m1, gfas1.m1.12462.m1	COX11_MOUSE
OG0004746	gfas1.m1.23525.m1	BYST_MOUSE
OG0004747	gfas1.m1.20615.m1	RL36A_MOUSE
OG0004748	gfas1.m1.18111.m1	PHF14_MOUSE
OG0004749	gfas1.m1.18228.m1	EMC7_MOUSE
OG0004750	gfas1.m1.14427.m1, gfas1.m1.14430.m1	FOXQ1_MOUSE
OG0004751	gfas1.m1.1410.m1	TAF3_MOUSE
OG0004752	gfas1.m1.23364.m1	CAN15_MOUSE
OG0004753	gfas1.m1.5027.m1	COMD8_MOUSE
OG0004754	gfas1.m1.7895.m1	DJC24_MOUSE
OG0004755	gfas1.m1.10286.m1	MOSMO_MOUSE
OG0004756	gfas1.m1.8106.m1	ARI2_MOUSE
OG0004757	gfas1.m1.20254.m1	TMM33_MOUSE
OG0004758	gfas1.m1.6701.m1	RTRAF_MOUSE
OG0004759	gfas1.m1.7956.m1	M3K4_MOUSE
OG0004760	gfas1.m1.16850.m1	CFA65_MOUSE
OG0004761	gfas1.m1.10383.m1	ALG1_MOUSE
OG0004763	gfas1.m1.17015.m1	MBOA5_MOUSE
OG0004764	gfas1.m1.7220.m1	TCF25_MOUSE
OG0004765	gfas1.m1.10107.m1	ORNT1_MOUSE
OG0004766	gfas1.m1.6148.m1	TM205_MOUSE
OG0004767	gfas1.m1.13717.m1	ORC3_MOUSE
OG0004769	gfas1.m1.6011.m1	LMF2_MOUSE
OG0004770	gfas1.m1.19981.m1	YD286_MOUSE
OG0004771	gfas1.m1.16588.m1	PDCD5_MOUSE
OG0004773	gfas1.m1.5377.m1	QTRT2_MOUSE
OG0004774	gfas1.m1.17165.m1	HAKAI_MOUSE
OG0004775	gfas1.m1.20059.m1	ANC2_MOUSE
OG0004776	gfas1.m1.20344.m1	PEX16_MOUSE
OG0004777	gfas1.m1.17362.m1	SF3B3_MOUSE
OG0004778	gfas1.m1.2170.m1	LCLT1_MOUSE
OG0004779	gfas1.m1.20877.m1	ABCD3_MOUSE
OG0004780	gfas1.m1.2419.m1	SAV1_MOUSE
OG0004781	gfas1.m1.1594.m1	TYDP1_MOUSE
OG0004782	gfas1.m1.5579.m1	ZNT5_MOUSE
OG0004783	gfas1.m1.7114.m1	SPG16_MOUSE
OG0004784	gfas1.m1.517.m1	HAUS3_MOUSE
OG0004785	gfas1.m1.19389.m1	XXLT1_MOUSE
OG0004786	gfas1.m1.47.m1	RAB20_MOUSE
OG0004787	gfas1.m1.14179.m1	KPTN_MOUSE
OG0004788	gfas1.m1.17124.m1	RUSF1_MOUSE
OG0004789	gfas1.m1.8188.m1	PDE2A_MOUSE
OG0004790	gfas1.m1.6295.m1, gfas1.m1.4098.m1	CMI2C_MOUSE
OG0004791	gfas1.m1.467.m1	GPT11_MOUSE
OG0004792	gfas1.m1.23459.m1	PGAP2_MOUSE
OG0004793	gfas1.m1.8297.m1	TIPIN_MOUSE
OG0004794	gfas1.m1.3493.m1	TMM74_MOUSE
OG0004795	gfas1.m1.3523.m1	PRP19_MOUSE
OG0004796	gfas1.m1.1522.m1	ZFAN4_MOUSE
OG0004797	gfas1.m1.15712.m1	CE022_MOUSE
OG0004798	gfas1.m1.23228.m1	CA087_MOUSE
OG0004799	gfas1.m1.3564.m1	SPF27_MOUSE
OG0004800	gfas1.m1.18939.m1	CC020_MOUSE
OG0004801	gfas1.m1.15497.m1	CY24A_MOUSE
OG0004802	gfas1.m1.16716.m1	SRTD4_MOUSE
OG0004803	gfas1.m1.7499.m1	PIGL_MOUSE
OG0004804	gfas1.m1.564.m1	F184B_MOUSE
OG0004805	gfas1.m1.6453.m1	GORAB_MOUSE
OG0004807	gfas1.m1.6060.m1	S2611_MOUSE
OG0004808	gfas1.m1.8825.m1	ERGI2_MOUSE
OG0004809	gfas1.m1.6464.m1	RSSA_MOUSE
OG0004810	gfas1.m1.18134.m1, gfas1.m1.18135.m1	GLNA_MOUSE
OG0004811	gfas1.m1.744.m1	RB3GP_MOUSE
OG0004812	gfas1.m1.525.m1	HECD3_MOUSE
OG0004813	gfas1.m1.13810.m1	NDUS3_MOUSE
OG0004814	gfas1.m1.2245.m1	RBL2A_MOUSE
OG0004815	gfas1.m1.4494.m1	NDUB9_MOUSE
OG0004817	gfas1.m1.23499.m1	3HAO_MOUSE
OG0004818	gfas1.m1.4022.m1	MUC24_MOUSE
OG0004819	gfas1.m1.23212.m1	NOG2_MOUSE
OG0004820	gfas1.m1.22109.m1	APEX2_MOUSE
OG0004821	gfas1.m1.6740.m1	S2551_MOUSE
OG0004822	gfas1.m1.7885.m1	DDX18_MOUSE
OG0004823	gfas1.m1.18390.m1	CAN7_MOUSE
OG0004825	gfas1.m1.1662.m1	FBX8_MOUSE
OG0004826	gfas1.m1.358.m1	MROH1_MOUSE
OG0004827	gfas1.m1.14759.m1	RIOK3_MOUSE
OG0004828	gfas1.m1.1984.m1	UB2L3_MOUSE
OG0004829	gfas1.m1.4532.m1	CSK_MOUSE
OG0004830	gfas1.m1.18778.m1	PARI_MOUSE
OG0004831	gfas1.m1.9290.m1, gfas1.m1.22160.m1	VPS52_MOUSE
OG0004832	gfas1.m1.17594.m1	RRP44_MOUSE
OG0004833	gfas1.m1.15365.m1	NELFE_MOUSE
OG0004834	gfas1.m1.22069.m1	DESI1_MOUSE
OG0004835	gfas1.m1.21562.m1	NDUF6_MOUSE
OG0004836	gfas1.m1.10010.m1, gfas1.m1.9662.m1	S2544_MOUSE
OG0004837	gfas1.m1.17634.m1	ACYP1_MOUSE, ACYP2_MOUSE
OG0004838	gfas1.m1.10203.m1	RS10B_MOUSE
OG0004839	gfas1.m1.5059.m1	ATPD_MOUSE
OG0004840	gfas1.m1.16478.m1	DNAI4_MOUSE
OG0004841	gfas1.m1.3561.m1	ENKD1_MOUSE
OG0004842	gfas1.m1.6735.m1	SARM1_MOUSE
OG0004844	gfas1.m1.5735.m1	DCP2_MOUSE
OG0004845	gfas1.m1.7515.m1	DGLB_MOUSE
OG0004846	gfas1.m1.13679.m1	WDR38_MOUSE
OG0004847	gfas1.m1.19379.m1	MED15_MOUSE
OG0004848	gfas1.m1.2115.m1	MBRL_MOUSE
OG0004849	gfas1.m1.3785.m1	LRC34_MOUSE
OG0004850	gfas1.m1.1637.m1	DLK2_MOUSE, DLK1_MOUSE
OG0004851	gfas1.m1.18837.m1, gfas1.m1.19403.m1	CHERP_MOUSE
OG0004852	gfas1.m1.7201.m1	CCNQ_MOUSE
OG0004854	gfas1.m1.16831.m1	ARMC1_MOUSE
OG0004855	gfas1.m1.4347.m1, gfas1.m1.13030.m1	NB5R5_MOUSE
OG0004856	gfas1.m1.15409.m1	S35D3_MOUSE
OG0004857	gfas1.m1.7711.m1	WDR35_MOUSE
OG0004858	gfas1.m1.5571.m1	GBA2_MOUSE
OG0004859	gfas1.m1.13109.m1, gfas1.m1.21403.m1	DIXC1_MOUSE
OG0004860	gfas1.m1.18117.m1	MTBP_MOUSE
OG0004861	gfas1.m1.9363.m1, gfas1.m1.9358.m1	HAUS4_MOUSE
OG0004862	gfas1.m1.12729.m1	UGGG1_MOUSE
OG0004864	gfas1.m1.3293.m1	AMRP_MOUSE
OG0004865	gfas1.m1.19537.m1, gfas1.m1.15004.m1	JMJD6_MOUSE
OG0004866	gfas1.m1.13504.m1	AVEN_MOUSE
OG0004867	gfas1.m1.18724.m1	SPO16_MOUSE
OG0004868	gfas1.m1.18755.m1	ELMD2_MOUSE
OG0004869	gfas1.m1.9576.m1	MGME1_MOUSE
OG0004870	gfas1.m1.20669.m1	PACRG_MOUSE
OG0004871	gfas1.m1.9693.m1	TBCD5_MOUSE
OG0004872	gfas1.m1.9808.m1	CCD33_MOUSE
OG0004873	gfas1.m1.6906.m1	CUTC_MOUSE
OG0004874	gfas1.m1.21897.m1	LA_MOUSE
OG0004875	gfas1.m1.6438.m1	SCNM1_MOUSE
OG0004876	gfas1.m1.4829.m1	SURF6_MOUSE
OG0004877	gfas1.m1.6053.m1	S14L1_MOUSE
OG0004878	gfas1.m1.862.m1	RPE_MOUSE
OG0004880	gfas1.m1.3528.m1	NEMP1_MOUSE
OG0004881	gfas1.m1.8200.m1	NPL4_MOUSE
OG0004882	gfas1.m1.19964.m1	CF144_MOUSE
OG0004883	gfas1.m1.15343.m1	PDIA5_MOUSE
OG0004884	gfas1.m1.15062.m1	KMT5C_MOUSE
OG0004886	gfas1.m1.6201.m1	SMIP7_MOUSE
OG0004887	gfas1.m1.9114.m1, gfas1.m1.9468.m1	WEE1_MOUSE
OG0004889	gfas1.m1.671.m1	ABHD6_MOUSE
OG0004890	gfas1.m1.13506.m1	CF120_MOUSE
OG0004891	gfas1.m1.6311.m1, gfas1.m1.11636.m1, gfas1.m1.13100.m1	THAP1_MOUSE
OG0004892	gfas1.m1.6320.m1	MZB1_MOUSE
OG0004893	gfas1.m1.20654.m1	TCF20_MOUSE, RAI1_MOUSE
OG0004894	gfas1.m1.19069.m1	ABCB6_MOUSE
OG0004895	gfas1.m1.9724.m1	ABD12_MOUSE
OG0004896	gfas1.m1.9054.m1	SERC_MOUSE
OG0004897	gfas1.m1.18822.m1	CNOT3_MOUSE
OG0004898	gfas1.m1.12113.m1, gfas1.m1.4610.m1	TM145_MOUSE
OG0004899	gfas1.m1.4536.m1	ADAL_MOUSE
OG0004900	gfas1.m1.16636.m1	ATP5E_MOUSE
OG0004901	gfas1.m1.7349.m1	NUD14_MOUSE
OG0004902	gfas1.m1.17063.m1	ECI1_MOUSE
OG0004903	gfas1.m1.13828.m1	DCTN1_MOUSE
OG0004905	gfas1.m1.18497.m1	CCDB1_MOUSE
OG0004906	gfas1.m1.13985.m1	RS26_MOUSE
OG0004907	gfas1.m1.6523.m1	DDX27_MOUSE
OG0004909	gfas1.m1.22766.m1	EFR3A_MOUSE, EFR3B_MOUSE
OG0004910	gfas1.m1.4503.m1	PIGU_MOUSE
OG0004911	gfas1.m1.20136.m1	MARH8_MOUSE
OG0004912	gfas1.m1.23336.m1	GPTC3_MOUSE
OG0004913	gfas1.m1.19640.m1	CFA53_MOUSE
OG0004914	gfas1.m1.2206.m1	MRE11_MOUSE
OG0004915	gfas1.m1.751.m1	CASC3_MOUSE
OG0004916	gfas1.m1.2459.m1	DPOE1_MOUSE
OG0004917	gfas1.m1.20304.m1	RRP7A_MOUSE
OG0004918	gfas1.m1.18057.m1	WDR81_MOUSE
OG0004919	gfas1.m1.7098.m1	RFXK_MOUSE, ANRA2_MOUSE
OG0004920	gfas1.m1.18604.m1	JKAMP_MOUSE
OG0004921	gfas1.m1.20362.m1	ZN830_MOUSE
OG0004922	gfas1.m1.20569.m1	CPSF4_MOUSE
OG0004923	gfas1.m1.2234.m1	US6NL_MOUSE
OG0004924	gfas1.m1.20355.m1	ZN367_MOUSE
OG0004926	gfas1.m1.20365.m1	SELW_MOUSE
OG0004927	gfas1.m1.13340.m1	CAB45_MOUSE
OG0004929	gfas1.m1.16993.m1	NMDZ1_MOUSE
OG0004930	gfas1.m1.14206.m1	SRA1_MOUSE
OG0004931	gfas1.m1.5295.m1	MED10_MOUSE
OG0004932	gfas1.m1.17270.m1	COX20_MOUSE
OG0004933	gfas1.m1.17975.m1	EXD2_MOUSE
OG0004934	gfas1.m1.2205.m1	CUL3_MOUSE
OG0004935	gfas1.m1.19246.m1	TMM59_MOUSE
OG0004936	gfas1.m1.14107.m1	DEOC_MOUSE
OG0004937	gfas1.m1.20043.m1	IFT57_MOUSE
OG0004938	gfas1.m1.6603.m1	FYV1_MOUSE
