Orthogroup	Nvec	Hsap
OG0001723	NV2t015104001.1	PHC1_HUMAN, PHC3_HUMAN, PHC2_HUMAN
OG0001739	NV2t025127001.1	NIBA3_HUMAN, NIBA2_HUMAN, NIBA1_HUMAN
OG0001755	NV2t005111001.1, NV2t012560001.1	CSRN2_HUMAN, CSRN3_HUMAN
OG0001772	NV2t003045001.1, NV2t003045002.1, NV2t003045003.1, NV2t003045004.1, NV2t003045005.1	PUR1_HUMAN
OG0001806	NV2t013897001.1, NV2t012239001.1	CGAT2_HUMAN, CGAT1_HUMAN
OG0001588	NV2t010717001.1	PLSL_HUMAN, PLSI_HUMAN, PLST_HUMAN
OG0001602	NV2t000378001.1, NV2t000378002.1	GIPC1_HUMAN, GIPC3_HUMAN, GIPC2_HUMAN
OG0001617	NV2t001708004.1, NV2t001708003.1, NV2t001708001.1, NV2t001708002.1	QCR1_HUMAN, MPPB_HUMAN
OG0001632	NV2t010438001.1, NV2t010440002.1, NV2t010440001.1, NV2t010440003.1	GMCL1_HUMAN, GMCL2_HUMAN
OG0001649	NV2t025506003.1, NV2t025506005.1, NV2t025506001.1, NV2t025506002.1, NV2t025506004.1	EHMT1_HUMAN, EHMT2_HUMAN
OG0001685	NV2t013696001.1	RAB13_HUMAN, RAB8B_HUMAN, RAB8A_HUMAN
OG0001701	NV2t001600001.1, NV2t001600003.1, NV2t001600002.1	KPCT_HUMAN, KPCD_HUMAN
OG0001716	NV2t011403001.1	HEYL_HUMAN, HEY2_HUMAN, HEY1_HUMAN
OG0001734	NV2t006252002.1, NV2t006252001.1, NV2t006252003.1	PPM1K_HUMAN
OG0001750	NV2t023528001.1	LMNB1_HUMAN, LMNA_HUMAN, LMNB2_HUMAN
OG0001768	NV2t003794003.1, NV2t003794001.1, NV2t003794004.1, NV2t003794005.1, NV2t003794006.1	ABHD2_HUMAN
OG0001801	NV2t003104001.1, NV2t003107001.1	CYFP2_HUMAN, CYFP1_HUMAN
OG0001818	NV2t014977006.1, NV2t014977002.1, NV2t014977003.1, NV2t014977004.1, NV2t014977005.1	KAZRN_HUMAN
OG0001495	NV2t001235001.1, NV2t001235002.1, NV2t001235003.1, NV2t001236002.1, NV2t001236001.1, NV2t001236003.1	RN220_HUMAN
OG0001511	NV2t008383001.1, NV2t008383002.1, NV2t008383003.1	PYRG2_HUMAN, PYRG1_HUMAN
OG0001528	NV2t012841002.1, NV2t012841005.1, NV2t012841006.1, NV2t012841001.1, NV2t012841003.1, NV2t012841004.1	PP4R4_HUMAN
OG0001544	NV2t012227001.1, NV2t012227002.1, NV2t020487001.1	PRS23_HUMAN, PRS35_HUMAN
OG0001694	NV2t007296002.1, NV2t007296001.1, NV2t007296003.1	KC1D_HUMAN, KC1E_HUMAN
OG0001727	NV2t021241001.1, NV2t021241002.1	DDX3X_HUMAN, DDX3Y_HUMAN
OG0001758	NV2t005532003.1, NV2t005532001.1, NV2t005532002.1	SERC1_HUMAN, SERC3_HUMAN
OG0001775	NV2t015407001.1, NV2t015407003.1, NV2t015407002.1	KKCC1_HUMAN, KKCC2_HUMAN
OG0001790	NV2t000761001.1	PIM2_HUMAN, PIM3_HUMAN, PIM1_HUMAN
OG0001807	NV2t013811001.1	RASK_HUMAN, RASH_HUMAN, RASN_HUMAN
OG0001822	NV2t003298001.1	HS105_HUMAN, HS74L_HUMAN, HSP74_HUMAN
OG0001606	NV2t012599001.1, NV2t012599003.1	MARHB_HUMAN, MARH9_HUMAN, MARH4_HUMAN
OG0001622	NV2t007702004.1, NV2t007702003.1, NV2t007702001.1, NV2t007702002.1	MIRO1_HUMAN, MIRO2_HUMAN
OG0001637	NV2t021774001.1, NV2t021774002.1, NV2t021774003.1, NV2t021774004.1, NV2t021774005.1, NV2t021774006.1	CAN5_HUMAN
OG0001643	NV2t016261001.1	DOC2A_HUMAN, DOC2B_HUMAN, RP3A_HUMAN
OG0001676	NV2t012147001.1	LRP2_HUMAN, LRP1_HUMAN, LRP1B_HUMAN
OG0001692	NV2t011441001.1, NV2t011441002.1, NV2t011441003.1	FOXA1_HUMAN, FOXA2_HUMAN
OG0001708	NV2t017727001.1	MB211_HUMAN, MB212_HUMAN
OG0001726	NV2t000295001.1	PLK5_HUMAN, PLK2_HUMAN, PLK3_HUMAN
OG0001731	NV2t010284005.1, NV2t010284004.1, NV2t010284006.1, NV2t010284002.1, NV2t010284003.1	TNPO3_HUMAN
OG0001787	NV2t003987003.1, NV2t003987004.1, NV2t003987001.1, NV2t003987002.1	NEK11_HUMAN
OG0001805	NV2t003850001.1	UBP4_HUMAN, UBP11_HUMAN, UBP15_HUMAN
OG0001821	NV2t025431001.1, NV2t010594001.1	CRY2_HUMAN, CRY1_HUMAN
OG0001840	NV2t017710001.1	AGRA3_HUMAN, AGRA1_HUMAN, AGRA2_HUMAN
OG0001857	NV2t014234001.1, NV2t014234003.1	IF5A2_HUMAN, IF5AL_HUMAN, IF5A1_HUMAN
OG0001620	NV2t007670001.1, NV2t007672001.1	BAIP2_HUMAN, BI2L2_HUMAN, BI2L1_HUMAN
OG0001635	NV2t003577001.1, NV2t021782001.1, NV2t022291001.1	FND3B_HUMAN, FND3A_HUMAN
OG0001682	NV2t002634001.1	AT10A_HUMAN, AT10B_HUMAN, AT10D_HUMAN
OG0001698	NV2t023095001.1	RAB1A_HUMAN, RAB1C_HUMAN, RAB1B_HUMAN
OG0001713	NV2t004316001.1, NV2t011482001.1, NV2t011482002.1	MILK1_HUMAN, MILK2_HUMAN
OG0001717	NV2t023103003.1, NV2t023103001.1, NV2t023103005.1, NV2t023103004.1, NV2t023103002.1	OTP_HUMAN
OG0001767	NV2t018241001.1, NV2t000219001.1	AMZ2_HUMAN, AMZ1_HUMAN
OG0001784	NV2t000439001.1, NV2t000439002.1, NV2t000445001.1	HABP4_HUMAN, SERB1_HUMAN
OG0001800	NV2t002441001.1, NV2t002440003.1, NV2t002440001.1, NV2t002440002.1	HERC2_HUMAN, HRC23_HUMAN
OG0001826	NV2t020859001.1, NV2t020859002.1, NV2t020859003.1	YIF1A_HUMAN, YIF1B_HUMAN
OG0001842	NV2t017703001.1	PRGC1_HUMAN, PRGC2_HUMAN, PPRC1_HUMAN
OG0001860	NV2t013209004.1, NV2t013209003.1, NV2t013209001.1, NV2t013209002.1, NV2t013209005.1	SH2D5_HUMAN
OG0001876	NV2t014209004.1, NV2t014209001.1, NV2t014209002.1, NV2t014209003.1, NV2t014209005.1, NV2t014209006.1	VP13D_HUMAN
OG0001699	NV2t010134001.1, NV2t010005001.1, NV2t010004001.1, NV2t010006001.1	CN37_HUMAN
OG0001714	NV2t011207001.1	HIF3A_HUMAN, EPAS1_HUMAN, HIF1A_HUMAN
OG0001730	NV2t000692001.1	ABCA4_HUMAN, ABCA1_HUMAN, ABCA7_HUMAN
OG0001746	NV2t003781001.1, NV2t003781002.1, NV2t003781003.1	PGM2_HUMAN, PGM2L_HUMAN
OG0001762	NV2t024312001.1	RGMB_HUMAN, RGMA_HUMAN, RGMC_HUMAN
OG0001779	NV2t005400001.1	AURKA_HUMAN, AURKB_HUMAN, AURKC_HUMAN
OG0001803	NV2t021881001.1, NV2t021879002.1, NV2t021879003.1, NV2t021880001.1, NV2t021880002.1	PA21B_HUMAN
OG0001823	NV2t002844001.1, NV2t002844002.1, NV2t002844003.1	FRM4A_HUMAN, FRM4B_HUMAN
OG0001841	NV2t023000001.1, NV2t018107001.1, NV2t018107002.1	SAXO1_HUMAN, SAXO2_HUMAN
OG0001858	NV2t013210001.1, NV2t013210002.1, NV2t013210003.1	KPCZ_HUMAN, KPCI_HUMAN
OG0001875	NV2t008104001.1, NV2t008096002.1, NV2t008096001.1, NV2t008102001.1	TSEAR_HUMAN
OG0001892	NV2t018246002.1, NV2t018246003.1, NV2t018246001.1, NV2t018246004.1, NV2t018246005.1	PUF60_HUMAN
OG0001688	NV2t011366001.1	ACV1C_HUMAN, ACV1B_HUMAN, TGFR1_HUMAN
OG0001703	NV2t018725001.1	NKX26_HUMAN, NKX25_HUMAN, NKX23_HUMAN
OG0001719	NV2t017578001.1, NV2t013618001.1	PI51A_HUMAN, PIPSL_HUMAN, PSMD4_HUMAN
OG0001724	NV2t005133001.1	NEC2_HUMAN, FURIN_HUMAN, PCSK4_HUMAN
OG0001756	NV2t006520001.1, NV2t006520003.1, NV2t006520004.1	CAND2_HUMAN, CAND1_HUMAN
OG0001773	NV2t016306002.1, NV2t016309001.1, NV2t016306001.1, NV2t016306003.1	PHAR2_HUMAN, PHAR4_HUMAN
OG0001809	NV2t023684001.1, NV2t023688002.1, NV2t023688001.1, NV2t023688003.1	MFS12_HUMAN
OG0001824	NV2t002748001.1, NV2t002748002.1, NV2t002748003.1	S61A1_HUMAN, S61A2_HUMAN
OG0001839	NV2t005258003.1, NV2t005258004.1, NV2t005258002.1, NV2t005258001.1, NV2t005258005.1	VAT1_HUMAN
OG0001871	NV2t022523001.1, NV2t007346001.1	F234B_HUMAN, F234A_HUMAN
OG0001901	NV2t004171001.1, NV2t004171002.1, NV2t004171003.1	VA0D2_HUMAN, VA0D1_HUMAN
OG0001656	NV2t003719001.1, NV2t003128001.1, NV2t003129001.1	RETN_HUMAN, RETNB_HUMAN
OG0001673	NV2t023642001.1, NV2t018104001.1, NV2t010250001.1, NV2t004041001.1, NV2t003953001.1	ASTL_HUMAN
OG0001687	NV2t015571001.1	SOX17_HUMAN, SOX7_HUMAN, SOX18_HUMAN
OG0001704	NV2t011138001.1, NV2t011132001.1, NV2t011134001.1	NKX22_HUMAN
OG0001720	NV2t010187001.1, NV2t010187002.1	TSN14_HUMAN, TSN5_HUMAN, TSN17_HUMAN
OG0001752	NV2t014141003.1, NV2t014141001.1, NV2t014141002.1	YBOX3_HUMAN, YBOX1_HUMAN
OG0001769	NV2t006642001.1	PFKAM_HUMAN, PFKAL_HUMAN, PFKAP_HUMAN
OG0001785	NV2t008265001.1	RN223_HUMAN, RN183_HUMAN, RN225_HUMAN
OG0001799	NV2t002366001.1	LHPL4_HUMAN, LHPL3_HUMAN, LHPL5_HUMAN
OG0001817	NV2t023883001.1	DCA12_HUMAN, DC121_HUMAN, DC122_HUMAN
OG0001833	NV2t005247001.1, NV2t025960001.1, NV2t011147001.1	PAG15_HUMAN
OG0001849	NV2t025344001.1	GT253_HUMAN, GT251_HUMAN, GT252_HUMAN
OG0001864	NV2t004490001.1, NV2t004490002.1, NV2t005145001.1	UB2V2_HUMAN, UB2V1_HUMAN
OG0001879	NV2t013242001.1	CIDEB_HUMAN, CIDEA_HUMAN, CIDEC_HUMAN
OG0001896	NV2t010152003.1, NV2t010152001.1, NV2t010152002.1	PATL1_HUMAN, PATL2_HUMAN
OG0001914	NV2t012047003.1, NV2t012047005.1, NV2t012047004.1, NV2t012047001.1, NV2t012047002.1	IFT43_HUMAN
OG0001728	NV2t007441003.1, NV2t015991001.1, NV2t015991003.1	PP1G_HUMAN, PP1A_HUMAN
OG0001744	NV2t005799001.1, NV2t005801001.1	SL2A8_HUMAN
OG0001748	NV2t011569001.1, NV2t005416001.1	DSE_HUMAN, DSEL_HUMAN
OG0001764	NV2t006460001.1, NV2t017097001.1	DGKQ_HUMAN
OG0001795	NV2t018761014.1, NV2t000225003.1, NV2t000225001.1, NV2t000225002.1	TB22B_HUMAN, TB22A_HUMAN
OG0001812	NV2t011454001.1, NV2t011791001.1, NV2t011791002.1	DPP4_HUMAN, SEPR_HUMAN
OG0001828	NV2t001897001.1	MAGI1_HUMAN, MAGI3_HUMAN, MAGI2_HUMAN
OG0001846	NV2t023487002.1, NV2t023487001.1, NV2t023487003.1	TFIP8_HUMAN, TP8L3_HUMAN
OG0001863	NV2t000880001.1	ZSWM4_HUMAN, ZSWM6_HUMAN, ZSWM5_HUMAN
OG0001880	NV2t013864001.1, NV2t013864002.1, NV2t013864003.1	ARGAL_HUMAN, ARHGA_HUMAN
OG0001897	NV2t013768003.1, NV2t013768004.1, NV2t013768001.1, NV2t013768002.1, NV2t013768005.1	ILF2_HUMAN
OG0001915	NV2t012250001.1, NV2t012250002.1, NV2t012250003.1, NV2t012250004.1, NV2t012250005.1, NV2t012250006.1	WDR86_HUMAN
OG0001929	NV2t012284001.1	IASPP_HUMAN, ASPP2_HUMAN, ASPP1_HUMAN
OG0001700	NV2t011770003.1, NV2t011770001.1, NV2t011770002.1	PTN14_HUMAN, PTN21_HUMAN
OG0001715	NV2t011716001.1	GABR2_HUMAN
OG0001747	NV2t013938001.1, NV2t013938002.1	PI3R4_HUMAN
OG0001763	NV2t023936003.1, NV2t023936002.1, NV2t023936001.1	ARNT2_HUMAN, ARNT_HUMAN
OG0001780	NV2t003403001.1, NV2t004324001.1, NV2t004327001.1	MRPP3_HUMAN
OG0001794	NV2t002552001.1, NV2t002554001.1, NV2t002554002.1, NV2t002553001.1	HPF1_HUMAN, HPF1L_HUMAN
OG0001811	NV2t014005001.1, NV2t018551001.1, NV2t018551002.1	SSPO_HUMAN
OG0001827	NV2t000825001.1, NV2t000825002.1	PZRN3_HUMAN, PZRN4_HUMAN, PDZD4_HUMAN
OG0001850	NV2t025684001.1, NV2t025684002.1	RBG1L_HUMAN, RBG10_HUMAN, RBGP1_HUMAN
OG0001866	NV2t005335001.1, NV2t005335002.1, NV2t005335003.1	PP16B_HUMAN, PP16A_HUMAN
OG0001881	NV2t018802001.1, NV2t006299001.1, NV2t006299002.1	ABHD3_HUMAN, ABHD1_HUMAN
OG0001898	NV2t013266001.1, NV2t013267001.1, NV2t013264001.1, NV2t013264002.1	CRCM_HUMAN, USBP1_HUMAN
OG0001793	NV2t020910003.1, NV2t020910001.1, NV2t020910002.1	KTN1_HUMAN, RRBP1_HUMAN
OG0001810	NV2t023763001.1	SYTC_HUMAN, SYTM_HUMAN, SYTC2_HUMAN
OG0001825	NV2t016378001.1, NV2t016378002.1, NV2t016378003.1	GREB1_HUMAN, GRB1L_HUMAN
OG0001844	NV2t000545001.1, NV2t000539001.1, NV2t000545002.1	TT39A_HUMAN, TT39B_HUMAN
OG0001861	NV2t002328001.1, NV2t002328002.1, NV2t002328003.1	LERL1_HUMAN, OBRG_HUMAN
OG0001878	NV2t013253001.1, NV2t013253003.1, NV2t013253004.1, NV2t013253002.1, NV2t013253005.1	PEX14_HUMAN
OG0001895	NV2t024692001.1, NV2t024692002.1, NV2t024692004.1, NV2t024692003.1	AKND1_HUMAN, AKNA_HUMAN
OG0001911	NV2t006248001.1, NV2t006248002.1, NV2t010886001.1	CAP1_HUMAN, CAP2_HUMAN
OG0001927	NV2t012695001.1, NV2t012695003.1, NV2t012695002.1	M3K12_HUMAN, M3K13_HUMAN
OG0001943	NV2t003762001.1	MTM1_HUMAN, MTMR1_HUMAN, MTMR2_HUMAN
OG0001960	NV2t011878004.1, NV2t011878005.1, NV2t011878002.1, NV2t011878003.1, NV2t011878001.1	IN80D_HUMAN
OG0001759	NV2t005739001.1	TRAM2_HUMAN, TR1L1_HUMAN, TRAM1_HUMAN
OG0001776	NV2t015941001.1, NV2t015941002.1, NV2t015941003.1	LAP4B_HUMAN, LAP4A_HUMAN
OG0001792	NV2t020541005.1, NV2t020541001.1, NV2t020541002.1, NV2t020541003.1, NV2t020541004.1	UGPA_HUMAN
OG0001814	NV2t003404002.1, NV2t003404003.1, NV2t003404001.1	RHG36_HUMAN, RHG06_HUMAN
OG0001830	NV2t020231001.1	SYT14_HUMAN, SY14L_HUMAN, SYT16_HUMAN
OG0001836	NV2t018972001.1, NV2t018972002.1	PAQR2_HUMAN, PAQR1_HUMAN
OG0001853	NV2t022240001.1	RAP2B_HUMAN, RAP2C_HUMAN, RAP2A_HUMAN
OG0001868	NV2t006616001.1, NV2t006616002.1, NV2t006616003.1	P4HA2_HUMAN, P4HA1_HUMAN
OG0001883	NV2t008439003.1, NV2t008439005.1, NV2t008439006.1, NV2t008439001.1, NV2t008439004.1	FL2D_HUMAN
OG0001900	NV2t001391002.1, NV2t001391001.1, NV2t001391003.1	CDCP2_HUMAN
OG0001917	NV2t005076002.1	ABHD4_HUMAN, ABHD5_HUMAN
OG0001933	NV2t010753001.1, NV2t010753002.1, NV2t010753003.1	NRAM1_HUMAN, NRAM2_HUMAN
OG0001950	NV2t007104001.1	ERD21_HUMAN, ERD23_HUMAN, ERD22_HUMAN
OG0001969	NV2t017890001.1	HIPK3_HUMAN, HIPK1_HUMAN, HIPK2_HUMAN
OG0001791	NV2t001747001.1	AUHM_HUMAN, ECHD2_HUMAN
OG0001796	NV2t013476001.1	VAMP3_HUMAN, VAMP2_HUMAN, VAMP1_HUMAN
OG0001813	NV2t002669002.1, NV2t002669003.1, NV2t002669004.1	MAGT1_HUMAN, TUSC3_HUMAN
OG0001829	NV2t024949001.1	PNMT_HUMAN, NNMT_HUMAN, INMT_HUMAN
OG0001847	NV2t024800001.1, NV2t024800002.1, NV2t024800003.1	WDR5_HUMAN, WDR5B_HUMAN
OG0001862	NV2t003171001.1, NV2t001921001.1	YIPF5_HUMAN, YIPF7_HUMAN
OG0001877	NV2t013465001.1, NV2t013465002.1, NV2t013465004.1	MFN1_HUMAN, MFN2_HUMAN
OG0001894	NV2t023625001.1	SH3G3_HUMAN, SH3G2_HUMAN, SH3G1_HUMAN
OG0001912	NV2t012128001.1, NV2t012128002.1, NV2t012128004.1, NV2t012128003.1, NV2t012128005.1	SAE1_HUMAN
OG0001928	NV2t012883002.1, NV2t012883001.1, NV2t012883003.1	EZH1_HUMAN, EZH2_HUMAN
OG0001944	NV2t002985001.1, NV2t002985002.1	PRPS3_HUMAN, PRPS1_HUMAN, PRPS2_HUMAN
OG0001964	NV2t013698001.1, NV2t013703001.1, NV2t013703003.1, NV2t013703002.1	CSDE1_HUMAN
OG0001980	NV2t015150001.1, NV2t014334001.1, NV2t014334002.1	ST15B_HUMAN, SYT15_HUMAN
OG0001996	NV2t019411002.1, NV2t019411001.1, NV2t019411003.1	TBP_HUMAN, TBPL2_HUMAN
OG0001816	NV2t023726001.1, NV2t021565001.1	CKS1_HUMAN, CKS2_HUMAN
OG0001832	NV2t012456004.1, NV2t012456003.1, NV2t012456005.1, NV2t012456001.1, NV2t012456002.1	SETD2_HUMAN
OG0001851	NV2t025417002.1, NV2t025417001.1, NV2t025417003.1	PRC2B_HUMAN, PRC2A_HUMAN
OG0001867	NV2t006594001.1	PP2BC_HUMAN, PP2BB_HUMAN, PP2BA_HUMAN
OG0001882	NV2t006690005.1, NV2t006690004.1, NV2t006690001.1, NV2t006690003.1, NV2t006690002.1	S2532_HUMAN
OG0001899	NV2t013162001.1, NV2t013162004.1, NV2t013162003.1	ZFAN6_HUMAN, ZFAN5_HUMAN
OG0001905	NV2t006293001.1, NV2t006293002.1, NV2t006293003.1, NV2t006293005.1, NV2t006293004.1	RBP1_HUMAN
OG0001922	NV2t019503002.1, NV2t019503005.1, NV2t019503001.1, NV2t019503004.1, NV2t019503003.1	INO1_HUMAN
OG0001954	NV2t010880001.1	AT5G2_HUMAN, AT5G3_HUMAN, AT5G1_HUMAN
OG0001974	NV2t025704001.1	SL9A1_HUMAN, SL9A4_HUMAN, SL9A2_HUMAN
OG0001990	NV2t025181002.1, NV2t025181001.1, NV2t025181003.1, NV2t025181004.1, NV2t025181005.1	FLOT1_HUMAN
OG0001838	NV2t010022001.1, NV2t010022002.1, NV2t005179001.1, NV2t005179002.1	SNX16_HUMAN
OG0001843	NV2t000437001.1, NV2t017991001.1	NANO3_HUMAN, NANO2_HUMAN
OG0001859	NV2t021544001.1	AOC1_HUMAN
OG0001873	NV2t007655003.1, NV2t007650001.1, NV2t007655001.1, NV2t007650002.1, NV2t007655002.1	ENDOV_HUMAN
OG0001888	NV2t017078001.1, NV2t017078002.1	FKB1B_HUMAN, FKB1A_HUMAN, FKB1C_HUMAN
OG0001904	NV2t005750001.1	YTHD3_HUMAN, YTHD2_HUMAN, YTHD1_HUMAN
OG0001920	NV2t020312002.1, NV2t020312004.1, NV2t020312001.1, NV2t020312003.1, NV2t020312005.1	GNMT_HUMAN
OG0001934	NV2t012384005.1, NV2t012384003.1, NV2t012384001.1, NV2t012384002.1, NV2t012384004.1	AKAP9_HUMAN
OG0001951	NV2t011553001.1, NV2t011051001.1, NV2t011051002.1	GPD1L_HUMAN, GPDA_HUMAN
OG0001957	NV2t022670001.1	AT11B_HUMAN, AT11C_HUMAN, AT11A_HUMAN
OG0002000	NV2t020202001.1	WASH2_HUMAN, WASH1_HUMAN, WASH4_HUMAN, WASH6_HUMAN, WASH3_HUMAN
OG0002017	NV2t013838001.1, NV2t013833001.1, NV2t013833002.1	NFKB2_HUMAN, NFKB1_HUMAN
OG0001820	NV2t007761001.1, NV2t022890001.1	MYO1E_HUMAN, MYO1F_HUMAN
OG0001874	NV2t007350001.1	UBP22_HUMAN, UBP51_HUMAN, UBP27_HUMAN
OG0001891	NV2t018877002.1, NV2t018881001.1, NV2t018881002.1	LMA2L_HUMAN, LMAN2_HUMAN
OG0001908	NV2t021016001.1, NV2t006121001.1, NV2t006121002.1, NV2t021015001.1	RN217_HUMAN
OG0001925	NV2t012073001.1	KINH_HUMAN, KIF5A_HUMAN, KIF5C_HUMAN
OG0001941	NV2t023529001.1, NV2t003065001.1	MARH2_HUMAN, MARH3_HUMAN
OG0001956	NV2t010855001.1, NV2t010855002.1, NV2t010855003.1, NV2t010855004.1, NV2t010855005.1	CCD47_HUMAN
OG0001973	NV2t025347002.1, NV2t024464001.1	CO5_HUMAN, CO3_HUMAN
OG0001989	NV2t023438001.1	PIAS2_HUMAN, PIAS1_HUMAN, PIAS3_HUMAN
OG0002006	NV2t025621002.1, NV2t025621003.1, NV2t025621004.1	PLPL6_HUMAN, PLPL7_HUMAN
OG0002023	NV2t020064001.1, NV2t020064002.1, NV2t020064003.1, NV2t020064004.1, NV2t020065001.1	TFAM_HUMAN
OG0001782	NV2t001514001.1	PLD5_HUMAN, PLD3_HUMAN, PLD4_HUMAN
OG0001797	NV2t008717001.1	UFL1_HUMAN
OG0001831	NV2t006286001.1, NV2t006286003.1, NV2t006286005.1, NV2t006286004.1, NV2t012506001.1	DAPP1_HUMAN
OG0001848	NV2t024650001.1	VAV2_HUMAN, VAV_HUMAN, VAV3_HUMAN
OG0001865	NV2t004344001.1	SNTB2_HUMAN, SNTA1_HUMAN, SNTB1_HUMAN
OG0001887	NV2t015514001.1, NV2t015514004.1, NV2t015514003.1, NV2t015514002.1, NV2t015514005.1	NXN_HUMAN
OG0001903	NV2t005710002.1, NV2t005710001.1, NV2t005710003.1	MYEF2_HUMAN, HNRPM_HUMAN
OG0001921	NV2t019817003.1, NV2t019817001.1, NV2t019817002.1	JAG1_HUMAN, JAG2_HUMAN
OG0001937	NV2t016247002.1, NV2t016247001.1, NV2t016252001.1, NV2t016252002.1	EIF3C_HUMAN, EIFCL_HUMAN
OG0001953	NV2t012699001.1	UBIP1_HUMAN, TF2L1_HUMAN, TFCP2_HUMAN
OG0001971	NV2t017453001.1, NV2t017453002.1, NV2t017453003.1	FACR1_HUMAN, FACR2_HUMAN
OG0001987	NV2t022324003.1, NV2t022324001.1, NV2t022324002.1	UTY_HUMAN, KDM6A_HUMAN
OG0002005	NV2t003745001.1	SH3R2_HUMAN, SH3R1_HUMAN, SH3R3_HUMAN
OG0002022	NV2t020206001.1, NV2t020206004.1, NV2t020206002.1, NV2t020206003.1	HECD1_HUMAN
OG0001771	NV2t003353001.1, NV2t003353002.1	LIPB2_HUMAN, LIPB1_HUMAN
OG0001802	NV2t018910001.1, NV2t018912001.1	PTGES_HUMAN, MGST1_HUMAN
OG0001819	NV2t004107001.1, NV2t004107002.1	KLD8B_HUMAN, KLD8A_HUMAN
OG0001835	NV2t023890001.1, NV2t023890002.1, NV2t023890003.1	CHD2_HUMAN, CHD1_HUMAN
OG0001854	NV2t022242001.1, NV2t022242002.1, NV2t022242003.1	TSN7_HUMAN, TSN6_HUMAN
OG0001870	NV2t008047001.1, NV2t012368001.1, NV2t002830001.1	PK1L2_HUMAN
OG0001884	NV2t008999001.1	SFPQ_HUMAN, NONO_HUMAN, PSPC1_HUMAN
OG0001890	NV2t018842001.1	CTNA3_HUMAN, CTNA1_HUMAN, CTNA2_HUMAN
OG0001907	NV2t005527001.1	LPIN3_HUMAN, LPIN1_HUMAN, LPIN2_HUMAN
OG0001924	NV2t021028001.1	MTA1_HUMAN, MTA2_HUMAN, MTA3_HUMAN
OG0001942	NV2t002618001.1, NV2t002618002.1, NV2t002618003.1	NFIP1_HUMAN, NFIP2_HUMAN
OG0001959	NV2t021878001.1, NV2t021878002.1	PHLB3_HUMAN, PHLB2_HUMAN, PHLB1_HUMAN
OG0001966	NV2t014552001.1, NV2t014552002.1, NV2t014552003.1	TT23L_HUMAN, TTC23_HUMAN
OG0001982	NV2t015005001.1, NV2t015005002.1, NV2t015005003.1	NHRF2_HUMAN, NHRF1_HUMAN
OG0001998	NV2t020394001.1, NV2t007165001.1	SKAP2_HUMAN, SKAP1_HUMAN
OG0002014	NV2t013098001.1	ARH37_HUMAN, ARH38_HUMAN, DNMBP_HUMAN
OG0002030	NV2t018137003.1, NV2t018137001.1, NV2t018137002.1	NP1L4_HUMAN, NP1L1_HUMAN
OG0001872	NV2t007958001.1, NV2t017350001.1	MCAF2_HUMAN, MCAF1_HUMAN
OG0001889	NV2t015488001.1, NV2t015488003.1, NV2t015488002.1	R144A_HUMAN, R144B_HUMAN
OG0001906	NV2t005500004.1, NV2t005500007.1, NV2t005500003.1, NV2t005500005.1, NV2t005500006.1	UCP4_HUMAN
OG0001923	NV2t020880001.1, NV2t020880002.1, NV2t020880003.1	RAB4A_HUMAN, RAB4B_HUMAN
OG0001940	NV2t023345003.1, NV2t023345004.1, NV2t023345001.1, NV2t023345002.1	WDR93_HUMAN
OG0001958	NV2t022173001.1, NV2t022173002.1, NV2t022173003.1	MYO7B_HUMAN, MYO7A_HUMAN
OG0001975	NV2t002609002.1, NV2t002609001.1, NV2t002609003.1	P_HUMAN
OG0001991	NV2t024947001.1, NV2t024947002.1	SH2D3_HUMAN, SH23A_HUMAN, BCAR3_HUMAN
OG0002025	NV2t021541001.1	SL9A9_HUMAN, SL9A7_HUMAN, SL9A6_HUMAN
OG0002042	NV2t014640001.1	DLX4_HUMAN, DLX1_HUMAN, DLX6_HUMAN
OG0002057	NV2t008811002.1, NV2t008811001.1, NV2t008811003.1	CE85L_HUMAN, CEP85_HUMAN
OG0002075	NV2t018887001.1, NV2t018887003.1, NV2t018887002.1, NV2t018887004.1, NV2t018887005.1	CND2_HUMAN
OG0001834	NV2t021890001.1, NV2t023187001.1	HYKK_HUMAN
OG0001852	NV2t011500001.1	ATF2_HUMAN, CREB5_HUMAN, ATF7_HUMAN
OG0001919	NV2t004148002.1, NV2t004148001.1, NV2t004148004.1	PSB8_HUMAN, PSB5_HUMAN
OG0001935	NV2t018156001.1, NV2t001767001.1, NV2t001767002.1	BOLL_HUMAN
OG0001939	NV2t023443001.1, NV2t023443002.1, NV2t023443003.1	CBPC1_HUMAN, CBPC4_HUMAN
OG0001955	NV2t010684001.1	SMRD1_HUMAN, SMRD2_HUMAN, SMRD3_HUMAN
OG0001972	NV2t024951001.1, NV2t024951003.1, NV2t024951002.1	CLIP3_HUMAN, CLIP4_HUMAN
OG0001988	NV2t021980001.1, NV2t021980002.1, NV2t021859001.1	PLCX3_HUMAN, PLCX2_HUMAN
OG0002004	NV2t002506003.1, NV2t002506002.1, NV2t002506001.1	ARHG3_HUMAN, ARHG8_HUMAN
OG0002021	NV2t020097001.1	NAC1_HUMAN, NAC2_HUMAN, NAC3_HUMAN
OG0002052	NV2t008299004.1, NV2t008299002.1, NV2t008299001.1, NV2t008299003.1, NV2t008299005.1	DRP2_HUMAN
