Orthogroup	Nvec	Acer
OG0000024	NV2t005646001.1, NV2t005644002.1, NV2t005681001.1, NV2t005643001.1, NV2t002311001.1, NV2t005644001.1	KAK2555706.1, KAK2557514.1, KAK2555650.1, KAK2563741.1, KAK2557550.1, KAK2553370.1, KAK2553341.1, KAK2553307.1, KAK2553372.1
OG0000024	NV2t001958001.1, NV2t001958002.1	KAK2549358.1, KAK2555257.1, KAK2551681.1, KAK2551549.1, KAK2548375.1, KAK2558738.1, KAK2558599.1, KAK2562532.1, KAK2565273.1, KAK2563090.1, KAK2553305.1, KAK2553399.1, KAK2557704.1, KAK2558558.1, KAK2559173.1, KAK2555747.1, KAK2551088.1, KAK2555824.1, KAK2556929.1, KAK2557445.1, KAK2555109.1, KAK2555122.1, KAK2552183.1, KAK2555733.1, KAK2555218.1, KAK2552394.1, KAK2574002.1, KAK2549108.1, KAK2551583.1, KAK2570139.1, KAK2565267.1, KAK2551582.1, KAK2557041.1, KAK2551051.1, KAK2550205.1, KAK2560313.1, KAK2553648.1, KAK2557393.1, KAK2561896.1, KAK2547650.1, KAK2549434.1, KAK2559178.1, KAK2556317.1, KAK2549018.1, KAK2558728.1, KAK2555210.1, KAK2558729.1, KAK2565099.1, KAK2558816.1, KAK2571333.1, KAK2547674.1, KAK2546976.1, KAK2551955.1, KAK2558819.1
OG0000041	NV2t020729001.1	KAK2553525.1, KAK2547446.1, KAK2548066.1, KAK2547766.1, KAK2567579.1, KAK2552289.1, KAK2568098.1, KAK2555347.1, KAK2555380.1, KAK2552020.1, KAK2562668.1, KAK2553524.1, KAK2555277.1
OG0000041	NV2t009253001.1	KAK2568974.1, KAK2558368.1, KAK2557005.1, KAK2562346.1, KAK2553526.1, KAK2552464.1, KAK2549589.1, KAK2564467.1, KAK2562744.1, KAK2563983.1, KAK2565706.1, KAK2561668.1, KAK2548005.1, KAK2548010.1, KAK2559835.1, KAK2567184.1, KAK2552454.1, KAK2553533.1, KAK2558987.1, KAK2574278.1, KAK2555490.1, KAK2555533.1, KAK2552340.1, KAK2548249.1, KAK2552341.1, KAK2559091.1, KAK2559138.1, KAK2558887.1, KAK2559176.1, KAK2557892.1, KAK2550004.1, KAK2562880.1, KAK2571109.1, KAK2548107.1, KAK2550813.1, KAK2557893.1, KAK2558758.1, KAK2562885.1, KAK2547179.1, KAK2548656.1, KAK2564310.1
OG0000054	NV2t012149001.1, NV2t012149002.1	KAK2554269.1
OG0000054	NV2t002297001.1	KAK2571085.1
OG0000054	NV2t014365001.1	KAK2566404.1
OG0000054	NV2t022187001.1	KAK2573689.1
OG0000054	NV2t015512001.1, NV2t016355001.1, NV2t016359001.1	KAK2570783.1
OG0000054	NV2t009133001.1	KAK2573545.1, KAK2573547.1, KAK2564918.1
OG0000054	NV2t022510001.1	KAK2569119.1, KAK2566788.1, KAK2555499.1
OG0000054	NV2t008378001.1, NV2t008378002.1, NV2t008378003.1, NV2t008361001.1	KAK2550585.1, KAK2554874.1, KAK2548732.1, KAK2552957.1
OG0000075	NV2t012573001.1	KAK2564846.1
OG0000075	NV2t021701001.1, NV2t013865001.1, NV2t013865002.1	KAK2548076.1
OG0000075	NV2t007927001.1	KAK2556495.1, KAK2564487.1, KAK2552834.1, KAK2556494.1, KAK2565729.1, KAK2565727.1, KAK2547876.1, KAK2547870.1, KAK2547871.1
OG0000075	NV2t014851001.1, NV2t015028001.1, NV2t015354001.1	KAK2557876.1
OG0000263	NV2t008672001.1, NV2t000244001.1, NV2t000244002.1	KAK2562085.1, KAK2562084.1, KAK2562107.1, KAK2553538.1, KAK2562077.1, KAK2546779.1, KAK2568217.1, KAK2568214.1, KAK2568215.1, KAK2568216.1, KAK2568219.1, KAK2568218.1, KAK2568385.1, KAK2568384.1, KAK2568502.1, KAK2571469.1, KAK2571470.1, KAK2560660.1, KAK2560759.1
OG0000281	NV2t023331009.1, NV2t023331001.1, NV2t023331005.1, NV2t023331006.1, NV2t023331008.1, NV2t023331004.1, NV2t023331007.1, NV2t023331003.1, NV2t023331002.1	KAK2554538.1
OG0000281	NV2t022391006.1, NV2t022391001.1, NV2t022391002.1, NV2t022391003.1, NV2t022391004.1	KAK2554536.1
OG0000204	NV2t014260001.1	KAK2565244.1, KAK2564253.1, KAK2564233.1, KAK2564235.1, KAK2565243.1, KAK2565100.1, KAK2565103.1
OG0000204	NV2t013593001.1, NV2t013593002.1, NV2t013592001.1, NV2t013592002.1, NV2t013592003.1, NV2t018229001.1	KAK2565377.1, KAK2565120.1, KAK2572999.1
OG0000204	NV2t007377001.1, NV2t007377002.1, NV2t015290001.1, NV2t005159001.1, NV2t017913001.1, NV2t019614001.1, NV2t013764001.1, NV2t013766001.1	KAK2565116.1
OG0000271	NV2t021498003.1, NV2t021498001.1, NV2t021498004.1, NV2t021500001.1, NV2t021499001.1, NV2t021498002.1, NV2t021485001.1, NV2t021485002.1, NV2t021501001.1, NV2t021501002.1, NV2t021495003.1, NV2t021495002.1, NV2t021495001.1, NV2t021497001.1, NV2t021496002.1, NV2t021496001.1, NV2t021493001.1	KAK2565076.1, KAK2547705.1, KAK2547702.1, KAK2547703.1, KAK2547704.1
OG0000284	NV2t017646001.1	KAK2563758.1
OG0000284	NV2t005015001.1	KAK2574641.1
OG0000284	NV2t003904001.1, NV2t023828001.1, NV2t013599001.1, NV2t005853001.1, NV2t013600001.1, NV2t006372001.1, NV2t025282001.1, NV2t014016001.1	KAK2568825.1
OG0000299	NV2t005556001.1	KAK2559184.1
OG0000299	NV2t005342001.1	KAK2549621.1, KAK2560040.1, KAK2552364.1, KAK2552384.1, KAK2552399.1, KAK2557613.1, KAK2554378.1, KAK2559641.1, KAK2559593.1, KAK2559745.1, KAK2559749.1
OG0000299	NV2t005004001.1, NV2t005003001.1, NV2t005003002.1, NV2t005003003.1	KAK2549616.1, KAK2549617.1, KAK2557745.1
OG0000319	NV2t001728002.1	KAK2569989.1
OG0000319	NV2t021833001.1, NV2t021833002.1	KAK2555957.1, KAK2555930.1, KAK2555971.1, KAK2558839.1, KAK2555919.1, KAK2555921.1
OG0000319	NV2t022738001.1, NV2t022675001.1, NV2t022675002.1	KAK2548075.1
OG0000335	NV2t007209001.1, NV2t007205001.1, NV2t007207001.1, NV2t007385001.1, NV2t007708001.1, NV2t007708002.1, NV2t007709001.1, NV2t005323001.1, NV2t009957001.1, NV2t009957003.1, NV2t009957002.1, NV2t009957004.1, NV2t009957005.1, NV2t008140001.1, NV2t009958001.1, NV2t010244001.1, NV2t009757001.1, NV2t010143001.1, NV2t010143002.1	KAK2562003.1
OG0000133	NV2t009101001.1	KAK2557739.1
OG0000133	NV2t003941001.1	KAK2559909.1, KAK2560000.1, KAK2560174.1, KAK2559795.1, KAK2560171.1, KAK2570552.1, KAK2570888.1, KAK2570959.1, KAK2570954.1, KAK2570960.1, KAK2547726.1, KAK2547724.1, KAK2552494.1, KAK2552522.1, KAK2547723.1, KAK2557909.1, KAK2561636.1, KAK2557910.1, KAK2561556.1, KAK2561551.1, KAK2561553.1, KAK2557939.1, KAK2551094.1, KAK2567971.1, KAK2564454.1, KAK2559925.1, KAK2552367.1, KAK2546843.1, KAK2562626.1, KAK2547722.1
OG0000157	NV2t002287001.1	KAK2555246.1, KAK2569351.1
OG0000157	NV2t019186001.1	KAK2549346.1, KAK2547611.1, KAK2549898.1, KAK2558836.1, KAK2564026.1, KAK2571089.1, KAK2548646.1, KAK2547101.1, KAK2549130.1, KAK2562282.1, KAK2564319.1, KAK2559050.1, KAK2549145.1, KAK2554039.1, KAK2549126.1, KAK2568939.1, KAK2561829.1, KAK2555585.1, KAK2558961.1, KAK2564229.1, KAK2570274.1, KAK2564311.1, KAK2551113.1, KAK2549147.1, KAK2569516.1, KAK2555145.1, KAK2573704.1
OG0000169	NV2t015756001.1	KAK2562521.1, KAK2553454.1, KAK2553191.1, KAK2557366.1, KAK2564390.1, KAK2564385.1, KAK2549543.1, KAK2552077.1, KAK2564387.1, KAK2566401.1, KAK2564388.1, KAK2555125.1, KAK2557872.1, KAK2550125.1, KAK2550124.1, KAK2549610.1, KAK2557538.1, KAK2564031.1, KAK2557539.1, KAK2571147.1, KAK2547566.1, KAK2558965.1, KAK2547608.1, KAK2555276.1, KAK2546794.1, KAK2552205.1, KAK2558960.1
OG0000206	NV2t007057001.1	KAK2569362.1, KAK2569435.1
OG0000206	NV2t002967001.1, NV2t008445001.1, NV2t015578001.1	KAK2569932.1, KAK2546753.1, KAK2569930.1, KAK2552434.1, KAK2546700.1, KAK2562727.1, KAK2552251.1, KAK2564360.1, KAK2552257.1, KAK2562726.1, KAK2554919.1, KAK2555731.1, KAK2562518.1, KAK2558592.1, KAK2547192.1, KAK2548532.1, KAK2553498.1, KAK2553497.1, KAK2556384.1, KAK2546804.1
OG0000234	NV2t018537001.1, NV2t009517001.1, NV2t011406001.1, NV2t012313001.1	KAK2549941.1, KAK2549948.1, KAK2549894.1, KAK2547020.1, KAK2547023.1, KAK2563062.1, KAK2563064.1, KAK2563063.1, KAK2563180.1, KAK2563177.1, KAK2563178.1, KAK2554544.1, KAK2548708.1, KAK2548707.1, KAK2548706.1, KAK2548713.1, KAK2548709.1, KAK2548710.1, KAK2548704.1, KAK2546868.1
OG0000256	NV2t022271003.1, NV2t022271001.1, NV2t022271002.1	KAK2556396.1
OG0000256	NV2t020319001.1	KAK2573684.1, KAK2561718.1
OG0000269	NV2t015573001.1, NV2t015573002.1	KAK2553749.1
OG0000269	NV2t010708001.1, NV2t012418001.1	KAK2558104.1, KAK2558116.1, KAK2552396.1
OG0000289	NV2t012640001.1, NV2t012885001.1	KAK2562820.1, KAK2563006.1, KAK2562815.1, KAK2563004.1
OG0000289	NV2t016121001.1	KAK2554209.1, KAK2563905.1, KAK2563976.1
OG0000296	NV2t015365001.1, NV2t010607001.1, NV2t012356001.1	KAK2552045.1, KAK2558641.1, KAK2549807.1, KAK2558888.1, KAK2558642.1, KAK2547315.1, KAK2549570.1, KAK2558629.1, KAK2558880.1, KAK2572358.1, KAK2552272.1, KAK2552271.1, KAK2554989.1, KAK2559445.1, KAK2559448.1, KAK2554990.1, KAK2557901.1, KAK2568752.1
OG0000302	NV2t009869001.1, NV2t010348003.1, NV2t010348001.1, NV2t010348004.1, NV2t010348002.1, NV2t010348005.1, NV2t010348010.1, NV2t010348008.1, NV2t010348006.1, NV2t010348009.1, NV2t010348011.1, NV2t010348007.1	KAK2563924.1, KAK2563767.1, KAK2563916.1
OG0000317	NV2t016229001.1	KAK2564272.1, KAK2566701.1, KAK2566686.1, KAK2557832.1, KAK2547447.1, KAK2555346.1, KAK2547760.1, KAK2567580.1, KAK2552334.1, KAK2550267.1, KAK2552335.1, KAK2567863.1, KAK2548069.1, KAK2567864.1, KAK2564862.1, KAK2561265.1, KAK2568926.1, KAK2565435.1, KAK2573410.1
OG0000338	NV2t010254001.1	KAK2565286.1
OG0000338	NV2t010316001.1, NV2t010144001.1, NV2t015603001.1, NV2t009751001.1, NV2t009751003.1, NV2t010206001.1, NV2t010206003.1, NV2t010206002.1	KAK2565083.1
OG0000184	NV2t004833001.1	KAK2571200.1
OG0000184	NV2t015199001.1	KAK2564186.1, KAK2564499.1, KAK2562588.1, KAK2564157.1, KAK2562585.1, KAK2562587.1, KAK2558930.1, KAK2550519.1, KAK2549171.1, KAK2555860.1, KAK2548961.1, KAK2553627.1, KAK2561651.1, KAK2547262.1, KAK2561659.1, KAK2561863.1, KAK2551636.1, KAK2549172.1, KAK2554084.1, KAK2556214.1, KAK2555208.1, KAK2571165.1, KAK2561652.1, KAK2552808.1, KAK2553630.1
OG0000193	NV2t005481001.1	KAK2569482.1
OG0000193	NV2t004178001.1	KAK2559569.1, KAK2554046.1, KAK2554402.1, KAK2556131.1, KAK2547173.1, KAK2559139.1, KAK2566893.1, KAK2548533.1, KAK2555140.1, KAK2551724.1, KAK2555918.1, KAK2551723.1, KAK2555160.1, KAK2569239.1, KAK2549951.1, KAK2546848.1, KAK2558406.1, KAK2557416.1, KAK2573274.1, KAK2566669.1
OG0000205	NV2t024979003.1, NV2t024979001.1, NV2t024979002.1	KAK2566876.1, KAK2566877.1, KAK2566872.1, KAK2546850.1, KAK2566869.1, KAK2546851.1, KAK2566878.1
OG0000205	NV2t025722001.1, NV2t025727001.1, NV2t025727002.1, NV2t025725004.1, NV2t025725001.1, NV2t025725002.1, NV2t025725003.1, NV2t025725006.1, NV2t025725005.1	KAK2567187.1
OG0000227	NV2t004773001.1, NV2t005104001.1, NV2t005903001.1, NV2t025255001.1	KAK2547021.1, KAK2559003.1, KAK2549414.1, KAK2559000.1, KAK2552478.1, KAK2546671.1, KAK2559759.1, KAK2556335.1
OG0000227	NV2t007785001.1	KAK2557109.1, KAK2546900.1, KAK2566381.1, KAK2546672.1, KAK2556221.1, KAK2568994.1, KAK2546902.1, KAK2556781.1, KAK2574458.1
OG0000254	NV2t010462001.1, NV2t013781005.1, NV2t013781002.1, NV2t013781001.1, NV2t013781004.1, NV2t013781003.1	KAK2552706.1
OG0000266	NV2t021688001.1, NV2t021688002.1	KAK2558754.1, KAK2554240.1, KAK2564702.1, KAK2551896.1
OG0000266	NV2t000227001.1	KAK2563845.1, KAK2555168.1, KAK2558853.1, KAK2561827.1, KAK2547347.1, KAK2564669.1, KAK2556248.1, KAK2554840.1, KAK2556142.1, KAK2557502.1, KAK2546990.1, KAK2551529.1, KAK2547348.1, KAK2549502.1, KAK2558586.1
OG0000279	NV2t012362001.1, NV2t012362002.1, NV2t012362003.1	KAK2551705.1, KAK2551703.1, KAK2551706.1
OG0000279	NV2t009968001.1, NV2t009968002.1, NV2t009968003.1	KAK2573077.1
OG0000279	NV2t025713001.1, NV2t025713002.1, NV2t025713003.1, NV2t025713004.1	KAK2566913.1, KAK2567203.1
OG0000279	NV2t010706001.1	KAK2574596.1
OG0000279	NV2t025099001.1, NV2t025100001.1	KAK2565799.1
OG0000320	NV2t001741001.1	KAK2548113.1
OG0000320	NV2t016774004.1, NV2t016774003.1, NV2t016774001.1, NV2t016774002.1	KAK2574013.1, KAK2574015.1
OG0000320	NV2t001830001.1, NV2t001831007.1, NV2t001830002.1, NV2t001831005.1, NV2t001831001.1, NV2t001831002.1, NV2t001831004.1, NV2t001831003.1, NV2t001831006.1	KAK2569877.1
OG0000232	NV2t022990001.1	KAK2552133.1, KAK2552460.1
OG0000232	NV2t015062001.1	KAK2556416.1, KAK2558672.1, KAK2552368.1, KAK2558288.1, KAK2562640.1, KAK2555253.1, KAK2562634.1, KAK2546766.1, KAK2558275.1, KAK2552221.1, KAK2550338.1, KAK2555549.1, KAK2552222.1, KAK2546903.1, KAK2557108.1, KAK2546674.1, KAK2566382.1, KAK2574459.1, KAK2556814.1, KAK2568876.1
OG0000253	NV2t006595001.1	KAK2557483.1, KAK2549792.1, KAK2560657.1, KAK2548554.1, KAK2552378.1, KAK2549795.1
OG0000253	NV2t012960003.1	KAK2568402.1
OG0000253	NV2t024329001.1, NV2t024329002.1	KAK2552386.1, KAK2567929.1, KAK2567928.1, KAK2548557.1, KAK2549793.1, KAK2560656.1
OG0000324	NV2t009751002.1, NV2t009786001.1	KAK2551396.1
OG0000324	NV2t011030002.1	KAK2550087.1, KAK2555908.1, KAK2550076.1, KAK2566198.1, KAK2550071.1, KAK2568125.1, KAK2555926.1, KAK2555907.1, KAK2557053.1, KAK2557054.1, KAK2552794.1, KAK2560413.1, KAK2552237.1, KAK2549603.1, KAK2556952.1, KAK2549435.1
OG0000328	NV2t017180006.1, NV2t017180001.1, NV2t017180005.1, NV2t017180002.1, NV2t017180003.1, NV2t017180004.1	KAK2558345.1
OG0000328	NV2t008624001.1	KAK2570514.1
OG0000328	NV2t014368002.1, NV2t014368001.1, NV2t014368003.1	KAK2571572.1, KAK2552694.1
OG0000336	NV2t019969001.1	KAK2567682.1
OG0000336	NV2t020830001.1, NV2t008457001.1	KAK2572210.1, KAK2567440.1, KAK2572207.1
OG0000336	NV2t003131001.1	KAK2563276.1
OG0000347	NV2t009919001.1	KAK2563653.1
OG0000347	NV2t007162001.1	KAK2571556.1
OG0000347	NV2t006885001.1, NV2t006884001.1, NV2t006884002.1, NV2t006884003.1, NV2t006884004.1	KAK2571909.1
OG0000347	NV2t006883001.1	KAK2571900.1, KAK2571901.1
OG0000361	NV2t003818001.1	KAK2556031.1
OG0000361	NV2t018346006.1, NV2t018346001.1, NV2t018346002.1, NV2t018346003.1, NV2t018346004.1, NV2t018346005.1, NV2t018346007.1, NV2t018346008.1	KAK2554856.1
OG0000276	NV2t022109001.1	KAK2573567.1
OG0000276	NV2t003436001.1	KAK2549681.1
OG0000276	NV2t002426001.1	KAK2551301.1
OG0000276	NV2t014586001.1	KAK2557736.1
OG0000276	NV2t013708001.1, NV2t013715001.1, NV2t000086001.1, NV2t013453001.1	KAK2563860.1, KAK2563908.1, KAK2563913.1
OG0000276	NV2t004537001.1	KAK2571564.1, KAK2555042.1, KAK2566268.1
OG0000295	NV2t014971001.1	KAK2552023.1, KAK2565510.1, KAK2567967.1, KAK2565397.1, KAK2551123.1, KAK2550815.1, KAK2551077.1, KAK2547405.1, KAK2558846.1, KAK2553543.1, KAK2558847.1, KAK2548995.1, KAK2560676.1, KAK2547641.1, KAK2557902.1, KAK2557837.1, KAK2557907.1, KAK2571958.1, KAK2547177.1, KAK2571450.1
OG0000318	NV2t024834002.1, NV2t024834003.1, NV2t024834004.1, NV2t024834005.1, NV2t024834006.1	KAK2561949.1, KAK2555812.1, KAK2560745.1, KAK2547656.1, KAK2556261.1, KAK2570141.1, KAK2556262.1, KAK2560788.1, KAK2559664.1, KAK2550767.1, KAK2564348.1, KAK2551056.1, KAK2552836.1, KAK2564349.1, KAK2556439.1
OG0000337	NV2t011591007.1, NV2t011591014.1, NV2t011591015.1, NV2t011591013.1, NV2t011591019.1, NV2t011591001.1, NV2t011591004.1, NV2t011591012.1, NV2t011591009.1, NV2t011591008.1, NV2t011591018.1, NV2t011591016.1, NV2t011591017.1, NV2t011591011.1, NV2t011591006.1, NV2t011591002.1, NV2t011591003.1, NV2t011591010.1, NV2t011591005.1	KAK2564926.1
OG0000349	NV2t015665001.1, NV2t021127001.1	KAK2548910.1, KAK2561185.1
OG0000349	NV2t000952001.1	KAK2549224.1
OG0000349	NV2t014598001.1, NV2t006633001.1, NV2t000636001.1, NV2t017220001.1, NV2t017220002.1	KAK2556585.1
OG0000364	NV2t021915001.1, NV2t021924001.1, NV2t021902003.1, NV2t021902006.1, NV2t021902005.1, NV2t021902007.1, NV2t021902008.1, NV2t021902002.1, NV2t021902004.1, NV2t021902009.1, NV2t021902010.1, NV2t021902001.1	KAK2565403.1, KAK2566676.1, KAK2566682.1
OG0000198	NV2t024601001.1	KAK2566612.1, KAK2566611.1, KAK2566728.1, KAK2559738.1, KAK2555424.1, KAK2566916.1, KAK2561091.1, KAK2561084.1, KAK2561085.1, KAK2567064.1
OG0000198	NV2t016811001.1	KAK2557273.1, KAK2561485.1, KAK2556907.1, KAK2556908.1, KAK2556909.1, KAK2558404.1, KAK2556911.1, KAK2556912.1, KAK2574313.1, KAK2574614.1
OG0000209	NV2t004330001.1	KAK2548139.1
OG0000209	NV2t006359001.1	KAK2556372.1
OG0000209	NV2t020582001.1, NV2t020585001.1	KAK2550777.1
OG0000209	NV2t017768001.1	KAK2569248.1
OG0000209	NV2t018284001.1, NV2t018284002.1	KAK2569333.1
OG0000219	NV2t020861001.1, NV2t012452001.1	KAK2561372.1, KAK2561373.1
OG0000233	NV2t006815001.1, NV2t025763001.1, NV2t003961001.1, NV2t003961002.1, NV2t002333001.1, NV2t002333002.1, NV2t015768001.1, NV2t015762002.1, NV2t015762001.1, NV2t006011001.1, NV2t009465001.1, NV2t022456001.1, NV2t025837001.1, NV2t025837004.1, NV2t025837005.1, NV2t025837006.1, NV2t025837002.1, NV2t025837003.1, NV2t022093001.1, NV2t023032001.1, NV2t020069001.1	KAK2565478.1, KAK2546864.1, KAK2551363.1
OG0000273	NV2t005693001.1	KAK2554420.1, KAK2559640.1, KAK2559644.1, KAK2554379.1, KAK2559645.1, KAK2548622.1, KAK2548640.1, KAK2549700.1
OG0000301	NV2t020396003.1, NV2t020396001.1, NV2t020396002.1, NV2t020396004.1, NV2t020396005.1	KAK2561044.1
OG0000332	NV2t019096006.1, NV2t019096001.1, NV2t019096003.1, NV2t019096004.1, NV2t019096005.1, NV2t019096002.1	KAK2559494.1, KAK2559520.1, KAK2559014.1, KAK2558862.1, KAK2559015.1
OG0000332	NV2t019093001.1	KAK2559364.1, KAK2559496.1
OG0000368	NV2t019648001.1, NV2t019648004.1, NV2t019648003.1, NV2t019648005.1, NV2t019648006.1, NV2t019648007.1, NV2t019648009.1, NV2t019648010.1, NV2t019648011.1, NV2t019648002.1	KAK2567436.1
OG0000339	NV2t013907002.1, NV2t013907001.1, NV2t013907003.1, NV2t013907004.1, NV2t013907005.1, NV2t013899008.1, NV2t013899006.1, NV2t013899007.1, NV2t013899005.1, NV2t013899004.1, NV2t013899002.1, NV2t013899003.1, NV2t013899001.1	KAK2565289.1
OG0000350	NV2t025753001.1, NV2t025753002.1, NV2t025753004.1, NV2t025753003.1	KAK2565941.1
OG0000350	NV2t025419001.1, NV2t025419005.1, NV2t025419002.1, NV2t025419003.1, NV2t025419004.1, NV2t025419006.1	KAK2566944.1, KAK2566941.1
OG0000363	NV2t010882001.1	KAK2560486.1
OG0000363	NV2t011080001.1	KAK2572716.1
OG0000363	NV2t006176001.1, NV2t010601001.1, NV2t010604001.1	KAK2569627.1, KAK2569736.1
OG0000379	NV2t007880001.1	KAK2570395.1
OG0000379	NV2t002716001.1, NV2t002717003.1, NV2t002714001.1	KAK2562273.1, KAK2564934.1
OG0000379	NV2t011584001.1, NV2t002713001.1, NV2t002713002.1, NV2t002713003.1, NV2t002718001.1, NV2t002719001.1, NV2t002719002.1, NV2t003145001.1, NV2t001167001.1, NV2t001167002.1	KAK2571187.1
OG0000280	NV2t005240001.1	KAK2554403.1
OG0000306	NV2t002243001.1, NV2t002243002.1, NV2t002243007.1, NV2t002243006.1, NV2t002243003.1, NV2t002243011.1, NV2t002243013.1, NV2t002243009.1, NV2t002243008.1, NV2t002243010.1, NV2t002243005.1, NV2t002243012.1, NV2t002243004.1	KAK2569555.1
OG0000315	NV2t017329001.1	KAK2564649.1, KAK2554170.1, KAK2548309.1, KAK2559191.1, KAK2557807.1, KAK2559421.1, KAK2557809.1, KAK2548308.1, KAK2567267.1, KAK2562868.1, KAK2556359.1, KAK2556360.1, KAK2558978.1, KAK2547217.1, KAK2567266.1, KAK2565954.1, KAK2561937.1, KAK2562871.1, KAK2558144.1
OG0000323	NV2t017644004.1, NV2t020454001.1, NV2t009446001.1, NV2t023979001.1, NV2t008350001.1, NV2t009717001.1, NV2t011365001.1, NV2t002351001.1, NV2t012512001.1	KAK2565697.1, KAK2550440.1, KAK2553014.1, KAK2557960.1, KAK2561217.1, KAK2554114.1, KAK2551406.1, KAK2558990.1, KAK2549295.1, KAK2551407.1, KAK2554074.1
OG0000355	NV2t023428001.1, NV2t006504001.1, NV2t003535001.1, NV2t022710001.1	KAK2550143.1, KAK2550142.1, KAK2550136.1, KAK2570458.1, KAK2560846.1, KAK2559521.1, KAK2547159.1, KAK2547255.1, KAK2557526.1, KAK2561952.1, KAK2548501.1, KAK2548743.1, KAK2557337.1, KAK2562421.1, KAK2549854.1
OG0000370	NV2t017595003.1, NV2t017595001.1, NV2t017595002.1	KAK2572451.1
OG0000370	NV2t017594002.1, NV2t017594006.1, NV2t017594007.1, NV2t017594004.1, NV2t017594001.1, NV2t017594005.1, NV2t017594008.1, NV2t017594003.1	KAK2572306.1
OG0000397	NV2t004879001.1	KAK2554245.1, KAK2554253.1
OG0000397	NV2t004557001.1, NV2t004558001.1, NV2t004249001.1	KAK2554729.1, KAK2554731.1, KAK2554735.1, KAK2562232.1
OG0000275	NV2t023052001.1	KAK2559402.1, KAK2566750.1, KAK2551575.1, KAK2553382.1, KAK2554906.1, KAK2554118.1, KAK2558964.1, KAK2571271.1, KAK2550176.1, KAK2550177.1, KAK2549189.1, KAK2566756.1, KAK2551570.1, KAK2566751.1, KAK2551551.1, KAK2565582.1, KAK2549313.1, KAK2565239.1, KAK2549877.1, KAK2549611.1, KAK2558628.1
OG0000327	NV2t007520001.1	KAK2557212.1
OG0000327	NV2t007008001.1, NV2t007008002.1	KAK2569262.1
OG0000327	NV2t020581001.1, NV2t020584001.1, NV2t020581004.1, NV2t020581002.1, NV2t020584002.1, NV2t020581003.1	KAK2550776.1
OG0000327	NV2t011261001.1, NV2t011261002.1, NV2t013542001.1, NV2t013542002.1	KAK2553068.1
OG0000333	NV2t012379001.1, NV2t016303001.1, NV2t016305001.1	KAK2574659.1
OG0000333	NV2t007352001.1, NV2t007352002.1, NV2t007352003.1, NV2t007352005.1, NV2t007352006.1, NV2t007352007.1, NV2t007352008.1, NV2t007352004.1	KAK2557196.1, KAK2557098.1
OG0000358	NV2t008613001.1	KAK2558178.1, KAK2556560.1, KAK2566733.1, KAK2562325.1, KAK2564507.1, KAK2559440.1, KAK2554059.1, KAK2559439.1, KAK2549818.1, KAK2572824.1, KAK2554060.1, KAK2559443.1
OG0000358	NV2t016597001.1	KAK2556219.1
OG0000389	NV2t006638001.1	KAK2549237.1, KAK2550190.1, KAK2548445.1
OG0000401	NV2t015743007.1, NV2t015743009.1, NV2t015743008.1, NV2t015743004.1, NV2t015743003.1, NV2t015743006.1, NV2t015743002.1, NV2t015743005.1, NV2t015743001.1, NV2t015743012.1, NV2t015743010.1, NV2t015743011.1	KAK2556122.1, KAK2556129.1
OG0000282	NV2t019653001.1	KAK2561186.1, KAK2568929.1
OG0000282	NV2t016569001.1, NV2t017107001.1	KAK2562260.1, KAK2562286.1
OG0000282	NV2t025686001.1, NV2t025685001.1	KAK2555493.1
OG0000291	NV2t006895001.1	KAK2561706.1
OG0000291	NV2t020503001.1, NV2t020503002.1	KAK2561729.1, KAK2561730.1, KAK2561711.1, KAK2546749.1, KAK2561705.1, KAK2546746.1, KAK2550213.1, KAK2550211.1, KAK2550215.1, KAK2550210.1, KAK2550212.1, KAK2550214.1, KAK2547009.1, KAK2559242.1, KAK2546827.1, KAK2555530.1, KAK2566207.1
OG0000298	NV2t007098001.1	KAK2557480.1, KAK2556019.1, KAK2549407.1, KAK2557447.1, KAK2570065.1, KAK2568176.1, KAK2568177.1, KAK2553012.1, KAK2552554.1, KAK2559349.1, KAK2572981.1, KAK2562646.1, KAK2549213.1, KAK2564143.1, KAK2549207.1, KAK2556288.1, KAK2552096.1, KAK2552132.1, KAK2552072.1, KAK2564089.1
OG0000329	NV2t005849001.1	KAK2560138.1
OG0000329	NV2t025293001.1, NV2t025293002.1, NV2t025293003.1	KAK2570548.1
OG0000329	NV2t013204001.1	KAK2553040.1, KAK2552746.1, KAK2553044.1
OG0000329	NV2t006251001.1	KAK2572213.1
OG0000340	NV2t021667001.1, NV2t022761001.1, NV2t019921001.1	KAK2567693.1, KAK2567447.1, KAK2567449.1, KAK2567450.1, KAK2567735.1
OG0000353	NV2t016523001.1	KAK2562349.1
OG0000353	NV2t016477001.1	KAK2562350.1, KAK2547041.1, KAK2559200.1, KAK2558320.1, KAK2551965.1, KAK2564594.1, KAK2568605.1, KAK2547342.1, KAK2554289.1, KAK2554107.1, KAK2565598.1, KAK2565625.1, KAK2551688.1, KAK2564129.1
