Orthogroup	Nvec	Pdam
OG0000136	NV2t004484001.1	pdam_00005981-RA, pdam_00004777-RA, pdam_00024586-RA, pdam_00020819-RA, pdam_00023987-RA, pdam_00020829-RA, pdam_00016487-RA, pdam_00016501-RA, pdam_00002833-RA, pdam_00016502-RA, pdam_00020817-RA, pdam_00020823-RA, pdam_00025111-RA, pdam_00020816-RA, pdam_00024585-RA, pdam_00010150-RA, pdam_00002476-RA, pdam_00004778-RA
OG0000137	NV2t003662001.1	pdam_00004766-RA
OG0000137	NV2t003540001.1	pdam_00009685-RA, pdam_00014321-RA
OG0000137	NV2t000500001.1, NV2t000497001.1, NV2t000495001.1, NV2t000498001.1	pdam_00012374-RA, pdam_00015550-RA, pdam_00018894-RA, pdam_00002543-RA, pdam_00009167-RA, pdam_00003167-RA, pdam_00003157-RA, pdam_00003162-RA, pdam_00015116-RA, pdam_00017649-RA, pdam_00003919-RA, pdam_00003917-RA
OG0000137	NV2t024665001.1, NV2t004393001.1, NV2t000552001.1, NV2t008559001.1, NV2t008559002.1, NV2t008559003.1	pdam_00000875-RA
OG0000138	NV2t025507001.1	pdam_00013755-RA
OG0000139	NV2t020205001.1	pdam_00011993-RA
OG0000139	NV2t019340001.1, NV2t019340002.1, NV2t019340003.1, NV2t019340004.1, NV2t019340005.1, NV2t019340006.1, NV2t019340007.1, NV2t019340008.1, NV2t019340009.1, NV2t019340010.1, NV2t019340011.1, NV2t019340012.1, NV2t019340013.1	pdam_00011990-RA
OG0000139	NV2t019339001.1, NV2t019339002.1	pdam_00011991-RA
OG0000142	NV2t000817001.1	pdam_00009507-RA
OG0000144	NV2t014963001.1, NV2t021319001.1, NV2t002787001.1, NV2t005743001.1, NV2t019362001.1, NV2t014456004.1, NV2t014456005.1	pdam_00017422-RA
OG0000144	NV2t002302001.1, NV2t012743001.1, NV2t000120001.1, NV2t000120002.1	pdam_00017449-RA
OG0000144	NV2t024808001.1	pdam_00015875-RA
OG0000144	NV2t025286001.1, NV2t025287001.1	pdam_00014359-RA, pdam_00004363-RA
OG0000144	NV2t000786001.1, NV2t002127001.1	pdam_00015264-RA
OG0000145	NV2t017732019.1, NV2t017732020.1, NV2t017732023.1, NV2t017732012.1, NV2t017732011.1, NV2t017732032.1, NV2t017732009.1, NV2t017732015.1, NV2t017732017.1, NV2t017732030.1, NV2t017732031.1, NV2t017732027.1, NV2t017732028.1, NV2t017732029.1, NV2t017732018.1, NV2t017732024.1, NV2t017732021.1, NV2t017732025.1, NV2t017732022.1, NV2t017732013.1, NV2t017732016.1, NV2t017732026.1, NV2t017732014.1, NV2t017732007.1, NV2t017732006.1, NV2t017732005.1, NV2t017732003.1, NV2t017732004.1, NV2t017732010.1, NV2t017732008.1, NV2t017732001.1, NV2t017732002.1	pdam_00021729-RA
OG0000147	NV2t003032001.1, NV2t006515001.1, NV2t002815001.1, NV2t005631001.1, NV2t005632001.1, NV2t005983001.1, NV2t009165001.1, NV2t003325001.1, NV2t003325002.1	pdam_00005684-RA, pdam_00007254-RA, pdam_00004475-RA
OG0000147	NV2t009070002.1	pdam_00015790-RA, pdam_00014706-RA, pdam_00014710-RA, pdam_00014702-RA, pdam_00014707-RA
OG0000147	NV2t000743001.1, NV2t000735001.1, NV2t012207001.1, NV2t012207002.1	pdam_00023891-RA, pdam_00023893-RA, pdam_00023892-RA, pdam_00023894-RA, pdam_00019067-RA, pdam_00019068-RA
OG0000148	NV2t012258001.1	pdam_00021498-RA
OG0000148	NV2t021530001.1, NV2t021530002.1	pdam_00006325-RA
OG0000148	NV2t020279001.1	pdam_00023582-RA, pdam_00021116-RA, pdam_00021111-RA, pdam_00021109-RA, pdam_00023872-RA, pdam_00023579-RA, pdam_00015870-RA, pdam_00014026-RA, pdam_00017873-RA, pdam_00024639-RA, pdam_00023581-RA, pdam_00024941-RA, pdam_00025703-RA, pdam_00025575-RA, pdam_00023214-RA, pdam_00023212-RA, pdam_00023213-RA, pdam_00025067-RA, pdam_00024942-RA, pdam_00023783-RA, pdam_00022355-RA, pdam_00025066-RA, pdam_00023583-RA, pdam_00013439-RA
OG0000149	NV2t012228001.1	pdam_00017196-RA
OG0000149	NV2t001391002.1, NV2t001391001.1, NV2t001391003.1	pdam_00024012-RA, pdam_00011258-RA, pdam_00011256-RA, pdam_00008280-RA, pdam_00020172-RA, pdam_00023081-RA, pdam_00018482-RA, pdam_00012381-RA, pdam_00020937-RA, pdam_00020936-RA, pdam_00008838-RA, pdam_00008846-RA, pdam_00024488-RA, pdam_00024489-RA, pdam_00021029-RA, pdam_00017887-RA
OG0000151	NV2t007793001.1, NV2t011760001.1, NV2t022623001.1, NV2t022622001.1, NV2t022626001.1, NV2t022627001.1, NV2t022624001.1, NV2t012169001.1, NV2t007792001.1	pdam_00023366-RA, pdam_00007474-RA, pdam_00007473-RA, pdam_00007471-RA, pdam_00007470-RA
OG0000152	NV2t014928001.1, NV2t014928002.1	pdam_00007385-RA, pdam_00007384-RA, pdam_00017574-RA
OG0000152	NV2t012138001.1, NV2t012138002.1, NV2t012138004.1, NV2t012138003.1	pdam_00000678-RA, pdam_00000674-RA
OG0000152	NV2t013330001.1, NV2t013330002.1, NV2t013330003.1, NV2t013330005.1, NV2t013330006.1, NV2t013330004.1, NV2t013151001.1, NV2t013151002.1, NV2t014430001.1, NV2t014430002.1	pdam_00016334-RA
OG0000153	NV2t000923001.1, NV2t000922001.1, NV2t000922002.1	pdam_00006207-RA
OG0000153	NV2t013246001.1	pdam_00004146-RA
OG0000153	NV2t015241001.1	pdam_00004126-RA
OG0000153	NV2t013345001.1	pdam_00001311-RA, pdam_00004141-RA
OG0000153	NV2t023185001.1, NV2t023185002.1	pdam_00000017-RA
OG0000153	NV2t023838001.1, NV2t012442001.1, NV2t012443001.1	pdam_00009121-RA, pdam_00009123-RA, pdam_00008364-RA, pdam_00008365-RA, pdam_00013678-RA, pdam_00023584-RA, pdam_00013680-RA
OG0000154	NV2t022863002.1, NV2t022863001.1, NV2t022863003.1	pdam_00008340-RA
OG0000159	NV2t024116001.1, NV2t002949001.1, NV2t024859001.1	pdam_00004594-RA, pdam_00003229-RA, pdam_00003316-RA, pdam_00009787-RA, pdam_00022656-RA, pdam_00023469-RA, pdam_00021929-RA, pdam_00012287-RA, pdam_00024600-RA, pdam_00014076-RA, pdam_00017653-RA, pdam_00024394-RA, pdam_00023468-RA, pdam_00014459-RA, pdam_00018955-RA, pdam_00022141-RA, pdam_00010439-RA, pdam_00002383-RA, pdam_00025832-RA, pdam_00009788-RA, pdam_00024253-RA, pdam_00024599-RA, pdam_00008033-RA, pdam_00024252-RA, pdam_00003863-RA, pdam_00023467-RA, pdam_00003230-RA, pdam_00024565-RA, pdam_00025059-RA
OG0000160	NV2t022951001.1	pdam_00010209-RA
OG0000160	NV2t020187001.1	pdam_00011317-RA
OG0000160	NV2t020188003.1, NV2t020188004.1	pdam_00019716-RA
OG0000160	NV2t020188001.1, NV2t020188002.1	pdam_00019833-RA, pdam_00019830-RA
OG0000160	NV2t022551001.1	pdam_00019712-RA
OG0000160	NV2t019077001.1	pdam_00012375-RA
OG0000160	NV2t012582003.1	pdam_00011328-RA, pdam_00011325-RA, pdam_00011329-RA
OG0000160	NV2t023796001.1, NV2t012583001.1	pdam_00011336-RA, pdam_00019116-RA, pdam_00019119-RA, pdam_00017074-RA, pdam_00007285-RA
OG0000161	NV2t017642001.1	pdam_00002100-RA, pdam_00002103-RA
OG0000161	NV2t023562001.1, NV2t023562002.1, NV2t023562003.1, NV2t023562004.1, NV2t023566001.1, NV2t023566002.1	pdam_00000782-RA
OG0000161	NV2t023247001.1, NV2t023247002.1	pdam_00010145-RA, pdam_00000193-RA, pdam_00016226-RA, pdam_00023668-RA, pdam_00023667-RA, pdam_00016225-RA, pdam_00016224-RA, pdam_00010146-RA, pdam_00007983-RA, pdam_00001180-RA, pdam_00024868-RA, pdam_00024867-RA, pdam_00007982-RA, pdam_00000192-RA, pdam_00018051-RA, pdam_00018054-RA, pdam_00018053-RA, pdam_00018806-RA, pdam_00002512-RA, pdam_00014993-RA
OG0000162	NV2t025200001.1, NV2t025202001.1	pdam_00024843-RA, pdam_00017597-RA
OG0000162	NV2t021483001.1, NV2t021484001.1, NV2t002906001.1, NV2t021624001.1	pdam_00023486-RA
OG0000164	NV2t024629001.1, NV2t024629002.1	pdam_00000122-RA, pdam_00000180-RA
OG0000164	NV2t001190001.1	pdam_00002084-RA, pdam_00004724-RA, pdam_00004726-RA, pdam_00015876-RA, pdam_00002405-RA, pdam_00003286-RA
OG0000164	NV2t015069001.1	pdam_00012037-RA, pdam_00012036-RA, pdam_00011564-RA, pdam_00019994-RA, pdam_00003452-RA, pdam_00003655-RA, pdam_00010000-RA, pdam_00014237-RA, pdam_00014240-RA
OG0000166	NV2t005928002.1	pdam_00022378-RA
OG0000167	NV2t024607001.1, NV2t024603001.1, NV2t024603002.1, NV2t024608002.1, NV2t024608003.1, NV2t024608001.1, NV2t024608004.1	pdam_00003681-RA
OG0000167	NV2t006409001.1, NV2t021725001.1	pdam_00024719-RA, pdam_00022908-RA, pdam_00003292-RA
OG0000167	NV2t015547001.1, NV2t015547003.1, NV2t015547002.1, NV2t015547004.1	pdam_00008420-RA, pdam_00008459-RA, pdam_00008426-RA, pdam_00008424-RA, pdam_00008422-RA
OG0000169	NV2t016206001.1	pdam_00012889-RA, pdam_00007198-RA, pdam_00007196-RA, pdam_00007195-RA, pdam_00012930-RA, pdam_00012932-RA, pdam_00017341-RA, pdam_00012933-RA, pdam_00018963-RA, pdam_00012929-RA
OG0000169	NV2t012160001.1, NV2t012160002.1, NV2t018762001.1, NV2t018762002.1	pdam_00006753-RA, pdam_00006751-RA
OG0000169	NV2t011839001.1, NV2t011839002.1, NV2t011839003.1, NV2t011839004.1	pdam_00005870-RA, pdam_00005596-RA
OG0000169	NV2t017827001.1, NV2t017827002.1, NV2t017827003.1	pdam_00003268-RA, pdam_00003267-RA, pdam_00009791-RA
OG0000170	NV2t014578001.1	pdam_00016541-RA
OG0000170	NV2t014579001.1	pdam_00015895-RA, pdam_00015896-RA, pdam_00022139-RA
OG0000171	NV2t012279001.1	pdam_00004890-RA
OG0000171	NV2t012004001.1, NV2t012007001.1, NV2t012008001.1	pdam_00004891-RA
OG0000171	NV2t011327001.1	pdam_00004888-RA, pdam_00004887-RA
OG0000172	NV2t010727004.1	pdam_00000621-RA
OG0000172	NV2t009373001.1, NV2t009287004.1, NV2t009287003.1, NV2t009287005.1, NV2t009287001.1, NV2t009287002.1, NV2t009372001.1, NV2t009295001.1	pdam_00024927-RA
OG0000172	NV2t009290001.1, NV2t009290002.1, NV2t009290005.1, NV2t009361001.1, NV2t009361002.1, NV2t021785001.1, NV2t021786001.1, NV2t009359001.1, NV2t009302001.1, NV2t009305001.1, NV2t005727001.1, NV2t009374001.1, NV2t002216002.1, NV2t002216003.1, NV2t002216004.1, NV2t002216001.1	pdam_00020202-RA, pdam_00024926-RA
OG0000173	NV2t010237001.1, NV2t019451001.1, NV2t005755001.1, NV2t007620001.1, NV2t004364001.1, NV2t025406001.1, NV2t015343001.1, NV2t018128001.1, NV2t025784002.1, NV2t025784001.1, NV2t018688001.1, NV2t025784003.1, NV2t009325001.1, NV2t009659001.1, NV2t015180001.1, NV2t014097001.1, NV2t015173001.1	pdam_00016875-RA, pdam_00025042-RA, pdam_00025008-RA, pdam_00019875-RA, pdam_00025007-RA, pdam_00019874-RA, pdam_00017648-RA, pdam_00017651-RA, pdam_00023451-RA, pdam_00023453-RA, pdam_00023746-RA, pdam_00025430-RA, pdam_00014777-RA, pdam_00011553-RA
OG0000175	NV2t000369001.1	pdam_00006346-RA, pdam_00021775-RA, pdam_00013916-RA, pdam_00011332-RA, pdam_00026033-RA, pdam_00025558-RA, pdam_00025814-RA, pdam_00025928-RA, pdam_00023790-RA, pdam_00013702-RA, pdam_00024958-RA, pdam_00025836-RA, pdam_00024310-RA, pdam_00024311-RA, pdam_00023623-RA, pdam_00024309-RA, pdam_00023624-RA, pdam_00007972-RA, pdam_00024211-RA, pdam_00024848-RA, pdam_00003737-RA, pdam_00003735-RA, pdam_00003736-RA, pdam_00021493-RA, pdam_00021494-RA, pdam_00021495-RA, pdam_00017228-RA
OG0000176	NV2t002146001.1	pdam_00022544-RA, pdam_00006163-RA, pdam_00022547-RA
OG0000176	NV2t012053001.1, NV2t012054001.1	pdam_00016520-RA
OG0000176	NV2t017648001.1, NV2t002666001.1, NV2t010399001.1, NV2t017421001.1, NV2t017429003.1, NV2t017429002.1, NV2t017429004.1, NV2t017429001.1, NV2t025851001.1, NV2t025851002.1, NV2t017422001.1, NV2t025847001.1, NV2t025847002.1, NV2t014831001.1, NV2t011945001.1, NV2t013920001.1, NV2t019412001.1	pdam_00019799-RA
OG0000177	NV2t004289001.1, NV2t014077001.1	pdam_00008547-RA, pdam_00021566-RA, pdam_00014921-RA, pdam_00013225-RA
OG0000177	NV2t009642001.1	pdam_00008539-RA, pdam_00010410-RA, pdam_00018014-RA, pdam_00008604-RA, pdam_00016329-RA, pdam_00006351-RA, pdam_00017724-RA, pdam_00021155-RA
OG0000177	NV2t007269001.1	pdam_00022028-RA, pdam_00014919-RA, pdam_00024631-RA, pdam_00008333-RA, pdam_00003382-RA, pdam_00022920-RA, pdam_00016328-RA, pdam_00006354-RA, pdam_00008538-RA, pdam_00008332-RA, pdam_00003381-RA, pdam_00019968-RA
OG0000179	NV2t009579001.1	pdam_00025378-RA, pdam_00017566-RA
OG0000179	NV2t012052001.1	pdam_00024547-RA, pdam_00026034-RA, pdam_00014206-RA, pdam_00024219-RA, pdam_00025820-RA, pdam_00024471-RA, pdam_00016551-RA, pdam_00024983-RA, pdam_00024404-RA, pdam_00024683-RA, pdam_00020705-RA, pdam_00015627-RA, pdam_00024945-RA, pdam_00024247-RA, pdam_00009918-RA, pdam_00003217-RA, pdam_00013726-RA, pdam_00007926-RA, pdam_00020662-RA, pdam_00012168-RA, pdam_00003674-RA, pdam_00007694-RA, pdam_00007693-RA, pdam_00024395-RA
OG0000180	NV2t007959001.1	pdam_00017043-RA, pdam_00024014-RA, pdam_00024015-RA, pdam_00018343-RA
OG0000180	NV2t011352001.1, NV2t011352002.1, NV2t011352003.1, NV2t011350001.1, NV2t011353001.1	pdam_00013541-RA, pdam_00024052-RA, pdam_00001632-RA, pdam_00012510-RA, pdam_00015310-RA
OG0000180	NV2t023107001.1	pdam_00023439-RA, pdam_00013552-RA, pdam_00020605-RA, pdam_00013551-RA, pdam_00009408-RA, pdam_00009195-RA, pdam_00009178-RA, pdam_00009193-RA, pdam_00009188-RA, pdam_00009185-RA, pdam_00023911-RA, pdam_00009186-RA
OG0000181	NV2t011597001.1	pdam_00003764-RA, pdam_00010596-RA
OG0000181	NV2t006861001.1	pdam_00003771-RA
OG0000181	NV2t021053001.1	pdam_00015812-RA
OG0000183	NV2t025235001.1	pdam_00016005-RA
OG0000183	NV2t022378001.1, NV2t022382001.1	pdam_00005925-RA
OG0000183	NV2t021884001.1	pdam_00020444-RA
OG0000183	NV2t023524001.1, NV2t023526001.1, NV2t000748001.1	pdam_00007978-RA
OG0000184	NV2t021476001.1, NV2t022547003.1, NV2t022547005.1, NV2t022547006.1, NV2t022547004.1, NV2t019701001.1, NV2t019701002.1, NV2t019701004.1, NV2t019627002.1, NV2t019701005.1, NV2t019626001.1, NV2t019682001.1, NV2t019701003.1, NV2t019681002.1, NV2t019681001.1, NV2t019627001.1, NV2t021342001.1, NV2t022547001.1, NV2t022547002.1	pdam_00018462-RA
OG0000186	NV2t006580001.1, NV2t006580002.1, NV2t006580003.1, NV2t006580004.1, NV2t006580005.1, NV2t006580006.1, NV2t006580007.1, NV2t006580008.1, NV2t006580009.1	pdam_00014007-RA, pdam_00021467-RA, pdam_00022928-RA, pdam_00022925-RA, pdam_00022927-RA, pdam_00017089-RA, pdam_00021460-RA, pdam_00017086-RA, pdam_00017091-RA, pdam_00017088-RA, pdam_00017090-RA
OG0000187	NV2t016406001.1, NV2t016404001.1, NV2t016404002.1, NV2t016416001.1, NV2t016410001.1, NV2t016407002.1, NV2t016407001.1, NV2t016407003.1, NV2t016407004.1, NV2t016407005.1	pdam_00025732-RA, pdam_00024804-RA, pdam_00025935-RA, pdam_00019005-RA, pdam_00025039-RA, pdam_00025997-RA, pdam_00017613-RA
OG0000187	NV2t016422001.1	pdam_00019006-RA, pdam_00025972-RA, pdam_00024805-RA, pdam_00024806-RA
OG0000187	NV2t019429001.1	pdam_00016577-RA, pdam_00016576-RA, pdam_00016575-RA, pdam_00013121-RA
OG0000188	NV2t008782001.1	pdam_00017523-RA
OG0000188	NV2t021485001.1, NV2t021485002.1, NV2t021499001.1, NV2t021498003.1, NV2t021498001.1, NV2t021498004.1, NV2t021500001.1, NV2t021498002.1, NV2t021493001.1, NV2t021501001.1, NV2t021501002.1, NV2t021496002.1, NV2t021496001.1, NV2t021497001.1, NV2t021495003.1, NV2t021495001.1, NV2t021495002.1	pdam_00017522-RA, pdam_00012012-RA, pdam_00010782-RA, pdam_00010783-RA, pdam_00000901-RA, pdam_00011226-RA, pdam_00000546-RA, pdam_00017929-RA, pdam_00020995-RA, pdam_00008166-RA
OG0000189	NV2t009863001.1	pdam_00002704-RA
OG0000189	NV2t010271001.1	pdam_00006659-RA
OG0000189	NV2t010432001.1, NV2t010414001.1, NV2t010419001.1	pdam_00002712-RA
OG0000189	NV2t007757001.1, NV2t007758001.1	pdam_00020731-RA
OG0000189	NV2t006315001.1, NV2t000893001.1	pdam_00015849-RA
OG0000189	NV2t007641001.1	pdam_00015846-RA, pdam_00013360-RA, pdam_00006828-RA, pdam_00013590-RA, pdam_00013591-RA, pdam_00013588-RA, pdam_00013629-RA, pdam_00013632-RA, pdam_00022119-RA, pdam_00022118-RA, pdam_00022120-RA
OG0000190	NV2t006384001.1, NV2t023129001.1, NV2t013486001.1, NV2t006392001.1, NV2t006386001.1, NV2t006391003.1, NV2t006392002.1, NV2t006392003.1, NV2t006391001.1, NV2t006391002.1, NV2t006391004.1, NV2t006389001.1, NV2t006385002.1, NV2t006385001.1, NV2t006385003.1, NV2t006390001.1, NV2t014966001.1, NV2t024717001.1, NV2t024709001.1, NV2t024713001.1, NV2t024695001.1, NV2t024695002.1, NV2t024711001.1, NV2t024716001.1, NV2t024712001.1, NV2t024707001.1, NV2t024706001.1, NV2t024931001.1	pdam_00015659-RA
OG0000191	NV2t006405001.1, NV2t010614001.1	pdam_00008544-RA, pdam_00005484-RA, pdam_00014648-RA, pdam_00005483-RA, pdam_00019967-RA, pdam_00008618-RA, pdam_00008528-RA, pdam_00024632-RA, pdam_00008545-RA, pdam_00017723-RA, pdam_00008529-RA, pdam_00024633-RA, pdam_00021876-RA, pdam_00025755-RA, pdam_00007943-RA, pdam_00004169-RA, pdam_00023976-RA, pdam_00025615-RA, pdam_00006356-RA, pdam_00021873-RA, pdam_00013214-RA, pdam_00000472-RA, pdam_00009767-RA, pdam_00014918-RA, pdam_00025754-RA, pdam_00023975-RA, pdam_00022025-RA
OG0000192	NV2t006925001.1	pdam_00021368-RA
OG0000192	NV2t018752001.1	pdam_00019283-RA, pdam_00003442-RA, pdam_00003444-RA, pdam_00021609-RA, pdam_00014106-RA, pdam_00001894-RA, pdam_00005653-RA, pdam_00005654-RA, pdam_00005651-RA, pdam_00005652-RA, pdam_00021023-RA, pdam_00014879-RA, pdam_00014878-RA, pdam_00014873-RA, pdam_00021898-RA, pdam_00014867-RA, pdam_00014865-RA, pdam_00014874-RA, pdam_00014869-RA, pdam_00014868-RA, pdam_00021899-RA, pdam_00021900-RA, pdam_00021022-RA, pdam_00021020-RA, pdam_00014627-RA, pdam_00021021-RA
OG0000193	NV2t014326001.1	pdam_00010560-RA
OG0000193	NV2t013593001.1, NV2t013593002.1, NV2t013592002.1, NV2t013592001.1, NV2t013592003.1	pdam_00021631-RA, pdam_00021630-RA, pdam_00021632-RA, pdam_00016771-RA, pdam_00000117-RA, pdam_00019476-RA, pdam_00010516-RA, pdam_00017939-RA, pdam_00017940-RA, pdam_00001127-RA, pdam_00000520-RA, pdam_00000521-RA, pdam_00007259-RA, pdam_00010521-RA, pdam_00013832-RA, pdam_00015330-RA, pdam_00001086-RA, pdam_00001084-RA, pdam_00006851-RA, pdam_00022337-RA, pdam_00003260-RA, pdam_00017862-RA
OG0000196	NV2t005543001.1	pdam_00002615-RA, pdam_00002609-RA, pdam_00012691-RA, pdam_00010001-RA, pdam_00001659-RA, pdam_00001660-RA, pdam_00002490-RA, pdam_00012696-RA, pdam_00013858-RA, pdam_00021655-RA, pdam_00012694-RA, pdam_00019350-RA, pdam_00012695-RA, pdam_00012693-RA, pdam_00012692-RA, pdam_00012689-RA, pdam_00012688-RA, pdam_00012686-RA, pdam_00012690-RA, pdam_00012687-RA, pdam_00012685-RA, pdam_00023204-RA, pdam_00000952-RA, pdam_00007164-RA, pdam_00007165-RA
OG0000197	NV2t011516002.1, NV2t011516001.1, NV2t011516003.1	pdam_00010588-RA
OG0000197	NV2t011511001.1	pdam_00010652-RA
OG0000197	NV2t012411001.1, NV2t012411003.1, NV2t012411002.1	pdam_00020768-RA, pdam_00012851-RA, pdam_00010651-RA
OG0000197	NV2t014040001.1	pdam_00010589-RA, pdam_00010587-RA, pdam_00011689-RA
OG0000197	NV2t016479001.1	pdam_00014809-RA, pdam_00004422-RA, pdam_00004424-RA, pdam_00010768-RA
OG0000198	NV2t017029001.1	pdam_00008382-RA
OG0000198	NV2t008633001.1	pdam_00006580-RA
OG0000198	NV2t000842001.1	pdam_00011525-RA, pdam_00011526-RA
OG0000198	NV2t008618001.1, NV2t009760001.1, NV2t008609001.1, NV2t008614001.1, NV2t024843001.1, NV2t024844001.1, NV2t021262001.1	pdam_00001045-RA
OG0000199	NV2t010882001.1	pdam_00012616-RA
OG0000199	NV2t009538001.1	pdam_00019935-RA, pdam_00019936-RA
OG0000199	NV2t010604001.1	pdam_00006146-RA
OG0000199	NV2t010124001.1, NV2t010124002.1	pdam_00011495-RA
OG0000199	NV2t011842001.1	pdam_00024507-RA, pdam_00022820-RA, pdam_00022822-RA, pdam_00024506-RA
OG0000199	NV2t010408001.1, NV2t010315001.1	pdam_00011714-RA
OG0000199	NV2t020874002.1, NV2t020874001.1, NV2t020874003.1, NV2t020872001.1	pdam_00022158-RA
OG0000200	NV2t009034001.1, NV2t015854001.1	pdam_00014441-RA, pdam_00016475-RA, pdam_00009691-RA, pdam_00009686-RA, pdam_00009694-RA, pdam_00009689-RA, pdam_00009690-RA, pdam_00009687-RA, pdam_00009693-RA, pdam_00009688-RA, pdam_00009692-RA
OG0000200	NV2t008020001.1	pdam_00002401-RA, pdam_00015641-RA, pdam_00011445-RA, pdam_00002682-RA, pdam_00011444-RA, pdam_00021849-RA, pdam_00019815-RA, pdam_00020003-RA, pdam_00010832-RA, pdam_00008655-RA, pdam_00009893-RA, pdam_00023973-RA
OG0000202	NV2t003921001.1, NV2t008195001.1, NV2t008195002.1, NV2t019583001.1, NV2t004423001.1, NV2t019695001.1, NV2t019695002.1	pdam_00023460-RA, pdam_00022134-RA, pdam_00006453-RA, pdam_00016384-RA, pdam_00011262-RA, pdam_00005157-RA, pdam_00005118-RA, pdam_00019158-RA, pdam_00024911-RA, pdam_00015625-RA, pdam_00015624-RA, pdam_00015626-RA, pdam_00009181-RA, pdam_00011551-RA, pdam_00023290-RA, pdam_00016385-RA, pdam_00013555-RA, pdam_00014660-RA, pdam_00011519-RA, pdam_00000125-RA, pdam_00015622-RA
OG0000203	NV2t002644001.1, NV2t002644002.1, NV2t002644003.1	pdam_00002931-RA
OG0000203	NV2t003820003.1, NV2t003820001.1, NV2t003820002.1, NV2t003820004.1	pdam_00020186-RA, pdam_00020187-RA
OG0000203	NV2t017344001.1, NV2t017344002.1, NV2t017344003.1, NV2t017347001.1, NV2t017345001.1, NV2t017345002.1, NV2t017347002.1	pdam_00017109-RA, pdam_00012572-RA, pdam_00012571-RA, pdam_00012570-RA, pdam_00022480-RA, pdam_00023703-RA, pdam_00021544-RA, pdam_00002929-RA, pdam_00002930-RA
OG0000206	NV2t014049001.1, NV2t014050001.1, NV2t023706006.1, NV2t023706003.1, NV2t023706005.1, NV2t023706002.1, NV2t023706004.1, NV2t014041001.1, NV2t014043001.1, NV2t014041003.1, NV2t014041002.1, NV2t014046006.1, NV2t014046003.1, NV2t014046004.1, NV2t014046005.1, NV2t014047001.1, NV2t014048001.1, NV2t014046001.1, NV2t014046002.1	pdam_00007371-RA, pdam_00007370-RA, pdam_00007373-RA, pdam_00007369-RA, pdam_00007368-RA, pdam_00007380-RA, pdam_00007372-RA, pdam_00007378-RA
OG0000207	NV2t003140001.1, NV2t003140002.1, NV2t013033001.1	pdam_00018113-RA, pdam_00024476-RA, pdam_00018110-RA, pdam_00024036-RA, pdam_00022182-RA, pdam_00018754-RA, pdam_00001409-RA, pdam_00014334-RA, pdam_00024090-RA, pdam_00024243-RA, pdam_00002381-RA, pdam_00001613-RA, pdam_00001612-RA, pdam_00002382-RA, pdam_00009967-RA, pdam_00024475-RA, pdam_00024724-RA, pdam_00024723-RA, pdam_00018111-RA
OG0000207	NV2t004700001.1	pdam_00003819-RA
OG0000208	NV2t019727001.1	pdam_00002834-RA, pdam_00002835-RA, pdam_00017402-RA
OG0000208	NV2t004553002.1, NV2t004553004.1, NV2t004553003.1, NV2t004553001.1, NV2t015669002.1, NV2t015669005.1, NV2t015669006.1, NV2t015669003.1, NV2t015669001.1, NV2t015669004.1	pdam_00013078-RA, pdam_00022013-RA, pdam_00015838-RA, pdam_00022014-RA, pdam_00015839-RA, pdam_00008915-RA, pdam_00008914-RA, pdam_00008913-RA, pdam_00008912-RA
OG0000209	NV2t017591001.1	pdam_00009263-RA
OG0000210	NV2t013221001.1	pdam_00007934-RA
OG0000210	NV2t013220001.1	pdam_00000706-RA, pdam_00000705-RA
OG0000210	NV2t023144001.1, NV2t023144002.1	pdam_00013958-RA, pdam_00023593-RA
OG0000210	NV2t012282001.1	pdam_00016427-RA, pdam_00021326-RA, pdam_00004603-RA, pdam_00021325-RA
OG0000210	NV2t007809001.1	pdam_00005697-RA
OG0000210	NV2t007416001.1	pdam_00005698-RA
OG0000212	NV2t019098001.1	pdam_00015234-RA
OG0000212	NV2t018089001.1, NV2t018089002.1, NV2t018089003.1	pdam_00011700-RA, pdam_00016964-RA, pdam_00016954-RA, pdam_00016953-RA
OG0000212	NV2t018086001.1, NV2t018086002.1	pdam_00012471-RA
OG0000212	NV2t019093001.1	pdam_00011690-RA, pdam_00015239-RA, pdam_00011691-RA, pdam_00011692-RA
OG0000214	NV2t007950001.1	pdam_00005703-RA
OG0000214	NV2t007367001.1	pdam_00005708-RA, pdam_00005704-RA, pdam_00005707-RA
