Orthogroup	Nvec	Mmus
OG0001333	NV2t018060001.1, NV2t017069001.1, NV2t017069002.1, NV2t017069003.1	MVP_MOUSE
OG0001335	NV2t012588001.1, NV2t012588002.1	PDE1B_MOUSE, PDE1A_MOUSE, PDE1C_MOUSE
OG0001336	NV2t024932001.1, NV2t024932002.1	SCMC2_MOUSE, SCMC1_MOUSE, SCMC3_MOUSE
OG0001337	NV2t012001001.1	GRP2_MOUSE, GRP4_MOUSE, GRP1_MOUSE
OG0001338	NV2t011259001.1, NV2t021415001.1	PGH1_MOUSE, PGH2_MOUSE
OG0001340	NV2t024262002.1, NV2t024262003.1	D19L1_MOUSE, D19L2_MOUSE
OG0001342	NV2t025420004.1, NV2t025420001.1, NV2t025420002.1, NV2t025420003.1	PDZ11_MOUSE, WHRN_MOUSE
OG0001343	NV2t012527003.1, NV2t012527004.1, NV2t012527001.1, NV2t012527005.1, NV2t012527002.1	BTBD8_MOUSE
OG0001346	NV2t019924001.1, NV2t001304001.1, NV2t001304002.1, NV2t001304003.1	NISCH_MOUSE
OG0001347	NV2t018887002.1, NV2t018887004.1, NV2t018887005.1, NV2t018887001.1, NV2t018887003.1	CND2_MOUSE
OG0001349	NV2t011520001.1, NV2t010600001.1, NV2t010599001.1	AHR_MOUSE, AHRR_MOUSE
OG0001350	NV2t002440002.1, NV2t002440003.1, NV2t002440001.1, NV2t002441001.1	HERC2_MOUSE
OG0001352	NV2t012165001.1, NV2t012172001.1	MRC1_MOUSE, MRC2_MOUSE, PLA2R_MOUSE
OG0001353	NV2t005166001.1, NV2t005166002.1	HSF2_MOUSE, HSF4_MOUSE, HSF1_MOUSE
OG0001354	NV2t017243001.1	KMT5A_MOUSE
OG0001355	NV2t006026001.1, NV2t006026002.1, NV2t002508007.1, NV2t002508001.1, NV2t002508002.1	TASOR_MOUSE
OG0001356	NV2t000900002.1, NV2t000900001.1, NV2t000900003.1, NV2t000906001.1	MANF_MOUSE, CDNF_MOUSE
OG0001357	NV2t013188001.1, NV2t013188004.1, NV2t013188002.1, NV2t013188003.1	IREB2_MOUSE, ACOHC_MOUSE
OG0001358	NV2t003119001.1	AT2B4_MOUSE, AT2B1_MOUSE, AT2B2_MOUSE
OG0001360	NV2t013985003.1, NV2t013985001.1, NV2t013985002.1	CHD4_MOUSE, CHD5_MOUSE
OG0001362	NV2t007029001.1	RHG44_MOUSE, RHG17_MOUSE, 3BP1_MOUSE
OG0001364	NV2t024618001.1, NV2t024618002.1, NV2t024618003.1, NV2t024618004.1	NIN_MOUSE, NINL_MOUSE
OG0001365	NV2t003381001.1	FOLR2_MOUSE, FOLR1_MOUSE, JUNO_MOUSE
OG0001366	NV2t012073001.1	KINH_MOUSE, KIF5A_MOUSE, KIF5C_MOUSE
OG0001368	NV2t000942001.1, NV2t000942002.1	CDK16_MOUSE, CDK18_MOUSE, CDK17_MOUSE
OG0001369	NV2t019669001.1	H6ST1_MOUSE, H6ST3_MOUSE, H6ST2_MOUSE
OG0001370	NV2t025146001.1, NV2t001186001.1	TKT_MOUSE, TKTL1_MOUSE, TKTL2_MOUSE
OG0001371	NV2t003256001.1, NV2t003256002.1	JADE3_MOUSE, JADE2_MOUSE, JADE1_MOUSE
OG0001372	NV2t012089001.1, NV2t012989001.1	S12A3_MOUSE, S12A1_MOUSE, S12A2_MOUSE
OG0001373	NV2t009772001.1, NV2t012988001.1, NV2t012987001.1, NV2t012987002.1	SMIP4_MOUSE
OG0001374	NV2t015087001.1, NV2t015086001.1, NV2t015086002.1	METK2_MOUSE, METK1_MOUSE
OG0001375	NV2t022265001.1, NV2t022265002.1, NV2t022266001.1	ARHG1_MOUSE, ARHGC_MOUSE
OG0001376	NV2t021007004.1, NV2t021007001.1, NV2t021007002.1, NV2t021007003.1	GRDN_MOUSE, DAPLE_MOUSE
OG0001377	NV2t001449001.1, NV2t001449002.1, NV2t006172001.1, NV2t012999001.1	PRD14_MOUSE
OG0001379	NV2t016735002.1, NV2t016735001.1, NV2t016735003.1, NV2t016735004.1	NOL4L_MOUSE, NOL4_MOUSE
OG0001380	NV2t021146001.1, NV2t021218001.1	FMR1_MOUSE, FXR2_MOUSE, FXR1_MOUSE
OG0001381	NV2t016502002.1, NV2t016502001.1, NV2t016502003.1, NV2t016502004.1, NV2t016502005.1	NAA25_MOUSE
OG0001385	NV2t000545001.1, NV2t000539001.1, NV2t000545002.1	TT39A_MOUSE, TT39B_MOUSE
OG0001386	NV2t022489001.1, NV2t022455001.1, NV2t022455002.1	MGT4E_MOUSE, MGT4C_MOUSE
OG0001387	NV2t022740001.1, NV2t022740002.1, NV2t024332001.1	BST1_MOUSE, CD38_MOUSE
OG0001388	NV2t004636005.1, NV2t004636001.1, NV2t004636002.1, NV2t004636003.1, NV2t004636004.1, NV2t004636006.1	TBC20_MOUSE
OG0001390	NV2t013924003.1, NV2t013924002.1, NV2t013924001.1, NV2t013924004.1	CDS1_MOUSE, CDS2_MOUSE
OG0001391	NV2t013393001.1, NV2t006699001.1, NV2t006699002.1, NV2t006699004.1, NV2t006699003.1	S2542_MOUSE
OG0001393	NV2t022466002.1, NV2t022466003.1	ARHG4_MOUSE, ARHG9_MOUSE, SPT13_MOUSE
OG0001394	NV2t014273002.1, NV2t014273001.1, NV2t014273003.1, NV2t014273004.1	PPIP1_MOUSE, PPIP2_MOUSE
OG0001395	NV2t008579001.1, NV2t008579002.1	RCAN1_MOUSE, RCAN3_MOUSE, RCAN2_MOUSE
OG0001396	NV2t010669003.1, NV2t010669001.1, NV2t010669004.1, NV2t010669005.1, NV2t010669006.1, NV2t010669002.1	NEK10_MOUSE
OG0001397	NV2t008332005.1, NV2t008332004.1, NV2t008332006.1, NV2t008332002.1, NV2t008332003.1, NV2t008332001.1	KDM1A_MOUSE
OG0001399	NV2t021353001.1, NV2t021353003.1	ROBO3_MOUSE, ROBO1_MOUSE, ROBO2_MOUSE
OG0001401	NV2t010717001.1	PLSL_MOUSE, PLSI_MOUSE, PLST_MOUSE
OG0001402	NV2t023833001.1, NV2t023833002.1	UN13C_MOUSE, UN13B_MOUSE, UN13A_MOUSE
OG0001404	NV2t011569001.1, NV2t005416001.1	DSE_MOUSE, DSEL_MOUSE
OG0001405	NV2t014625001.1, NV2t014625002.1, NV2t014625003.1	VWA1_MOUSE
OG0001406	NV2t022071004.1, NV2t022071006.1, NV2t022071005.1, NV2t022071002.1, NV2t022071001.1, NV2t022071003.1	MBD4_MOUSE
OG0001407	NV2t016815001.1, NV2t015831001.1, NV2t015831002.1, NV2t013679001.1	CCD63_MOUSE
OG0001408	NV2t012457002.1, NV2t012457001.1, NV2t012457003.1, NV2t012457004.1, NV2t012457005.1	TRAK1_MOUSE
OG0001409	NV2t024609001.1, NV2t024609002.1, NV2t007911001.1, NV2t007911002.1, NV2t015823001.1	HEBP2_MOUSE
OG0001410	NV2t015022003.1, NV2t015022001.1, NV2t015022004.1, NV2t015022002.1, NV2t015022005.1, NV2t015022006.1	BBS2_MOUSE
OG0001411	NV2t023803005.1, NV2t023803004.1, NV2t023803003.1, NV2t023803002.1	NUD17_MOUSE
OG0001412	NV2t019927001.1, NV2t019927002.1	PELI3_MOUSE, PELI1_MOUSE, PELI2_MOUSE
OG0001413	NV2t005181002.1, NV2t020537003.1, NV2t020537004.1	RSH6A_MOUSE, RSH4A_MOUSE
OG0001415	NV2t001104001.1, NV2t001104002.1	MIER2_MOUSE, MIER3_MOUSE, MIER1_MOUSE
OG0001416	NV2t003950001.1, NV2t003950002.1, NV2t003950004.1, NV2t003950003.1	MAPK2_MOUSE, MAPK3_MOUSE
OG0001418	NV2t020132001.1, NV2t020132002.1	SNX32_MOUSE, SNX5_MOUSE, SNX6_MOUSE
OG0001419	NV2t005619001.1	EXOC3_MOUSE, EX3L1_MOUSE, TNAP2_MOUSE
OG0001420	NV2t018070001.1	LIPA3_MOUSE, LIPA2_MOUSE
OG0001422	NV2t011790002.1, NV2t011790004.1, NV2t011790003.1, NV2t011790001.1	KI26B_MOUSE, KI26A_MOUSE
OG0001424	NV2t011196001.1, NV2t011196002.1, NV2t011271001.1	PMGT1_MOUSE
OG0001425	NV2t010760001.1, NV2t010760002.1	IHH_MOUSE, DHH_MOUSE, SHH_MOUSE
OG0001427	NV2t012831001.1, NV2t012831002.1, NV2t012831003.1, NV2t012831004.1	OXSR1_MOUSE, STK39_MOUSE
OG0001428	NV2t005258003.1, NV2t005258004.1, NV2t005258002.1, NV2t005258001.1, NV2t005258005.1	VAT1_MOUSE
OG0001429	NV2t018456001.1	CLOCK_MOUSE, NPAS2_MOUSE
OG0001430	NV2t012327002.1, NV2t012327005.1, NV2t012327001.1, NV2t012327004.1	SMRC2_MOUSE, SMRC1_MOUSE
OG0001431	NV2t018279001.1, NV2t018279002.1, NV2t018279003.1, NV2t018279004.1	CPSF7_MOUSE, CPSF6_MOUSE
OG0001433	NV2t008055001.1, NV2t008055002.1	RFOX2_MOUSE, RFOX3_MOUSE, RFOX1_MOUSE
OG0001434	NV2t012201002.1, NV2t012201003.1	TM63C_MOUSE, TM63B_MOUSE, TM63A_MOUSE
OG0001435	NV2t011595001.1	MYL9_MOUSE, ML12B_MOUSE
OG0001436	NV2t011941004.1, NV2t011941005.1, NV2t011941002.1, NV2t011941006.1, NV2t011941001.1, NV2t011941003.1	POLH_MOUSE
OG0001437	NV2t011645001.1, NV2t010794001.1	ENPP4_MOUSE, ENPP5_MOUSE
OG0001438	NV2t025245001.1, NV2t025245002.1, NV2t025245003.1, NV2t025245004.1	RGPS1_MOUSE, RGPS2_MOUSE
OG0001440	NV2t008104001.1, NV2t008102001.1, NV2t008096002.1, NV2t008096001.1	TSEAR_MOUSE
OG0001442	NV2t012676002.1, NV2t012676001.1	ETV1_MOUSE, ETV5_MOUSE, ETV4_MOUSE
OG0001443	NV2t004855001.1, NV2t004856003.1, NV2t004856001.1, NV2t004856005.1, NV2t004856004.1	KITM_MOUSE
OG0001444	NV2t002160005.1, NV2t002160002.1, NV2t002160003.1, NV2t002160004.1, NV2t002160006.1, NV2t002160001.1	CEGT_MOUSE
OG0001445	NV2t011935001.1, NV2t012412001.1	HME2_MOUSE, HME1_MOUSE
OG0001446	NV2t022870003.1, NV2t022870001.1, NV2t022870005.1, NV2t022870002.1, NV2t022870004.1	CERT_MOUSE
OG0001447	NV2t003580002.1, NV2t003580003.1, NV2t003580004.1, NV2t003580001.1	CA2D3_MOUSE, CA2D4_MOUSE
OG0001448	NV2t000789001.1, NV2t000789002.1	PTN12_MOUSE, PTN22_MOUSE, PTN18_MOUSE
OG0001449	NV2t010563005.1, NV2t010563002.1, NV2t010563003.1, NV2t010563001.1, NV2t010563006.1, NV2t010563004.1	E2F7_MOUSE
OG0001450	NV2t010844001.1, NV2t010844002.1	ORML3_MOUSE, ORML2_MOUSE, ORML1_MOUSE
OG0001451	NV2t011739004.1, NV2t011739002.1, NV2t011739001.1, NV2t011739003.1	M4K5_MOUSE, M4K3_MOUSE
OG0001452	NV2t002371001.1, NV2t002371004.1, NV2t002371002.1, NV2t002371003.1	CNOT8_MOUSE, CNOT7_MOUSE
OG0001453	NV2t023622001.1, NV2t023622002.1	LIMS1_MOUSE, LIMS2_MOUSE
OG0001454	NV2t002392003.1, NV2t002392004.1, NV2t002392001.1, NV2t002392002.1	DCNL4_MOUSE, DCNL5_MOUSE
OG0001456	NV2t020398001.1, NV2t020399003.1, NV2t020401002.1, NV2t020401001.1, NV2t020399002.1, NV2t020399001.1	RPAP1_MOUSE
OG0001457	NV2t012599001.1, NV2t012599003.1	MARHB_MOUSE, MARH9_MOUSE, MARH4_MOUSE
OG0001458	NV2t002375001.1, NV2t019676001.1, NV2t019676002.1	AOFB_MOUSE, AOFA_MOUSE
OG0001459	NV2t025738004.1, NV2t025738003.1, NV2t025738002.1, NV2t025738001.1, NV2t025738005.1, NV2t025738006.1	NPDC1_MOUSE
OG0001461	NV2t010961002.1, NV2t010961004.1, NV2t010961001.1, NV2t010961003.1, NV2t010961005.1	ACBD5_MOUSE
OG0001462	NV2t018114001.1, NV2t025675001.1, NV2t025675002.1, NV2t012173001.1	CHODL_MOUSE, LAYN_MOUSE
OG0001463	NV2t005124003.1, NV2t005124004.1, NV2t005124001.1, NV2t005124005.1, NV2t005124002.1	ATX3_MOUSE
OG0001464	NV2t000722001.1, NV2t000722002.1	KIF2C_MOUSE, KIF2B_MOUSE, KIF2A_MOUSE
OG0001465	NV2t015238001.1, NV2t015238002.1, NV2t015238003.1	IPP2_MOUSE
OG0001466	NV2t025963001.1, NV2t000895001.1	HMHA1_MOUSE, GMIP_MOUSE, RHG29_MOUSE
OG0001467	NV2t023134001.1, NV2t023134002.1	CRTC1_MOUSE, CRTC3_MOUSE, CRTC2_MOUSE
OG0001469	NV2t014913001.1, NV2t014914005.1, NV2t014914001.1, NV2t014914004.1, NV2t014914002.1, NV2t014914003.1	BAZ1B_MOUSE
OG0001470	NV2t019266002.1, NV2t019266001.1, NV2t019266003.1, NV2t019266004.1, NV2t019266005.1, NV2t019266006.1	PDCD4_MOUSE
OG0001471	NV2t021541001.1	SL9A9_MOUSE, SL9A7_MOUSE, SL9A6_MOUSE
OG0001472	NV2t016261001.1	DOC2B_MOUSE, DOC2A_MOUSE, DOC2G_MOUSE, RP3A_MOUSE
OG0001473	NV2t022846004.1, NV2t022846005.1, NV2t022846006.1, NV2t022846001.1, NV2t022846003.1, NV2t022846007.1	SNX2_MOUSE
OG0001474	NV2t002887001.1, NV2t002887002.1	DBP_MOUSE, TEF_MOUSE, HLF_MOUSE
OG0001475	NV2t013845008.1, NV2t013845001.1, NV2t013845005.1, NV2t013845006.1, NV2t013845004.1	MTHR_MOUSE
OG0001476	NV2t014761001.1, NV2t003510001.1, NV2t003510002.1	IMDH1_MOUSE, IMDH2_MOUSE
OG0001477	NV2t016311001.1, NV2t016311002.1, NV2t016311003.1, NV2t016311004.1	MARE3_MOUSE, MARE1_MOUSE
OG0001478	NV2t000943005.1, NV2t000943001.1, NV2t000943002.1, NV2t000943003.1, NV2t000943006.1, NV2t000943004.1	CERK1_MOUSE
OG0001479	NV2t008946002.1, NV2t007183002.1, NV2t007183001.1, NV2t007182002.1, NV2t007182001.1, NV2t007182003.1	3MG_MOUSE
OG0001480	NV2t012446008.1, NV2t012446003.1, NV2t012446004.1, NV2t012446005.1, NV2t012446007.1, NV2t012446009.1	DJC10_MOUSE
OG0001481	NV2t000281006.1, NV2t000281005.1, NV2t000281001.1, NV2t000281007.1, NV2t000281004.1	G6PD1_MOUSE, G6PD2_MOUSE
OG0001482	NV2t018672001.1, NV2t018674001.1, NV2t018674002.1	NKX63_MOUSE, NKX61_MOUSE
OG0001483	NV2t003577001.1, NV2t021782001.1, NV2t022291001.1	FND3B_MOUSE, FN3C1_MOUSE, FND3A_MOUSE
OG0001485	NV2t010438001.1, NV2t010440002.1, NV2t010440003.1, NV2t010440001.1	GMCL2_MOUSE, GMCL1_MOUSE
OG0001486	NV2t011269002.1, NV2t011269003.1, NV2t011269001.1, NV2t011269004.1	FXL20_MOUSE, FBXL2_MOUSE
OG0001487	NV2t015090001.1	HNRPF_MOUSE, HNRH2_MOUSE, HNRH1_MOUSE
OG0001488	NV2t001895001.1	F264_MOUSE, F261_MOUSE, F262_MOUSE
OG0001489	NV2t003215001.1, NV2t003215002.1	SGCG_MOUSE, SGCD_MOUSE, SGCZ_MOUSE
OG0001490	NV2t015839001.1, NV2t016238003.1, NV2t016238001.1, NV2t016238004.1, NV2t016238005.1, NV2t016238002.1	UN93A_MOUSE
OG0001491	NV2t010091001.1, NV2t010091003.1, NV2t010091004.1, NV2t010091002.1	KCD20_MOUSE, BTBDA_MOUSE
OG0001492	NV2t013287002.1, NV2t013287001.1, NV2t013287004.1, NV2t013287003.1	MINY1_MOUSE, MINY2_MOUSE
OG0001493	NV2t005452002.1, NV2t005452004.1, NV2t005452003.1, NV2t005452005.1, NV2t005452001.1, NV2t005452006.1	INT8_MOUSE
OG0001494	NV2t002545001.1, NV2t002545002.1, NV2t002545003.1, NV2t002545004.1	SAR1A_MOUSE, SAR1B_MOUSE
OG0001495	NV2t020383004.1, NV2t020379001.1, NV2t020383005.1, NV2t020383001.1, NV2t020383003.1, NV2t020383002.1	ZN318_MOUSE
OG0001496	NV2t000284001.1, NV2t000284002.1, NV2t000284003.1, NV2t000284004.1	SAHH2_MOUSE, SAHH3_MOUSE
OG0001497	NV2t024946001.1, NV2t025089001.1	CIP4_MOUSE, FBP1L_MOUSE, FNBP1_MOUSE
OG0001498	NV2t002722001.1, NV2t002722002.1, NV2t002722003.1, NV2t002722004.1, NV2t002722005.1	TMT1B_MOUSE
OG0001499	NV2t011580001.1, NV2t011580003.1, NV2t011580002.1, NV2t011580004.1	PTN3_MOUSE, PTN4_MOUSE
OG0001500	NV2t020713002.1, NV2t020713004.1, NV2t020713005.1, NV2t020713006.1	PSN2_MOUSE, PSN1_MOUSE
OG0001501	NV2t012477001.1, NV2t012633001.1	TLK1_MOUSE, DHB8_MOUSE, TLK2_MOUSE
OG0001502	NV2t016856001.1, NV2t016857001.1	TGIF1_MOUSE, TGIF2_MOUSE
OG0001504	NV2t005778001.1, NV2t005778002.1	SCD4_MOUSE, SCD2_MOUSE, ACOD1_MOUSE, SCD3_MOUSE
OG0001505	NV2t024935001.1, NV2t024935002.1	DYN1_MOUSE, DYN3_MOUSE, DYN2_MOUSE
OG0001506	NV2t021966001.1, NV2t021966002.1	SAT2_MOUSE, SAT1_MOUSE, SATL1_MOUSE
OG0001507	NV2t008669001.1	TXLNB_MOUSE, TXLNA_MOUSE, TXLNG_MOUSE
OG0001508	NV2t010187001.1, NV2t010187002.1	TSN14_MOUSE, TSN5_MOUSE, TSN17_MOUSE
OG0001509	NV2t008571004.1, NV2t008571001.1, NV2t008571002.1, NV2t008571006.1, NV2t008571005.1, NV2t008571003.1	MGST3_MOUSE
OG0001510	NV2t012420001.1, NV2t012420002.1, NV2t012420003.1, NV2t012420004.1	RCOR3_MOUSE, RCOR1_MOUSE
OG0001511	NV2t014222001.1, NV2t014222002.1	IGDC3_MOUSE, IGDC4_MOUSE, PRTG_MOUSE
OG0001512	NV2t001824002.1, NV2t001824004.1, NV2t001824001.1, NV2t001824003.1	KSYK_MOUSE, ZAP70_MOUSE
OG0001513	NV2t016087001.1, NV2t015533001.1	S13A3_MOUSE, S13A2_MOUSE, S13A5_MOUSE
OG0001514	NV2t000645001.1, NV2t000645002.1	FOXP1_MOUSE, FOXP4_MOUSE, FOXP2_MOUSE
OG0001515	NV2t008650003.1, NV2t008650005.1, NV2t008650004.1, NV2t008650001.1, NV2t008650002.1	DCAM1_MOUSE, DCAM2_MOUSE
OG0001516	NV2t023898001.1, NV2t023897001.1, NV2t023897002.1, NV2t023897003.1	THEM5_MOUSE, THEM4_MOUSE
OG0001517	NV2t004352001.1, NV2t004352003.1, NV2t004352002.1, NV2t004352004.1	IMPA2_MOUSE, IMPA1_MOUSE
OG0001518	NV2t000824001.1, NV2t000824002.1	CELR3_MOUSE, CELR2_MOUSE, CELR1_MOUSE
OG0001522	NV2t014540001.1, NV2t014540002.1, NV2t013244001.1, NV2t014539001.1, NV2t007840001.1, NV2t015787001.1	CD59A_MOUSE, CD59B_MOUSE
OG0001526	NV2t017054001.1, NV2t017115001.1, NV2t017115002.1	S43A3_MOUSE, LAT4_MOUSE, LAT3_MOUSE
OG0001527	NV2t016880001.1	MMP14_MOUSE, MMP15_MOUSE, MMP16_MOUSE, MMP24_MOUSE
OG0001529	NV2t012927001.1	NAR1_MOUSE, NAR5_MOUSE, NAR2A_MOUSE, NAR2B_MOUSE, NAR4_MOUSE
OG0001530	NV2t005468005.1, NV2t005468003.1, NV2t005468004.1, NV2t005468001.1, NV2t005468002.1	NECA3_MOUSE, NECA1_MOUSE
OG0001534	NV2t011466001.1	PCBP4_MOUSE, PCBP3_MOUSE, PCBP1_MOUSE, PCBP2_MOUSE
OG0001535	NV2t022691001.1	RBP2_MOUSE
OG0001536	NV2t003719001.1, NV2t003128001.1, NV2t003129001.1	RETN_MOUSE, RETNB_MOUSE, RETNA_MOUSE, RETNG_MOUSE
OG0001541	NV2t019998004.1, NV2t019998001.1, NV2t019998002.1, NV2t019998003.1, NV2t019998007.1, NV2t019998005.1, NV2t019998006.1	TREF1_MOUSE
OG0001551	NV2t022242001.1, NV2t022242002.1, NV2t022242003.1	TSN7_MOUSE, TSN6_MOUSE
OG0001552	NV2t017741001.1	CD81_MOUSE, TSN2_MOUSE, CD9_MOUSE
OG0001553	NV2t016062001.1	TBA1A_MOUSE, TBA1B_MOUSE, TBA1C_MOUSE
OG0001554	NV2t015492003.1, NV2t015492001.1, NV2t015492002.1	MK01_MOUSE, MK03_MOUSE
OG0001555	NV2t002023002.1, NV2t002023004.1, NV2t002023001.1, NV2t002023003.1, NV2t002023005.1	MK07_MOUSE
OG0001556	NV2t001407001.1, NV2t001407002.1, NV2t004258001.1, NV2t012200001.1	TBB1_MOUSE
OG0001557	NV2t012320002.1, NV2t012320001.1, NV2t012320003.1	TRIM3_MOUSE, TRIM2_MOUSE
OG0001558	NV2t016273001.1, NV2t016270001.1, NV2t016270002.1	MUC4_MOUSE
OG0001559	NV2t022670001.1	AT11B_MOUSE, AT11C_MOUSE, AT11A_MOUSE
OG0001560	NV2t002634001.1	AT10A_MOUSE, AT10B_MOUSE, AT10D_MOUSE
OG0001561	NV2t023797001.1, NV2t023797002.1, NV2t023798001.1, NV2t023798002.1, NV2t023798003.1, NV2t023798004.1	DAZP1_MOUSE
OG0001562	NV2t012066001.1	TRAF3_MOUSE
OG0001563	NV2t012147001.1	LRP2_MOUSE, LRP1_MOUSE, LRP1B_MOUSE
OG0001564	NV2t021719001.1	SOX2_MOUSE, SOX3_MOUSE, SOX1_MOUSE
OG0001565	NV2t015571001.1	SOX17_MOUSE, SOX7_MOUSE, SOX18_MOUSE
OG0001566	NV2t020324001.1, NV2t020324002.1	GBG10_MOUSE, GBG5_MOUSE
OG0001567	NV2t017442001.1	ALX3_MOUSE, ALX1_MOUSE, ALX4_MOUSE
OG0001568	NV2t011366001.1	ACV1C_MOUSE, ACV1B_MOUSE, TGFR1_MOUSE
OG0001569	NV2t013851002.1	BMR1A_MOUSE, BMR1B_MOUSE
OG0001570	NV2t003378001.1	PITX3_MOUSE, PITX1_MOUSE, PITX2_MOUSE
OG0001571	NV2t022992001.1, NV2t022992002.1, NV2t022992003.1	RIT1_MOUSE, RIT2_MOUSE
OG0001572	NV2t011138001.1, NV2t011132001.1, NV2t011134001.1	NKX22_MOUSE
OG0001573	NV2t018725001.1	NKX23_MOUSE, NKX25_MOUSE, NKX26_MOUSE
OG0001575	NV2t024899001.1	DHX29_MOUSE, DHX30_MOUSE, DHX9_MOUSE
OG0001577	NV2t025591001.1	DOK4_MOUSE, DOK5_MOUSE, DOK6_MOUSE
OG0001578	NV2t006816002.1, NV2t006816001.1, NV2t006743001.1, NV2t006731001.1, NV2t006740001.1	CENPE_MOUSE
OG0001579	NV2t007296002.1, NV2t007296001.1, NV2t007296003.1	KC1D_MOUSE, KC1E_MOUSE
OG0001580	NV2t014138001.1, NV2t014138002.1, NV2t014138003.1	COR2B_MOUSE, COR2A_MOUSE
OG0001581	NV2t023605001.1	INSRR_MOUSE, INSR_MOUSE, IGF1R_MOUSE
OG0001582	NV2t002670003.1, NV2t002670001.1, NV2t002670002.1	SMCA1_MOUSE, SMCA5_MOUSE
OG0001583	NV2t003822001.1	IOD1_MOUSE
OG0001584	NV2t011403001.1	HEYL_MOUSE, HEY1_MOUSE, HEY2_MOUSE
OG0001585	NV2t007069001.1	H31_MOUSE, H3C_MOUSE, H33_MOUSE
OG0001586	NV2t006489001.1	GDF7_MOUSE, GDF5_MOUSE, GDF6_MOUSE
OG0001587	NV2t019992001.1, NV2t019996001.1, NV2t022463001.1, NV2t022463002.1	VMA5A_MOUSE
OG0001588	NV2t014926001.1, NV2t012502001.1	ING2_MOUSE, ING1_MOUSE
OG0001589	NV2t008878001.1	SH3K1_MOUSE, CD2AP_MOUSE
OG0001590	NV2t023936003.1, NV2t023936001.1, NV2t023936002.1	ARNT2_MOUSE, ARNT_MOUSE
OG0001593	NV2t003444001.1	TMM91_MOUSE, SYNG1_MOUSE, SYN1L_MOUSE
OG0001594	NV2t020129001.1	HIG1B_MOUSE, HIG1A_MOUSE, HIG1C_MOUSE
OG0001595	NV2t002977001.1	SMAD9_MOUSE, SMAD5_MOUSE, SMAD1_MOUSE
OG0001596	NV2t013647001.1	TFE2_MOUSE, ITF2_MOUSE, HTF4_MOUSE
OG0001597	NV2t017600001.1	ASB15_MOUSE, ASB14_MOUSE, ASB2_MOUSE
OG0001598	NV2t020340001.1	2A5B_MOUSE, 2A5E_MOUSE, 2A5A_MOUSE
OG0001599	NV2t021848001.1	FRMD7_MOUSE, FARP1_MOUSE, FARP2_MOUSE
OG0001600	NV2t007441003.1, NV2t015991001.1, NV2t015991003.1	PP1G_MOUSE, PP1A_MOUSE
OG0001601	NV2t011716001.1, NV2t009060001.1	GABR2_MOUSE
OG0001602	NV2t017733001.1, NV2t017733002.1, NV2t017031001.1	TDRD1_MOUSE
OG0001603	NV2t000692001.1	ABCA4_MOUSE, ABCA1_MOUSE, ABCA7_MOUSE
OG0001604	NV2t012121001.1, NV2t012121002.1	ANR28_MOUSE, ANR52_MOUSE, ANR44_MOUSE
OG0001605	NV2t000211003.1, NV2t000211002.1, NV2t000211004.1	TRXR3_MOUSE, TRXR1_MOUSE
OG0001606	NV2t015104001.1	PHC3_MOUSE, PHC1_MOUSE, PHC2_MOUSE
OG0001607	NV2t003850001.1	UBP11_MOUSE, UBP15_MOUSE, UBP4_MOUSE
OG0001608	NV2t000295001.1	PLK5_MOUSE, PLK2_MOUSE, PLK3_MOUSE
OG0001609	NV2t008299004.1, NV2t008299005.1, NV2t008299001.1, NV2t008299002.1, NV2t008299003.1	DMD_MOUSE
OG0001610	NV2t000830001.1, NV2t013754001.1, NV2t013760001.1, NV2t016644001.1, NV2t020921001.1	ASMT_MOUSE
OG0001611	NV2t017928001.1, NV2t017928003.1, NV2t017928002.1	LRP6_MOUSE, LRP5_MOUSE
OG0001612	NV2t015963001.1	STX2_MOUSE, STX1B_MOUSE, STX1A_MOUSE
OG0001613	NV2t015005001.1, NV2t015005002.1, NV2t015005003.1	NHRF2_MOUSE, NHRF1_MOUSE
OG0001614	NV2t006927001.1	RFNG_MOUSE, MFNG_MOUSE, LFNG_MOUSE
OG0001616	NV2t010880001.1	AT5G2_MOUSE, AT5G3_MOUSE, AT5G1_MOUSE
OG0001617	NV2t022479001.1	AP1S3_MOUSE, AP1S1_MOUSE, AP1S2_MOUSE
OG0001618	NV2t022523001.1, NV2t007346001.1	F234B_MOUSE, F234A_MOUSE
OG0001619	NV2t017224001.1	ALDOB_MOUSE, ALDOC_MOUSE, ALDOA_MOUSE
OG0001620	NV2t001200001.1, NV2t002252001.1	THIO_MOUSE, TXND2_MOUSE
OG0001621	NV2t025586002.1, NV2t025586003.1, NV2t025586001.1	ABHGB_MOUSE, ABHGA_MOUSE
OG0001622	NV2t000962001.1, NV2t000962002.1	RBM5_MOUSE, RBM10_MOUSE
OG0001623	NV2t016306002.1, NV2t016309001.1, NV2t016306001.1, NV2t016306003.1	PHAR4_MOUSE
OG0001624	NV2t015235001.1, NV2t015235004.1, NV2t015235005.1, NV2t015235002.1, NV2t015235003.1	DAAF3_MOUSE
OG0001627	NV2t014334001.1, NV2t014334002.1, NV2t015150001.1	SYT15_MOUSE
OG0001628	NV2t012608001.1	ARL5B_MOUSE, ARL5C_MOUSE, ARL5A_MOUSE
OG0001629	NV2t016143005.1, NV2t016143003.1, NV2t016143001.1, NV2t016143004.1, NV2t016143002.1	SDS3_MOUSE
