Orthogroup	Nvec	Gfas
OG0000201	NV2t021927001.1	gfas1.m1.9264.m1, gfas1.m1.23696.m1, gfas1.m1.20410.m1, gfas1.m1.12514.m1, gfas1.m1.20522.m1, gfas1.m1.7552.m1, gfas1.m1.21511.m1, gfas1.m1.3833.m1, gfas1.m1.19055.m1, gfas1.m1.23454.m1, gfas1.m1.22235.m1, gfas1.m1.19054.m1, gfas1.m1.7557.m1, gfas1.m1.10386.m1, gfas1.m1.7551.m1, gfas1.m1.7556.m1, gfas1.m1.2456.m1
OG0000202	NV2t006580001.1, NV2t006580002.1, NV2t006580003.1, NV2t006580004.1, NV2t006580005.1, NV2t006580006.1, NV2t006580007.1, NV2t006580008.1, NV2t006580009.1	gfas1.m1.22990.m1, gfas1.m1.12958.m1, gfas1.m1.11680.m1, gfas1.m1.12117.m1, gfas1.m1.12116.m1, gfas1.m1.18693.m1, gfas1.m1.13090.m1
OG0000205	NV2t005849001.1	gfas1.m1.16676.m1
OG0000205	NV2t025293001.1, NV2t025293002.1, NV2t025293003.1	gfas1.m1.13833.m1, gfas1.m1.9780.m1, gfas1.m1.11570.m1, gfas1.m1.11569.m1, gfas1.m1.11568.m1, gfas1.m1.10948.m1, gfas1.m1.13384.m1, gfas1.m1.17178.m1, gfas1.m1.12956.m1, gfas1.m1.12955.m1, gfas1.m1.9149.m1, gfas1.m1.12957.m1, gfas1.m1.7978.m1, gfas1.m1.17386.m1, gfas1.m1.17382.m1, gfas1.m1.9451.m1, gfas1.m1.16377.m1, gfas1.m1.16378.m1, gfas1.m1.16168.m1, gfas1.m1.6512.m1
OG0000206	NV2t023476001.1	gfas1.m1.4943.m1, gfas1.m1.4940.m1, gfas1.m1.4937.m1, gfas1.m1.4939.m1
OG0000206	NV2t023078001.1, NV2t023067001.1, NV2t023067002.1, NV2t023067003.1	gfas1.m1.4944.m1, gfas1.m1.4946.m1
OG0000206	NV2t023157001.1, NV2t024289001.1	gfas1.m1.7485.m1, gfas1.m1.7488.m1
OG0000207	NV2t021476001.1, NV2t022547003.1, NV2t022547005.1, NV2t022547006.1, NV2t022547004.1, NV2t019701001.1, NV2t019701002.1, NV2t019701004.1, NV2t019627002.1, NV2t019701005.1, NV2t019626001.1, NV2t019682001.1, NV2t019701003.1, NV2t019681002.1, NV2t019681001.1, NV2t019627001.1	gfas1.m1.13614.m1, gfas1.m1.13612.m1
OG0000208	NV2t023413001.1	gfas1.m1.23977.m1
OG0000208	NV2t024578001.1, NV2t005315001.1, NV2t009468001.1, NV2t009367002.1, NV2t009367003.1, NV2t009925001.1, NV2t013757001.1, NV2t005654001.1	gfas1.m1.8768.m1, gfas1.m1.19594.m1, gfas1.m1.10878.m1, gfas1.m1.10881.m1, gfas1.m1.10880.m1, gfas1.m1.10879.m1, gfas1.m1.6952.m1, gfas1.m1.12767.m1, gfas1.m1.23829.m1, gfas1.m1.19327.m1, gfas1.m1.13158.m1, gfas1.m1.12925.m1, gfas1.m1.12890.m1, gfas1.m1.12203.m1, gfas1.m1.9950.m1
OG0000209	NV2t017628001.1	gfas1.m1.15647.m1
OG0000210	NV2t007615001.1	gfas1.m1.13422.m1
OG0000212	NV2t016659001.1	gfas1.m1.19382.m1
OG0000212	NV2t002830001.1	gfas1.m1.17915.m1
OG0000212	NV2t004062001.1	gfas1.m1.17284.m1
OG0000212	NV2t007434001.1	gfas1.m1.17065.m1
OG0000212	NV2t007218001.1	gfas1.m1.15392.m1, gfas1.m1.23494.m1
OG0000212	NV2t012368001.1	gfas1.m1.14908.m1, gfas1.m1.15394.m1, gfas1.m1.10560.m1
OG0000212	NV2t007437001.1	gfas1.m1.15391.m1, gfas1.m1.10558.m1, gfas1.m1.17066.m1
OG0000213	NV2t024679001.1, NV2t016886001.1, NV2t022831001.1, NV2t001843001.1	gfas1.m1.2605.m1, gfas1.m1.10557.m1, gfas1.m1.22820.m1, gfas1.m1.420.m1, gfas1.m1.12304.m1, gfas1.m1.21736.m1, gfas1.m1.7542.m1, gfas1.m1.11984.m1, gfas1.m1.9659.m1, gfas1.m1.6617.m1, gfas1.m1.20312.m1, gfas1.m1.21718.m1, gfas1.m1.11885.m1, gfas1.m1.20748.m1, gfas1.m1.7539.m1
OG0000213	NV2t025290001.1	gfas1.m1.2735.m1
OG0000214	NV2t010044001.1, NV2t010044002.1	gfas1.m1.10563.m1, gfas1.m1.17617.m1
OG0000214	NV2t020105001.1, NV2t020105002.1	gfas1.m1.17493.m1, gfas1.m1.9045.m1, gfas1.m1.17293.m1, gfas1.m1.6470.m1, gfas1.m1.6471.m1, gfas1.m1.19962.m1, gfas1.m1.6984.m1, gfas1.m1.19963.m1, gfas1.m1.1763.m1, gfas1.m1.14110.m1, gfas1.m1.19130.m1, gfas1.m1.2410.m1, gfas1.m1.2408.m1, gfas1.m1.14112.m1, gfas1.m1.7484.m1, gfas1.m1.16412.m1, gfas1.m1.16409.m1, gfas1.m1.10907.m1
OG0000215	NV2t010235001.1	gfas1.m1.10788.m1
OG0000215	NV2t001572001.1, NV2t004766001.1, NV2t024345001.1	gfas1.m1.8412.m1, gfas1.m1.11828.m1, gfas1.m1.23786.m1, gfas1.m1.11558.m1, gfas1.m1.10550.m1, gfas1.m1.10718.m1, gfas1.m1.11044.m1, gfas1.m1.22879.m1, gfas1.m1.11081.m1, gfas1.m1.21480.m1, gfas1.m1.9304.m1, gfas1.m1.22551.m1, gfas1.m1.9420.m1, gfas1.m1.10479.m1, gfas1.m1.10502.m1, gfas1.m1.10573.m1, gfas1.m1.9914.m1, gfas1.m1.5874.m1, gfas1.m1.21412.m1
OG0000216	NV2t022271003.1, NV2t022271001.1, NV2t022271002.1	gfas1.m1.2943.m1, gfas1.m1.6919.m1
OG0000216	NV2t020319001.1	gfas1.m1.14748.m1
OG0000217	NV2t008923001.1	gfas1.m1.22304.m1, gfas1.m1.13130.m1
OG0000217	NV2t024859001.1	gfas1.m1.20962.m1, gfas1.m1.21461.m1, gfas1.m1.19809.m1, gfas1.m1.20960.m1, gfas1.m1.11922.m1, gfas1.m1.22142.m1, gfas1.m1.9181.m1, gfas1.m1.21903.m1, gfas1.m1.9963.m1, gfas1.m1.20594.m1, gfas1.m1.14250.m1, gfas1.m1.20593.m1, gfas1.m1.12620.m1, gfas1.m1.23674.m1, gfas1.m1.21591.m1, gfas1.m1.23663.m1, gfas1.m1.19184.m1, gfas1.m1.21590.m1, gfas1.m1.10033.m1, gfas1.m1.3794.m1
OG0000218	NV2t000526001.1, NV2t020510001.1, NV2t020510002.1, NV2t020510003.1, NV2t020510004.1, NV2t020510005.1, NV2t020510006.1, NV2t020510007.1, NV2t020510008.1, NV2t020510009.1, NV2t020510010.1, NV2t001797001.1	gfas1.m1.20352.m1, gfas1.m1.16058.m1, gfas1.m1.17889.m1, gfas1.m1.5736.m1, gfas1.m1.8015.m1
OG0000219	NV2t009601001.1, NV2t009601003.1, NV2t009601002.1, NV2t011326001.1, NV2t011326002.1, NV2t011326004.1, NV2t011326003.1	gfas1.m1.13644.m1
OG0000219	NV2t004704001.1	gfas1.m1.8751.m1, gfas1.m1.8755.m1, gfas1.m1.8757.m1
OG0000220	NV2t008622001.1, NV2t021517001.1, NV2t025533001.1, NV2t007405001.1, NV2t007405003.1, NV2t007405004.1, NV2t007405006.1, NV2t007405002.1, NV2t007405005.1, NV2t007408004.1, NV2t007408001.1, NV2t007408003.1, NV2t007408005.1, NV2t007408002.1, NV2t007408006.1	gfas1.m1.7028.m1, gfas1.m1.8270.m1, gfas1.m1.18465.m1, gfas1.m1.18466.m1, gfas1.m1.12959.m1, gfas1.m1.7851.m1, gfas1.m1.8547.m1
OG0000221	NV2t021315001.1, NV2t021321001.1, NV2t021308001.1, NV2t021322001.1, NV2t021310001.1, NV2t021318001.1, NV2t021316001.1, NV2t021317001.1, NV2t021309001.1	gfas1.m1.21876.m1, gfas1.m1.12484.m1, gfas1.m1.12482.m1, gfas1.m1.16291.m1, gfas1.m1.12483.m1, gfas1.m1.13094.m1, gfas1.m1.12913.m1, gfas1.m1.16290.m1, gfas1.m1.19618.m1, gfas1.m1.12259.m1, gfas1.m1.19617.m1
OG0000222	NV2t006815001.1, NV2t025763001.1, NV2t003961001.1, NV2t003961002.1, NV2t002333001.1, NV2t002333002.1, NV2t009465001.1, NV2t015762002.1, NV2t015762001.1, NV2t006011001.1, NV2t022456001.1, NV2t025837001.1, NV2t025837004.1, NV2t025837005.1, NV2t025837006.1, NV2t025837003.1, NV2t022093001.1, NV2t015768001.1, NV2t023032001.1, NV2t020069001.1, NV2t025837002.1	gfas1.m1.11872.m1, gfas1.m1.23568.m1, gfas1.m1.12930.m1
OG0000223	NV2t011516002.1, NV2t011516001.1, NV2t011516003.1	gfas1.m1.1721.m1
OG0000223	NV2t012411001.1, NV2t012411003.1, NV2t012411002.1	gfas1.m1.1719.m1
OG0000223	NV2t011346001.1, NV2t011346002.1, NV2t011346003.1	gfas1.m1.1720.m1
OG0000224	NV2t011591010.1, NV2t011591002.1, NV2t011591003.1, NV2t011591005.1, NV2t011591006.1, NV2t011591011.1, NV2t011591016.1, NV2t011591017.1, NV2t011591007.1, NV2t011591014.1, NV2t011591018.1, NV2t011591015.1, NV2t011591013.1, NV2t011591008.1, NV2t011591009.1, NV2t011591019.1, NV2t011591004.1, NV2t011591001.1, NV2t011591012.1	gfas1.m1.17875.m1
OG0000229	NV2t013369001.1, NV2t013369002.1	gfas1.m1.13338.m1
OG0000229	NV2t024331001.1	gfas1.m1.2931.m1
OG0000229	NV2t003907001.1	gfas1.m1.16729.m1
OG0000229	NV2t009790001.1	gfas1.m1.14261.m1
OG0000229	NV2t012693001.1, NV2t012693002.1, NV2t012693003.1	gfas1.m1.18934.m1
OG0000229	NV2t011913001.1	gfas1.m1.14380.m1
OG0000229	NV2t014387001.1	gfas1.m1.16209.m1
OG0000230	NV2t011267001.1	gfas1.m1.3927.m1
OG0000230	NV2t005817001.1	gfas1.m1.10164.m1
OG0000230	NV2t017619001.1	gfas1.m1.19078.m1
OG0000230	NV2t005936001.1, NV2t005936002.1	gfas1.m1.21056.m1
OG0000230	NV2t021346001.1	gfas1.m1.14839.m1
OG0000231	NV2t009562001.1, NV2t009562002.1	gfas1.m1.6504.m1
OG0000234	NV2t002923001.1	gfas1.m1.18717.m1
OG0000234	NV2t022373001.1	gfas1.m1.16519.m1, gfas1.m1.16517.m1
OG0000234	NV2t021872001.1, NV2t015881001.1	gfas1.m1.271.m1
OG0000234	NV2t015882001.1, NV2t015882002.1, NV2t016661001.1	gfas1.m1.16529.m1
OG0000235	NV2t024754001.1	gfas1.m1.21841.m1, gfas1.m1.21211.m1
OG0000235	NV2t019887001.1, NV2t002319001.1, NV2t015292001.1, NV2t000323001.1, NV2t012766001.1	gfas1.m1.23725.m1, gfas1.m1.9653.m1, gfas1.m1.11179.m1, gfas1.m1.11282.m1, gfas1.m1.19060.m1, gfas1.m1.6088.m1, gfas1.m1.22665.m1, gfas1.m1.23048.m1, gfas1.m1.13088.m1, gfas1.m1.22908.m1, gfas1.m1.18038.m1, gfas1.m1.12370.m1, gfas1.m1.23116.m1, gfas1.m1.8082.m1, gfas1.m1.22347.m1
OG0000236	NV2t006595001.1, NV2t009471001.1, NV2t008150001.1, NV2t012930001.1	gfas1.m1.10313.m1
OG0000236	NV2t012960003.1, NV2t024329001.1, NV2t024329002.1	gfas1.m1.20761.m1, gfas1.m1.21130.m1, gfas1.m1.11290.m1, gfas1.m1.21058.m1, gfas1.m1.22540.m1, gfas1.m1.23026.m1, gfas1.m1.19952.m1, gfas1.m1.22541.m1, gfas1.m1.11291.m1, gfas1.m1.9154.m1, gfas1.m1.23061.m1, gfas1.m1.12263.m1, gfas1.m1.23618.m1, gfas1.m1.22274.m1, gfas1.m1.19598.m1
OG0000237	NV2t014196001.1, NV2t024034001.1, NV2t008707001.1, NV2t008707002.1, NV2t008710001.1, NV2t016397001.1, NV2t009638001.1, NV2t009638002.1, NV2t009638003.1, NV2t009624001.1, NV2t009623001.1, NV2t009626001.1, NV2t009627001.1, NV2t009634001.1, NV2t009637001.1, NV2t009645001.1, NV2t009718001.1, NV2t009641001.1	gfas1.m1.10031.m1
OG0000238	NV2t024843001.1, NV2t024844001.1, NV2t021485001.1, NV2t021485002.1, NV2t021498002.1, NV2t021498003.1, NV2t021498001.1, NV2t021498004.1, NV2t021500001.1, NV2t021499001.1, NV2t021493001.1, NV2t021501001.1, NV2t021501002.1, NV2t021496002.1, NV2t021496001.1, NV2t021497001.1, NV2t021495003.1, NV2t021495001.1, NV2t021495002.1	gfas1.m1.13272.m1, gfas1.m1.21518.m1, gfas1.m1.2816.m1, gfas1.m1.5365.m1
OG0000242	NV2t016346001.1	gfas1.m1.258.m1
OG0000242	NV2t005126001.1, NV2t004427001.1, NV2t025986001.1, NV2t004425001.1, NV2t004991001.1	gfas1.m1.6746.m1, gfas1.m1.6745.m1, gfas1.m1.328.m1, gfas1.m1.331.m1, gfas1.m1.333.m1, gfas1.m1.2625.m1, gfas1.m1.329.m1, gfas1.m1.1642.m1, gfas1.m1.9231.m1
OG0000242	NV2t005630001.1	gfas1.m1.798.m1
OG0000242	NV2t006314001.1	gfas1.m1.802.m1
OG0000243	NV2t011325001.1	gfas1.m1.13642.m1
OG0000243	NV2t004236001.1, NV2t004237001.1	gfas1.m1.19445.m1
OG0000243	NV2t011956001.1	gfas1.m1.988.m1
OG0000243	NV2t011955001.1, NV2t011955002.1	gfas1.m1.17021.m1, gfas1.m1.8582.m1, gfas1.m1.22642.m1, gfas1.m1.17022.m1, gfas1.m1.6106.m1, gfas1.m1.17024.m1, gfas1.m1.17025.m1, gfas1.m1.17019.m1
OG0000243	NV2t010873001.1	gfas1.m1.18067.m1, gfas1.m1.18068.m1
OG0000244	NV2t010499001.1, NV2t020263001.1, NV2t020258001.1, NV2t020261001.1	gfas1.m1.18948.m1, gfas1.m1.23354.m1, gfas1.m1.15442.m1, gfas1.m1.23357.m1, gfas1.m1.2043.m1, gfas1.m1.19131.m1
OG0000244	NV2t024569001.1	gfas1.m1.1001.m1, gfas1.m1.4799.m1, gfas1.m1.4414.m1, gfas1.m1.20957.m1, gfas1.m1.6448.m1
OG0000245	NV2t011407001.1, NV2t011406001.1, NV2t012313001.1, NV2t009517001.1, NV2t018537001.1	gfas1.m1.12459.m1, gfas1.m1.12460.m1, gfas1.m1.23578.m1, gfas1.m1.10837.m1, gfas1.m1.10813.m1, gfas1.m1.22442.m1, gfas1.m1.22500.m1, gfas1.m1.10814.m1, gfas1.m1.14340.m1, gfas1.m1.11877.m1, gfas1.m1.19794.m1, gfas1.m1.19798.m1, gfas1.m1.20800.m1, gfas1.m1.8736.m1, gfas1.m1.11876.m1, gfas1.m1.22857.m1, gfas1.m1.22215.m1
OG0000246	NV2t008030003.1	gfas1.m1.16751.m1, gfas1.m1.10069.m1, gfas1.m1.12150.m1, gfas1.m1.10030.m1, gfas1.m1.22545.m1, gfas1.m1.16749.m1, gfas1.m1.7064.m1, gfas1.m1.22337.m1, gfas1.m1.8169.m1, gfas1.m1.22938.m1, gfas1.m1.23899.m1, gfas1.m1.12867.m1, gfas1.m1.11897.m1, gfas1.m1.21700.m1, gfas1.m1.10762.m1, gfas1.m1.11048.m1, gfas1.m1.9619.m1, gfas1.m1.8165.m1, gfas1.m1.11058.m1, gfas1.m1.12426.m1
OG0000247	NV2t003413001.1, NV2t003413002.1	gfas1.m1.1212.m1
OG0000247	NV2t003410001.1, NV2t003410002.1, NV2t003410006.1	gfas1.m1.1226.m1, gfas1.m1.1224.m1
OG0000247	NV2t007258001.1	gfas1.m1.13962.m1, gfas1.m1.13961.m1
OG0000248	NV2t005899003.1, NV2t005899016.1, NV2t005899015.1, NV2t005899017.1, NV2t005899022.1, NV2t005899014.1, NV2t005899018.1, NV2t005899013.1, NV2t005899010.1, NV2t005899023.1, NV2t005899009.1, NV2t005899012.1, NV2t005899011.1, NV2t005899019.1, NV2t005899020.1	gfas1.m1.9081.m1
OG0000249	NV2t019653001.1	gfas1.m1.4258.m1
OG0000249	NV2t017107001.1, NV2t016569001.1	gfas1.m1.6040.m1
OG0000249	NV2t017038001.1, NV2t017148001.1, NV2t016567001.1	gfas1.m1.6041.m1
OG0000251	NV2t010186001.1, NV2t010186002.1	gfas1.m1.5549.m1
OG0000251	NV2t014267005.1, NV2t014267009.1, NV2t014267003.1, NV2t014267008.1, NV2t014267010.1, NV2t014267001.1, NV2t014267002.1, NV2t014267004.1, NV2t014267006.1, NV2t014267007.1	gfas1.m1.2149.m1
OG0000252	NV2t019770001.1	gfas1.m1.4131.m1, gfas1.m1.4121.m1, gfas1.m1.4120.m1
OG0000252	NV2t024915001.1	gfas1.m1.6628.m1, gfas1.m1.3763.m1, gfas1.m1.3762.m1
OG0000252	NV2t009595001.1	gfas1.m1.22105.m1, gfas1.m1.9273.m1, gfas1.m1.9516.m1
OG0000252	NV2t023616002.1, NV2t023616001.1, NV2t023616003.1	gfas1.m1.1647.m1
OG0000253	NV2t005727001.1, NV2t002216003.1, NV2t002216004.1, NV2t002216001.1, NV2t002216002.1, NV2t021785001.1, NV2t009302001.1, NV2t009305001.1, NV2t009359001.1	gfas1.m1.20733.m1, gfas1.m1.17498.m1, gfas1.m1.8475.m1, gfas1.m1.21294.m1, gfas1.m1.17502.m1, gfas1.m1.4576.m1, gfas1.m1.17501.m1, gfas1.m1.17503.m1, gfas1.m1.4577.m1, gfas1.m1.17918.m1, gfas1.m1.17496.m1
OG0000254	NV2t004537001.1	gfas1.m1.528.m1, gfas1.m1.14398.m1
OG0000254	NV2t015228001.1	gfas1.m1.14607.m1, gfas1.m1.16706.m1, gfas1.m1.2572.m1, gfas1.m1.7840.m1, gfas1.m1.7847.m1, gfas1.m1.7848.m1, gfas1.m1.14813.m1, gfas1.m1.20476.m1, gfas1.m1.6509.m1, gfas1.m1.21713.m1, gfas1.m1.8018.m1, gfas1.m1.16287.m1, gfas1.m1.16288.m1, gfas1.m1.16289.m1, gfas1.m1.20475.m1, gfas1.m1.8433.m1, gfas1.m1.16709.m1, gfas1.m1.8434.m1
OG0000255	NV2t007630001.1	gfas1.m1.17475.m1
OG0000255	NV2t000205001.1	gfas1.m1.2734.m1
OG0000255	NV2t016854001.1	gfas1.m1.6520.m1
OG0000255	NV2t000733001.1	gfas1.m1.4936.m1
OG0000256	NV2t016021001.1	gfas1.m1.16977.m1
OG0000256	NV2t016754001.1, NV2t016754002.1, NV2t003676001.1, NV2t003676002.1, NV2t003674001.1, NV2t003674002.1	gfas1.m1.14731.m1, gfas1.m1.21400.m1
OG0000256	NV2t016022001.1	gfas1.m1.13753.m1, gfas1.m1.19126.m1, gfas1.m1.16976.m1, gfas1.m1.19127.m1
OG0000257	NV2t007047001.1, NV2t007050001.1	gfas1.m1.22441.m1, gfas1.m1.7891.m1
OG0000257	NV2t017854001.1, NV2t024411002.1, NV2t018962001.1, NV2t018962007.1, NV2t018962003.1, NV2t018962005.1, NV2t018962006.1, NV2t018433001.1	gfas1.m1.8203.m1, gfas1.m1.21441.m1, gfas1.m1.7417.m1, gfas1.m1.6556.m1, gfas1.m1.23422.m1, gfas1.m1.6557.m1
OG0000258	NV2t025463001.1, NV2t011255001.1	gfas1.m1.2852.m1, gfas1.m1.2850.m1, gfas1.m1.2851.m1, gfas1.m1.8598.m1, gfas1.m1.23096.m1, gfas1.m1.23129.m1, gfas1.m1.20158.m1, gfas1.m1.1241.m1, gfas1.m1.12627.m1, gfas1.m1.19007.m1, gfas1.m1.17698.m1, gfas1.m1.17697.m1, gfas1.m1.11853.m1, gfas1.m1.1657.m1, gfas1.m1.20030.m1, gfas1.m1.19261.m1
OG0000259	NV2t014919004.1, NV2t014919001.1, NV2t014919002.1, NV2t014919003.1, NV2t014919005.1, NV2t010399001.1, NV2t010038001.1, NV2t010253001.1, NV2t002666001.1, NV2t017647001.1, NV2t017648001.1, NV2t025851001.1, NV2t025851002.1, NV2t017429004.1, NV2t017429001.1, NV2t017429002.1, NV2t017429003.1, NV2t017421001.1, NV2t017422001.1, NV2t025847001.1, NV2t025847002.1	gfas1.m1.12884.m1
OG0000260	NV2t022391006.1, NV2t022391003.1, NV2t022391004.1, NV2t022391001.1, NV2t022391002.1	gfas1.m1.15487.m1
OG0000260	NV2t023331009.1, NV2t023331001.1, NV2t023331006.1, NV2t023331005.1, NV2t023331008.1, NV2t023331007.1, NV2t023331004.1, NV2t023331002.1, NV2t023331003.1	gfas1.m1.7871.m1
OG0000261	NV2t021778001.1, NV2t021778002.1	gfas1.m1.14826.m1
OG0000261	NV2t020721005.1, NV2t020721001.1, NV2t020721002.1, NV2t020721003.1, NV2t020721006.1, NV2t020721007.1, NV2t020721004.1	gfas1.m1.20227.m1
OG0000261	NV2t000565001.1	gfas1.m1.13886.m1
OG0000261	NV2t021776001.1, NV2t021776002.1	gfas1.m1.14829.m1
OG0000264	NV2t022444001.1, NV2t022444002.1	gfas1.m1.13095.m1, gfas1.m1.11949.m1, gfas1.m1.21696.m1, gfas1.m1.22345.m1, gfas1.m1.12689.m1, gfas1.m1.10219.m1, gfas1.m1.20744.m1, gfas1.m1.12907.m1, gfas1.m1.9878.m1, gfas1.m1.5925.m1, gfas1.m1.20851.m1, gfas1.m1.22792.m1, gfas1.m1.9879.m1, gfas1.m1.10824.m1, gfas1.m1.9849.m1, gfas1.m1.10489.m1, gfas1.m1.13110.m1
OG0000265	NV2t024979003.1, NV2t024979001.1, NV2t024979002.1	gfas1.m1.15822.m1, gfas1.m1.3306.m1
OG0000265	NV2t025728001.1, NV2t025727001.1, NV2t025727002.1, NV2t025725002.1, NV2t025725003.1, NV2t025725004.1, NV2t025725001.1, NV2t025725005.1, NV2t025725006.1	gfas1.m1.22978.m1
OG0000266	NV2t003061001.1	gfas1.m1.8401.m1, gfas1.m1.8193.m1, gfas1.m1.8400.m1, gfas1.m1.8404.m1
OG0000266	NV2t013773001.1, NV2t014463001.1, NV2t014463002.1, NV2t014463004.1, NV2t014463003.1, NV2t024786001.1, NV2t008821001.1	gfas1.m1.426.m1, gfas1.m1.8619.m1, gfas1.m1.7939.m1, gfas1.m1.19695.m1, gfas1.m1.13349.m1, gfas1.m1.13350.m1, gfas1.m1.5064.m1
OG0000267	NV2t010925001.1	gfas1.m1.22548.m1, gfas1.m1.22549.m1, gfas1.m1.8519.m1, gfas1.m1.14282.m1
OG0000267	NV2t004259001.1, NV2t004257001.1, NV2t022542001.1	gfas1.m1.10263.m1, gfas1.m1.8521.m1, gfas1.m1.8527.m1
OG0000268	NV2t019340001.1, NV2t019340002.1, NV2t019340003.1, NV2t019340004.1, NV2t019340005.1, NV2t019340006.1, NV2t019340007.1, NV2t019340008.1, NV2t019340009.1, NV2t019340010.1, NV2t019340011.1, NV2t019340012.1, NV2t019340013.1	gfas1.m1.10667.m1
OG0000268	NV2t019339001.1, NV2t019339002.1	gfas1.m1.18980.m1
OG0000269	NV2t017321003.1, NV2t017321005.1, NV2t017321004.1	gfas1.m1.251.m1
OG0000269	NV2t019697001.1	gfas1.m1.18605.m1
OG0000269	NV2t001276002.1, NV2t001276005.1, NV2t001276004.1, NV2t001276003.1, NV2t001276006.1	gfas1.m1.1218.m1
OG0000270	NV2t007642003.1, NV2t007642002.1, NV2t007642001.1, NV2t005926001.1, NV2t005926002.1	gfas1.m1.20155.m1, gfas1.m1.14605.m1, gfas1.m1.20622.m1, gfas1.m1.22253.m1, gfas1.m1.7379.m1, gfas1.m1.10745.m1, gfas1.m1.5088.m1, gfas1.m1.18809.m1, gfas1.m1.5067.m1, gfas1.m1.21060.m1, gfas1.m1.3978.m1, gfas1.m1.9227.m1, gfas1.m1.3977.m1, gfas1.m1.9226.m1, gfas1.m1.22848.m1, gfas1.m1.9228.m1
OG0000271	NV2t022410001.1, NV2t022410002.1, NV2t022410003.1, NV2t022009004.1, NV2t022009005.1, NV2t022009003.1, NV2t022009007.1, NV2t022009008.1, NV2t022009002.1, NV2t022009009.1, NV2t022009001.1, NV2t022009006.1, NV2t022010004.1, NV2t022010005.1, NV2t022010001.1, NV2t022010002.1	gfas1.m1.2198.m1, gfas1.m1.2204.m1, gfas1.m1.2203.m1, gfas1.m1.2202.m1, gfas1.m1.2193.m1
OG0000272	NV2t021338001.1, NV2t021338002.1	gfas1.m1.14893.m1
OG0000272	NV2t022595001.1, NV2t022593002.1, NV2t022593001.1, NV2t022593003.1	gfas1.m1.9137.m1, gfas1.m1.22707.m1
OG0000272	NV2t020201001.1, NV2t020201002.1, NV2t020545001.1, NV2t020545002.1	gfas1.m1.20310.m1
OG0000272	NV2t012875001.1, NV2t002705001.1, NV2t002705002.1	gfas1.m1.21576.m1, gfas1.m1.12478.m1
OG0000273	NV2t005918001.1, NV2t005918002.1	gfas1.m1.14714.m1
OG0000273	NV2t006021001.1	gfas1.m1.8610.m1
OG0000273	NV2t006022001.1	gfas1.m1.14710.m1, gfas1.m1.22181.m1, gfas1.m1.14709.m1, gfas1.m1.8606.m1, gfas1.m1.21901.m1
OG0000273	NV2t006441001.1	gfas1.m1.8968.m1
OG0000273	NV2t005917001.1	gfas1.m1.12452.m1
OG0000273	NV2t005916001.1	gfas1.m1.8969.m1, gfas1.m1.14716.m1
OG0000273	NV2t006698001.1	gfas1.m1.8966.m1, gfas1.m1.14708.m1
OG0000274	NV2t004710001.1	gfas1.m1.16279.m1
OG0000274	NV2t006762001.1, NV2t022865001.1, NV2t022913001.1, NV2t017958001.1, NV2t022913002.1	gfas1.m1.3795.m1, gfas1.m1.6382.m1, gfas1.m1.11301.m1
OG0000274	NV2t021430001.1	gfas1.m1.23939.m1, gfas1.m1.16615.m1, gfas1.m1.23940.m1, gfas1.m1.20024.m1
OG0000275	NV2t014368002.1, NV2t014368001.1, NV2t014368003.1	gfas1.m1.8133.m1, gfas1.m1.16216.m1
OG0000275	NV2t017180001.1, NV2t017180006.1, NV2t017180002.1, NV2t017180003.1, NV2t017180004.1	gfas1.m1.226.m1, gfas1.m1.228.m1
OG0000275	NV2t008624001.1	gfas1.m1.3209.m1
OG0000276	NV2t021837001.1	gfas1.m1.700.m1
OG0000276	NV2t006142001.1	gfas1.m1.17038.m1, gfas1.m1.12984.m1, gfas1.m1.19107.m1, gfas1.m1.6450.m1, gfas1.m1.20276.m1, gfas1.m1.8638.m1, gfas1.m1.16028.m1, gfas1.m1.16036.m1, gfas1.m1.16034.m1
OG0000277	NV2t005928002.1	gfas1.m1.20580.m1
OG0000278	NV2t019240001.1	gfas1.m1.12471.m1
OG0000278	NV2t024120001.1, NV2t024121001.1, NV2t024121002.1	gfas1.m1.22591.m1, gfas1.m1.12221.m1, gfas1.m1.10616.m1, gfas1.m1.10965.m1, gfas1.m1.23118.m1, gfas1.m1.22418.m1, gfas1.m1.19599.m1, gfas1.m1.21131.m1, gfas1.m1.21862.m1, gfas1.m1.8928.m1, gfas1.m1.12882.m1, gfas1.m1.23693.m1
OG0000278	NV2t014881001.1	gfas1.m1.9252.m1
OG0000279	NV2t003131001.1	gfas1.m1.4184.m1
OG0000279	NV2t008457001.1	gfas1.m1.2484.m1, gfas1.m1.2485.m1, gfas1.m1.21915.m1, gfas1.m1.2486.m1, gfas1.m1.2487.m1
OG0000280	NV2t016694001.1	gfas1.m1.4699.m1
OG0000280	NV2t004676001.1	gfas1.m1.10227.m1
OG0000280	NV2t012258001.1	gfas1.m1.859.m1
OG0000280	NV2t020279001.1	gfas1.m1.7922.m1, gfas1.m1.13494.m1, gfas1.m1.13495.m1, gfas1.m1.13492.m1, gfas1.m1.13493.m1, gfas1.m1.13505.m1, gfas1.m1.19908.m1, gfas1.m1.7864.m1, gfas1.m1.13496.m1, gfas1.m1.13497.m1, gfas1.m1.4264.m1, gfas1.m1.4267.m1
