Orthogroup	Mmus	Acer
OG0001769	PFKAM_MOUSE, PFKAL_MOUSE, PFKAP_MOUSE	KAK2548947.1
OG0001785	RN223_MOUSE, RN183_MOUSE, RN225_MOUSE	KAK2550232.1
OG0001799	LHPL4_MOUSE, LHPL3_MOUSE, LHPL5_MOUSE	KAK2551254.1
OG0001817	DCA12_MOUSE, DC121_MOUSE, DC122_MOUSE	KAK2552943.1
OG0001833	PAG15_MOUSE	KAK2554434.1, KAK2561458.1, KAK2561459.1
OG0001849	GT253_MOUSE, GT251_MOUSE, GT252_MOUSE	KAK2555456.1
OG0001864	UB2V2_MOUSE, UB2V1_MOUSE	KAK2556821.1
OG0001879	CIDEB_MOUSE, CIDEA_MOUSE, CIDEC_MOUSE	KAK2557754.1
OG0001896	PATL1_MOUSE, PATL2_MOUSE	KAK2559412.1
OG0001914	IFT43_MOUSE	KAK2560437.1
OG0001931	SMIP4_MOUSE	KAK2562034.1, KAK2562135.1, KAK2562033.1
OG0001962	MA2B1_MOUSE	KAK2564955.1, KAK2564960.1, KAK2564958.1, KAK2564957.1, KAK2564961.1
OG0001978	DPEP1_MOUSE	KAK2566104.1, KAK2566101.1, KAK2566106.1
OG0001993	APBA3_MOUSE, APBA2_MOUSE, APBA1_MOUSE	KAK2567271.1
OG0002009	PURB_MOUSE, PURG_MOUSE, PURA_MOUSE	KAK2568232.1
OG0002026	TFF3_MOUSE, TFF2_MOUSE, TFF1_MOUSE	KAK2569014.1
OG0001723	PHC1_MOUSE, PHC3_MOUSE, PHC2_MOUSE	KAK2550575.1
OG0001739	NIBA2_MOUSE, NIBA1_MOUSE	KAK2547079.1, KAK2555553.1
OG0001755	CSRN2_MOUSE, CSRN3_MOUSE	KAK2548121.1, KAK2561574.1
OG0001772	PUR1_MOUSE	KAK2549691.1
OG0001806	CGAT2_MOUSE, CGAT1_MOUSE	KAK2565288.1, KAK2551721.1
OG0001820	MYO1E_MOUSE, MYO1F_MOUSE	KAK2555156.1, KAK2553207.1
OG0001874	UBP22_MOUSE, UBP51_MOUSE, UBP27_MOUSE	KAK2557185.1
OG0001891	LMA2L_MOUSE, LMAN2_MOUSE	KAK2558485.1
OG0001908	RN217_MOUSE	KAK2567424.1, KAK2560221.1
OG0001925	KINH_MOUSE, KIF5A_MOUSE, KIF5C_MOUSE	KAK2561249.1
OG0001941	MARH2_MOUSE, MARH3_MOUSE	KAK2563050.1, KAK2572198.1
OG0001956	CCD47_MOUSE	KAK2564812.1
OG0001973	CO5_MOUSE, CO3_MOUSE	KAK2565794.1, KAK2565842.1
OG0001989	PIAS2_MOUSE, PIAS1_MOUSE, PIAS3_MOUSE	KAK2566907.1
OG0002006	PLPL6_MOUSE, PLPL7_MOUSE	KAK2568031.1
OG0002023	TFAM_MOUSE	KAK2568660.1
OG0002038	DOCK8_MOUSE, DOCK6_MOUSE, DOCK7_MOUSE	KAK2569988.1
OG0001766	DCP1B_MOUSE	KAK2548852.1, KAK2548860.1
OG0001783	GA45G_MOUSE, GA45B_MOUSE, GA45A_MOUSE	KAK2550031.1
OG0001816	CKS1_MOUSE, CKS2_MOUSE	KAK2552894.1, KAK2573308.1
OG0001832	SETD2_MOUSE	KAK2554234.1
OG0001851	PRC2B_MOUSE, PRC2A_MOUSE	KAK2555502.1
OG0001867	PP2BC_MOUSE, PP2BB_MOUSE, PP2BA_MOUSE	KAK2557055.1
OG0001882	S2532_MOUSE	KAK2557856.1
OG0001899	ZFAN6_MOUSE, ZFAN5_MOUSE	KAK2559472.1
OG0001905	RBP1_MOUSE	KAK2560062.1
OG0001922	INO1_MOUSE	KAK2561043.1
OG0001954	AT5G2_MOUSE, AT5G3_MOUSE, AT5G1_MOUSE	KAK2564758.1
OG0001974	SL9A1_MOUSE, SL9A4_MOUSE, SL9A2_MOUSE	KAK2565796.1
OG0001990	FLOT1_MOUSE	KAK2566954.1
OG0002007	ZC3H4_MOUSE, ZC3H8_MOUSE, ZC3H6_MOUSE	KAK2568222.1
OG0002024	BRMS1_MOUSE, BRM1L_MOUSE	KAK2568776.1
OG0002041	TLX3_MOUSE, TLX2_MOUSE, TLX1_MOUSE	KAK2570098.1
OG0002059	KDM7A_MOUSE, PHF2_MOUSE, PHF8_MOUSE	KAK2571305.1
OG0001724	NEC2_MOUSE, FURIN_MOUSE, PCSK4_MOUSE	KAK2550451.1
OG0001756	CAND2_MOUSE, CAND1_MOUSE	KAK2548276.1
OG0001773	PHAR4_MOUSE	KAK2549738.1
OG0001809	MFS12_MOUSE	KAK2551875.1, KAK2551932.1
OG0001824	S61A1_MOUSE, S61A2_MOUSE	KAK2553361.1
OG0001839	VAT1_MOUSE	KAK2554804.1
OG0001871	F234B_MOUSE, F234A_MOUSE	KAK2573709.1, KAK2557102.1
OG0001901	VA0D2_MOUSE, VA0D1_MOUSE	KAK2559571.1
OG0001918	PCT2B_MOUSE, PCAT2_MOUSE	KAK2560696.1, KAK2569117.1, KAK2560756.1
OG0001948	GAS2_MOUSE, GA2L3_MOUSE	KAK2563705.1
OG0001965	AGRD1_MOUSE	KAK2573230.1, KAK2565200.1
OG0001979	BICRL_MOUSE, BICRA_MOUSE	KAK2566109.1
OG0001995	NOVA2_MOUSE, NOVA1_MOUSE	KAK2567462.1
OG0002027	OSBL5_MOUSE, OSBL8_MOUSE	KAK2569118.1
OG0002043	ITA3_MOUSE, ITA6_MOUSE, ITA7_MOUSE	KAK2570174.1
OG0002058	FLNC_MOUSE, FLNB_MOUSE, FLNA_MOUSE	KAK2571239.1
OG0002062	KCND1_MOUSE, KCND3_MOUSE, KCND2_MOUSE	KAK2571501.1
OG0001814	RHG36_MOUSE, RHG06_MOUSE	KAK2552588.1
OG0001830	SYT14_MOUSE, SYT16_MOUSE	KAK2554173.1, KAK2554174.1
OG0001836	PAQR2_MOUSE, PAQR1_MOUSE	KAK2554653.1, KAK2565461.1
OG0001853	RAP2B_MOUSE, RAP2C_MOUSE, RAP2A_MOUSE	KAK2555937.1
OG0001868	P4HA2_MOUSE, P4HA1_MOUSE	KAK2557062.1
OG0001883	FL2D_MOUSE	KAK2558017.1
OG0001900	CDCP2_MOUSE	KAK2559539.1, KAK2567651.1, KAK2571108.1
OG0001917	ABHD4_MOUSE, ABHD5_MOUSE	KAK2560690.1, KAK2560848.1, KAK2560849.1
OG0001933	NRAM1_MOUSE, NRAM2_MOUSE	KAK2562150.1
OG0001950	ERD21_MOUSE, ERD23_MOUSE, ERD22_MOUSE	KAK2564307.1
OG0001969	HIPK3_MOUSE, HIPK1_MOUSE, HIPK2_MOUSE	KAK2565402.1
OG0001984	AMOL1_MOUSE, AMOL2_MOUSE, AMOT_MOUSE	KAK2566540.1
OG0002002	KC1G1_MOUSE, KC1G3_MOUSE, KC1G2_MOUSE	KAK2567796.1
OG0002019	DUS14_MOUSE, DUS21_MOUSE, DUS18_MOUSE	KAK2568471.1
OG0002036	NASP_MOUSE	KAK2569863.1, KAK2569682.1
OG0002067	ERR1_MOUSE, ERR3_MOUSE, ERR2_MOUSE	KAK2571816.1
OG0001793	KTN1_MOUSE, RRBP1_MOUSE	KAK2550781.1
OG0001810	SYTC_MOUSE, SYTM_MOUSE, SYTC2_MOUSE	KAK2551909.1
OG0001825	GREB1_MOUSE, GRB1L_MOUSE	KAK2553740.1
OG0001844	TT39A_MOUSE, TT39B_MOUSE	KAK2555093.1
OG0001861	LERL1_MOUSE, OBRG_MOUSE	KAK2556656.1
OG0001878	PEX14_MOUSE	KAK2557696.1
OG0001895	AKNA_MOUSE	KAK2559164.1
OG0001911	CAP1_MOUSE, CAP2_MOUSE	KAK2560292.1
OG0001927	M3K12_MOUSE, M3K13_MOUSE	KAK2561583.1
OG0001943	MTM1_MOUSE, MTMR1_MOUSE, MTMR2_MOUSE	KAK2563300.1
OG0001960	IN80D_MOUSE	KAK2564928.1
OG0001977	TOIP2_MOUSE, TOIP1_MOUSE	KAK2566020.1
OG0001994	TTC24_MOUSE	KAK2567274.1
OG0002012	SUH_MOUSE	KAK2568312.1
OG0002028	1A1L1_MOUSE, 1A1L2_MOUSE	KAK2569131.1
OG0002044	T106A_MOUSE, T106B_MOUSE, T106C_MOUSE	KAK2570205.1
OG0002060	NEDD1_MOUSE	KAK2571437.1
OG0002080	CR3L1_MOUSE, CR3L2_MOUSE	KAK2572736.1
OG0002096	MOGT2_MOUSE, MOGT1_MOUSE	KAK2573810.1, KAK2573404.1
OG0001860	SH2D5_MOUSE	KAK2556482.1
OG0001893	TAF1B_MOUSE	KAK2558488.1
OG0001909	TMCC3_MOUSE, TMCC2_MOUSE, TMCC1_MOUSE	KAK2560223.1
OG0001913	UBP37_MOUSE, UBP29_MOUSE, UBP26_MOUSE	KAK2560356.1
OG0001926	DGKA_MOUSE, DGKG_MOUSE, DGKB_MOUSE	KAK2561367.1
OG0001930	ITB1_MOUSE	KAK2570400.1, KAK2561982.1
OG0001961	ESM1_MOUSE, CRIM1_MOUSE	KAK2564952.1, KAK2569353.1
OG0001976	SPSB4_MOUSE, SPSB1_MOUSE	KAK2565978.1
OG0001992	TMC3_MOUSE, TMC1_MOUSE, TMC2_MOUSE	KAK2567249.1
OG0002010	DAAF3_MOUSE	KAK2568259.1
OG0002032	PACN3_MOUSE, PACN1_MOUSE, PACN2_MOUSE	KAK2569342.1
OG0002048	GLI1_MOUSE, GLI3_MOUSE, GLI2_MOUSE	KAK2570412.1
OG0002064	SOX8_MOUSE, SOX10_MOUSE, SOX9_MOUSE	KAK2571642.1
OG0002083	ANR17_MOUSE	KAK2572897.1
OG0002097	U2AFM_MOUSE, U2AFL_MOUSE	KAK2573557.1
OG0002112	ALDOB_MOUSE, ALDOC_MOUSE, ALDOA_MOUSE	KAK2574463.1
OG0001872	MCAF2_MOUSE, MCAF1_MOUSE	KAK2557107.1, KAK2565497.1
OG0001889	R144A_MOUSE, R144B_MOUSE	KAK2558360.1
OG0001906	UCP4_MOUSE	KAK2560074.1
OG0001923	RAB4A_MOUSE, RAB4B_MOUSE	KAK2561146.1
OG0001940	WDR93_MOUSE	KAK2563029.1, KAK2562847.1
OG0001958	MYO7B_MOUSE, MYO7A_MOUSE	KAK2564878.1
OG0001975	P_MOUSE	KAK2566006.1, KAK2565939.1, KAK2566008.1
OG0001991	SH2D3_MOUSE, BCAR3_MOUSE	KAK2567148.1
OG0002025	SL9A9_MOUSE, SL9A7_MOUSE, SL9A6_MOUSE	KAK2568806.1
OG0002042	DLX4_MOUSE, DLX1_MOUSE, DLX6_MOUSE	KAK2570099.1
OG0002057	CE85L_MOUSE, CEP85_MOUSE	KAK2570958.1
OG0002075	CND2_MOUSE	KAK2572341.1
OG0002081	JHD2C_MOUSE, KDM3B_MOUSE, KDM3A_MOUSE	KAK2572770.1
OG0002099	ATG4A_MOUSE, ATG4B_MOUSE	KAK2573814.1
OG0002166	MAMC2_MOUSE	KAK2574480.1, KAK2574478.1
OG0002182	CCNB3_MOUSE	KAK2573256.1
OG0002197	KCNH7_MOUSE, KCNH2_MOUSE	KAK2564721.1
OG0001953	UBIP1_MOUSE, TF2L1_MOUSE, TFCP2_MOUSE	KAK2564740.1
OG0001971	FACR1_MOUSE, FACR2_MOUSE	KAK2565592.1
OG0001987	UTY_MOUSE, KDM6A_MOUSE	KAK2566803.1
OG0002005	SH3R2_MOUSE, SH3R1_MOUSE, SH3R3_MOUSE	KAK2568006.1
OG0002022	HECD1_MOUSE	KAK2568654.1, KAK2568652.1
OG0002040	ETV4_MOUSE, ETV5_MOUSE, ETV1_MOUSE	KAK2570074.1
OG0002054	BRWD1_MOUSE, PHIP_MOUSE, BRWD3_MOUSE	KAK2570732.1
OG0002071	RFNG_MOUSE, LFNG_MOUSE, MFNG_MOUSE	KAK2572044.1
OG0002089	TFE2_MOUSE, HTF4_MOUSE, ITF2_MOUSE	KAK2573217.1
OG0002106	BACD1_MOUSE, BACD2_MOUSE, BACD3_MOUSE	KAK2574140.1
OG0002193	AL1B1_MOUSE, ALDH2_MOUSE	KAK2563156.1
OG0002199	BMP4_MOUSE, BMP2_MOUSE	KAK2567517.1
OG0001904	YTHD3_MOUSE, YTHD2_MOUSE, YTHD1_MOUSE	KAK2560041.1
OG0001920	GNMT_MOUSE	KAK2560904.1
OG0001934	AKAP9_MOUSE	KAK2562155.1
OG0001951	GPD1L_MOUSE, GPDA_MOUSE	KAK2564695.1
OG0001957	AT11B_MOUSE, AT11C_MOUSE, AT11A_MOUSE	KAK2564827.1
OG0002000	WASH1_MOUSE	KAK2567727.1
OG0002017	NFKB2_MOUSE, NFKB1_MOUSE	KAK2568458.1
OG0002034	NB5R3_MOUSE, NB5R1_MOUSE, NB5R2_MOUSE	KAK2569471.1
OG0002050	RUNX1_MOUSE, RUNX2_MOUSE, RUNX3_MOUSE	KAK2570521.1
OG0002074	PUS1_MOUSE	KAK2572288.1, KAK2572575.1
OG0002091	CNGA2_MOUSE, CNGA1_MOUSE, CNGA3_MOUSE	KAK2573239.1
OG0002098	STK26_MOUSE, STK25_MOUSE, STK24_MOUSE	KAK2573634.1
OG0002114	MLXIP_MOUSE, MLXPL_MOUSE	KAK2574632.1
OG0002185	FRMD3_MOUSE, FRMD5_MOUSE	KAK2567937.1
OG0002204	ZRAB3_MOUSE	KAK2560194.1
OG0002220	KCNK3_MOUSE, KCNK9_MOUSE	KAK2559826.1
OG0001850	RBG1L_MOUSE, RBGP1_MOUSE	KAK2555492.1
OG0001866	PP16B_MOUSE, PP16A_MOUSE	KAK2556920.1
OG0001881	ABHD3_MOUSE, ABHD1_MOUSE	KAK2557846.1
OG0001898	USBP1_MOUSE	KAK2559470.1
OG0001952	IF2B2_MOUSE, IF2B3_MOUSE, IF2B1_MOUSE	KAK2564704.1
OG0001986	TTC3_MOUSE	KAK2566799.1
OG0002003	CLCN3_MOUSE, CLCN5_MOUSE, CLCN4_MOUSE	KAK2567874.1
OG0002035	S71A1_MOUSE, S71A2_MOUSE	KAK2569526.1
OG0002039	NACAD_MOUSE, NACA_MOUSE	KAK2570056.1
OG0002055	WASF3_MOUSE, WASF2_MOUSE, WASF1_MOUSE	KAK2570808.1
OG0002072	STING_MOUSE	KAK2572106.1, KAK2572102.1, KAK2572099.1
OG0002090	VDAC1_MOUSE, VDAC3_MOUSE, VDAC2_MOUSE	KAK2573219.1
OG0002107	GDPD1_MOUSE	KAK2574184.1
OG0002178	PLCL1_MOUSE, PLCL2_MOUSE	KAK2568493.1
OG0002200	LRBA_MOUSE, NBEA_MOUSE	KAK2563167.1
OG0002215	PDE5A_MOUSE	KAK2558507.1, KAK2551162.1
OG0002230	GFI1B_MOUSE	KAK2567075.1, KAK2567228.1
OG0001942	NFIP1_MOUSE, NFIP2_MOUSE	KAK2563281.1
OG0001959	PHLB2_MOUSE, PHLB1_MOUSE	KAK2564914.1
OG0001966	TT23L_MOUSE, TTC23_MOUSE	KAK2565238.1
OG0001982	NHRF2_MOUSE, NHRF1_MOUSE	KAK2566210.1
OG0001998	SKAP2_MOUSE, SKAP1_MOUSE	KAK2567559.1, KAK2571555.1
OG0002014	ARH37_MOUSE, ARH38_MOUSE, DNMBP_MOUSE	KAK2568383.1
OG0002030	NP1L4_MOUSE, NP1L1_MOUSE	KAK2569232.1
OG0002047	EAF1_MOUSE, EAF2_MOUSE	KAK2570349.1, KAK2570352.1
OG0002065	TRAF7_MOUSE	KAK2571770.1, KAK2571765.1
OG0002101	SMG9_MOUSE	KAK2573848.1
OG0002174	WNT2_MOUSE, WNT2B_MOUSE	KAK2568070.1
OG0002190	TES_MOUSE	KAK2567867.1, KAK2568023.1
OG0002196	KCRM_MOUSE, KCRB_MOUSE	KAK2560468.1
OG0002201	OSBL1_MOUSE, OSBL2_MOUSE	KAK2560056.1, KAK2552675.1
OG0002217	INVS_MOUSE	KAK2560491.1
OG0002232	GLYC_MOUSE	KAK2571748.1
OG0002269	CC90B_MOUSE, MCUR1_MOUSE	KAK2548137.1
OG0001944	PRPS1_MOUSE, PRPS2_MOUSE	KAK2563321.1
OG0001964	CSDE1_MOUSE	KAK2565144.1, KAK2568851.1
OG0001980	SYT15_MOUSE	KAK2566367.1, KAK2566114.1
OG0001996	TBP_MOUSE, TBPL2_MOUSE	KAK2567492.1
OG0002001	KI16B_MOUSE	KAK2567739.1, KAK2567736.1
OG0002018	P3H2_MOUSE, P3H1_MOUSE	KAK2568470.1
OG0002056	TM39B_MOUSE, TM39A_MOUSE	KAK2570977.1, KAK2570933.1
OG0002078	GRK5_MOUSE, GRK6_MOUSE, GRK4_MOUSE	KAK2572571.1
OG0002095	DOC11_MOUSE, DOC10_MOUSE, DOCK9_MOUSE	KAK2573394.1
OG0002111	PEPL_MOUSE, EVPL_MOUSE	KAK2574442.1
OG0002162	RHG28_MOUSE, RHG18_MOUSE	KAK2553837.1
OG0002167	MEP1B_MOUSE, MEP1A_MOUSE	KAK2569011.1, KAK2557378.1
OG0002202	CIB3_MOUSE, CIB2_MOUSE	KAK2556832.1
OG0002218	MIB2_MOUSE	KAK2556426.1
OG0002233	DEN1B_MOUSE, DEN1A_MOUSE	KAK2566993.1
OG0002267	GULP1_MOUSE	KAK2548007.1
OG0002288	NXF1_MOUSE	KAK2549451.1
OG0002305	CDK8_MOUSE, CDK19_MOUSE	KAK2550227.1
OG0001949	ERCC6_MOUSE	KAK2564165.1
OG0001967	DYM_MOUSE	KAK2565301.1
OG0001981	CC50A_MOUSE	KAK2566171.1
OG0001997	H6ST1_MOUSE, H6ST3_MOUSE, H6ST2_MOUSE	KAK2567500.1
OG0002013	RPGF2_MOUSE	KAK2568320.1
OG0002029	LARG1_MOUSE, LARG2_MOUSE	KAK2569201.1
OG0002045	VPP1_MOUSE, VPP2_MOUSE, VPP4_MOUSE	KAK2570230.1
OG0002063	SRSF2_MOUSE	KAK2571558.1
OG0002082	APCL_MOUSE, APC_MOUSE	KAK2572827.1
OG0002100	AP1S3_MOUSE, AP1S1_MOUSE, AP1S2_MOUSE	KAK2573823.1
OG0002203	DHB11_MOUSE, DHB13_MOUSE	KAK2560175.1, KAK2560176.1
OG0002219	CSKI2_MOUSE, CSKI1_MOUSE	KAK2571673.1
OG0002234	SETD6_MOUSE	KAK2546641.1, KAK2549767.1, KAK2555023.1, KAK2549742.1
OG0002252	C2D1B_MOUSE, C2D1A_MOUSE	KAK2547475.1, KAK2574204.1
OG0002302	CCNE2_MOUSE, CCNE1_MOUSE	KAK2550008.1
OG0002344	VWA1_MOUSE	KAK2551805.1, KAK2568512.1
OG0002360	SKI3_MOUSE	KAK2552916.1, KAK2552919.1
OG0002376	BEND4_MOUSE	KAK2558669.1, KAK2555739.1, KAK2562623.1, KAK2553532.1
OG0002079	EDRF1_MOUSE	KAK2572614.1
OG0002094	CBLC_MOUSE, CBL_MOUSE, CBLB_MOUSE	KAK2573373.1
OG0002109	KHDR1_MOUSE, KHDR3_MOUSE, KHDR2_MOUSE	KAK2574284.1
OG0002176	BMR1A_MOUSE, BMR1B_MOUSE	KAK2568360.1
OG0002191	UBA6_MOUSE	KAK2567985.1
OG0002209	ARF1_MOUSE, ARF2_MOUSE, ARF3_MOUSE	KAK2570311.1
OG0002224	SYCC_MOUSE	KAK2569503.1, KAK2569096.1
OG0002255	ZNT6_MOUSE	KAK2547511.1
OG0002270	FNIP1_MOUSE, FNIP2_MOUSE	KAK2548235.1
OG0002275	PTSS1_MOUSE	KAK2548440.1
OG0002292	ARK72_MOUSE	KAK2549748.1
OG0002307	GPR45_MOUSE, GPR63_MOUSE	KAK2550273.1
OG0002322	TANC2_MOUSE, TANC1_MOUSE	KAK2550836.1
OG0002339	RPN2_MOUSE	KAK2551439.1
OG0002357	CF299_MOUSE	KAK2552823.1, KAK2552826.1, KAK2567211.1, KAK2571045.1
OG0002371	PRAF2_MOUSE, PRAF3_MOUSE	KAK2553340.1, KAK2553360.1
OG0002386	KCNK1_MOUSE, KCNK6_MOUSE	KAK2553820.1
OG0002401	ARI3C_MOUSE	KAK2554496.1
OG0002419	STIM1_MOUSE, STIM2_MOUSE	KAK2556021.1
OG0001968	MYO5A_MOUSE, MYO5B_MOUSE	KAK2565363.1
OG0001983	PED1A_MOUSE, PED1B_MOUSE	KAK2566280.1
OG0001999	IF5_MOUSE	KAK2567681.1
OG0002016	TM102_MOUSE, M21D2_MOUSE	KAK2568456.1
OG0002033	RNF38_MOUSE, RNF44_MOUSE	KAK2573137.1, KAK2569422.1
OG0002066	DDX17_MOUSE, DDX5_MOUSE	KAK2571777.1
OG0002085	CCND3_MOUSE, CCND1_MOUSE, CCND2_MOUSE	KAK2573026.1
OG0002102	HGH1_MOUSE	KAK2573902.1, KAK2574412.1
OG0002170	SVEP1_MOUSE	KAK2569141.1, KAK2569142.1, KAK2563081.1
OG0002187	ZNT5_MOUSE	KAK2564461.1
OG0002205	IOD2_MOUSE	KAK2560827.1, KAK2560826.1, KAK2560739.1
OG0002221	DNJC5_MOUSE, DNJ5B_MOUSE	KAK2566217.1
OG0002254	FGD6_MOUSE	KAK2547495.1
OG0002271	IRS1_MOUSE, IRS2_MOUSE	KAK2548250.1
OG0002287	COL_MOUSE	KAK2549340.1, KAK2549343.1
OG0002327	MET17_MOUSE	KAK2550969.1
OG0002332	CETN4_MOUSE, CETN2_MOUSE, CETN1_MOUSE	KAK2551284.1
OG0002351	PARK7_MOUSE	KAK2552191.1, KAK2552188.1, KAK2569493.1
OG0002383	DISP1_MOUSE	KAK2553761.1, KAK2574006.1
OG0002400	KIFC3_MOUSE	KAK2554468.1, KAK2554469.1
OG0002418	TAF1_MOUSE	KAK2556002.1
OG0002435	IMPA1_MOUSE	KAK2556851.1
OG0002031	LIPA3_MOUSE, LIPA2_MOUSE	KAK2569250.1
OG0002046	UPP2_MOUSE, UPP1_MOUSE	KAK2570237.1
OG0002061	WNK3_MOUSE, WNK4_MOUSE	KAK2571439.1
OG0002077	PROM1_MOUSE	KAK2572455.1
OG0002092	LAMP1_MOUSE, LAMP2_MOUSE	KAK2573249.1
OG0002108	LHX4_MOUSE, LHX5_MOUSE, LHX1_MOUSE	KAK2574240.1
OG0002173	TBX5_MOUSE, TBX4_MOUSE	KAK2574570.1
OG0002222	FKBP4_MOUSE, FKBP5_MOUSE	KAK2569190.1
OG0002257	ODAD4_MOUSE	KAK2547755.1, KAK2547756.1, KAK2551764.1, KAK2547741.1
OG0002273	UBFL1_MOUSE, UBF1_MOUSE	KAK2548341.1
OG0002291	DHR11_MOUSE	KAK2549659.1
OG0002309	PRD13_MOUSE	KAK2557991.1, KAK2550289.1
OG0002314	ADCK5_MOUSE	KAK2550470.1, KAK2550473.1
OG0002349	SWET1_MOUSE	KAK2564911.1, KAK2551905.1
OG0002364	HNF4A_MOUSE, HNF4G_MOUSE	KAK2553132.1
OG0002379	NDUF5_MOUSE	KAK2560459.1, KAK2567667.1, KAK2553666.1, KAK2553718.1
OG0002396	PLCG2_MOUSE, PLCG1_MOUSE	KAK2554354.1
OG0002414	RU2A_MOUSE	KAK2555046.1
OG0002446	TBL1R_MOUSE, TBL1X_MOUSE	KAK2557563.1
OG0002004	ARHG3_MOUSE, ARHG8_MOUSE	KAK2567976.1
OG0002021	NAC1_MOUSE, NAC2_MOUSE, NAC3_MOUSE	KAK2568639.1
OG0002052	DRP2_MOUSE	KAK2570586.1
OG0002069	CCD57_MOUSE	KAK2571834.1, KAK2571837.1
OG0002087	PLD2_MOUSE, PLD1_MOUSE	KAK2573033.1
OG0002104	RIPL2_MOUSE, RIPL1_MOUSE	KAK2573996.1, KAK2573995.1
OG0002175	PAX3_MOUSE, PAX7_MOUSE	KAK2564447.1
OG0002192	WWP1_MOUSE, WWP2_MOUSE	KAK2554358.1
OG0002210	ATS18_MOUSE, ATS16_MOUSE	KAK2568728.1
OG0002272	VNN1_MOUSE, VNN3_MOUSE	KAK2548264.1, KAK2573121.1
OG0002306	PUS7_MOUSE	KAK2550266.1
OG0002343	UAP1_MOUSE, UAP1L_MOUSE	KAK2551775.1, KAK2551778.1
OG0002359	DNAI1_MOUSE	KAK2552909.1
OG0002375	MCCB_MOUSE	KAK2569525.1, KAK2553494.1
OG0002393	F133B_MOUSE	KAK2554243.1
OG0002411	RD23A_MOUSE, RD23B_MOUSE	KAK2555005.1
OG0002427	CF107_MOUSE, GSTK1_MOUSE	KAK2556529.1
OG0002460	GABPA_MOUSE	KAK2566745.1, KAK2558966.1, KAK2558967.1
OG0002496	PRKRA_MOUSE, TRBP2_MOUSE	KAK2561031.1
OG0002053	MFI_MOUSE	KAK2570706.1
OG0002070	WDR13_MOUSE	KAK2571934.1
OG0002088	ARI5A_MOUSE, ARI5B_MOUSE	KAK2573089.1
OG0002105	DTX2_MOUSE, DTX1_MOUSE, DTX4_MOUSE	KAK2574093.1
OG0002172	TBX2_MOUSE, TBX3_MOUSE	KAK2574571.1
OG0002189	PCOC1_MOUSE, PCOC2_MOUSE	KAK2562118.1
OG0002208	RHBT3_MOUSE	KAK2574118.1, KAK2570160.1
OG0002225	AAPK1_MOUSE, AAPK2_MOUSE	KAK2569541.1
OG0002290	EOGT_MOUSE	KAK2549653.1
OG0002308	ZDH18_MOUSE, ZDH14_MOUSE	KAK2550276.1
OG0002324	FGD4_MOUSE, FGD1_MOUSE, FGD2_MOUSE	KAK2550911.1
OG0002342	CLASR_MOUSE	KAK2551700.1
OG0002362	FBN1_MOUSE, FBN2_MOUSE	KAK2552944.1
OG0002377	NDK6_MOUSE	KAK2553658.1
OG0002395	NKD1_MOUSE, NKD2_MOUSE	KAK2554352.1
OG0002429	UGDH_MOUSE	KAK2556571.1
OG0002447	DZI1L_MOUSE, DZIP1_MOUSE	KAK2557589.1
OG0002463	DEND3_MOUSE	KAK2559219.1
OG0002480	CFA96_MOUSE	KAK2560061.1, KAK2560060.1
OG0002498	RBM25_MOUSE	KAK2561122.1
OG0002086	RHG01_MOUSE, RHG08_MOUSE	KAK2573029.1
OG0002103	ORAI3_MOUSE, ORAI2_MOUSE, ORAI1_MOUSE	KAK2573962.1
OG0002171	TBX15_MOUSE, TBX18_MOUSE	KAK2570739.1
OG0002206	KI21B_MOUSE, KI21A_MOUSE	KAK2568167.1
OG0002223	TBC15_MOUSE, TBC17_MOUSE	KAK2565295.1
OG0002258	MPND_MOUSE	KAK2547750.1
OG0002276	FBX10_MOUSE	KAK2548459.1
OG0002310	MS18A_MOUSE	KAK2550360.1
OG0002328	PGTA_MOUSE	KAK2550991.1
OG0002346	RING2_MOUSE, RING1_MOUSE	KAK2551852.1
OG0002363	FHAD1_MOUSE	KAK2565977.1, KAK2553021.1, KAK2553022.1
OG0002378	TGIF1_MOUSE, TGIF2_MOUSE	KAK2553659.1
OG0002397	MTSS2_MOUSE, MTSS1_MOUSE	KAK2554418.1
OG0002415	SKA1_MOUSE	KAK2555291.1
OG0002431	NIPBL_MOUSE	KAK2556654.1
OG0002448	NADK_MOUSE	KAK2557695.1
OG0002465	ADA10_MOUSE	KAK2559385.1
OG0002482	UN45B_MOUSE, UN45A_MOUSE	KAK2560228.1
OG0002500	F161B_MOUSE, F161A_MOUSE	KAK2561158.1, KAK2561153.1
OG0002180	STR6L_MOUSE	KAK2568052.1
OG0002195	TDRD7_MOUSE	KAK2548436.1
OG0002212	KAPCB_MOUSE, KAPCA_MOUSE	KAK2569982.1
OG0002244	RAD50_MOUSE	KAK2547077.1, KAK2555425.1, KAK2547082.1, KAK2555433.1
OG0002261	UBP2L_MOUSE, UBAP2_MOUSE	KAK2547809.1, KAK2547808.1
OG0002278	FBLN5_MOUSE, FBLN3_MOUSE, FBLN4_MOUSE	KAK2548605.1
OG0002295	PTPC1_MOUSE	KAK2549902.1
OG0002313	GPX2_MOUSE, GPX1_MOUSE	KAK2550449.1
OG0002330	ACAP2_MOUSE	KAK2551169.1
