Orthogroup	Hsap	Pdam
OG0003481	PGM5_HUMAN, PGM1_HUMAN	pdam_00017446-RA
OG0003482	PGRC2_HUMAN	pdam_00020497-RA, pdam_00021537-RA
OG0003483	PHF24_HUMAN	pdam_00018018-RA, pdam_00017227-RA
OG0003484	PHOP1_HUMAN, PHOP2_HUMAN	pdam_00005556-RA
OG0003485	PHTF1_HUMAN, PHTF2_HUMAN	pdam_00024016-RA
OG0003486	PI4KA_HUMAN, PI4P2_HUMAN, PI4P1_HUMAN	pdam_00008509-RA
OG0003487	PIGO_HUMAN	pdam_00017312-RA
OG0003488	PIMT_HUMAN	pdam_00016610-RA, pdam_00008882-RA
OG0003489	PINK1_HUMAN	pdam_00005879-RA
OG0003490	PIRC1_HUMAN, PIRC2_HUMAN	pdam_00021037-RA
OG0003491	PISD_HUMAN	pdam_00022072-RA
OG0003492	PITC1_HUMAN	pdam_00006224-RA
OG0003493	PITM1_HUMAN, PITM2_HUMAN	pdam_00000393-RA
OG0003494	PK1L1_HUMAN	pdam_00010609-RA
OG0003495	PK2L1_HUMAN, PKD2_HUMAN	pdam_00017764-RA
OG0003496	PK3CB_HUMAN, PK3CD_HUMAN	pdam_00013567-RA
OG0003497	PKHA8_HUMAN, PKHA9_HUMAN	pdam_00021664-RA
OG0003498	PKHB2_HUMAN, PKHB1_HUMAN	pdam_00015960-RA
OG0003499	PKHF2_HUMAN	pdam_00022562-RA
OG0003500	PKHG7_HUMAN	pdam_00011063-RA
OG0003501	PKNX2_HUMAN, PKNX1_HUMAN	pdam_00007130-RA
OG0003502	PLCC_HUMAN, PLCD_HUMAN	pdam_00010178-RA
OG0003503	PLD3A_HUMAN, PLD3B_HUMAN	pdam_00002533-RA
OG0003504	PLGT3_HUMAN, PLGT2_HUMAN	pdam_00019786-RA
OG0003505	PLPP7_HUMAN, PLPP6_HUMAN	pdam_00009430-RA
OG0003506	PMF1_HUMAN	pdam_00000160-RA
OG0003507	PMS1_HUMAN	pdam_00024502-RA
OG0003508	PNISR_HUMAN	pdam_00013316-RA
OG0003509	POMT1_HUMAN	pdam_00010100-RA
OG0003510	POP5_HUMAN	pdam_00012923-RA
OG0003511	PORCN_HUMAN	pdam_00008244-RA
OG0003512	PP4P1_HUMAN, PP4P2_HUMAN	pdam_00022775-RA
OG0003513	PP4RL_HUMAN, PP4R1_HUMAN	pdam_00002504-RA
OG0003514	PPM1A_HUMAN, PPM1B_HUMAN	pdam_00002854-RA
OG0003515	PPM1J_HUMAN, PPM1H_HUMAN	pdam_00020344-RA
OG0003516	PPM1K_HUMAN	pdam_00024772-RA
OG0003517	PPR37_HUMAN	pdam_00011996-RA
OG0003518	PPWD1_HUMAN	pdam_00002315-RA
OG0003520	PR40B_HUMAN, PR40A_HUMAN	pdam_00007445-RA
OG0003522	PROP1_HUMAN	pdam_00009331-RA, pdam_00015377-RA
OG0003523	PRR5L_HUMAN, PRR5_HUMAN	pdam_00019888-RA
OG0003525	PRS6A_HUMAN	pdam_00003180-RA
OG0003526	PRS7_HUMAN	pdam_00020552-RA
OG0003527	PSMA8_HUMAN, PSA7_HUMAN	pdam_00017380-RA
OG0003528	PSB10_HUMAN, PSB7_HUMAN	pdam_00021523-RA
OG0003529	PSB4_HUMAN	pdam_00003938-RA
OG0003530	PTG3L_HUMAN, TEBP_HUMAN	pdam_00009658-RA
OG0003531	PTN4_HUMAN	pdam_00012649-RA
OG0003532	PTPM1_HUMAN	pdam_00024865-RA
OG0003533	PTRD1_HUMAN	pdam_00009442-RA
OG0003534	PUR2_HUMAN	pdam_00010141-RA
OG0003535	PUR9_HUMAN	pdam_00013210-RA
OG0003536	PURA1_HUMAN, PURA2_HUMAN	pdam_00013105-RA
OG0003537	PWP2B_HUMAN, PWP2A_HUMAN	pdam_00016047-RA
OG0003538	PX11B_HUMAN, PX11A_HUMAN	pdam_00000869-RA
OG0003539	P_HUMAN	pdam_00012562-RA
OG0003540	QSOX2_HUMAN, QSOX1_HUMAN	pdam_00015979-RA
OG0003541	QTMAN_HUMAN	pdam_00005604-RA, pdam_00023440-RA
OG0003543	RAB3I_HUMAN, R3GEF_HUMAN	pdam_00006662-RA
OG0003544	RAB37_HUMAN, RAB26_HUMAN	pdam_00010082-RA
OG0003545	RAB2B_HUMAN, RAB2A_HUMAN	pdam_00004645-RA
OG0003546	RAB31_HUMAN, RB22A_HUMAN	pdam_00018907-RA
OG0003547	RAB34_HUMAN, RAB36_HUMAN	pdam_00006975-RA
OG0003548	RAB6B_HUMAN, RAB6A_HUMAN	pdam_00001307-RA
OG0003549	RAB9B_HUMAN, RAB9A_HUMAN	pdam_00011944-RA
OG0003550	RABE2_HUMAN, RABE1_HUMAN	pdam_00003727-RA
OG0003552	RALB_HUMAN, RALA_HUMAN	pdam_00004930-RA
OG0003554	RASA2_HUMAN, RASA3_HUMAN	pdam_00001210-RA
OG0003555	RASF5_HUMAN, RASF1_HUMAN	pdam_00008723-RA
OG0003556	RASF7_HUMAN, RASF8_HUMAN	pdam_00011729-RA
OG0003557	RAVR1_HUMAN, RAVR2_HUMAN	pdam_00002277-RA
OG0003558	RB15B_HUMAN, RBM15_HUMAN	pdam_00011066-RA
OG0003559	RB33A_HUMAN, RB33B_HUMAN	pdam_00008732-RA
OG0003560	RB39B_HUMAN, RB39A_HUMAN	pdam_00011164-RA
OG0003562	RBBP4_HUMAN, RBBP7_HUMAN	pdam_00004021-RA
OG0003563	RBL2_HUMAN, RBL1_HUMAN	pdam_00004659-RA
OG0003564	RBM11_HUMAN, RBM7_HUMAN	pdam_00003490-RA
OG0003565	RBM26_HUMAN, RBM27_HUMAN	pdam_00021574-RA
OG0003566	RBNS5_HUMAN	pdam_00006186-RA
OG0003567	RBP17_HUMAN, XPO7_HUMAN	pdam_00012415-RA
OG0003568	RBPS2_HUMAN, RBPMS_HUMAN	pdam_00014492-RA
OG0003569	RCAF1_HUMAN	pdam_00015796-RA
OG0003570	RCCD1_HUMAN	pdam_00016966-RA
OG0003571	RCL1_HUMAN	pdam_00020530-RA
OG0003572	RDHE2_HUMAN	pdam_00007173-RA
OG0003573	RED2_HUMAN, RED1_HUMAN	pdam_00009857-RA
OG0003574	RER1_HUMAN	pdam_00005238-RA
OG0003575	RFA4_HUMAN, RFA2_HUMAN	pdam_00018968-RA
OG0003576	RFC3_HUMAN	pdam_00005043-RA
OG0003577	RFIP4_HUMAN, RFIP3_HUMAN	pdam_00006229-RA
OG0003578	RFX4_HUMAN	pdam_00001769-RA, pdam_00003143-RA
OG0003579	RGPA1_HUMAN, RGPA2_HUMAN	pdam_00002895-RA
OG0003580	RGS14_HUMAN, RGS12_HUMAN	pdam_00020460-RA
OG0003581	RHBT2_HUMAN, RHBT1_HUMAN	pdam_00019030-RA
OG0003582	RHDF2_HUMAN, RHDF1_HUMAN	pdam_00021719-RA
OG0003583	RHG26_HUMAN, RHG10_HUMAN	pdam_00011920-RA
OG0003584	RHG19_HUMAN	pdam_00020377-RA
OG0003585	RHG20_HUMAN	pdam_00008975-RA, pdam_00008974-RA
OG0003586	RHG23_HUMAN, RHG21_HUMAN	pdam_00011641-RA
OG0003587	RHG22_HUMAN, RHG24_HUMAN	pdam_00006026-RA
OG0003588	RIC8B_HUMAN, RIC8A_HUMAN	pdam_00015272-RA
OG0003589	RIPP2_HUMAN, RIPP1_HUMAN	pdam_00008066-RA
OG0003590	RISC_HUMAN	pdam_00006252-RA, pdam_00006251-RA
OG0003591	RL10L_HUMAN, RL10_HUMAN	pdam_00011833-RA
OG0003592	RLA1_HUMAN	pdam_00002621-RA
OG0003593	RM04_HUMAN	pdam_00006502-RA
OG0003594	RM21_HUMAN	pdam_00014612-RA
OG0003595	RMD5A_HUMAN, RMD5B_HUMAN	pdam_00012421-RA
OG0003596	RN115_HUMAN, RN126_HUMAN	pdam_00000818-RA
OG0003597	RN122_HUMAN, RNF24_HUMAN	pdam_00019514-RA
OG0003598	RN146_HUMAN	pdam_00018857-RA
OG0003599	RN151_HUMAN	pdam_00013129-RA, pdam_00019668-RA
OG0003600	RN167_HUMAN, RNF13_HUMAN	pdam_00007996-RA
OG0003601	RN19B_HUMAN, RN19A_HUMAN	pdam_00014129-RA
OG0003602	RN220_HUMAN	pdam_00009296-RA
OG0003603	RNF11_HUMAN	pdam_00005358-RA
OG0003604	RNF8_HUMAN	pdam_00021636-RA
OG0003605	ROR1_HUMAN, ROR2_HUMAN	pdam_00005338-RA
OG0003606	RP25L_HUMAN, RPP25_HUMAN	pdam_00011649-RA
OG0003607	RPAB2_HUMAN	pdam_00020529-RA
OG0003608	RPB3_HUMAN	pdam_00009160-RA
OG0003609	RPC3_HUMAN	pdam_00000804-RA
OG0003610	RPC7L_HUMAN, RPC7_HUMAN	pdam_00015014-RA
OG0003611	RPEL1_HUMAN, RPE_HUMAN	pdam_00008146-RA, pdam_00008143-RA
OG0003612	RPGF6_HUMAN, RPGF2_HUMAN	pdam_00003203-RA
OG0003613	RRAGA_HUMAN, RRAGB_HUMAN	pdam_00000946-RA
OG0003614	RRAGD_HUMAN, RRAGC_HUMAN	pdam_00023209-RA
OG0003615	RRP1_HUMAN, RRP1B_HUMAN	pdam_00001841-RA
OG0003616	RS12_HUMAN	pdam_00000256-RA
OG0003617	RS17_HUMAN	pdam_00011422-RA
OG0003618	RS27L_HUMAN, RS27_HUMAN	pdam_00016756-RA
OG0003619	RS4Y1_HUMAN, RS4Y2_HUMAN, RS4X_HUMAN	pdam_00001537-RA
OG0003620	RT05_HUMAN	pdam_00018048-RA
OG0003621	RT10_HUMAN	pdam_00002812-RA
OG0003622	RTF1_HUMAN	pdam_00022089-RA
OG0003623	RTKN_HUMAN, RTKN2_HUMAN	pdam_00009774-RA
OG0003624	RUXE_HUMAN	pdam_00002728-RA
OG0003625	RWD2A_HUMAN, RWD2B_HUMAN	pdam_00018835-RA
OG0003627	S15A2_HUMAN	pdam_00020894-RA, pdam_00011623-RA
OG0003628	S17A9_HUMAN	pdam_00012192-RA
OG0003629	S18L2_HUMAN	pdam_00017384-RA
OG0003630	S20A2_HUMAN, S20A1_HUMAN	pdam_00018353-RA
OG0003631	S2512_HUMAN, S2513_HUMAN	pdam_00015314-RA
OG0003632	S2539_HUMAN, S2540_HUMAN	pdam_00014664-RA
OG0003633	ZN395_HUMAN, S2A4R_HUMAN, ZN704_HUMAN	pdam_00018361-RA
OG0003634	S35A2_HUMAN	pdam_00019479-RA, pdam_00001478-RA
OG0003635	S35E1_HUMAN	pdam_00022603-RA, pdam_00022602-RA
OG0003636	S38AA_HUMAN	pdam_00009000-RA
OG0003637	S39A1_HUMAN, S39A3_HUMAN	pdam_00013376-RA
OG0003638	S5A2_HUMAN, S5A1_HUMAN	pdam_00010037-RA
OG0003640	SAC2_HUMAN	pdam_00023838-RA
OG0003641	SAFB1_HUMAN, SAFB2_HUMAN	pdam_00012039-RA
OG0003642	SANBR_HUMAN	pdam_00010483-RA, pdam_00010480-RA, pdam_00010482-RA
OG0003644	SARDH_HUMAN	pdam_00005853-RA
OG0003645	SAS6_HUMAN	pdam_00022605-RA
OG0003646	SBNO2_HUMAN, SBNO1_HUMAN	pdam_00018567-RA
OG0003647	SBP1_HUMAN	pdam_00016939-RA, pdam_00003892-RA
OG0003648	SEBP2_HUMAN, SBP2L_HUMAN	pdam_00003914-RA
OG0003649	SBSPO_HUMAN	pdam_00021827-RA, pdam_00016915-RA
OG0003650	SC11C_HUMAN, SC11A_HUMAN	pdam_00012294-RA
OG0003651	SC16B_HUMAN, SC16A_HUMAN	pdam_00010115-RA
OG0003652	SC23B_HUMAN, SC23A_HUMAN	pdam_00015189-RA
OG0003653	SC31A_HUMAN	pdam_00015438-RA
OG0003654	SCP2_HUMAN	pdam_00015374-RA, pdam_00005308-RA
OG0003655	SDA1_HUMAN	pdam_00022222-RA
OG0003656	SDE2_HUMAN	pdam_00007627-RA
OG0003657	SDHL_HUMAN, SDSL_HUMAN	pdam_00000320-RA
OG0003658	SELN_HUMAN	pdam_00018038-RA
OG0003659	SELO_HUMAN	pdam_00013341-RA, pdam_00013343-RA, pdam_00005804-RA, pdam_00009659-RA
OG0003660	SEPT3_HUMAN, SEPT9_HUMAN	pdam_00000581-RA
OG0003661	SERP1_HUMAN, SERP2_HUMAN	pdam_00001317-RA
OG0003662	SESN1_HUMAN, SESN3_HUMAN	pdam_00010169-RA
OG0003663	SETD3_HUMAN	pdam_00002696-RA
OG0003664	SETLP_HUMAN, SET_HUMAN	pdam_00000188-RA
OG0003665	SFT2B_HUMAN, SFT2A_HUMAN	pdam_00007328-RA
OG0003666	SGCE_HUMAN, SGCA_HUMAN	pdam_00007956-RA
OG0003668	SGPP1_HUMAN, SGPP2_HUMAN	pdam_00013442-RA
OG0003669	SGT1_HUMAN	pdam_00023700-RA
OG0003670	SGTB_HUMAN, SGTA_HUMAN	pdam_00014482-RA
OG0003671	SH24B_HUMAN, SH24A_HUMAN	pdam_00006024-RA
OG0003673	SH3R1_HUMAN, SH3R3_HUMAN	pdam_00012813-RA
OG0003674	SIDT2_HUMAN, SIDT1_HUMAN	pdam_00001228-RA
OG0003675	SIL1_HUMAN	pdam_00019035-RA
OG0003676	SIN3B_HUMAN, SIN3A_HUMAN	pdam_00003870-RA
OG0003677	SIX2_HUMAN, SIX1_HUMAN	pdam_00007689-RA
OG0003678	SIX6_HUMAN, SIX3_HUMAN	pdam_00007690-RA
OG0003679	SKI_HUMAN, SKIL_HUMAN	pdam_00011879-RA
OG0003680	SL9A2_HUMAN, SL9A1_HUMAN	pdam_00004356-RA
OG0003681	SLD5_HUMAN	pdam_00003567-RA
OG0003682	SLF1_HUMAN	pdam_00018300-RA, pdam_00006892-RA
OG0003684	STK10_HUMAN, SLK_HUMAN	pdam_00019136-RA
OG0003685	SLX4_HUMAN	pdam_00008367-RA, pdam_00022043-RA
OG0003686	SMAD7_HUMAN, SMAD6_HUMAN	pdam_00022438-RA
OG0003687	SMAG2_HUMAN, SMAG1_HUMAN	pdam_00012017-RA
OG0003688	SMAP2_HUMAN, SMAP1_HUMAN	pdam_00000280-RA
OG0003689	SMC1B_HUMAN, SMC1A_HUMAN	pdam_00005515-RA
OG0003690	SMC3_HUMAN	pdam_00023373-RA
OG0003691	SMCA1_HUMAN, SMCA5_HUMAN	pdam_00020473-RA
OG0003692	SMCA4_HUMAN, SMCA2_HUMAN	pdam_00012274-RA
OG0003693	SMD3_HUMAN	pdam_00022583-RA
OG0003694	SMIP2_HUMAN	pdam_00012988-RA, pdam_00020581-RA
OG0003695	SMYD5_HUMAN	pdam_00014430-RA
OG0003696	SNAB_HUMAN, SNAA_HUMAN	pdam_00013107-RA
OG0003697	SNP25_HUMAN, SNP23_HUMAN	pdam_00000693-RA
OG0003698	SNPC4_HUMAN	pdam_00016937-RA
OG0003699	SNTB2_HUMAN, SNTB1_HUMAN	pdam_00017673-RA
OG0003700	SNX3_HUMAN, SNX12_HUMAN	pdam_00002068-RA
OG0003701	SNX30_HUMAN, SNX7_HUMAN	pdam_00021894-RA
OG0003702	SOCS4_HUMAN, SOCS5_HUMAN	pdam_00018619-RA
OG0003703	SOS1_HUMAN, SOS2_HUMAN	pdam_00007801-RA
OG0003704	SOST_HUMAN, SOSD1_HUMAN	pdam_00007072-RA
OG0003705	SP201_HUMAN, SP202_HUMAN, SP20H_HUMAN	pdam_00019764-RA
OG0003706	SPAT1_HUMAN	pdam_00023878-RA, pdam_00023877-RA
OG0003707	SPCS3_HUMAN	pdam_00008675-RA
OG0003708	SPEF1_HUMAN	pdam_00010374-RA
OG0003709	SPG17_HUMAN	pdam_00021346-RA, pdam_00013303-RA, pdam_00021345-RA
OG0003710	SPHK2_HUMAN, SPHK1_HUMAN	pdam_00010068-RA
OG0003711	SPHM_HUMAN	pdam_00013245-RA, pdam_00022601-RA
OG0003712	SPIR1_HUMAN, SPIR2_HUMAN	pdam_00024939-RA
OG0003713	SPNS1_HUMAN	pdam_00008114-RA
OG0003714	SPON2_HUMAN, SPON1_HUMAN	pdam_00002699-RA
OG0003715	SPS1_HUMAN, SPS2_HUMAN	pdam_00022960-RA
OG0003716	SPSY_HUMAN	pdam_00007351-RA, pdam_00011451-RA
OG0003717	SPTA1_HUMAN, SPTN1_HUMAN	pdam_00010730-RA
OG0003718	SRBP2_HUMAN, SRBP1_HUMAN	pdam_00001678-RA
OG0003719	VINEX_HUMAN, SRBS1_HUMAN	pdam_00002603-RA
OG0003720	SRGEF_HUMAN	pdam_00018937-RA
OG0003721	SRP19_HUMAN	pdam_00012533-RA
OG0003722	SRRM3_HUMAN, SRRM2_HUMAN	pdam_00018855-RA
OG0003723	SRR_HUMAN	pdam_00021809-RA
OG0003724	SSRA_HUMAN	pdam_00016725-RA
OG0003725	ST15B_HUMAN, SYT15_HUMAN	pdam_00012184-RA
OG0003726	STK38_HUMAN, ST38L_HUMAN	pdam_00009381-RA
OG0003727	ST7L_HUMAN, ST7_HUMAN	pdam_00007488-RA
OG0003728	STA5A_HUMAN, STA5B_HUMAN	pdam_00013201-RA
OG0003729	STAM2_HUMAN, STAM1_HUMAN	pdam_00011294-RA
OG0003730	STAU1_HUMAN, STAU2_HUMAN	pdam_00009454-RA
OG0003731	STK11_HUMAN	pdam_00012264-RA
OG0003732	STK4_HUMAN, STK3_HUMAN	pdam_00021090-RA
OG0003733	STOX2_HUMAN, STOX1_HUMAN	pdam_00008733-RA
OG0003734	STX7_HUMAN, STX12_HUMAN	pdam_00010477-RA
OG0003735	STX16_HUMAN	pdam_00013421-RA
OG0003736	STXB1_HUMAN, STXB2_HUMAN	pdam_00022114-RA
OG0003737	STXB4_HUMAN	pdam_00011922-RA
OG0003738	SUOX_HUMAN	pdam_00007865-RA
OG0003739	SUZ12_HUMAN	pdam_00003009-RA
OG0003740	SWT1_HUMAN	pdam_00010664-RA
OG0003741	SYAM_HUMAN, SYAC_HUMAN	pdam_00002521-RA
OG0003742	SYAP1_HUMAN	pdam_00003975-RA
OG0003743	SYC2L_HUMAN, SYCP2_HUMAN	pdam_00010226-RA
OG0003744	SYMC_HUMAN	pdam_00014481-RA, pdam_00023793-RA, pdam_00023794-RA
OG0003745	TACAN_HUMAN, T120B_HUMAN	pdam_00009391-RA
OG0003746	T161A_HUMAN, T161B_HUMAN	pdam_00004824-RA
OG0003747	T184A_HUMAN, T184B_HUMAN	pdam_00000530-RA
OG0003748	T185A_HUMAN, T185B_HUMAN	pdam_00009560-RA
OG0003749	T53I2_HUMAN, T53I1_HUMAN	pdam_00017389-RA
OG0003750	TAF5_HUMAN	pdam_00011625-RA, pdam_00011624-RA, pdam_00011627-RA
OG0003751	TAF7_HUMAN, TAF7L_HUMAN	pdam_00006027-RA
OG0003752	TAF9_HUMAN, TAF9B_HUMAN	pdam_00001338-RA
OG0003753	TARG1_HUMAN, TM233_HUMAN	pdam_00001096-RA, pdam_00001095-RA
OG0003754	TASOR_HUMAN	pdam_00007494-RA
OG0003755	TBC14_HUMAN, TBC12_HUMAN	pdam_00007421-RA
OG0003756	TBC30_HUMAN	pdam_00016782-RA
OG0003757	TBC9B_HUMAN, TBCD9_HUMAN	pdam_00021770-RA
OG0003758	TBCC1_HUMAN	pdam_00019254-RA
OG0003759	TBCD1_HUMAN, TBCD4_HUMAN	pdam_00008698-RA
OG0003760	TBCD7_HUMAN	pdam_00003181-RA
OG0003761	TBCD_HUMAN	pdam_00008754-RA, pdam_00008756-RA
OG0003762	TBE_HUMAN	pdam_00002619-RA
OG0003763	TBG2_HUMAN, TBG1_HUMAN	pdam_00004875-RA
OG0003764	TCEA1_HUMAN, TCEA2_HUMAN	pdam_00000366-RA
OG0003765	TCPZ_HUMAN, TCPW_HUMAN	pdam_00016931-RA
OG0003766	TCTP8_HUMAN, TPT1L_HUMAN, TCTP_HUMAN	pdam_00014299-RA
OG0003767	TECT1_HUMAN, TECT3_HUMAN	pdam_00008297-RA
OG0003768	TF2H4_HUMAN	pdam_00000134-RA
OG0003770	THOC4_HUMAN	pdam_00000523-RA
OG0003771	THTR_HUMAN, THTM_HUMAN	pdam_00003694-RA
OG0003772	TLC3B_HUMAN, TLC3A_HUMAN	pdam_00013912-RA
OG0003774	TLK1_HUMAN, TLK2_HUMAN	pdam_00012596-RA
OG0003775	TLN2_HUMAN, TLN1_HUMAN	pdam_00014226-RA
OG0003776	TM117_HUMAN	pdam_00004496-RA, pdam_00001563-RA
OG0003777	TM14C_HUMAN, TM14B_HUMAN, TM14D_HUMAN	pdam_00008923-RA
OG0003778	TM165_HUMAN	pdam_00001733-RA
OG0003779	TM175_HUMAN	pdam_00013713-RA, pdam_00001683-RA, pdam_00001685-RA
OG0003780	TM198_HUMAN	pdam_00015292-RA, pdam_00005557-RA
OG0003781	TM1L2_HUMAN, TOM1_HUMAN	pdam_00003011-RA
OG0003782	TM214_HUMAN	pdam_00008871-RA
OG0003783	TM40L_HUMAN, TOM40_HUMAN	pdam_00025211-RA
OG0003784	TM50B_HUMAN, TM50A_HUMAN	pdam_00000665-RA
OG0003785	TM87A_HUMAN, TM87B_HUMAN	pdam_00018885-RA
OG0003786	TMA16_HUMAN	pdam_00002582-RA
OG0003787	TMED1_HUMAN, TMED5_HUMAN	pdam_00004081-RA
OG0003788	TMED9_HUMAN, TMED4_HUMAN	pdam_00007181-RA
OG0003789	TMEM9_HUMAN, TMM9B_HUMAN	pdam_00006630-RA
OG0003790	TMM19_HUMAN	pdam_00002762-RA
OG0003791	TMM53_HUMAN	pdam_00005003-RA, pdam_00005490-RA
OG0003792	TMM94_HUMAN	pdam_00020981-RA
OG0003793	TMUB1_HUMAN, TMUB2_HUMAN	pdam_00009661-RA
OG0003794	TNKS2_HUMAN, TNKS1_HUMAN	pdam_00009085-RA
OG0003795	TNPO2_HUMAN, TNPO1_HUMAN	pdam_00013158-RA
OG0003796	TNPO3_HUMAN	pdam_00003247-RA
OG0003797	TOB1_HUMAN, TOB2_HUMAN	pdam_00000554-RA
OG0003798	TOP1_HUMAN, TOP1M_HUMAN	pdam_00002483-RA
OG0003799	TOP2B_HUMAN, TOP2A_HUMAN	pdam_00011595-RA
OG0003800	TPC11_HUMAN	pdam_00024300-RA
OG0003801	TPGS2_HUMAN	pdam_00020755-RA, pdam_00020758-RA, pdam_00020756-RA
OG0003802	TPPC9_HUMAN	pdam_00024127-RA
OG0003803	TPRG1_HUMAN, TPRGL_HUMAN	pdam_00003085-RA
OG0003804	TPRKB_HUMAN	pdam_00017986-RA
OG0003805	TPST1_HUMAN, TPST2_HUMAN	pdam_00000136-RA
OG0003806	TRAF7_HUMAN	pdam_00009334-RA
OG0003807	TREX2_HUMAN, TREX1_HUMAN	pdam_00006316-RA
OG0003809	TRIB3_HUMAN, TRIB2_HUMAN	pdam_00002654-RA
OG0003810	TRM2A_HUMAN	pdam_00013915-RA
OG0003812	TT39C_HUMAN	pdam_00007168-RA
OG0003813	TTBK2_HUMAN, TTBK1_HUMAN	pdam_00018770-RA
OG0003814	TTK_HUMAN	pdam_00020871-RA
OG0003815	TTLL6_HUMAN, TTL13_HUMAN	pdam_00019330-RA
OG0003816	TTLL3_HUMAN, TTLL8_HUMAN	pdam_00014005-RA
OG0003818	TTL_HUMAN	pdam_00017848-RA
OG0003819	TUT4_HUMAN, TUT7_HUMAN	pdam_00013175-RA
OG0003820	TUTLA_HUMAN, TUTLB_HUMAN	pdam_00003489-RA
OG0003822	TWF2_HUMAN, TWF1_HUMAN	pdam_00010970-RA
OG0003823	TWST2_HUMAN, TWST1_HUMAN	pdam_00004912-RA
OG0003824	TXD17_HUMAN	pdam_00014191-RA
OG0003825	TXND5_HUMAN	pdam_00018345-RA
OG0003826	U2QL1_HUMAN	pdam_00017659-RA
OG0003827	U5S1_HUMAN	pdam_00008167-RA
OG0003828	UB2Q2_HUMAN, UB2Q1_HUMAN	pdam_00018272-RA
OG0003829	UB2R2_HUMAN, UB2R1_HUMAN	pdam_00017059-RA
OG0003830	UBAC1_HUMAN	pdam_00010711-RA
OG0003831	UBAD2_HUMAN, UBAD1_HUMAN	pdam_00013836-RA
OG0003832	UBE2A_HUMAN, UBE2B_HUMAN	pdam_00021584-RA
OG0003833	UBE2O_HUMAN	pdam_00005410-RA
OG0003834	UBL3_HUMAN	pdam_00011945-RA
OG0003835	UBN1_HUMAN, UBN2_HUMAN	pdam_00008719-RA
OG0003836	UBP46_HUMAN, UBP12_HUMAN	pdam_00008676-RA
OG0003837	UBP13_HUMAN, UBP5_HUMAN	pdam_00005183-RA
OG0003838	UBP16_HUMAN, UBP45_HUMAN	pdam_00004001-RA
OG0003839	UBP33_HUMAN, UBP20_HUMAN	pdam_00017464-RA
OG0003840	UBP2_HUMAN	pdam_00015490-RA
OG0003841	UBP39_HUMAN	pdam_00017248-RA
OG0003842	UBP48_HUMAN	pdam_00014581-RA
OG0003843	UBP7_HUMAN	pdam_00011831-RA
OG0003844	UBTD1_HUMAN, UBTD2_HUMAN	pdam_00019889-RA
OG0003845	UCK2_HUMAN, UCK1_HUMAN	pdam_00004341-RA
OG0003846	UCRIL_HUMAN, UCRI_HUMAN	pdam_00007728-RA
OG0003847	UHRF2_HUMAN, UHRF1_HUMAN	pdam_00011065-RA
OG0003848	UNK_HUMAN, UNKL_HUMAN	pdam_00009385-RA
OG0003849	USP9X_HUMAN, USP9Y_HUMAN	pdam_00019276-RA
OG0003850	UT14A_HUMAN, UT14C_HUMAN	pdam_00001610-RA
OG0003851	UVRAG_HUMAN	pdam_00000934-RA
OG0003852	VA0E2_HUMAN, VA0E1_HUMAN	pdam_00003515-RA
OG0003853	VANG2_HUMAN, VANG1_HUMAN	pdam_00001862-RA
OG0003854	VAPA_HUMAN, VAPB_HUMAN	pdam_00017254-RA
OG0003855	VATA_HUMAN	pdam_00017959-RA
OG0003856	VATB1_HUMAN, VATB2_HUMAN	pdam_00012877-RA
OG0003857	VATE1_HUMAN, VATE2_HUMAN	pdam_00002790-RA
OG0003858	VDAC1_HUMAN, VDAC2_HUMAN	pdam_00020582-RA
OG0003860	VMP1_HUMAN	pdam_00013999-RA
OG0003861	VP13D_HUMAN	pdam_00016456-RA
OG0003862	VP26A_HUMAN, VP26B_HUMAN	pdam_00020140-RA
OG0003863	VPS4A_HUMAN, VPS4B_HUMAN	pdam_00002396-RA
OG0003864	VPS50_HUMAN	pdam_00012684-RA
OG0003865	VW5B2_HUMAN, VW5B1_HUMAN	pdam_00003346-RA
OG0003866	WASC5_HUMAN	pdam_00013270-RA
OG0003867	WASP_HUMAN, WASL_HUMAN	pdam_00005789-RA
OG0003868	WDR37_HUMAN	pdam_00014824-RA
OG0003869	WDR38_HUMAN	pdam_00025940-RA, pdam_00007891-RA
OG0003870	WEE2_HUMAN, WEE1_HUMAN	pdam_00006644-RA
OG0003871	WFS1_HUMAN	pdam_00017741-RA
OG0003872	WN10B_HUMAN, WN10A_HUMAN	pdam_00000636-RA
OG0003873	XPO1_HUMAN	pdam_00013448-RA
OG0003874	XPO2_HUMAN	pdam_00010259-RA
OG0003875	XPP1_HUMAN	pdam_00018932-RA, pdam_00005020-RA
OG0003876	XRCC4_HUMAN	pdam_00015161-RA
OG0003877	XYLT2_HUMAN, XYLT1_HUMAN	pdam_00004521-RA
OG0003878	YIPF2_HUMAN, YIPF1_HUMAN	pdam_00015859-RA
OG0003879	YTDC1_HUMAN	pdam_00018016-RA
OG0003881	ZC21A_HUMAN, ZC21B_HUMAN	pdam_00017147-RA
OG0003882	ZCH18_HUMAN	pdam_00025686-RA, pdam_00015405-RA
OG0003883	ZCHC7_HUMAN	pdam_00021772-RA
OG0003884	ZDH13_HUMAN, ZDH17_HUMAN	pdam_00002970-RA
OG0003885	ZDHC3_HUMAN, ZDHC7_HUMAN	pdam_00013433-RA
